league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
GER-Bundesliga,2425,2024-12-06 Stuttgart-Union Berlin,2024-12-06,20:30,Stuttgart,3–2,Union Berlin,59000,MHPArena,Tobias Welz,/en/matches/41b2c9a7/Stuttgart-Union-Berlin-December-6-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Bayern Munich-Heidenheim,2024-12-07,15:30,Bayern Munich,4–2,Heidenheim,75000,Allianz Arena,Sören Storks,/en/matches/aff85c23/Bayern-Munich-Heidenheim-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Bochum-Werder Bremen,2024-12-07,15:30,Bochum,0–1,Werder Bremen,26000,Vonovia Ruhrstadion,Felix Brych,/en/matches/73bf4f3e/Bochum-Werder-Bremen-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Eintracht Frankfurt-Augsburg,2024-12-07,15:30,Eintracht Frankfurt,2–2,Augsburg,57000,Deutsche Bank Park,Bastian Dankert,/en/matches/4442b38e/Eintracht-Frankfurt-Augsburg-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Gladbach-Dortmund,2024-12-07,18:30,Gladbach,1–1,Dortmund,54042,Stadion im Borussia-Park,Tobias Stieler,/en/matches/975c1d76/Monchengladbach-Dortmund-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Holstein Kiel-RB Leipzig,2024-12-07,15:30,Holstein Kiel,0–2,RB Leipzig,14715,Holstein-Stadion,Florian Badstübner,/en/matches/5b484005/Holstein-Kiel-RB-Leipzig-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-07 Leverkusen-St Pauli,2024-12-07,15:30,Leverkusen,2–1,St Pauli,30210,BayArena,Matthias Jöllenbeck,/en/matches/326bf78c/Leverkusen-St-Pauli-December-7-2024-Bundesliga
GER-Bundesliga,2425,2024-12-08 Hoffenheim-Freiburg,2024-12-08,17:30,Hoffenheim,1–1,Freiburg,22027,PreZero Arena,Sven Jablonski,/en/matches/3b2c1622/Hoffenheim-Freiburg-December-8-2024-Bundesliga
GER-Bundesliga,2425,2024-12-08 Wolfsburg-Mainz 05,2024-12-08,15:30,Wolfsburg,4–3,Mainz 05,20036,Volkswagen Arena,Timo Gerach,/en/matches/4c76fa51/Wolfsburg-Mainz-05-December-8-2024-Bundesliga
GER-Bundesliga,2425,2024-12-13 Freiburg-Wolfsburg,2024-12-13,20:30,Freiburg,3–2,Wolfsburg,32600,Europa-Park Stadion,Sascha Stegemann,/en/matches/3142b1ac/Freiburg-Wolfsburg-December-13-2024-Bundesliga
GER-Bundesliga,2425,2024-12-14 Augsburg-Leverkusen,2024-12-14,15:30,Augsburg,0–2,Leverkusen,29310,WWK Arena,Felix Zwayer,/en/matches/b2439369/Augsburg-Leverkusen-December-14-2024-Bundesliga
GER-Bundesliga,2425,2024-12-14 Gladbach-Holstein Kiel,2024-12-14,15:30,Gladbach,4–1,Holstein Kiel,52210,Stadion im Borussia-Park,Daniel Schlager,/en/matches/9082168d/Monchengladbach-Holstein-Kiel-December-14-2024-Bundesliga
GER-Bundesliga,2425,2024-12-14 Mainz 05-Bayern Munich,2024-12-14,15:30,Mainz 05,2–1,Bayern Munich,33305,Mewa Arena,Frank Willenborg,/en/matches/dc3aa7be/Mainz-05-Bayern-Munich-December-14-2024-Bundesliga
GER-Bundesliga,2425,2024-12-14 St Pauli-Werder Bremen,2024-12-14,18:30,St Pauli,0–2,Werder Bremen,29546,Millerntor-Stadion,Robert Hartmann,/en/matches/f9c6643f/St-Pauli-Werder-Bremen-December-14-2024-Bundesliga
GER-Bundesliga,2425,2024-12-14 Union Berlin-Bochum,2024-12-14,15:30,Union Berlin,0–2,Bochum,22012,Stadion An der Alten Försterei,Martin Petersen,/en/matches/171e1d37/Union-Berlin-Bochum-December-14-2024-Bundesliga
GER-Bundesliga,2425,2024-12-15 Dortmund-Hoffenheim,2024-12-15,17:30,Dortmund,1–1,Hoffenheim,81365,Signal Iduna Park,Harm Osmers,/en/matches/cf85934f/Dortmund-Hoffenheim-December-15-2024-Bundesliga
GER-Bundesliga,2425,2024-12-15 Heidenheim-Stuttgart,2024-12-15,15:30,Heidenheim,1–3,Stuttgart,15000,Voith-Arena,Christian Dingert,/en/matches/406ac14d/Heidenheim-Stuttgart-December-15-2024-Bundesliga
GER-Bundesliga,2425,2024-12-15 RB Leipzig-Eintracht Frankfurt,2024-12-15,19:30,RB Leipzig,2–1,Eintracht Frankfurt,40193,Red Bull Arena,Benjamin Brand,/en/matches/7f0b7508/RB-Leipzig-Eintracht-Frankfurt-December-15-2024-Bundesliga
GER-Bundesliga,2425,2024-12-20 Bayern Munich-RB Leipzig,2024-12-20,20:30,Bayern Munich,5–1,RB Leipzig,75000,Allianz Arena,Daniel Siebert,/en/matches/b1590970/Bayern-Munich-RB-Leipzig-December-20-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Eintracht Frankfurt-Mainz 05,2024-12-21,15:30,Eintracht Frankfurt,1–3,Mainz 05,58000,Deutsche Bank Park,Florian Badstübner,/en/matches/1b681fd7/Eintracht-Frankfurt-Mainz-05-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Hoffenheim-Gladbach,2024-12-21,15:30,Hoffenheim,1–2,Gladbach,28923,PreZero Arena,Bastian Dankert,/en/matches/0e787c0f/Hoffenheim-Monchengladbach-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Holstein Kiel-Augsburg,2024-12-21,15:30,Holstein Kiel,5–1,Augsburg,14830,Holstein-Stadion,Tobias Welz,/en/matches/8d956d1f/Holstein-Kiel-Augsburg-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Leverkusen-Freiburg,2024-12-21,18:30,Leverkusen,5–1,Freiburg,30210,BayArena,Tobias Stieler,/en/matches/9d56a702/Leverkusen-Freiburg-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Stuttgart-St Pauli,2024-12-21,15:30,Stuttgart,0–1,St Pauli,60000,MHPArena,Felix Brych,/en/matches/446a9815/Stuttgart-St-Pauli-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-21 Werder Bremen-Union Berlin,2024-12-21,15:30,Werder Bremen,4–1,Union Berlin,42100,Weserstadion,Florian Exner,/en/matches/3a05d86e/Werder-Bremen-Union-Berlin-December-21-2024-Bundesliga
GER-Bundesliga,2425,2024-12-22 Bochum-Heidenheim,2024-12-22,15:30,Bochum,2–0,Heidenheim,24328,Vonovia Ruhrstadion,Sven Jablonski,/en/matches/adeb37a5/Bochum-Heidenheim-December-22-2024-Bundesliga
GER-Bundesliga,2425,2024-12-22 Wolfsburg-Dortmund,2024-12-22,17:30,Wolfsburg,1–3,Dortmund,28917,Volkswagen Arena,Matthias Jöllenbeck,/en/matches/6948e2d4/Wolfsburg-Dortmund-December-22-2024-Bundesliga
GER-Bundesliga,2425,2025-01-10 Dortmund-Leverkusen,2025-01-10,20:45,Dortmund,2–3,Leverkusen,81365,Signal Iduna Park,Tobias Stieler,/en/matches/54ce0559/Dortmund-Leverkusen-January-10-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 Freiburg-Holstein Kiel,2025-01-11,15:30,Freiburg,3–2,Holstein Kiel,33700,Europa-Park Stadion,Sören Storks,/en/matches/3e4b6950/Freiburg-Holstein-Kiel-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 Gladbach-Bayern Munich,2025-01-11,18:30,Gladbach,0–1,Bayern Munich,54042,Stadion im Borussia-Park,Felix Zwayer,/en/matches/95b5760f/Monchengladbach-Bayern-Munich-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 Heidenheim-Union Berlin,2025-01-11,15:30,Heidenheim,2–0,Union Berlin,15000,Voith-Arena,Robert Hartmann,/en/matches/f3b5b40c/Heidenheim-Union-Berlin-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 Hoffenheim-Wolfsburg,2025-01-11,15:30,Hoffenheim,0–1,Wolfsburg,18114,PreZero Arena,Christian Dingert,/en/matches/606b4f3d/Hoffenheim-Wolfsburg-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 Mainz 05-Bochum,2025-01-11,15:30,Mainz 05,2–0,Bochum,32000,Mewa Arena,Benjamin Brand,/en/matches/319e48db/Mainz-05-Bochum-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-11 St Pauli-Eintracht Frankfurt,2025-01-11,15:30,St Pauli,0–1,Eintracht Frankfurt,29546,Millerntor-Stadion,Harm Osmers,/en/matches/7ff87749/St-Pauli-Eintracht-Frankfurt-January-11-2025-Bundesliga
GER-Bundesliga,2425,2025-01-12 Augsburg-Stuttgart,2025-01-12,17:30,Augsburg,0–1,Stuttgart,30660,WWK Arena,Daniel Schlager,/en/matches/e99a4554/Augsburg-Stuttgart-January-12-2025-Bundesliga
GER-Bundesliga,2425,2025-01-12 RB Leipzig-Werder Bremen,2025-01-12,15:30,RB Leipzig,4–2,Werder Bremen,47187,Red Bull Arena,Tobias Reichel,/en/matches/ca3024b8/RB-Leipzig-Werder-Bremen-January-12-2025-Bundesliga
GER-Bundesliga,2425,2025-01-14 Eintracht Frankfurt-Freiburg,2025-01-14,20:30,Eintracht Frankfurt,4–1,Freiburg,56500,Deutsche Bank Park,Sven Jablonski,/en/matches/826e71bd/Eintracht-Frankfurt-Freiburg-January-14-2025-Bundesliga
GER-Bundesliga,2425,2025-01-14 Holstein Kiel-Dortmund,2025-01-14,18:30,Holstein Kiel,4–2,Dortmund,15034,Holstein-Stadion,Martin Petersen,/en/matches/0967d02c/Holstein-Kiel-Dortmund-January-14-2025-Bundesliga
GER-Bundesliga,2425,2025-01-14 Leverkusen-Mainz 05,2025-01-14,20:30,Leverkusen,1–0,Mainz 05,30210,BayArena,Tobias Welz,/en/matches/bffe5cc0/Leverkusen-Mainz-05-January-14-2025-Bundesliga
GER-Bundesliga,2425,2025-01-14 Wolfsburg-Gladbach,2025-01-14,20:30,Wolfsburg,5–1,Gladbach,20519,Volkswagen Arena,Florian Badstübner,/en/matches/1f4078fa/Wolfsburg-Monchengladbach-January-14-2025-Bundesliga
GER-Bundesliga,2425,2025-01-15 Bayern Munich-Hoffenheim,2025-01-15,20:30,Bayern Munich,5–0,Hoffenheim,75000,Allianz Arena,Timo Gerach,/en/matches/31d47dd3/Bayern-Munich-Hoffenheim-January-15-2025-Bundesliga
GER-Bundesliga,2425,2025-01-15 Bochum-St Pauli,2025-01-15,18:30,Bochum,1–0,St Pauli,26000,Vonovia Ruhrstadion,Daniel Siebert,/en/matches/0ed57a99/Bochum-St-Pauli-January-15-2025-Bundesliga
GER-Bundesliga,2425,2025-01-15 Stuttgart-RB Leipzig,2025-01-15,20:30,Stuttgart,2–1,RB Leipzig,57500,MHPArena,Sascha Stegemann,/en/matches/081e6d08/Stuttgart-RB-Leipzig-January-15-2025-Bundesliga
GER-Bundesliga,2425,2025-01-15 Union Berlin-Augsburg,2025-01-15,20:30,Union Berlin,0–2,Augsburg,21560,Stadion An der Alten Försterei,Frank Willenborg,/en/matches/dbe65fff/Union-Berlin-Augsburg-January-15-2025-Bundesliga
GER-Bundesliga,2425,2025-01-15 Werder Bremen-Heidenheim,2025-01-15,20:30,Werder Bremen,3–3,Heidenheim,39350,Weserstadion,Matthias Jöllenbeck,/en/matches/44a88ae4/Werder-Bremen-Heidenheim-January-15-2025-Bundesliga
GER-Bundesliga,2425,2025-01-17 Eintracht Frankfurt-Dortmund,2025-01-17,20:30,Eintracht Frankfurt,2–0,Dortmund,58000,Deutsche Bank Park,Daniel Schlager,/en/matches/005a65f4/Eintracht-Frankfurt-Dortmund-January-17-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Bayern Munich-Wolfsburg,2025-01-18,15:30,Bayern Munich,3–2,Wolfsburg,75000,Allianz Arena,Tobias Reichel,/en/matches/05f318cc/Bayern-Munich-Wolfsburg-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Bochum-RB Leipzig,2025-01-18,15:30,Bochum,3–3,RB Leipzig,24158,Vonovia Ruhrstadion,Robert Hartmann,/en/matches/f702b3ab/Bochum-RB-Leipzig-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Heidenheim-St Pauli,2025-01-18,15:30,Heidenheim,0–2,St Pauli,15000,Voith-Arena,Bastian Dankert,/en/matches/14522bc5/Heidenheim-St-Pauli-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Holstein Kiel-Hoffenheim,2025-01-18,15:30,Holstein Kiel,1–3,Hoffenheim,13923,Holstein-Stadion,Felix Brych,/en/matches/fac01a25/Holstein-Kiel-Hoffenheim-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Leverkusen-Gladbach,2025-01-18,18:30,Leverkusen,3–1,Gladbach,30210,BayArena,Harm Osmers,/en/matches/3bf36d69/Leverkusen-Monchengladbach-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-18 Stuttgart-Freiburg,2025-01-18,15:30,Stuttgart,4–0,Freiburg,60000,MHPArena,Felix Zwayer,/en/matches/e057d531/Stuttgart-Freiburg-January-18-2025-Bundesliga
GER-Bundesliga,2425,2025-01-19 Union Berlin-Mainz 05,2025-01-19,15:30,Union Berlin,2–1,Mainz 05,21646,Stadion An der Alten Försterei,Florian Exner,/en/matches/abafaba1/Union-Berlin-Mainz-05-January-19-2025-Bundesliga
GER-Bundesliga,2425,2025-01-19 Werder Bremen-Augsburg,2025-01-19,17:30,Werder Bremen,0–2,Augsburg,39350,Weserstadion,Benjamin Brand,/en/matches/10062a04/Werder-Bremen-Augsburg-January-19-2025-Bundesliga
GER-Bundesliga,2425,2025-01-24 Wolfsburg-Holstein Kiel,2025-01-24,20:30,Wolfsburg,2–2,Holstein Kiel,22103,Volkswagen Arena,Sven Jablonski,/en/matches/fd026179/Wolfsburg-Holstein-Kiel-January-24-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 Augsburg-Heidenheim,2025-01-25,15:30,Augsburg,2–1,Heidenheim,30660,WWK Arena,Florian Badstübner,/en/matches/be9e8dad/Augsburg-Heidenheim-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 Dortmund-Werder Bremen,2025-01-25,15:30,Dortmund,2–2,Werder Bremen,81365,Signal Iduna Park,Christian Dingert,/en/matches/11d1c71c/Dortmund-Werder-Bremen-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 Freiburg-Bayern Munich,2025-01-25,15:30,Freiburg,1–2,Bayern Munich,34700,Europa-Park Stadion,Daniel Siebert,/en/matches/f4b1b7e1/Freiburg-Bayern-Munich-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 Gladbach-Bochum,2025-01-25,18:30,Gladbach,3–0,Bochum,54042,Stadion im Borussia-Park,Matthias Jöllenbeck,/en/matches/e1972a42/Monchengladbach-Bochum-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 Mainz 05-Stuttgart,2025-01-25,15:30,Mainz 05,2–0,Stuttgart,33000,Mewa Arena,Tobias Stieler,/en/matches/15fd87e3/Mainz-05-Stuttgart-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-25 RB Leipzig-Leverkusen,2025-01-25,15:30,RB Leipzig,2–2,Leverkusen,46793,Red Bull Arena,Bastian Dankert,/en/matches/cfcc6770/RB-Leipzig-Leverkusen-January-25-2025-Bundesliga
GER-Bundesliga,2425,2025-01-26 Hoffenheim-Eintracht Frankfurt,2025-01-26,15:30,Hoffenheim,2–2,Eintracht Frankfurt,30150,PreZero Arena,Sascha Stegemann,/en/matches/3b329c8a/Hoffenheim-Eintracht-Frankfurt-January-26-2025-Bundesliga
GER-Bundesliga,2425,2025-01-26 St Pauli-Union Berlin,2025-01-26,17:30,St Pauli,3–0,Union Berlin,29546,Millerntor-Stadion,Sören Storks,/en/matches/77f7b50a/St-Pauli-Union-Berlin-January-26-2025-Bundesliga
GER-Bundesliga,2425,2025-01-31 Werder Bremen-Mainz 05,2025-01-31,20:30,Werder Bremen,1–0,Mainz 05,40500,Weserstadion,Martin Petersen,/en/matches/5d31cfeb/Werder-Bremen-Mainz-05-January-31-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 Bayern Munich-Holstein Kiel,2025-02-01,15:30,Bayern Munich,4–3,Holstein Kiel,75000,Allianz Arena,Florian Exner,/en/matches/5b710b34/Bayern-Munich-Holstein-Kiel-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 Bochum-Freiburg,2025-02-01,15:30,Bochum,0–1,Freiburg,25900,Vonovia Ruhrstadion,Tobias Welz,/en/matches/db02399e/Bochum-Freiburg-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 Heidenheim-Dortmund,2025-02-01,15:30,Heidenheim,1–2,Dortmund,15000,Voith-Arena,Frank Willenborg,/en/matches/54a09715/Heidenheim-Dortmund-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 St Pauli-Augsburg,2025-02-01,15:30,St Pauli,1–1,Augsburg,29546,Millerntor-Stadion,Tobias Reichel,/en/matches/b18bceea/St-Pauli-Augsburg-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 Stuttgart-Gladbach,2025-02-01,15:30,Stuttgart,1–2,Gladbach,60000,MHPArena,Robert Hartmann,/en/matches/138b9d28/Stuttgart-Monchengladbach-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-01 Union Berlin-RB Leipzig,2025-02-01,18:30,Union Berlin,0–0,RB Leipzig,22012,Stadion An der Alten Försterei,Daniel Schlager,/en/matches/616b4ea5/Union-Berlin-RB-Leipzig-February-1-2025-Bundesliga
GER-Bundesliga,2425,2025-02-02 Eintracht Frankfurt-Wolfsburg,2025-02-02,15:30,Eintracht Frankfurt,1–1,Wolfsburg,56900,Deutsche Bank Park,Benjamin Brand,/en/matches/2861d451/Eintracht-Frankfurt-Wolfsburg-February-2-2025-Bundesliga
GER-Bundesliga,2425,2025-02-02 Leverkusen-Hoffenheim,2025-02-02,17:30,Leverkusen,3–1,Hoffenheim,29278,BayArena,Robin Braun,/en/matches/be216889/Leverkusen-Hoffenheim-February-2-2025-Bundesliga
GER-Bundesliga,2425,2025-02-07 Bayern Munich-Werder Bremen,2025-02-07,20:30,Bayern Munich,3–0,Werder Bremen,75000,Allianz Arena,Sören Storks,/en/matches/dede20b2/Bayern-Munich-Werder-Bremen-February-7-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Dortmund-Stuttgart,2025-02-08,15:30,Dortmund,1–2,Stuttgart,81365,Signal Iduna Park,Daniel Siebert,/en/matches/3a6ba600/Dortmund-Stuttgart-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Freiburg-Heidenheim,2025-02-08,15:30,Freiburg,1–0,Heidenheim,34000,Europa-Park Stadion,Timo Gerach,/en/matches/02b849f8/Freiburg-Heidenheim-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Gladbach-Eintracht Frankfurt,2025-02-08,18:30,Gladbach,1–1,Eintracht Frankfurt,54042,Stadion im Borussia-Park,Christian Dingert,/en/matches/a3887d2e/Monchengladbach-Eintracht-Frankfurt-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Hoffenheim-Union Berlin,2025-02-08,15:30,Hoffenheim,0–4,Union Berlin,20023,PreZero Arena,Tobias Stieler,/en/matches/cf6b4de4/Hoffenheim-Union-Berlin-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Mainz 05-Augsburg,2025-02-08,15:30,Mainz 05,0–0,Augsburg,33000,Mewa Arena,Daniel Schlager,/en/matches/cff7de63/Mainz-05-Augsburg-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-08 Wolfsburg-Leverkusen,2025-02-08,15:30,Wolfsburg,0–0,Leverkusen,28198,Volkswagen Arena,Sascha Stegemann,/en/matches/853e68b5/Wolfsburg-Leverkusen-February-8-2025-Bundesliga
GER-Bundesliga,2425,2025-02-09 Holstein Kiel-Bochum,2025-02-09,15:30,Holstein Kiel,2–2,Bochum,15034,Holstein-Stadion,Felix Zwayer,/en/matches/521f766a/Holstein-Kiel-Bochum-February-9-2025-Bundesliga
GER-Bundesliga,2425,2025-02-09 RB Leipzig-St Pauli,2025-02-09,17:30,RB Leipzig,2–0,St Pauli,46021,Red Bull Arena,Florian Badstübner,/en/matches/827c2291/RB-Leipzig-St-Pauli-February-9-2025-Bundesliga
GER-Bundesliga,2425,2025-02-14 Augsburg-RB Leipzig,2025-02-14,20:30,Augsburg,0–0,RB Leipzig,28260,WWK Arena,Sascha Stegemann,/en/matches/594320d9/Augsburg-RB-Leipzig-February-14-2025-Bundesliga
GER-Bundesliga,2425,2025-02-15 Bochum-Dortmund,2025-02-15,15:30,Bochum,2–0,Dortmund,26000,Vonovia Ruhrstadion,Harm Osmers,/en/matches/451156e0/Bochum-Dortmund-February-15-2025-Bundesliga
GER-Bundesliga,2425,2025-02-15 Leverkusen-Bayern Munich,2025-02-15,18:30,Leverkusen,0–0,Bayern Munich,30210,BayArena,Daniel Siebert,/en/matches/5da24f91/Leverkusen-Bayern-Munich-February-15-2025-Bundesliga
GER-Bundesliga,2425,2025-02-15 St Pauli-Freiburg,2025-02-15,15:30,St Pauli,0–1,Freiburg,29546,Millerntor-Stadion,Benjamin Brand,/en/matches/75d89be3/St-Pauli-Freiburg-February-15-2025-Bundesliga
GER-Bundesliga,2425,2025-02-15 Stuttgart-Wolfsburg,2025-02-15,15:30,Stuttgart,1–2,Wolfsburg,58000,MHPArena,Tobias Welz,/en/matches/de63fff0/Stuttgart-Wolfsburg-February-15-2025-Bundesliga
GER-Bundesliga,2425,2025-02-15 Union Berlin-Gladbach,2025-02-15,15:30,Union Berlin,1–2,Gladbach,22012,Stadion An der Alten Försterei,Sven Jablonski,/en/matches/6ed0551d/Union-Berlin-Monchengladbach-February-15-2025-Bundesliga
GER-Bundesliga,2425,2025-02-16 Eintracht Frankfurt-Holstein Kiel,2025-02-16,17:30,Eintracht Frankfurt,3–1,Holstein Kiel,57700,Deutsche Bank Park,Robert Hartmann,/en/matches/a7eaacdb/Eintracht-Frankfurt-Holstein-Kiel-February-16-2025-Bundesliga
GER-Bundesliga,2425,2025-02-16 Heidenheim-Mainz 05,2025-02-16,19:30,Heidenheim,0–2,Mainz 05,15000,Voith-Arena,Felix Brych,/en/matches/ee260489/Heidenheim-Mainz-05-February-16-2025-Bundesliga
GER-Bundesliga,2425,2025-02-16 Werder Bremen-Hoffenheim,2025-02-16,15:30,Werder Bremen,1–3,Hoffenheim,39400,Weserstadion,Frank Willenborg,/en/matches/e8d6223f/Werder-Bremen-Hoffenheim-February-16-2025-Bundesliga
GER-Bundesliga,2425,2025-02-21 Freiburg-Werder Bremen,2025-02-21,20:30,Freiburg,5–0,Werder Bremen,34700,Europa-Park Stadion,Max Burda,/en/matches/47e68da4/Freiburg-Werder-Bremen-February-21-2025-Bundesliga
GER-Bundesliga,2425,2025-02-22 Dortmund-Union Berlin,2025-02-22,18:30,Dortmund,6–0,Union Berlin,81365,Signal Iduna Park,Bastian Dankert,/en/matches/937a7c71/Dortmund-Union-Berlin-February-22-2025-Bundesliga
GER-Bundesliga,2425,2025-02-22 Gladbach-Augsburg,2025-02-22,15:30,Gladbach,0–3,Augsburg,51493,Stadion im Borussia-Park,Florian Exner,/en/matches/93560e55/Monchengladbach-Augsburg-February-22-2025-Bundesliga
GER-Bundesliga,2425,2025-02-22 Holstein Kiel-Leverkusen,2025-02-22,15:30,Holstein Kiel,0–2,Leverkusen,15034,Holstein-Stadion,Daniel Schlager,/en/matches/9f784f25/Holstein-Kiel-Leverkusen-February-22-2025-Bundesliga
GER-Bundesliga,2425,2025-02-22 Mainz 05-St Pauli,2025-02-22,15:30,Mainz 05,2–0,St Pauli,33305,Mewa Arena,Felix Zwayer,/en/matches/c6fc28ec/Mainz-05-St-Pauli-February-22-2025-Bundesliga
GER-Bundesliga,2425,2025-02-22 Wolfsburg-Bochum,2025-02-22,15:30,Wolfsburg,1–1,Bochum,23772,Volkswagen Arena,Timo Gerach,/en/matches/cec14305/Wolfsburg-Bochum-February-22-2025-Bundesliga
GER-Bundesliga,2425,2025-02-23 Bayern Munich-Eintracht Frankfurt,2025-02-23,17:30,Bayern Munich,4–0,Eintracht Frankfurt,75000,Allianz Arena,Sascha Stegemann,/en/matches/a994aa80/Bayern-Munich-Eintracht-Frankfurt-February-23-2025-Bundesliga
GER-Bundesliga,2425,2025-02-23 Hoffenheim-Stuttgart,2025-02-23,19:30,Hoffenheim,1–1,Stuttgart,30150,PreZero Arena,Christian Dingert,/en/matches/26c7700f/Hoffenheim-Stuttgart-February-23-2025-Bundesliga
GER-Bundesliga,2425,2025-02-23 RB Leipzig-Heidenheim,2025-02-23,15:30,RB Leipzig,2–2,Heidenheim,36619,Red Bull Arena,Martin Petersen,/en/matches/9420a8fb/RB-Leipzig-Heidenheim-February-23-2025-Bundesliga
GER-Bundesliga,2425,2025-02-28 Stuttgart-Bayern Munich,2025-02-28,20:30,Stuttgart,1–3,Bayern Munich,60000,MHPArena,Benjamin Brand,/en/matches/2359b29d/Stuttgart-Bayern-Munich-February-28-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 Bochum-Hoffenheim,2025-03-01,15:30,Bochum,0–1,Hoffenheim,24120,Vonovia Ruhrstadion,Florian Badstübner,/en/matches/4b05dd9f/Bochum-Hoffenheim-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 Eintracht Frankfurt-Leverkusen,2025-03-01,18:30,Eintracht Frankfurt,1–4,Leverkusen,58000,Deutsche Bank Park,Felix Zwayer,/en/matches/3771f9a8/Eintracht-Frankfurt-Leverkusen-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 Heidenheim-Gladbach,2025-03-01,15:30,Heidenheim,0–3,Gladbach,15000,Voith-Arena,Sören Storks,/en/matches/b63f6c52/Heidenheim-Monchengladbach-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 RB Leipzig-Mainz 05,2025-03-01,15:30,RB Leipzig,1–2,Mainz 05,41406,Red Bull Arena,Daniel Siebert,/en/matches/e49b66ef/RB-Leipzig-Mainz-05-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 St Pauli-Dortmund,2025-03-01,15:30,St Pauli,0–2,Dortmund,29546,Millerntor-Stadion,Tobias Stieler,/en/matches/e96a9875/St-Pauli-Dortmund-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-01 Werder Bremen-Wolfsburg,2025-03-01,15:30,Werder Bremen,1–2,Wolfsburg,41152,Weserstadion,Felix Brych,/en/matches/445a72d7/Werder-Bremen-Wolfsburg-March-1-2025-Bundesliga
GER-Bundesliga,2425,2025-03-02 Augsburg-Freiburg,2025-03-02,17:30,Augsburg,0–0,Freiburg,29651,WWK Arena,Harm Osmers,/en/matches/a928bf8e/Augsburg-Freiburg-March-2-2025-Bundesliga
GER-Bundesliga,2425,2025-03-02 Union Berlin-Holstein Kiel,2025-03-02,15:30,Union Berlin,0–1,Holstein Kiel,22012,Stadion An der Alten Försterei,Tobias Reichel,/en/matches/f7cc643f/Union-Berlin-Holstein-Kiel-March-2-2025-Bundesliga
GER-Bundesliga,2425,2025-03-07 Gladbach-Mainz 05,2025-03-07,20:30,Gladbach,1–3,Mainz 05,51749,Stadion im Borussia-Park,Sascha Stegemann,/en/matches/d430e70c/Monchengladbach-Mainz-05-March-7-2025-Bundesliga
