league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
ITA-Serie A,2223,2022-08-20 Sassuolo-Lecce,2022-08-20,20:45,Sassuolo,1–0,Lecce,9219,Mapei Stadium - Città del Tricolore,Andrea Colombo,/en/matches/4dbb8f95/Sassuolo-Lecce-August-20-2022-Serie-A
ITA-Serie A,2223,2022-08-20 Torino-Lazio,2022-08-20,18:30,Torino,0–0,Lazio,16530,Stadio Olimpico di Torino,Marco Piccinini,/en/matches/a1ed12f1/Torino-Lazio-August-20-2022-Serie-A
ITA-Serie A,2223,2022-08-20 Udinese-Salernitana,2022-08-20,18:30,Udinese,0–0,Salernitana,17054,Dacia Arena,Gianluca Aureliano,/en/matches/c0a89a83/Udinese-Salernitana-August-20-2022-Serie-A
ITA-Serie A,2223,2022-08-21 Atalanta-Milan,2022-08-21,20:45,Atalanta,1–1,Milan,19216,Gewiss Stadium,Fabio Maresca,/en/matches/dbd39404/Atalanta-Milan-August-21-2022-Serie-A
ITA-Serie A,2223,2022-08-21 Bologna-Hellas Verona,2022-08-21,20:45,Bologna,1–1,Hellas Verona,17725,Stadio Renato Dall'Ara,Matteo Marcenaro,/en/matches/aa8df669/Bologna-Hellas-Verona-August-21-2022-Serie-A
ITA-Serie A,2223,2022-08-21 Empoli-Fiorentina,2022-08-21,18:30,Empoli,0–0,Fiorentina,10411,Stadio Carlo Castellani,Matteo Marchetti,/en/matches/39edb8e7/Empoli-Fiorentina-August-21-2022-Serie-A
ITA-Serie A,2223,2022-08-21 Napoli-Monza,2022-08-21,18:30,Napoli,4–0,Monza,36559,Stadio Diego Armando Maradona,Francesco Fourneau,/en/matches/a61a4534/Napoli-Monza-August-21-2022-Serie-A
ITA-Serie A,2223,2022-08-22 Roma-Cremonese,2022-08-22,18:30,Roma,1–0,Cremonese,60859,Stadio Olimpico,Luca Massimi,/en/matches/836b2832/Roma-Cremonese-August-22-2022-Serie-A
ITA-Serie A,2223,2022-08-22 Sampdoria-Juventus,2022-08-22,20:45,Sampdoria,0–0,Juventus,27573,Stadio Comunale Luigi Ferraris,Rosario Abisso,/en/matches/3181dd80/Sampdoria-Juventus-August-22-2022-Serie-A
ITA-Serie A,2223,2022-08-26 Lazio-Inter,2022-08-26,20:45,Lazio,3–1,Inter,52500,Stadio Olimpico,Michael Fabbri,/en/matches/e5be6a0a/Lazio-Internazionale-August-26-2022-Serie-A
ITA-Serie A,2223,2022-08-26 Monza-Udinese,2022-08-26,18:30,Monza,1–2,Udinese,9955,U-Power Stadium,Marco Di Bello,/en/matches/0210ca9e/Monza-Udinese-August-26-2022-Serie-A
ITA-Serie A,2223,2022-08-27 Cremonese-Torino,2022-08-27,18:30,Cremonese,1–2,Torino,11572,Stadio Giovanni Zini,Paolo Valeri,/en/matches/ff16ac21/Cremonese-Torino-August-27-2022-Serie-A
ITA-Serie A,2223,2022-08-27 Juventus-Roma,2022-08-27,18:30,Juventus,1–1,Roma,41003,Allianz Stadium,Massimiliano Irrati,/en/matches/23a2abe6/Juventus-Roma-August-27-2022-Serie-A
ITA-Serie A,2223,2022-08-27 Milan-Bologna,2022-08-27,20:45,Milan,2–0,Bologna,70430,Stadio Giuseppe Meazza,Gianluca Manganiello,/en/matches/04907750/Milan-Bologna-August-27-2022-Serie-A
ITA-Serie A,2223,2022-08-27 Spezia-Sassuolo,2022-08-27,20:45,Spezia,2–2,Sassuolo,6500,Stadio Alberto Picco,Francesco Cosso,/en/matches/c4e3939b/Spezia-Sassuolo-August-27-2022-Serie-A
ITA-Serie A,2223,2022-08-28 Fiorentina-Napoli,2022-08-28,20:45,Fiorentina,0–0,Napoli,32286,Stadio Artemio Franchi,Livio Marinelli,/en/matches/e2bb77f0/Fiorentina-Napoli-August-28-2022-Serie-A
ITA-Serie A,2223,2022-08-28 Hellas Verona-Atalanta,2022-08-28,18:30,Hellas Verona,0–1,Atalanta,16106,Stadio Marc'Antonio Bentegodi,Alessandro Prontera,/en/matches/c5d6e8c5/Hellas-Verona-Atalanta-August-28-2022-Serie-A
ITA-Serie A,2223,2022-08-28 Lecce-Empoli,2022-08-28,20:45,Lecce,1–1,Empoli,23941,Stadio Comunale Via Del Mare,Alberto Santoro,/en/matches/b39f604a/Lecce-Empoli-August-28-2022-Serie-A
ITA-Serie A,2223,2022-08-28 Salernitana-Sampdoria,2022-08-28,18:30,Salernitana,4–0,Sampdoria,19116,Stadio Arechi,Davide Massa,/en/matches/3aeb5a7a/Salernitana-Sampdoria-August-28-2022-Serie-A
ITA-Serie A,2223,2022-08-30 Inter-Cremonese,2022-08-30,20:45,Inter,3–1,Cremonese,70750,Stadio Giuseppe Meazza,Francesco Fourneau,/en/matches/20916b65/Internazionale-Cremonese-August-30-2022-Serie-A
ITA-Serie A,2223,2022-08-30 Roma-Monza,2022-08-30,20:45,Roma,3–0,Monza,60669,Stadio Olimpico,Marco Piccinini,/en/matches/707c399a/Roma-Monza-August-30-2022-Serie-A
ITA-Serie A,2223,2022-08-30 Sassuolo-Milan,2022-08-30,18:30,Sassuolo,0–0,Milan,18053,Mapei Stadium - Città del Tricolore,Giovanni Ayroldi,/en/matches/0341a612/Sassuolo-Milan-August-30-2022-Serie-A
ITA-Serie A,2223,2022-08-31 Empoli-Hellas Verona,2022-08-31,18:30,Empoli,1–1,Hellas Verona,7269,Stadio Carlo Castellani,Marco Serra,/en/matches/523392a5/Empoli-Hellas-Verona-August-31-2022-Serie-A
ITA-Serie A,2223,2022-08-31 Juventus-Spezia,2022-08-31,20:45,Juventus,2–0,Spezia,35709,Allianz Stadium,Andrea Colombo,/en/matches/467ad271/Juventus-Spezia-August-31-2022-Serie-A
ITA-Serie A,2223,2022-08-31 Napoli-Lecce,2022-08-31,20:45,Napoli,1–1,Lecce,37573,Stadio Diego Armando Maradona,Matteo Marcenaro,/en/matches/d2dba35c/Napoli-Lecce-August-31-2022-Serie-A
ITA-Serie A,2223,2022-08-31 Sampdoria-Lazio,2022-08-31,18:30,Sampdoria,1–1,Lazio,18499,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,/en/matches/22235a4e/Sampdoria-Lazio-August-31-2022-Serie-A
ITA-Serie A,2223,2022-08-31 Udinese-Fiorentina,2022-08-31,18:30,Udinese,1–0,Fiorentina,19684,Dacia Arena,Maurizio Mariani,/en/matches/3b87ef37/Udinese-Fiorentina-August-31-2022-Serie-A
ITA-Serie A,2223,2022-09-01 Atalanta-Torino,2022-09-01,20:45,Atalanta,3–1,Torino,17928,Gewiss Stadium,Marco Di Bello,/en/matches/a8d5d5fc/Atalanta-Torino-September-1-2022-Serie-A
ITA-Serie A,2223,2022-09-01 Bologna-Salernitana,2022-09-01,20:45,Bologna,1–1,Salernitana,19787,Stadio Renato Dall'Ara,Davide Ghersini,/en/matches/df30d258/Bologna-Salernitana-September-1-2022-Serie-A
ITA-Serie A,2223,2022-09-03 Fiorentina-Juventus,2022-09-03,15:00,Fiorentina,1–1,Juventus,36550,Stadio Artemio Franchi,Daniele Doveri,/en/matches/cc24f0a1/Fiorentina-Juventus-September-3-2022-Serie-A
ITA-Serie A,2223,2022-09-03 Lazio-Napoli,2022-09-03,20:45,Lazio,1–2,Napoli,39000,Stadio Olimpico,Simone Sozza,/en/matches/59d945a1/Lazio-Napoli-September-3-2022-Serie-A
ITA-Serie A,2223,2022-09-03 Milan-Inter,2022-09-03,18:00,Milan,3–2,Inter,75475,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/32e63a16/Derby-della-Madonnina-Milan-Internazionale-September-3-2022-Serie-A
ITA-Serie A,2223,2022-09-04 Cremonese-Sassuolo,2022-09-04,12:30,Cremonese,0–0,Sassuolo,9105,Stadio Giovanni Zini,Luca Pairetto,/en/matches/923a83e0/Cremonese-Sassuolo-September-4-2022-Serie-A
ITA-Serie A,2223,2022-09-04 Hellas Verona-Sampdoria,2022-09-04,18:00,Hellas Verona,2–1,Sampdoria,16675,Stadio Marc'Antonio Bentegodi,Paolo Valeri,/en/matches/c8543255/Hellas-Verona-Sampdoria-September-4-2022-Serie-A
ITA-Serie A,2223,2022-09-04 Spezia-Bologna,2022-09-04,15:00,Spezia,2–2,Bologna,7555,Stadio Alberto Picco,Antonio Giua,/en/matches/250097f3/Spezia-Bologna-September-4-2022-Serie-A
ITA-Serie A,2223,2022-09-04 Udinese-Roma,2022-09-04,20:45,Udinese,4–0,Roma,24108,Dacia Arena,Fabio Maresca,/en/matches/7de0fe74/Udinese-Roma-September-4-2022-Serie-A
ITA-Serie A,2223,2022-09-05 Monza-Atalanta,2022-09-05,18:30,Monza,0–2,Atalanta,11970,U-Power Stadium,Juan Sacchi,/en/matches/c859cc09/Monza-Atalanta-September-5-2022-Serie-A
ITA-Serie A,2223,2022-09-05 Salernitana-Empoli,2022-09-05,18:30,Salernitana,2–2,Empoli,18173,Stadio Arechi,Rosario Abisso,/en/matches/36c3d84d/Salernitana-Empoli-September-5-2022-Serie-A
ITA-Serie A,2223,2022-09-05 Torino-Lecce,2022-09-05,20:45,Torino,1–0,Lecce,19087,Stadio Olimpico di Torino,Manuel Volpi,/en/matches/def4d163/Torino-Lecce-September-5-2022-Serie-A
ITA-Serie A,2223,2022-09-10 Inter-Torino,2022-09-10,18:00,Inter,1–0,Torino,69134,Stadio Giuseppe Meazza,Giovanni Ayroldi,/en/matches/c85b25b5/Internazionale-Torino-September-10-2022-Serie-A
ITA-Serie A,2223,2022-09-10 Napoli-Spezia,2022-09-10,15:00,Napoli,1–0,Spezia,32839,Stadio Diego Armando Maradona,Alberto Santoro,/en/matches/b8081607/Napoli-Spezia-September-10-2022-Serie-A
ITA-Serie A,2223,2022-09-10 Sampdoria-Milan,2022-09-10,20:45,Sampdoria,1–2,Milan,23049,Stadio Comunale Luigi Ferraris,Michael Fabbri,/en/matches/4faaa6ec/Sampdoria-Milan-September-10-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Atalanta-Cremonese,2022-09-11,12:30,Atalanta,1–1,Cremonese,18252,Gewiss Stadium,Andrea Colombo,/en/matches/38a5cf6c/Atalanta-Cremonese-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Bologna-Fiorentina,2022-09-11,15:00,Bologna,2–1,Fiorentina,18901,Stadio Renato Dall'Ara,Daniele Orsato,/en/matches/14c086eb/Derby-dellAppennino-Bologna-Fiorentina-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Juventus-Salernitana,2022-09-11,20:45,Juventus,2–2,Salernitana,35097,Allianz Stadium,Matteo Marcenaro,/en/matches/d30f4885/Juventus-Salernitana-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Lazio-Hellas Verona,2022-09-11,18:00,Lazio,2–0,Hellas Verona,38000,Stadio Olimpico,Massimiliano Irrati,/en/matches/b372a1ce/Lazio-Hellas-Verona-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Lecce-Monza,2022-09-11,15:00,Lecce,1–1,Monza,23391,Stadio Comunale Via Del Mare,Luca Pairetto,/en/matches/1a32ed3c/Lecce-Monza-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-11 Sassuolo-Udinese,2022-09-11,15:00,Sassuolo,1–3,Udinese,8694,Mapei Stadium - Città del Tricolore,Giacomo Camplone,/en/matches/b76dac48/Sassuolo-Udinese-September-11-2022-Serie-A
ITA-Serie A,2223,2022-09-12 Empoli-Roma,2022-09-12,20:45,Empoli,1–2,Roma,4560,Stadio Carlo Castellani,Livio Marinelli,/en/matches/6c06536f/Empoli-Roma-September-12-2022-Serie-A
ITA-Serie A,2223,2022-09-16 Salernitana-Lecce,2022-09-16,20:45,Salernitana,1–2,Lecce,19488,Stadio Arechi,Daniele Doveri,/en/matches/e289cc52/Salernitana-Lecce-September-16-2022-Serie-A
ITA-Serie A,2223,2022-09-17 Bologna-Empoli,2022-09-17,15:00,Bologna,0–1,Empoli,15670,Stadio Renato Dall'Ara,Manuel Volpi,/en/matches/be773055/Bologna-Empoli-September-17-2022-Serie-A
ITA-Serie A,2223,2022-09-17 Spezia-Sampdoria,2022-09-17,18:00,Spezia,2–1,Sampdoria,10000,Stadio Alberto Picco,Simone Sozza,/en/matches/4005dac1/Spezia-Sampdoria-September-17-2022-Serie-A
ITA-Serie A,2223,2022-09-17 Torino-Sassuolo,2022-09-17,20:45,Torino,0–1,Sassuolo,14822,Stadio Olimpico di Torino,Niccolò Baroni,/en/matches/a7f11ac3/Torino-Sassuolo-September-17-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Cremonese-Lazio,2022-09-18,15:00,Cremonese,0–4,Lazio,12991,Stadio Giovanni Zini,Daniele Orsato,/en/matches/1c27f475/Cremonese-Lazio-September-18-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Fiorentina-Hellas Verona,2022-09-18,15:00,Fiorentina,2–0,Hellas Verona,32216,Stadio Artemio Franchi,Antonio Rapuano,/en/matches/c48d99be/Fiorentina-Hellas-Verona-September-18-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Milan-Napoli,2022-09-18,20:45,Milan,1–2,Napoli,72573,Stadio Giuseppe Meazza,Maurizio Mariani,/en/matches/6f318e21/Milan-Napoli-September-18-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Monza-Juventus,2022-09-18,15:00,Monza,1–0,Juventus,12878,U-Power Stadium,Fabio Maresca,/en/matches/7f6b336d/Monza-Juventus-September-18-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Roma-Atalanta,2022-09-18,18:00,Roma,0–1,Atalanta,61335,Stadio Olimpico,Daniele Chiffi,/en/matches/7f3c30b2/Roma-Atalanta-September-18-2022-Serie-A
ITA-Serie A,2223,2022-09-18 Udinese-Inter,2022-09-18,12:30,Udinese,3–1,Inter,22475,Dacia Arena,Paolo Valeri,/en/matches/f5b53307/Udinese-Internazionale-September-18-2022-Serie-A
ITA-Serie A,2223,2022-10-01 Empoli-Milan,2022-10-01,20:45,Empoli,1–3,Milan,15497,Stadio Carlo Castellani,Gianluca Aureliano,/en/matches/41b8fcde/Empoli-Milan-October-1-2022-Serie-A
ITA-Serie A,2223,2022-10-01 Inter-Roma,2022-10-01,18:00,Inter,1–2,Roma,75389,Stadio Giuseppe Meazza,Davide Massa,/en/matches/e8065e11/Internazionale-Roma-October-1-2022-Serie-A
ITA-Serie A,2223,2022-10-01 Napoli-Torino,2022-10-01,15:00,Napoli,3–1,Torino,35953,Stadio Diego Armando Maradona,Luca Massimi,/en/matches/5b1b5139/Napoli-Torino-October-1-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Atalanta-Fiorentina,2022-10-02,18:00,Atalanta,1–0,Fiorentina,18265,Gewiss Stadium,Massimiliano Irrati,/en/matches/1824b24f/Atalanta-Fiorentina-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Juventus-Bologna,2022-10-02,20:45,Juventus,3–0,Bologna,34662,Allianz Stadium,Rosario Abisso,/en/matches/1b6d7e97/Juventus-Bologna-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Lazio-Spezia,2022-10-02,12:30,Lazio,4–0,Spezia,41000,Stadio Olimpico,Juan Sacchi,/en/matches/8f0179e7/Lazio-Spezia-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Lecce-Cremonese,2022-10-02,15:00,Lecce,1–1,Cremonese,23377,Stadio Comunale Via Del Mare,Livio Marinelli,/en/matches/d2384d3e/Lecce-Cremonese-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Sampdoria-Monza,2022-10-02,15:00,Sampdoria,0–3,Monza,19806,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,/en/matches/f369742b/Sampdoria-Monza-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-02 Sassuolo-Salernitana,2022-10-02,15:00,Sassuolo,5–0,Salernitana,15786,Mapei Stadium - Città del Tricolore,Maria Sole Ferrieri Caputi,/en/matches/1ad969fe/Sassuolo-Salernitana-October-2-2022-Serie-A
ITA-Serie A,2223,2022-10-03 Hellas Verona-Udinese,2022-10-03,20:45,Hellas Verona,1–2,Udinese,15352,Stadio Marc'Antonio Bentegodi,Daniele Minelli,/en/matches/d2d715e4/Hellas-Verona-Udinese-October-3-2022-Serie-A
ITA-Serie A,2223,2022-10-08 Bologna-Sampdoria,2022-10-08,20:45,Bologna,1–1,Sampdoria,20871,Stadio Renato Dall'Ara,Marco Piccinini,/en/matches/9d6251c0/Bologna-Sampdoria-October-8-2022-Serie-A
ITA-Serie A,2223,2022-10-08 Milan-Juventus,2022-10-08,18:00,Milan,2–0,Juventus,75530,Stadio Giuseppe Meazza,Daniele Orsato,/en/matches/2336a6d4/Milan-Juventus-October-8-2022-Serie-A
ITA-Serie A,2223,2022-10-08 Sassuolo-Inter,2022-10-08,15:00,Sassuolo,1–2,Inter,17574,Mapei Stadium - Città del Tricolore,Simone Sozza,/en/matches/bf6846ad/Sassuolo-Internazionale-October-8-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Cremonese-Napoli,2022-10-09,18:00,Cremonese,1–4,Napoli,14238,Stadio Giovanni Zini,Rosario Abisso,/en/matches/dd82988b/Cremonese-Napoli-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Monza-Spezia,2022-10-09,15:00,Monza,2–0,Spezia,12094,U-Power Stadium,Daniele Perenzoni,/en/matches/08f73f52/Monza-Spezia-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Roma-Lecce,2022-10-09,20:45,Roma,2–1,Lecce,64018,Stadio Olimpico,Alessandro Prontera,/en/matches/6a7ff463/Roma-Lecce-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Salernitana-Hellas Verona,2022-10-09,15:00,Salernitana,2–1,Hellas Verona,15922,Stadio Arechi,Davide Ghersini,/en/matches/01893b95/Salernitana-Hellas-Verona-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Torino-Empoli,2022-10-09,12:30,Torino,1–1,Empoli,16793,Stadio Olimpico di Torino,Francesco Fourneau,/en/matches/880f23f3/Torino-Empoli-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-09 Udinese-Atalanta,2022-10-09,15:00,Udinese,2–2,Atalanta,24671,Dacia Arena,Daniele Doveri,/en/matches/0006415c/Udinese-Atalanta-October-9-2022-Serie-A
ITA-Serie A,2223,2022-10-10 Fiorentina-Lazio,2022-10-10,20:45,Fiorentina,0–4,Lazio,30574,Stadio Artemio Franchi,Fabio Maresca,/en/matches/91790ad1/Fiorentina-Lazio-October-10-2022-Serie-A
ITA-Serie A,2223,2022-10-15 Atalanta-Sassuolo,2022-10-15,20:45,Atalanta,2–1,Sassuolo,17772,Gewiss Stadium,Matteo Marcenaro,/en/matches/4b70032c/Atalanta-Sassuolo-October-15-2022-Serie-A
ITA-Serie A,2223,2022-10-15 Empoli-Monza,2022-10-15,15:00,Empoli,1–0,Monza,7258,Stadio Carlo Castellani,Antonio Rapuano,/en/matches/4c8ab4e7/Empoli-Monza-October-15-2022-Serie-A
ITA-Serie A,2223,2022-10-15 Torino-Juventus,2022-10-15,18:00,Torino,0–1,Juventus,22269,Stadio Olimpico di Torino,Maurizio Mariani,/en/matches/b183d7de/Torino-Juventus-October-15-2022-Serie-A
ITA-Serie A,2223,2022-10-16 Hellas Verona-Milan,2022-10-16,20:45,Hellas Verona,1–2,Milan,22904,Stadio Marc'Antonio Bentegodi,Davide Massa,/en/matches/52018970/Hellas-Verona-Milan-October-16-2022-Serie-A
ITA-Serie A,2223,2022-10-16 Inter-Salernitana,2022-10-16,12:30,Inter,2–0,Salernitana,75452,Stadio Giuseppe Meazza,Juan Sacchi,/en/matches/76b81245/Internazionale-Salernitana-October-16-2022-Serie-A
ITA-Serie A,2223,2022-10-16 Lazio-Udinese,2022-10-16,15:00,Lazio,0–0,Udinese,45000,Stadio Olimpico,Andrea Colombo,/en/matches/87eec089/Lazio-Udinese-October-16-2022-Serie-A
ITA-Serie A,2223,2022-10-16 Napoli-Bologna,2022-10-16,18:00,Napoli,3–2,Bologna,50000,Stadio Diego Armando Maradona,Francesco Cosso,/en/matches/6e610879/Napoli-Bologna-October-16-2022-Serie-A
ITA-Serie A,2223,2022-10-16 Spezia-Cremonese,2022-10-16,15:00,Spezia,2–2,Cremonese,8400,Stadio Alberto Picco,Gianluca Manganiello,/en/matches/a571c771/Spezia-Cremonese-October-16-2022-Serie-A
ITA-Serie A,2223,2022-10-17 Lecce-Fiorentina,2022-10-17,20:45,Lecce,1–1,Fiorentina,24925,Stadio Comunale Via Del Mare,Luca Massimi,/en/matches/b2d9765e/Lecce-Fiorentina-October-17-2022-Serie-A
ITA-Serie A,2223,2022-10-17 Sampdoria-Roma,2022-10-17,18:30,Sampdoria,0–1,Roma,20803,Stadio Comunale Luigi Ferraris,Marco Di Bello,/en/matches/a014cee9/Sampdoria-Roma-October-17-2022-Serie-A
ITA-Serie A,2223,2022-10-21 Juventus-Empoli,2022-10-21,20:45,Juventus,4–0,Empoli,37771,Allianz Stadium,Michael Fabbri,/en/matches/6f946be3/Juventus-Empoli-October-21-2022-Serie-A
ITA-Serie A,2223,2022-10-22 Fiorentina-Inter,2022-10-22,20:45,Fiorentina,3–4,Inter,36699,Stadio Artemio Franchi,Paolo Valeri,/en/matches/b4dacc54/Fiorentina-Internazionale-October-22-2022-Serie-A
ITA-Serie A,2223,2022-10-22 Milan-Monza,2022-10-22,18:00,Milan,4–1,Monza,72938,Stadio Giuseppe Meazza,Livio Marinelli,/en/matches/be45e24c/Milan-Monza-October-22-2022-Serie-A
ITA-Serie A,2223,2022-10-22 Salernitana-Spezia,2022-10-22,15:00,Salernitana,1–0,Spezia,17260,Stadio Arechi,Daniele Chiffi,/en/matches/7652b57c/Salernitana-Spezia-October-22-2022-Serie-A
ITA-Serie A,2223,2022-10-23 Atalanta-Lazio,2022-10-23,18:00,Atalanta,0–2,Lazio,18988,Gewiss Stadium,Rosario Abisso,/en/matches/bdccb729/Atalanta-Lazio-October-23-2022-Serie-A
ITA-Serie A,2223,2022-10-23 Bologna-Lecce,2022-10-23,15:00,Bologna,2–0,Lecce,24206,Stadio Renato Dall'Ara,Simone Sozza,/en/matches/5b7c698e/Bologna-Lecce-October-23-2022-Serie-A
ITA-Serie A,2223,2022-10-23 Roma-Napoli,2022-10-23,20:45,Roma,0–1,Napoli,61633,Stadio Olimpico,Massimiliano Irrati,/en/matches/0b675836/Derby-del-Sole-Roma-Napoli-October-23-2022-Serie-A
ITA-Serie A,2223,2022-10-23 Udinese-Torino,2022-10-23,12:30,Udinese,1–2,Torino,20711,Dacia Arena,Matteo Marchetti,/en/matches/e229f8ab/Udinese-Torino-October-23-2022-Serie-A
ITA-Serie A,2223,2022-10-24 Cremonese-Sampdoria,2022-10-24,18:30,Cremonese,0–1,Sampdoria,13021,Stadio Giovanni Zini,Fabio Maresca,/en/matches/709b24f5/Cremonese-Sampdoria-October-24-2022-Serie-A
ITA-Serie A,2223,2022-10-24 Sassuolo-Hellas Verona,2022-10-24,20:45,Sassuolo,2–1,Hellas Verona,11368,Mapei Stadium - Città del Tricolore,Alberto Santoro,/en/matches/76d03b2f/Sassuolo-Hellas-Verona-October-24-2022-Serie-A
ITA-Serie A,2223,2022-10-29 Inter-Sampdoria,2022-10-29,20:45,Inter,3–0,Sampdoria,73311,Stadio Giuseppe Meazza,Luca Massimi,/en/matches/23d1b698/Internazionale-Sampdoria-October-29-2022-Serie-A
ITA-Serie A,2223,2022-10-29 Lecce-Juventus,2022-10-29,18:00,Lecce,0–1,Juventus,25860,Stadio Comunale Via Del Mare,Daniele Chiffi,/en/matches/52ff141b/Lecce-Juventus-October-29-2022-Serie-A
ITA-Serie A,2223,2022-10-29 Napoli-Sassuolo,2022-10-29,15:00,Napoli,4–0,Sassuolo,45000,Stadio Diego Armando Maradona,Antonio Rapuano,/en/matches/6f92d2c6/Napoli-Sassuolo-October-29-2022-Serie-A
ITA-Serie A,2223,2022-10-30 Cremonese-Udinese,2022-10-30,15:00,Cremonese,0–0,Udinese,12810,Stadio Giovanni Zini,Massimiliano Irrati,/en/matches/e7db664f/Cremonese-Udinese-October-30-2022-Serie-A
ITA-Serie A,2223,2022-10-30 Empoli-Atalanta,2022-10-30,12:30,Empoli,0–2,Atalanta,8740,Stadio Carlo Castellani,Giovanni Ayroldi,/en/matches/09ea7c8b/Empoli-Atalanta-October-30-2022-Serie-A
ITA-Serie A,2223,2022-10-30 Lazio-Salernitana,2022-10-30,18:00,Lazio,1–3,Salernitana,40000,Stadio Olimpico,Gianluca Manganiello,/en/matches/221597ad/Lazio-Salernitana-October-30-2022-Serie-A
ITA-Serie A,2223,2022-10-30 Spezia-Fiorentina,2022-10-30,15:00,Spezia,1–2,Fiorentina,10500,Stadio Alberto Picco,Davide Massa,/en/matches/29e78eae/Spezia-Fiorentina-October-30-2022-Serie-A
ITA-Serie A,2223,2022-10-30 Torino-Milan,2022-10-30,20:45,Torino,2–1,Milan,26133,Stadio Olimpico di Torino,Rosario Abisso,/en/matches/045a51a7/Torino-Milan-October-30-2022-Serie-A
