league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
GER-Bundesliga,2223,2022-08-13 Hertha BSC-Eintracht Frankfurt,2022-08-13,15:30,Hertha BSC,1–1,Eintracht Frankfurt,45000,Olympiastadion Berlin,Frank Willenborg,/en/matches/ce54d618/Hertha-BSC-Eintracht-Frankfurt-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-13 Hoffenheim-Bochum,2022-08-13,15:30,Hoffenheim,3–2,Bochum,17005,PreZero Arena,Patrick Ittrich,/en/matches/25d41fa1/Hoffenheim-Bochum-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-13 Leverkusen-Augsburg,2022-08-13,15:30,Leverkusen,1–2,Augsburg,22903,BayArena,Benjamin Cortus,/en/matches/593a6bbe/Leverkusen-Augsburg-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-13 RB Leipzig-Köln,2022-08-13,15:30,RB Leipzig,2–2,Köln,49579,Red Bull Arena,Benjamin Brand,/en/matches/9db4ecbc/RB-Leipzig-Koln-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-13 Schalke 04-Gladbach,2022-08-13,18:30,Schalke 04,2–2,Gladbach,62271,Veltins-Arena,Sven Jablonski,/en/matches/b799281f/Schalke-04-Monchengladbach-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-13 Werder Bremen-Stuttgart,2022-08-13,15:30,Werder Bremen,2–2,Stuttgart,41000,Wohninvest Weserstadion,Robert Hartmann,/en/matches/46fbabbf/Werder-Bremen-Stuttgart-August-13-2022-Bundesliga
GER-Bundesliga,2223,2022-08-14 Bayern Munich-Wolfsburg,2022-08-14,17:30,Bayern Munich,2–0,Wolfsburg,75000,Allianz Arena,Harm Osmers,/en/matches/1a9bb65b/Bayern-Munich-Wolfsburg-August-14-2022-Bundesliga
GER-Bundesliga,2223,2022-08-14 Mainz 05-Union Berlin,2022-08-14,15:30,Mainz 05,0–0,Union Berlin,25009,Mewa Arena,Daniel Schlager,/en/matches/ff6b65cd/Mainz-05-Union-Berlin-August-14-2022-Bundesliga
GER-Bundesliga,2223,2022-08-19 Gladbach-Hertha BSC,2022-08-19,20:30,Gladbach,1–0,Hertha BSC,48411,Stadion im Borussia-Park,Matthias Jöllenbeck,/en/matches/e0d55038/Monchengladbach-Hertha-BSC-August-19-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Augsburg-Mainz 05,2022-08-20,15:30,Augsburg,1–2,Mainz 05,23755,WWK Arena,Sascha Stegemann,/en/matches/5c135cd8/Augsburg-Mainz-05-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Dortmund-Werder Bremen,2022-08-20,15:30,Dortmund,2–3,Werder Bremen,81365,Signal Iduna Park,Florian Badstübner,/en/matches/7c429f46/Dortmund-Werder-Bremen-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Leverkusen-Hoffenheim,2022-08-20,15:30,Leverkusen,0–3,Hoffenheim,26300,BayArena,Tobias Reichel,/en/matches/10b88c11/Leverkusen-Hoffenheim-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Stuttgart-Freiburg,2022-08-20,15:30,Stuttgart,0–1,Freiburg,47500,Mercedes-Benz Arena,Felix Brych,/en/matches/6600ea4e/Stuttgart-Freiburg-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Union Berlin-RB Leipzig,2022-08-20,18:30,Union Berlin,2–1,RB Leipzig,21056,Stadion An der Alten Försterei,Deniz Aytekin,/en/matches/5a91233f/Union-Berlin-RB-Leipzig-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-20 Wolfsburg-Schalke 04,2022-08-20,15:30,Wolfsburg,0–0,Schalke 04,26959,Volkswagen Arena,Felix Zwayer,/en/matches/8bced063/Wolfsburg-Schalke-04-August-20-2022-Bundesliga
GER-Bundesliga,2223,2022-08-21 Bochum-Bayern Munich,2022-08-21,17:30,Bochum,0–7,Bayern Munich,26000,Vonovia Ruhrstadion,Daniel Siebert,/en/matches/0df447e7/Bochum-Bayern-Munich-August-21-2022-Bundesliga
GER-Bundesliga,2223,2022-08-21 Eintracht Frankfurt-Köln,2022-08-21,15:30,Eintracht Frankfurt,1–1,Köln,50800,Deutsche Bank Park,Martin Petersen,/en/matches/ede68248/Eintracht-Frankfurt-Koln-August-21-2022-Bundesliga
GER-Bundesliga,2223,2022-08-26 Freiburg-Bochum,2022-08-26,20:30,Freiburg,1–0,Bochum,32800,Europa-Park Stadion,Marco Fritz,/en/matches/c55b2bad/Freiburg-Bochum-August-26-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 Bayern Munich-Gladbach,2022-08-27,18:30,Bayern Munich,1–1,Gladbach,75000,Allianz Arena,Daniel Schlager,/en/matches/18734157/Bayern-Munich-Monchengladbach-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 Hertha BSC-Dortmund,2022-08-27,15:30,Hertha BSC,0–1,Dortmund,62142,Olympiastadion Berlin,Tobias Stieler,/en/matches/a41a2361/Hertha-BSC-Dortmund-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 Hoffenheim-Augsburg,2022-08-27,15:30,Hoffenheim,1–0,Augsburg,17206,PreZero Arena,Tobias Welz,/en/matches/7e4f3822/Hoffenheim-Augsburg-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 Mainz 05-Leverkusen,2022-08-27,15:30,Mainz 05,0–3,Leverkusen,28500,Mewa Arena,Christian Dingert,/en/matches/81e2a8be/Mainz-05-Leverkusen-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 RB Leipzig-Wolfsburg,2022-08-27,15:30,RB Leipzig,2–0,Wolfsburg,41243,Red Bull Arena,Bastian Dankert,/en/matches/945d99b8/RB-Leipzig-Wolfsburg-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-27 Schalke 04-Union Berlin,2022-08-27,15:30,Schalke 04,1–6,Union Berlin,62271,Veltins-Arena,Robert Hartmann,/en/matches/97ce3356/Schalke-04-Union-Berlin-August-27-2022-Bundesliga
GER-Bundesliga,2223,2022-08-28 Köln-Stuttgart,2022-08-28,15:30,Köln,0–0,Stuttgart,50000,RheinEnergieSTADION,Harm Osmers,/en/matches/6cf9a0a8/Koln-Stuttgart-August-28-2022-Bundesliga
GER-Bundesliga,2223,2022-08-28 Werder Bremen-Eintracht Frankfurt,2022-08-28,17:30,Werder Bremen,3–4,Eintracht Frankfurt,41000,Wohninvest Weserstadion,Patrick Ittrich,/en/matches/2202b810/Werder-Bremen-Eintracht-Frankfurt-August-28-2022-Bundesliga
GER-Bundesliga,2223,2022-09-02 Dortmund-Hoffenheim,2022-09-02,20:30,Dortmund,1–0,Hoffenheim,79300,Signal Iduna Park,Daniel Siebert,/en/matches/0d4e976a/Dortmund-Hoffenheim-September-2-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Bochum-Werder Bremen,2022-09-03,15:30,Bochum,0–2,Werder Bremen,25800,Vonovia Ruhrstadion,Robert Schröder,/en/matches/18504732/Bochum-Werder-Bremen-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Eintracht Frankfurt-RB Leipzig,2022-09-03,18:30,Eintracht Frankfurt,4–0,RB Leipzig,49700,Deutsche Bank Park,Felix Brych,/en/matches/5662d607/Eintracht-Frankfurt-RB-Leipzig-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Leverkusen-Freiburg,2022-09-03,15:30,Leverkusen,2–3,Freiburg,26853,BayArena,Sascha Stegemann,/en/matches/857c6eda/Leverkusen-Freiburg-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Stuttgart-Schalke 04,2022-09-03,15:30,Stuttgart,1–1,Schalke 04,47500,Mercedes-Benz Arena,Florian Badstübner,/en/matches/0d221ece/Stuttgart-Schalke-04-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Union Berlin-Bayern Munich,2022-09-03,15:30,Union Berlin,1–1,Bayern Munich,22012,Stadion An der Alten Försterei,Frank Willenborg,/en/matches/434ccae6/Union-Berlin-Bayern-Munich-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-03 Wolfsburg-Köln,2022-09-03,15:30,Wolfsburg,2–4,Köln,25654,Volkswagen Arena,Matthias Jöllenbeck,/en/matches/e01323cb/Wolfsburg-Koln-September-3-2022-Bundesliga
GER-Bundesliga,2223,2022-09-04 Augsburg-Hertha BSC,2022-09-04,15:30,Augsburg,0–2,Hertha BSC,25789,WWK Arena,Harm Osmers,/en/matches/276383fe/Augsburg-Hertha-BSC-September-4-2022-Bundesliga
GER-Bundesliga,2223,2022-09-04 Gladbach-Mainz 05,2022-09-04,17:30,Gladbach,0–1,Mainz 05,51210,Stadion im Borussia-Park,Deniz Aytekin,/en/matches/dac3e0d1/Monchengladbach-Mainz-05-September-4-2022-Bundesliga
GER-Bundesliga,2223,2022-09-09 Werder Bremen-Augsburg,2022-09-09,20:30,Werder Bremen,0–1,Augsburg,41000,Wohninvest Weserstadion,Martin Petersen,/en/matches/bc40c506/Werder-Bremen-Augsburg-September-9-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 Bayern Munich-Stuttgart,2022-09-10,15:30,Bayern Munich,2–2,Stuttgart,75000,Allianz Arena,Christian Dingert,/en/matches/3cf30801/Bayern-Munich-Stuttgart-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 Eintracht Frankfurt-Wolfsburg,2022-09-10,15:30,Eintracht Frankfurt,0–1,Wolfsburg,49000,Deutsche Bank Park,Tobias Reichel,/en/matches/425671db/Eintracht-Frankfurt-Wolfsburg-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 Hertha BSC-Leverkusen,2022-09-10,15:30,Hertha BSC,2–2,Leverkusen,40643,Olympiastadion Berlin,Benjamin Brand,/en/matches/61102d16/Hertha-BSC-Leverkusen-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 Hoffenheim-Mainz 05,2022-09-10,15:30,Hoffenheim,4–1,Mainz 05,20114,PreZero Arena,Daniel Schlager,/en/matches/b08c7efd/Hoffenheim-Mainz-05-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 RB Leipzig-Dortmund,2022-09-10,15:30,RB Leipzig,3–0,Dortmund,47069,Red Bull Arena,Sven Jablonski,/en/matches/e5fe17ad/RB-Leipzig-Dortmund-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-10 Schalke 04-Bochum,2022-09-10,18:30,Schalke 04,3–1,Bochum,62041,Veltins-Arena,Felix Zwayer,/en/matches/b14cfbae/Schalke-04-Bochum-September-10-2022-Bundesliga
GER-Bundesliga,2223,2022-09-11 Freiburg-Gladbach,2022-09-11,17:30,Freiburg,0–0,Gladbach,34700,Europa-Park Stadion,Tobias Stieler,/en/matches/71b44862/Freiburg-Monchengladbach-September-11-2022-Bundesliga
GER-Bundesliga,2223,2022-09-11 Köln-Union Berlin,2022-09-11,15:30,Köln,0–1,Union Berlin,49500,RheinEnergieSTADION,Benjamin Cortus,/en/matches/8871407b/Koln-Union-Berlin-September-11-2022-Bundesliga
GER-Bundesliga,2223,2022-09-16 Mainz 05-Hertha BSC,2022-09-16,20:30,Mainz 05,1–1,Hertha BSC,25300,Mewa Arena,Frank Willenborg,/en/matches/6c1338f3/Mainz-05-Hertha-BSC-September-16-2022-Bundesliga
GER-Bundesliga,2223,2022-09-17 Augsburg-Bayern Munich,2022-09-17,15:30,Augsburg,1–0,Bayern Munich,30660,WWK Arena,Marco Fritz,/en/matches/f89d5de3/Augsburg-Bayern-Munich-September-17-2022-Bundesliga
GER-Bundesliga,2223,2022-09-17 Dortmund-Schalke 04,2022-09-17,15:30,Dortmund,1–0,Schalke 04,81100,Signal Iduna Park,Felix Brych,/en/matches/5bae3507/Revierderby-Dortmund-Schalke-04-September-17-2022-Bundesliga
GER-Bundesliga,2223,2022-09-17 Gladbach-RB Leipzig,2022-09-17,18:30,Gladbach,3–0,RB Leipzig,50186,Stadion im Borussia-Park,Patrick Ittrich,/en/matches/3ca096b5/Monchengladbach-RB-Leipzig-September-17-2022-Bundesliga
GER-Bundesliga,2223,2022-09-17 Leverkusen-Werder Bremen,2022-09-17,15:30,Leverkusen,1–1,Werder Bremen,30210,BayArena,Tobias Welz,/en/matches/d0475442/Leverkusen-Werder-Bremen-September-17-2022-Bundesliga
GER-Bundesliga,2223,2022-09-17 Stuttgart-Eintracht Frankfurt,2022-09-17,15:30,Stuttgart,1–3,Eintracht Frankfurt,47500,Mercedes-Benz Arena,Daniel Siebert,/en/matches/e89fbb60/Stuttgart-Eintracht-Frankfurt-September-17-2022-Bundesliga
GER-Bundesliga,2223,2022-09-18 Bochum-Köln,2022-09-18,17:30,Bochum,1–1,Köln,25800,Vonovia Ruhrstadion,Bastian Dankert,/en/matches/d22f7e06/Bochum-Koln-September-18-2022-Bundesliga
GER-Bundesliga,2223,2022-09-18 Hoffenheim-Freiburg,2022-09-18,19:30,Hoffenheim,0–0,Freiburg,24233,PreZero Arena,Deniz Aytekin,/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga
GER-Bundesliga,2223,2022-09-18 Union Berlin-Wolfsburg,2022-09-18,15:30,Union Berlin,2–0,Wolfsburg,22012,Stadion An der Alten Försterei,Robert Schröder,/en/matches/894c69f9/Union-Berlin-Wolfsburg-September-18-2022-Bundesliga
GER-Bundesliga,2223,2022-09-30 Bayern Munich-Leverkusen,2022-09-30,20:30,Bayern Munich,4–0,Leverkusen,75000,Allianz Arena,Tobias Stieler,/en/matches/a5cf6022/Bayern-Munich-Leverkusen-September-30-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 Eintracht Frankfurt-Union Berlin,2022-10-01,15:30,Eintracht Frankfurt,2–0,Union Berlin,50500,Deutsche Bank Park,Sascha Stegemann,/en/matches/621858d4/Eintracht-Frankfurt-Union-Berlin-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 Freiburg-Mainz 05,2022-10-01,15:30,Freiburg,2–1,Mainz 05,34700,Europa-Park Stadion,Sven Jablonski,/en/matches/4e3a874d/Freiburg-Mainz-05-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 Köln-Dortmund,2022-10-01,15:30,Köln,3–2,Dortmund,50000,RheinEnergieSTADION,Harm Osmers,/en/matches/84c74535/Koln-Dortmund-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 RB Leipzig-Bochum,2022-10-01,15:30,RB Leipzig,4–0,Bochum,44403,Red Bull Arena,Florian Badstübner,/en/matches/cf634a2b/RB-Leipzig-Bochum-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 Werder Bremen-Gladbach,2022-10-01,18:30,Werder Bremen,5–1,Gladbach,42100,Wohninvest Weserstadion,Matthias Jöllenbeck,/en/matches/348d53fd/Werder-Bremen-Monchengladbach-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-01 Wolfsburg-Stuttgart,2022-10-01,15:30,Wolfsburg,3–2,Stuttgart,24125,Volkswagen Arena,Felix Zwayer,/en/matches/9c4a8b42/Wolfsburg-Stuttgart-October-1-2022-Bundesliga
GER-Bundesliga,2223,2022-10-02 Hertha BSC-Hoffenheim,2022-10-02,15:30,Hertha BSC,1–1,Hoffenheim,41653,Olympiastadion Berlin,Christian Dingert,/en/matches/446e82e7/Hertha-BSC-Hoffenheim-October-2-2022-Bundesliga
GER-Bundesliga,2223,2022-10-02 Schalke 04-Augsburg,2022-10-02,17:30,Schalke 04,2–3,Augsburg,60328,Veltins-Arena,Daniel Schlager,/en/matches/2d3719fb/Schalke-04-Augsburg-October-2-2022-Bundesliga
GER-Bundesliga,2223,2022-10-07 Hoffenheim-Werder Bremen,2022-10-07,20:30,Hoffenheim,1–2,Werder Bremen,25410,PreZero Arena,Benjamin Cortus,/en/matches/62ea6f05/Hoffenheim-Werder-Bremen-October-7-2022-Bundesliga
GER-Bundesliga,2223,2022-10-08 Augsburg-Wolfsburg,2022-10-08,15:30,Augsburg,1–1,Wolfsburg,26220,WWK Arena,Daniel Siebert,/en/matches/b41edb5f/Augsburg-Wolfsburg-October-8-2022-Bundesliga
GER-Bundesliga,2223,2022-10-08 Bochum-Eintracht Frankfurt,2022-10-08,15:30,Bochum,3–0,Eintracht Frankfurt,24850,Vonovia Ruhrstadion,Martin Petersen,/en/matches/4cb956d3/Bochum-Eintracht-Frankfurt-October-8-2022-Bundesliga
GER-Bundesliga,2223,2022-10-08 Dortmund-Bayern Munich,2022-10-08,18:30,Dortmund,2–2,Bayern Munich,81365,Signal Iduna Park,Deniz Aytekin,/en/matches/09926a13/Der-Klassiker-Dortmund-Bayern-Munich-October-8-2022-Bundesliga
GER-Bundesliga,2223,2022-10-08 Leverkusen-Schalke 04,2022-10-08,15:30,Leverkusen,4–0,Schalke 04,30210,BayArena,Tobias Reichel,/en/matches/dfb09293/Leverkusen-Schalke-04-October-8-2022-Bundesliga
GER-Bundesliga,2223,2022-10-08 Mainz 05-RB Leipzig,2022-10-08,15:30,Mainz 05,1–1,RB Leipzig,26100,Mewa Arena,Felix Brych,/en/matches/8eba0211/Mainz-05-RB-Leipzig-October-8-2022-Bundesliga
GER-Bundesliga,2223,2022-10-09 Gladbach-Köln,2022-10-09,15:30,Gladbach,5–2,Köln,54042,Stadion im Borussia-Park,Sven Jablonski,/en/matches/17ff2fd2/Monchengladbach-Koln-October-9-2022-Bundesliga
GER-Bundesliga,2223,2022-10-09 Hertha BSC-Freiburg,2022-10-09,17:30,Hertha BSC,2–2,Freiburg,40481,Olympiastadion Berlin,Robert Schröder,/en/matches/7345ac20/Hertha-BSC-Freiburg-October-9-2022-Bundesliga
GER-Bundesliga,2223,2022-10-09 Stuttgart-Union Berlin,2022-10-09,19:30,Stuttgart,0–1,Union Berlin,43250,Mercedes-Benz Arena,Bastian Dankert,/en/matches/58ecc893/Stuttgart-Union-Berlin-October-9-2022-Bundesliga
GER-Bundesliga,2223,2022-10-14 Schalke 04-Hoffenheim,2022-10-14,20:30,Schalke 04,0–3,Hoffenheim,59811,Veltins-Arena,Florian Badstübner,/en/matches/6ecee775/Schalke-04-Hoffenheim-October-14-2022-Bundesliga
GER-Bundesliga,2223,2022-10-15 Eintracht Frankfurt-Leverkusen,2022-10-15,15:30,Eintracht Frankfurt,5–1,Leverkusen,49700,Deutsche Bank Park,Frank Willenborg,/en/matches/1f10b4b6/Eintracht-Frankfurt-Leverkusen-October-15-2022-Bundesliga
GER-Bundesliga,2223,2022-10-15 RB Leipzig-Hertha BSC,2022-10-15,18:30,RB Leipzig,3–2,Hertha BSC,47069,Red Bull Arena,Harm Osmers,/en/matches/d424a35d/RB-Leipzig-Hertha-BSC-October-15-2022-Bundesliga
GER-Bundesliga,2223,2022-10-15 Stuttgart-Bochum,2022-10-15,15:30,Stuttgart,4–1,Bochum,45400,Mercedes-Benz Arena,Christian Dingert,/en/matches/d14313b8/Stuttgart-Bochum-October-15-2022-Bundesliga
GER-Bundesliga,2223,2022-10-15 Werder Bremen-Mainz 05,2022-10-15,15:30,Werder Bremen,0–2,Mainz 05,41000,Wohninvest Weserstadion,Robert Hartmann,/en/matches/aabd723a/Werder-Bremen-Mainz-05-October-15-2022-Bundesliga
GER-Bundesliga,2223,2022-10-15 Wolfsburg-Gladbach,2022-10-15,15:30,Wolfsburg,2–2,Gladbach,26701,Volkswagen Arena,Benjamin Cortus,/en/matches/13646bf4/Wolfsburg-Monchengladbach-October-15-2022-Bundesliga
GER-Bundesliga,2223,2022-10-16 Bayern Munich-Freiburg,2022-10-16,19:30,Bayern Munich,5–0,Freiburg,75000,Allianz Arena,Sascha Stegemann,/en/matches/a8e87a05/Bayern-Munich-Freiburg-October-16-2022-Bundesliga
GER-Bundesliga,2223,2022-10-16 Köln-Augsburg,2022-10-16,15:30,Köln,3–2,Augsburg,49000,RheinEnergieSTADION,Felix Zwayer,/en/matches/410c0cac/Koln-Augsburg-October-16-2022-Bundesliga
GER-Bundesliga,2223,2022-10-16 Union Berlin-Dortmund,2022-10-16,17:30,Union Berlin,2–0,Dortmund,22012,Stadion An der Alten Försterei,Tobias Stieler,/en/matches/0093e438/Union-Berlin-Dortmund-October-16-2022-Bundesliga
GER-Bundesliga,2223,2022-10-21 Mainz 05-Köln,2022-10-21,20:30,Mainz 05,5–0,Köln,31610,Mewa Arena,Matthias Jöllenbeck,/en/matches/d88938af/Mainz-05-Koln-October-21-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Augsburg-RB Leipzig,2022-10-22,15:30,Augsburg,3–3,RB Leipzig,25109,WWK Arena,Robert Schröder,/en/matches/efdacea4/Augsburg-RB-Leipzig-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Dortmund-Stuttgart,2022-10-22,15:30,Dortmund,5–0,Stuttgart,81365,Signal Iduna Park,Daniel Schlager,/en/matches/99a2c409/Dortmund-Stuttgart-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Freiburg-Werder Bremen,2022-10-22,15:30,Freiburg,2–0,Werder Bremen,34700,Europa-Park Stadion,Bastian Dankert,/en/matches/dc19c7f7/Freiburg-Werder-Bremen-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Gladbach-Eintracht Frankfurt,2022-10-22,18:30,Gladbach,1–3,Eintracht Frankfurt,53019,Stadion im Borussia-Park,Daniel Siebert,/en/matches/f45cb803/Monchengladbach-Eintracht-Frankfurt-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Hoffenheim-Bayern Munich,2022-10-22,15:30,Hoffenheim,0–2,Bayern Munich,30150,PreZero Arena,Sven Jablonski,/en/matches/70d1d2d9/Hoffenheim-Bayern-Munich-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-22 Leverkusen-Wolfsburg,2022-10-22,15:30,Leverkusen,2–2,Wolfsburg,26294,BayArena,Felix Brych,/en/matches/479a4e6b/Leverkusen-Wolfsburg-October-22-2022-Bundesliga
GER-Bundesliga,2223,2022-10-23 Bochum-Union Berlin,2022-10-23,15:30,Bochum,2–1,Union Berlin,25460,Vonovia Ruhrstadion,Deniz Aytekin,/en/matches/ab55c8de/Bochum-Union-Berlin-October-23-2022-Bundesliga
GER-Bundesliga,2223,2022-10-23 Hertha BSC-Schalke 04,2022-10-23,17:30,Hertha BSC,2–1,Schalke 04,60165,Olympiastadion Berlin,Martin Petersen,/en/matches/b8ef651e/Hertha-BSC-Schalke-04-October-23-2022-Bundesliga
GER-Bundesliga,2223,2022-10-28 Werder Bremen-Hertha BSC,2022-10-28,20:30,Werder Bremen,1–0,Hertha BSC,42100,Wohninvest Weserstadion,Tobias Reichel,/en/matches/d9457056/Werder-Bremen-Hertha-BSC-October-28-2022-Bundesliga
GER-Bundesliga,2223,2022-10-29 Bayern Munich-Mainz 05,2022-10-29,15:30,Bayern Munich,6–2,Mainz 05,75000,Allianz Arena,Felix Zwayer,/en/matches/4064fa8b/Bayern-Munich-Mainz-05-October-29-2022-Bundesliga
GER-Bundesliga,2223,2022-10-29 Eintracht Frankfurt-Dortmund,2022-10-29,18:30,Eintracht Frankfurt,1–2,Dortmund,50000,Deutsche Bank Park,Sascha Stegemann,/en/matches/fd1ed255/Eintracht-Frankfurt-Dortmund-October-29-2022-Bundesliga
GER-Bundesliga,2223,2022-10-29 RB Leipzig-Leverkusen,2022-10-29,15:30,RB Leipzig,2–0,Leverkusen,45598,Red Bull Arena,Sven Jablonski,/en/matches/6cdb0d1e/RB-Leipzig-Leverkusen-October-29-2022-Bundesliga
GER-Bundesliga,2223,2022-10-29 Stuttgart-Augsburg,2022-10-29,15:30,Stuttgart,2–1,Augsburg,46400,Mercedes-Benz Arena,Tobias Stieler,/en/matches/d65b9084/Stuttgart-Augsburg-October-29-2022-Bundesliga
GER-Bundesliga,2223,2022-10-29 Wolfsburg-Bochum,2022-10-29,15:30,Wolfsburg,4–0,Bochum,24037,Volkswagen Arena,Robert Hartmann,/en/matches/4d55ede5/Wolfsburg-Bochum-October-29-2022-Bundesliga
GER-Bundesliga,2223,2022-10-30 Köln-Hoffenheim,2022-10-30,19:30,Köln,1–1,Hoffenheim,49000,RheinEnergieSTADION,Frank Willenborg,/en/matches/fdbc58f9/Koln-Hoffenheim-October-30-2022-Bundesliga
GER-Bundesliga,2223,2022-10-30 Schalke 04-Freiburg,2022-10-30,17:30,Schalke 04,0–2,Freiburg,61115,Veltins-Arena,Christian Dingert,/en/matches/408042b1/Schalke-04-Freiburg-October-30-2022-Bundesliga
GER-Bundesliga,2223,2022-10-30 Union Berlin-Gladbach,2022-10-30,15:30,Union Berlin,2–1,Gladbach,22012,Stadion An der Alten Försterei,Harm Osmers,/en/matches/fa327fa0/Union-Berlin-Monchengladbach-October-30-2022-Bundesliga
GER-Bundesliga,2223,2022-11-04 Gladbach-Stuttgart,2022-11-04,20:30,Gladbach,3–1,Stuttgart,53178,Stadion im Borussia-Park,Matthias Jöllenbeck,/en/matches/49542474/Monchengladbach-Stuttgart-November-4-2022-Bundesliga
