league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
FRA-Ligue 1,2425,2025-03-16 Lyon-Le Havre,2025-03-16,15:00,Lyon,4–2,Le Havre,39991,Groupama Stadium,Bastien Dechepy,/en/matches/4876084b/Lyon-Le-Havre-March-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-16 Montpellier-Saint-Étienne,2025-03-16,17:15,Montpellier,0–2,Saint-Étienne,,Stade de la Mosson-Mondial 98,François Letexier,/en/matches/15ee650c/Montpellier-Saint-Etienne-March-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-16 Paris Saint-Germain-Marseille,2025-03-16,20:45,Paris Saint-Germain,3–1,Marseille,47000,Parc des Princes,Clément Turpin,/en/matches/ff08b7d1/Paris-Saint-Germain-Marseille-March-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-16 Strasbourg-Toulouse,2025-03-16,17:15,Strasbourg,2–1,Toulouse,19128,Stade de la Meinau,Florent Batta,/en/matches/30de0ad9/Strasbourg-Toulouse-March-16-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-28 Strasbourg-Lyon,2025-03-28,20:45,Strasbourg,4–2,Lyon,19496,Stade de la Meinau,Romain Lissorgue,/en/matches/e4da6424/Strasbourg-Lyon-March-28-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-29 Monaco-Nice,2025-03-29,21:05,Monaco,2–1,Nice,11564,Stade Louis II,Jérôme Brisard,/en/matches/b5952890/Monaco-Nice-March-29-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-29 Reims-Marseille,2025-03-29,17:00,Reims,3–1,Marseille,20213,Stade Auguste-Delaune,Willy Delajod,/en/matches/e3656ea1/Reims-Marseille-March-29-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-29 Saint-Étienne-Paris Saint-Germain,2025-03-29,19:00,Saint-Étienne,1–6,Paris Saint-Germain,37108,Stade Geoffroy-Guichard,Jeremy Stinat,/en/matches/f44d3b12/Saint-Etienne-Paris-Saint-Germain-March-29-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-30 Angers-Rennes,2025-03-30,17:15,Angers,0–3,Rennes,11747,Stade Raymond Kopa,Thomas Léonard,/en/matches/ea71bfda/Angers-Rennes-March-30-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-30 Auxerre-Montpellier,2025-03-30,17:15,Auxerre,1–0,Montpellier,16558,Stade de l'Abbé Deschamps,Marc Bollengier,/en/matches/dea614ff/Auxerre-Montpellier-March-30-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-30 Le Havre-Nantes,2025-03-30,17:15,Le Havre,3–2,Nantes,20436,Stade Océane,Eric Wattellier,/en/matches/a48ef3f0/Le-Havre-Nantes-March-30-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-30 Lille-Lens,2025-03-30,20:45,Lille,1–0,Lens,48197,Decathlon Arena - Stade Pierre-Mauroy,Mathieu Vernice,/en/matches/64b7845b/Lille-Lens-March-30-2025-Ligue-1
FRA-Ligue 1,2425,2025-03-30 Toulouse-Brest,2025-03-30,15:00,Toulouse,2–4,Brest,24418,Stadium de Toulouse,Hakim Ben El Hadj Salem,/en/matches/b33c5901/Toulouse-Brest-March-30-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-04 Nice-Nantes,2025-04-04,20:45,Nice,1–2,Nantes,20585,Allianz Riviera,Hakim Ben El Hadj Salem,/en/matches/3b3118ec/Nice-Nantes-April-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-05 Brest-Monaco,2025-04-05,19:00,Brest,2–1,Monaco,14713,Stade Francis-Le Blé,Thomas Léonard,/en/matches/3b8a372d/Brest-Monaco-April-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-05 Lyon-Lille,2025-04-05,21:05,Lyon,2–1,Lille,53771,Groupama Stadium,Eric Wattellier,/en/matches/4fbb8dea/Lyon-Lille-April-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-05 Paris Saint-Germain-Angers,2025-04-05,17:00,Paris Saint-Germain,1–0,Angers,47736,Parc des Princes,Marc Bollengier,/en/matches/85f4be0a/Paris-Saint-Germain-Angers-April-5-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-06 Lens-Saint-Étienne,2025-04-06,15:00,Lens,1–0,Saint-Étienne,38223,Stade Bollaert-Delelis,Romain Lissorgue,/en/matches/859cd779/Lens-Saint-Etienne-April-6-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-06 Marseille-Toulouse,2025-04-06,20:45,Marseille,3–2,Toulouse,64320,Orange Vélodrome,Jérémie Pignard,/en/matches/37a1d2be/Marseille-Toulouse-April-6-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-06 Montpellier-Le Havre,2025-04-06,17:15,Montpellier,0–2,Le Havre,10146,Stade de la Mosson-Mondial 98,Benoît Bastien,/en/matches/0f9ee6ec/Montpellier-Le-Havre-April-6-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-06 Reims-Strasbourg,2025-04-06,17:15,Reims,0–1,Strasbourg,16254,Stade Auguste-Delaune,Clément Turpin,/en/matches/44834f60/Reims-Strasbourg-April-6-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-06 Rennes-Auxerre,2025-04-06,17:15,Rennes,0–1,Auxerre,38268,Roazhon Park,Florent Batta,/en/matches/cd76c50c/Rennes-Auxerre-April-6-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-11 Lens-Reims,2025-04-11,20:45,Lens,0–2,Reims,38157,Stade Bollaert-Delelis,François Letexier,/en/matches/1fafebba/Lens-Reims-April-11-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-12 Monaco-Marseille,2025-04-12,17:00,Monaco,3–0,Marseille,13232,Stade Louis II,Benoît Bastien,/en/matches/b1f79298/Monaco-Marseille-April-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-12 Strasbourg-Nice,2025-04-12,21:05,Strasbourg,2–2,Nice,19210,Stade de la Meinau,Jérémie Pignard,/en/matches/55275978/Strasbourg-Nice-April-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-12 Toulouse-Lille,2025-04-12,19:00,Toulouse,1–2,Lille,26036,Stadium de Toulouse,Jérôme Brisard,/en/matches/0a9272f4/Toulouse-Lille-April-12-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-13 Angers-Montpellier,2025-04-13,17:15,Angers,2–0,Montpellier,12547,Stade Raymond Kopa,Benoît Millot,/en/matches/47a1a48a/Angers-Montpellier-April-13-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-13 Auxerre-Lyon,2025-04-13,20:45,Auxerre,1–3,Lyon,17511,Stade de l'Abbé Deschamps,Stéphanie Frappart,/en/matches/bef8bbc1/Auxerre-Lyon-April-13-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-13 Le Havre-Rennes,2025-04-13,17:15,Le Havre,1–5,Rennes,21582,Stade Océane,Willy Delajod,/en/matches/9c967c61/Le-Havre-Rennes-April-13-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-13 Saint-Étienne-Brest,2025-04-13,15:00,Saint-Étienne,3–3,Brest,32834,Stade Geoffroy-Guichard,Abdelatif Kherradji,/en/matches/8a453c4e/Saint-Etienne-Brest-April-13-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-18 Rennes-Nantes,2025-04-18,20:45,Rennes,2–1,Nantes,27880,Roazhon Park,Abdelatif Kherradji,/en/matches/6dc7499b/Rennes-Nantes-April-18-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-19 Marseille-Montpellier,2025-04-19,21:05,Marseille,5–1,Montpellier,66312,Orange Vélodrome,Jérôme Brisard,/en/matches/5a01308b/Marseille-Montpellier-April-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-19 Monaco-Strasbourg,2025-04-19,19:00,Monaco,0–0,Strasbourg,12825,Stade Louis II,Eric Wattellier,/en/matches/bdddd15d/Monaco-Strasbourg-April-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-19 Paris Saint-Germain-Le Havre,2025-04-19,17:00,Paris Saint-Germain,2–1,Le Havre,47113,Parc des Princes,Mathieu Vernice,/en/matches/8e397189/Paris-Saint-Germain-Le-Havre-April-19-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-20 Brest-Lens,2025-04-20,17:15,Brest,1–3,Lens,15049,Stade Francis-Le Blé,Benoît Millot,/en/matches/1e5241b4/Brest-Lens-April-20-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-20 Lille-Auxerre,2025-04-20,15:00,Lille,3–1,Auxerre,45929,Decathlon Arena - Stade Pierre-Mauroy,Thomas Léonard,/en/matches/dfc19892/Lille-Auxerre-April-20-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-20 Nice-Angers,2025-04-20,17:15,Nice,2–1,Angers,25088,Allianz Riviera,Jeremy Stinat,/en/matches/44e5cf44/Nice-Angers-April-20-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-20 Reims-Toulouse,2025-04-20,17:15,Reims,1–0,Toulouse,14608,Stade Auguste-Delaune,Marc Bollengier,/en/matches/86146582/Reims-Toulouse-April-20-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-20 Saint-Étienne-Lyon,2025-04-20,20:45,Saint-Étienne,2–1,Lyon,40372,Stade Geoffroy-Guichard,François Letexier,/en/matches/19228d4a/Saint-Etienne-Lyon-April-20-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-22 Nantes-Paris Saint-Germain,2025-04-22,20:45,Nantes,1–1,Paris Saint-Germain,34420,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,/en/matches/170d66ea/Nantes-Paris-Saint-Germain-April-22-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-25 Paris Saint-Germain-Nice,2025-04-25,20:45,Paris Saint-Germain,1–3,Nice,47597,Parc des Princes,Willy Delajod,/en/matches/ae345c9c/Paris-Saint-Germain-Nice-April-25-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-26 Le Havre-Monaco,2025-04-26,19:00,Le Havre,1–1,Monaco,21340,Stade Océane,Clément Turpin,/en/matches/6ec53da1/Le-Havre-Monaco-April-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-26 Lyon-Rennes,2025-04-26,21:05,Lyon,4–1,Rennes,51034,Groupama Stadium,Marc Bollengier,/en/matches/5f2584e1/Lyon-Rennes-April-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-26 Strasbourg-Saint-Étienne,2025-04-26,17:00,Strasbourg,3–1,Saint-Étienne,19603,Stade de la Meinau,Benoît Bastien,/en/matches/ca1e1dc1/Strasbourg-Saint-Etienne-April-26-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-27 Angers-Lille,2025-04-27,15:00,Angers,0–2,Lille,12865,Stade Raymond Kopa,Hakim Ben El Hadj Salem,/en/matches/af631621/Angers-Lille-April-27-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-27 Lens-Auxerre,2025-04-27,17:15,Lens,0–4,Auxerre,38193,Stade Bollaert-Delelis,Mathieu Vernice,/en/matches/0745c59f/Lens-Auxerre-April-27-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-27 Marseille-Brest,2025-04-27,20:45,Marseille,4–1,Brest,62130,Orange Vélodrome,Stéphanie Frappart,/en/matches/d0c58dd5/Marseille-Brest-April-27-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-27 Montpellier-Reims,2025-04-27,17:15,Montpellier,0–0,Reims,10806,Stade de la Mosson-Mondial 98,Jérémie Pignard,/en/matches/6ff732c6/Montpellier-Reims-April-27-2025-Ligue-1
FRA-Ligue 1,2425,2025-04-27 Nantes-Toulouse,2025-04-27,17:15,Nantes,0–0,Toulouse,31618,Stade de la Beaujoire - Louis Fonteneau,Florent Batta,/en/matches/94a42dc1/Nantes-Toulouse-April-27-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-02 Nice-Reims,2025-05-02,20:45,Nice,1–0,Reims,24758,Allianz Riviera,Abdelatif Kherradji,/en/matches/2e39c335/Nice-Reims-May-2-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-03 Saint-Étienne-Monaco,2025-05-03,21:05,Saint-Étienne,1–3,Monaco,35757,Stade Geoffroy-Guichard,Jérôme Brisard,/en/matches/4e6718ec/Saint-Etienne-Monaco-May-3-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-03 Strasbourg-Paris Saint-Germain,2025-05-03,17:00,Strasbourg,2–1,Paris Saint-Germain,19522,Stade de la Meinau,Hakim Ben El Hadj Salem,/en/matches/d9c56744/Strasbourg-Paris-Saint-Germain-May-3-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-03 Toulouse-Rennes,2025-05-03,19:00,Toulouse,2–1,Rennes,23926,Stadium de Toulouse,Benoît Millot,/en/matches/ffb99c84/Toulouse-Rennes-May-3-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-04 Auxerre-Le Havre,2025-05-04,17:15,Auxerre,1–2,Le Havre,17194,Stade de l'Abbé Deschamps,Jérémie Pignard,/en/matches/c08af981/Auxerre-Le-Havre-May-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-04 Brest-Montpellier,2025-05-04,17:15,Brest,1–0,Montpellier,13121,Stade Francis-Le Blé,Romain Lissorgue,/en/matches/14d0b54f/Brest-Montpellier-May-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-04 Lille-Marseille,2025-05-04,20:45,Lille,1–1,Marseille,48284,Decathlon Arena - Stade Pierre-Mauroy,Eric Wattellier,/en/matches/491d68bb/Lille-Marseille-May-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-04 Lyon-Lens,2025-05-04,17:15,Lyon,1–2,Lens,52020,Groupama Stadium,Jeremy Stinat,/en/matches/60c53e19/Lyon-Lens-May-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-04 Nantes-Angers,2025-05-04,15:00,Nantes,0–1,Angers,34556,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,/en/matches/e467e10c/Nantes-Angers-May-4-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Angers-Strasbourg,2025-05-10,21:00,Angers,2–1,Strasbourg,14391,Stade Raymond Kopa,Clément Turpin,/en/matches/fafe26a4/Angers-Strasbourg-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Auxerre-Nantes,2025-05-10,21:00,Auxerre,1–1,Nantes,17277,Stade de l'Abbé Deschamps,Marc Bollengier,/en/matches/2cfd2ba4/Auxerre-Nantes-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Brest-Lille,2025-05-10,21:00,Brest,2–0,Lille,14556,Stade Francis-Le Blé,Thomas Léonard,/en/matches/21a8a9a9/Brest-Lille-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Le Havre-Marseille,2025-05-10,21:00,Le Havre,1–3,Marseille,23831,Stade Océane,Willy Delajod,/en/matches/7064d72a/Le-Havre-Marseille-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Monaco-Lyon,2025-05-10,21:00,Monaco,2–0,Lyon,13578,Stade Louis II,Benoît Bastien,/en/matches/279e9cba/Monaco-Lyon-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Montpellier-Paris Saint-Germain,2025-05-10,21:00,Montpellier,1–4,Paris Saint-Germain,16787,Stade de la Mosson-Mondial 98,Mathieu Vernice,/en/matches/d083b7fa/Montpellier-Paris-Saint-Germain-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Reims-Saint-Étienne,2025-05-10,21:00,Reims,0–2,Saint-Étienne,18630,Stade Auguste-Delaune,Eric Wattellier,/en/matches/e0ae4f10/Reims-Saint-Etienne-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Rennes-Nice,2025-05-10,21:00,Rennes,2–0,Nice,26118,Roazhon Park,Jeremy Stinat,/en/matches/db5269b6/Rennes-Nice-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-10 Toulouse-Lens,2025-05-10,21:00,Toulouse,1–1,Lens,27890,Stadium de Toulouse,Bastien Dechepy,/en/matches/4ef097b0/Toulouse-Lens-May-10-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Lens-Monaco,2025-05-17,21:00,Lens,4–0,Monaco,38160,Stade Bollaert-Delelis,François Letexier,/en/matches/d2408c01/Lens-Monaco-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Lille-Reims,2025-05-17,21:00,Lille,2–1,Reims,45599,Decathlon Arena - Stade Pierre-Mauroy,Willy Delajod,/en/matches/788e598c/Lille-Reims-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Lyon-Angers,2025-05-17,21:00,Lyon,2–0,Angers,56517,Groupama Stadium,Stéphanie Frappart,/en/matches/5042cc91/Lyon-Angers-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Marseille-Rennes,2025-05-17,21:00,Marseille,4–2,Rennes,57274,Orange Vélodrome,Jérémie Pignard,/en/matches/36fee283/Marseille-Rennes-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Nantes-Montpellier,2025-05-17,21:00,Nantes,3–0,Montpellier,34780,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,/en/matches/9b0e5db4/Nantes-Montpellier-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Nice-Brest,2025-05-17,21:00,Nice,6–0,Brest,30298,Allianz Riviera,Hakim Ben El Hadj Salem,/en/matches/4ff4d64e/Nice-Brest-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Paris Saint-Germain-Auxerre,2025-05-17,21:00,Paris Saint-Germain,3–1,Auxerre,47926,Parc des Princes,Abdelatif Kherradji,/en/matches/695f3d84/Paris-Saint-Germain-Auxerre-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Saint-Étienne-Toulouse,2025-05-17,21:00,Saint-Étienne,2–3,Toulouse,38725,Stade Geoffroy-Guichard,Thomas Léonard,/en/matches/2eb36838/Saint-Etienne-Toulouse-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-17 Strasbourg-Le Havre,2025-05-17,21:00,Strasbourg,2–3,Le Havre,19280,Stade de la Meinau,Jérôme Brisard,/en/matches/51aaa97c/Strasbourg-Le-Havre-May-17-2025-Ligue-1
FRA-Ligue 1,2425,2025-05-21 Metz-Reims,2025-05-21,20:00,Metz,1–1,Reims,27767,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,/en/matches/111651be/Metz-Reims-May-21-2025-French-12-RelegationPromotion-play-offs
FRA-Ligue 1,2425,2025-05-29 Reims-Metz,2025-05-29,20:30,Reims,1–3,Metz,20392,Stade Auguste-Delaune,Eric Wattellier,/en/matches/5e063c64/Reims-Metz-May-29-2025-French-12-RelegationPromotion-play-offs
