league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
GER-Bundesliga,2324,2023-09-29 Hoffenheim-Dortmund,2023-09-29,20:30,Hoffenheim,1–3,Dortmund,30150,PreZero Arena,Florian Badstübner,/en/matches/651b8bdf/Hoffenheim-Dortmund-September-29-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 Bochum-Gladbach,2023-09-30,15:30,Bochum,1–3,Gladbach,26000,Vonovia Ruhrstadion,Felix Brych,/en/matches/b07cca46/Bochum-Monchengladbach-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 Heidenheim-Union Berlin,2023-09-30,15:30,Heidenheim,1–0,Union Berlin,15000,Voith-Arena,Sascha Stegemann,/en/matches/23d84166/Heidenheim-Union-Berlin-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 Köln-Stuttgart,2023-09-30,15:30,Köln,0–2,Stuttgart,50000,RheinEnergieSTADION,Tobias Stieler,/en/matches/0c06c0c9/Koln-Stuttgart-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 Mainz 05-Leverkusen,2023-09-30,15:30,Mainz 05,0–3,Leverkusen,33305,Mewa Arena,Benjamin Brand,/en/matches/d16559ab/Mainz-05-Leverkusen-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 RB Leipzig-Bayern Munich,2023-09-30,18:30,RB Leipzig,2–2,Bayern Munich,47069,Red Bull Arena,Marco Fritz,/en/matches/e30a07e3/RB-Leipzig-Bayern-Munich-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-09-30 Wolfsburg-Eintracht Frankfurt,2023-09-30,15:30,Wolfsburg,2–0,Eintracht Frankfurt,28323,Volkswagen Arena,Frank Willenborg,/en/matches/330b9850/Wolfsburg-Eintracht-Frankfurt-September-30-2023-Bundesliga
GER-Bundesliga,2324,2023-10-01 Darmstadt 98-Werder Bremen,2023-10-01,15:30,Darmstadt 98,4–2,Werder Bremen,17810,Merck-Stadion am Böllenfalltor,Martin Petersen,/en/matches/5ebc00f1/Darmstadt-98-Werder-Bremen-October-1-2023-Bundesliga
GER-Bundesliga,2324,2023-10-01 Freiburg-Augsburg,2023-10-01,17:30,Freiburg,2–0,Augsburg,33134,Europa-Park Stadion,Harm Osmers,/en/matches/367e0516/Freiburg-Augsburg-October-1-2023-Bundesliga
GER-Bundesliga,2324,2023-10-06 Gladbach-Mainz 05,2023-10-06,20:30,Gladbach,2–2,Mainz 05,51529,Stadion im Borussia-Park,Sven Jablonski,/en/matches/a2a3e181/Monchengladbach-Mainz-05-October-6-2023-Bundesliga
GER-Bundesliga,2324,2023-10-07 Augsburg-Darmstadt 98,2023-10-07,15:30,Augsburg,1–2,Darmstadt 98,29200,WWK Arena,Deniz Aytekin,/en/matches/7d0fed76/Augsburg-Darmstadt-98-October-7-2023-Bundesliga
GER-Bundesliga,2324,2023-10-07 Dortmund-Union Berlin,2023-10-07,15:30,Dortmund,4–2,Union Berlin,81365,Signal Iduna Park,Patrick Ittrich,/en/matches/4661d112/Dortmund-Union-Berlin-October-7-2023-Bundesliga
GER-Bundesliga,2324,2023-10-07 RB Leipzig-Bochum,2023-10-07,15:30,RB Leipzig,0–0,Bochum,44269,Red Bull Arena,Timo Gerach,/en/matches/15bd2f93/RB-Leipzig-Bochum-October-7-2023-Bundesliga
GER-Bundesliga,2324,2023-10-07 Stuttgart-Wolfsburg,2023-10-07,15:30,Stuttgart,3–1,Wolfsburg,52000,MHPArena,Daniel Siebert,/en/matches/7eb884e7/Stuttgart-Wolfsburg-October-7-2023-Bundesliga
GER-Bundesliga,2324,2023-10-07 Werder Bremen-Hoffenheim,2023-10-07,18:30,Werder Bremen,2–3,Hoffenheim,41000,Wohninvest Weserstadion,Christian Dingert,/en/matches/0cff2d10/Werder-Bremen-Hoffenheim-October-7-2023-Bundesliga
GER-Bundesliga,2324,2023-10-08 Bayern Munich-Freiburg,2023-10-08,17:30,Bayern Munich,3–0,Freiburg,75000,Allianz Arena,Robert Schröder,/en/matches/8a7f496b/Bayern-Munich-Freiburg-October-8-2023-Bundesliga
GER-Bundesliga,2324,2023-10-08 Eintracht Frankfurt-Heidenheim,2023-10-08,19:30,Eintracht Frankfurt,2–0,Heidenheim,55800,Deutsche Bank Park,Daniel Schlager,/en/matches/72335e6e/Eintracht-Frankfurt-Heidenheim-October-8-2023-Bundesliga
GER-Bundesliga,2324,2023-10-08 Leverkusen-Köln,2023-10-08,15:30,Leverkusen,3–0,Köln,30210,BayArena,Felix Zwayer,/en/matches/f1268661/Leverkusen-Koln-October-8-2023-Bundesliga
GER-Bundesliga,2324,2023-10-20 Dortmund-Werder Bremen,2023-10-20,20:30,Dortmund,1–0,Werder Bremen,81365,Signal Iduna Park,Felix Brych,/en/matches/be058dce/Dortmund-Werder-Bremen-October-20-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Darmstadt 98-RB Leipzig,2023-10-21,15:30,Darmstadt 98,1–3,RB Leipzig,17810,Merck-Stadion am Böllenfalltor,Harm Osmers,/en/matches/48110abe/Darmstadt-98-RB-Leipzig-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Freiburg-Bochum,2023-10-21,15:30,Freiburg,2–1,Bochum,33900,Europa-Park Stadion,Tobias Reichel,/en/matches/0014bad7/Freiburg-Bochum-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Hoffenheim-Eintracht Frankfurt,2023-10-21,15:30,Hoffenheim,1–3,Eintracht Frankfurt,30150,PreZero Arena,Matthias Jöllenbeck,/en/matches/e689158b/Hoffenheim-Eintracht-Frankfurt-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Mainz 05-Bayern Munich,2023-10-21,18:30,Mainz 05,1–3,Bayern Munich,33305,Mewa Arena,Sascha Stegemann,/en/matches/a7af08ab/Mainz-05-Bayern-Munich-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Union Berlin-Stuttgart,2023-10-21,15:30,Union Berlin,0–3,Stuttgart,22012,Stadion An der Alten Försterei,Bastian Dankert,/en/matches/9ab68fca/Union-Berlin-Stuttgart-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-21 Wolfsburg-Leverkusen,2023-10-21,15:30,Wolfsburg,1–2,Leverkusen,28917,Volkswagen Arena,Marco Fritz,/en/matches/9a4291a3/Wolfsburg-Leverkusen-October-21-2023-Bundesliga
GER-Bundesliga,2324,2023-10-22 Heidenheim-Augsburg,2023-10-22,17:30,Heidenheim,2–5,Augsburg,15000,Voith-Arena,Tobias Stieler,/en/matches/41fd7764/Heidenheim-Augsburg-October-22-2023-Bundesliga
GER-Bundesliga,2324,2023-10-22 Köln-Gladbach,2023-10-22,15:30,Köln,3–1,Gladbach,50000,RheinEnergieSTADION,Deniz Aytekin,/en/matches/5224d2f5/Koln-Monchengladbach-October-22-2023-Bundesliga
GER-Bundesliga,2324,2023-10-27 Bochum-Mainz 05,2023-10-27,20:30,Bochum,2–2,Mainz 05,26000,Vonovia Ruhrstadion,Patrick Ittrich,/en/matches/cfe3b5c3/Bochum-Mainz-05-October-27-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 Augsburg-Wolfsburg,2023-10-28,15:30,Augsburg,3–2,Wolfsburg,28000,WWK Arena,Daniel Schlager,/en/matches/b08c06e8/Augsburg-Wolfsburg-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 Bayern Munich-Darmstadt 98,2023-10-28,15:30,Bayern Munich,8–0,Darmstadt 98,75000,Allianz Arena,Martin Petersen,/en/matches/bc7df752/Bayern-Munich-Darmstadt-98-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 Gladbach-Heidenheim,2023-10-28,15:30,Gladbach,2–1,Heidenheim,51541,Stadion im Borussia-Park,Robert Hartmann,/en/matches/029be8be/Monchengladbach-Heidenheim-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 RB Leipzig-Köln,2023-10-28,18:30,RB Leipzig,6–0,Köln,46480,Red Bull Arena,Benjamin Brand,/en/matches/c9cde5e8/RB-Leipzig-Koln-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 Stuttgart-Hoffenheim,2023-10-28,15:30,Stuttgart,2–3,Hoffenheim,53200,MHPArena,Felix Zwayer,/en/matches/bbecea98/Stuttgart-Hoffenheim-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-28 Werder Bremen-Union Berlin,2023-10-28,15:30,Werder Bremen,2–0,Union Berlin,42100,Wohninvest Weserstadion,Tobias Stieler,/en/matches/aed937f1/Werder-Bremen-Union-Berlin-October-28-2023-Bundesliga
GER-Bundesliga,2324,2023-10-29 Eintracht Frankfurt-Dortmund,2023-10-29,15:30,Eintracht Frankfurt,3–3,Dortmund,56500,Deutsche Bank Park,Robert Schröder,/en/matches/d332b8cc/Eintracht-Frankfurt-Dortmund-October-29-2023-Bundesliga
GER-Bundesliga,2324,2023-10-29 Leverkusen-Freiburg,2023-10-29,17:30,Leverkusen,2–1,Freiburg,30210,BayArena,Daniel Siebert,/en/matches/9cc63f4d/Leverkusen-Freiburg-October-29-2023-Bundesliga
GER-Bundesliga,2324,2023-11-03 Darmstadt 98-Bochum,2023-11-03,20:30,Darmstadt 98,1–2,Bochum,17810,Merck-Stadion am Böllenfalltor,Marco Fritz,/en/matches/44974e1b/Darmstadt-98-Bochum-November-3-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Dortmund-Bayern Munich,2023-11-04,18:30,Dortmund,0–4,Bayern Munich,81365,Signal Iduna Park,Deniz Aytekin,/en/matches/0e6a1a60/Der-Klassiker-Dortmund-Bayern-Munich-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Freiburg-Gladbach,2023-11-04,15:30,Freiburg,3–3,Gladbach,34700,Europa-Park Stadion,Felix Brych,/en/matches/663aa0ea/Freiburg-Monchengladbach-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Hoffenheim-Leverkusen,2023-11-04,15:30,Hoffenheim,2–3,Leverkusen,30150,PreZero Arena,Frank Willenborg,/en/matches/c0894ab7/Hoffenheim-Leverkusen-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Köln-Augsburg,2023-11-04,15:30,Köln,1–1,Augsburg,49300,RheinEnergieSTADION,Christian Dingert,/en/matches/ab499def/Koln-Augsburg-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Mainz 05-RB Leipzig,2023-11-04,15:30,Mainz 05,2–0,RB Leipzig,30100,Mewa Arena,Bastian Dankert,/en/matches/1161dad0/Mainz-05-RB-Leipzig-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-04 Union Berlin-Eintracht Frankfurt,2023-11-04,15:30,Union Berlin,0–3,Eintracht Frankfurt,22012,Stadion An der Alten Försterei,Sven Jablonski,/en/matches/d81fbe7f/Union-Berlin-Eintracht-Frankfurt-November-4-2023-Bundesliga
GER-Bundesliga,2324,2023-11-05 Heidenheim-Stuttgart,2023-11-05,17:30,Heidenheim,2–0,Stuttgart,15000,Voith-Arena,Florian Badstübner,/en/matches/305a9b51/Heidenheim-Stuttgart-November-5-2023-Bundesliga
GER-Bundesliga,2324,2023-11-05 Wolfsburg-Werder Bremen,2023-11-05,15:30,Wolfsburg,2–2,Werder Bremen,28917,Volkswagen Arena,Tobias Reichel,/en/matches/98d8fe64/Wolfsburg-Werder-Bremen-November-5-2023-Bundesliga
GER-Bundesliga,2324,2023-11-10 Gladbach-Wolfsburg,2023-11-10,20:30,Gladbach,4–0,Wolfsburg,45308,Stadion im Borussia-Park,Felix Zwayer,/en/matches/3037667d/Monchengladbach-Wolfsburg-November-10-2023-Bundesliga
GER-Bundesliga,2324,2023-11-11 Augsburg-Hoffenheim,2023-11-11,15:30,Augsburg,1–1,Hoffenheim,28260,WWK Arena,Felix Brych,/en/matches/3970535a/Augsburg-Hoffenheim-November-11-2023-Bundesliga
GER-Bundesliga,2324,2023-11-11 Bayern Munich-Heidenheim,2023-11-11,15:30,Bayern Munich,4–2,Heidenheim,75000,Allianz Arena,Harm Osmers,/en/matches/684040d1/Bayern-Munich-Heidenheim-November-11-2023-Bundesliga
GER-Bundesliga,2324,2023-11-11 Bochum-Köln,2023-11-11,18:30,Bochum,1–1,Köln,26000,Vonovia Ruhrstadion,Matthias Jöllenbeck,/en/matches/b7bef81f/Bochum-Koln-November-11-2023-Bundesliga
GER-Bundesliga,2324,2023-11-11 Darmstadt 98-Mainz 05,2023-11-11,15:30,Darmstadt 98,0–0,Mainz 05,17810,Merck-Stadion am Böllenfalltor,Daniel Siebert,/en/matches/f98e467c/Darmstadt-98-Mainz-05-November-11-2023-Bundesliga
GER-Bundesliga,2324,2023-11-11 Stuttgart-Dortmund,2023-11-11,15:30,Stuttgart,2–1,Dortmund,55000,MHPArena,Tobias Stieler,/en/matches/5e8f7e88/Stuttgart-Dortmund-November-11-2023-Bundesliga
GER-Bundesliga,2324,2023-11-12 Leverkusen-Union Berlin,2023-11-12,15:30,Leverkusen,4–0,Union Berlin,29387,BayArena,Timo Gerach,/en/matches/bece4395/Leverkusen-Union-Berlin-November-12-2023-Bundesliga
GER-Bundesliga,2324,2023-11-12 RB Leipzig-Freiburg,2023-11-12,19:30,RB Leipzig,3–1,Freiburg,41117,Red Bull Arena,Patrick Ittrich,/en/matches/fcbc3a03/RB-Leipzig-Freiburg-November-12-2023-Bundesliga
GER-Bundesliga,2324,2023-11-12 Werder Bremen-Eintracht Frankfurt,2023-11-12,17:30,Werder Bremen,2–2,Eintracht Frankfurt,42100,Wohninvest Weserstadion,Benjamin Brand,/en/matches/5c3bedb6/Werder-Bremen-Eintracht-Frankfurt-November-12-2023-Bundesliga
GER-Bundesliga,2324,2023-11-24 Köln-Bayern Munich,2023-11-24,20:30,Köln,0–1,Bayern Munich,50000,RheinEnergieSTADION,Marco Fritz,/en/matches/5ffb46dc/Koln-Bayern-Munich-November-24-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Dortmund-Gladbach,2023-11-25,15:30,Dortmund,4–2,Gladbach,81365,Signal Iduna Park,Sven Jablonski,/en/matches/f681bb3c/Dortmund-Monchengladbach-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Eintracht Frankfurt-Stuttgart,2023-11-25,18:30,Eintracht Frankfurt,1–2,Stuttgart,58000,Deutsche Bank Park,Felix Brych,/en/matches/681f0b6f/Eintracht-Frankfurt-Stuttgart-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Freiburg-Darmstadt 98,2023-11-25,15:30,Freiburg,1–1,Darmstadt 98,34300,Europa-Park Stadion,Sascha Stegemann,/en/matches/057a9eb7/Freiburg-Darmstadt-98-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Union Berlin-Augsburg,2023-11-25,15:30,Union Berlin,1–1,Augsburg,22012,Stadion An der Alten Försterei,Florian Badstübner,/en/matches/e30bd7d2/Union-Berlin-Augsburg-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Werder Bremen-Leverkusen,2023-11-25,15:30,Werder Bremen,0–3,Leverkusen,42100,Wohninvest Weserstadion,Martin Petersen,/en/matches/30b8a712/Werder-Bremen-Leverkusen-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-25 Wolfsburg-RB Leipzig,2023-11-25,15:30,Wolfsburg,2–1,RB Leipzig,25350,Volkswagen Arena,Robert Hartmann,/en/matches/a98967a4/Wolfsburg-RB-Leipzig-November-25-2023-Bundesliga
GER-Bundesliga,2324,2023-11-26 Heidenheim-Bochum,2023-11-26,15:30,Heidenheim,0–0,Bochum,15000,Voith-Arena,Felix Zwayer,/en/matches/d913616c/Heidenheim-Bochum-November-26-2023-Bundesliga
GER-Bundesliga,2324,2023-11-26 Hoffenheim-Mainz 05,2023-11-26,17:30,Hoffenheim,1–1,Mainz 05,22000,PreZero Arena,Deniz Aytekin,/en/matches/bc0e7fa8/Hoffenheim-Mainz-05-November-26-2023-Bundesliga
GER-Bundesliga,2324,2023-12-01 Darmstadt 98-Köln,2023-12-01,20:30,Darmstadt 98,0–1,Köln,17810,Merck-Stadion am Böllenfalltor,Patrick Ittrich,/en/matches/88486a76/Darmstadt-98-Koln-December-1-2023-Bundesliga
