league,season,game,date,time,home_team,score,away_team,attendance,venue,referee,match_report
ITA-Serie A,2425,2024-11-23 Hellas Verona-Inter,2024-11-23,15:00,Hellas Verona,0–5,Inter,27000,Stadio Marc'Antonio Bentegodi,Andrea Colombo,/en/matches/f40e8673/Hellas-Verona-Internazionale-November-23-2024-Serie-A
ITA-Serie A,2425,2024-11-23 Milan-Juventus,2024-11-23,18:00,Milan,0–0,Juventus,75502,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/3d6d1119/Milan-Juventus-November-23-2024-Serie-A
ITA-Serie A,2425,2024-11-23 Parma-Atalanta,2024-11-23,20:45,Parma,1–3,Atalanta,18790,Stadio Ennio Tardini,Gianluca Manganiello,/en/matches/b0abcd14/Parma-Atalanta-November-23-2024-Serie-A
ITA-Serie A,2425,2024-11-24 Como-Fiorentina,2024-11-24,15:00,Como,0–2,Fiorentina,8500,Stadio Giuseppe Sinigaglia,Matteo Marchetti,/en/matches/8ad4e7bb/Como-Fiorentina-November-24-2024-Serie-A
ITA-Serie A,2425,2024-11-24 Genoa-Cagliari,2024-11-24,12:30,Genoa,2–2,Cagliari,31070,Stadio Comunale Luigi Ferraris,Simone Sozza,/en/matches/6a1e4119/Genoa-Cagliari-November-24-2024-Serie-A
ITA-Serie A,2425,2024-11-24 Lazio-Bologna,2024-11-24,20:45,Lazio,3–0,Bologna,40000,Stadio Olimpico,Antonio Rapuano,/en/matches/b823aa0b/Lazio-Bologna-November-24-2024-Serie-A
ITA-Serie A,2425,2024-11-24 Napoli-Roma,2024-11-24,18:00,Napoli,1–0,Roma,51164,Stadio Diego Armando Maradona,Davide Massa,/en/matches/5993c0f0/Derby-del-Sole-Napoli-Roma-November-24-2024-Serie-A
ITA-Serie A,2425,2024-11-24 Torino-Monza,2024-11-24,15:00,Torino,1–1,Monza,22000,Stadio Olimpico Grande Torino,Rosario Abisso,/en/matches/a9bc6012/Torino-Monza-November-24-2024-Serie-A
ITA-Serie A,2425,2024-11-25 Empoli-Udinese,2024-11-25,18:30,Empoli,1–1,Udinese,1449,Stadio Carlo Castellani - Computer Gross...,Livio Marinelli,/en/matches/249de3fa/Empoli-Udinese-November-25-2024-Serie-A
ITA-Serie A,2425,2024-11-25 Venezia-Lecce,2024-11-25,20:45,Venezia,0–1,Lecce,9448,Stadio Pier Luigi Penzo,Luca Pairetto,/en/matches/616c48a5/Venezia-Lecce-November-25-2024-Serie-A
ITA-Serie A,2425,2024-11-29 Cagliari-Hellas Verona,2024-11-29,20:45,Cagliari,1–0,Hellas Verona,16162,Unipol Domus,Maurizio Mariani,/en/matches/b2adb745/Cagliari-Hellas-Verona-November-29-2024-Serie-A
ITA-Serie A,2425,2024-11-30 Bologna-Venezia,2024-11-30,20:45,Bologna,3–0,Venezia,24866,Stadio Renato Dall'Ara,Luca Massimi,/en/matches/75f6e865/Bologna-Venezia-November-30-2024-Serie-A
ITA-Serie A,2425,2024-11-30 Como-Monza,2024-11-30,15:00,Como,1–1,Monza,9749,Stadio Giuseppe Sinigaglia,Juan Luca Sacchi,/en/matches/54be0ee5/Como-Monza-November-30-2024-Serie-A
ITA-Serie A,2425,2024-11-30 Milan-Empoli,2024-11-30,18:00,Milan,3–0,Empoli,68725,Stadio Giuseppe Meazza,Federico Dionisi,/en/matches/1d6a6ac7/Milan-Empoli-November-30-2024-Serie-A
ITA-Serie A,2425,2024-12-01 Lecce-Juventus,2024-12-01,20:45,Lecce,1–1,Juventus,27080,Stadio Comunale Ettore Giardiniero,Antonio Rapuano,/en/matches/6663ff8b/Lecce-Juventus-December-1-2024-Serie-A
ITA-Serie A,2425,2024-12-01 Parma-Lazio,2024-12-01,15:00,Parma,3–1,Lazio,22885,Stadio Ennio Tardini,Luca Zufferli,/en/matches/655f8c05/Parma-Lazio-December-1-2024-Serie-A
ITA-Serie A,2425,2024-12-01 Torino-Napoli,2024-12-01,15:00,Torino,0–1,Napoli,25060,Stadio Olimpico Grande Torino,Michael Fabbri,/en/matches/148db1a0/Torino-Napoli-December-1-2024-Serie-A
ITA-Serie A,2425,2024-12-01 Udinese-Genoa,2024-12-01,12:30,Udinese,0–2,Genoa,21995,Bluenergy Stadium,Gianluca Aureliano,/en/matches/bb7b34e8/Udinese-Genoa-December-1-2024-Serie-A
ITA-Serie A,2425,2024-12-02 Roma-Atalanta,2024-12-02,20:45,Roma,0–2,Atalanta,55772,Stadio Olimpico,Marco Guida,/en/matches/74396b38/Roma-Atalanta-December-2-2024-Serie-A
ITA-Serie A,2425,2024-12-06 Atalanta-Milan,2024-12-06,20:45,Atalanta,2–1,Milan,22606,Gewiss Stadium,Federico La Penna,/en/matches/3c291cde/Atalanta-Milan-December-6-2024-Serie-A
ITA-Serie A,2425,2024-12-06 Inter-Parma,2024-12-06,18:30,Inter,3–1,Parma,71879,Stadio Giuseppe Meazza,Rosario Abisso,/en/matches/36a8e6c1/Internazionale-Parma-December-6-2024-Serie-A
ITA-Serie A,2425,2024-12-07 Genoa-Torino,2024-12-07,15:00,Genoa,0–0,Torino,32363,Stadio Comunale Luigi Ferraris,Livio Marinelli,/en/matches/5209f745/Genoa-Torino-December-7-2024-Serie-A
ITA-Serie A,2425,2024-12-07 Juventus-Bologna,2024-12-07,18:00,Juventus,2–2,Bologna,40748,Allianz Stadium,Matteo Marchetti,/en/matches/f335a456/Juventus-Bologna-December-7-2024-Serie-A
ITA-Serie A,2425,2024-12-07 Roma-Lecce,2024-12-07,20:45,Roma,4–1,Lecce,58213,Stadio Olimpico,Daniele Chiffi,/en/matches/2f4aac74/Roma-Lecce-December-7-2024-Serie-A
ITA-Serie A,2425,2024-12-08 Fiorentina-Cagliari,2024-12-08,12:30,Fiorentina,1–0,Cagliari,19851,Stadio Artemio Franchi,Marco Piccinini,/en/matches/a3f7f065/Fiorentina-Cagliari-December-8-2024-Serie-A
ITA-Serie A,2425,2024-12-08 Hellas Verona-Empoli,2024-12-08,15:00,Hellas Verona,1–4,Empoli,23949,Stadio Marc'Antonio Bentegodi,Marco Di Bello,/en/matches/52d351e8/Hellas-Verona-Empoli-December-8-2024-Serie-A
ITA-Serie A,2425,2024-12-08 Napoli-Lazio,2024-12-08,20:45,Napoli,0–1,Lazio,50000,Stadio Diego Armando Maradona,Andrea Colombo,/en/matches/aea55efb/Napoli-Lazio-December-8-2024-Serie-A
ITA-Serie A,2425,2024-12-08 Venezia-Como,2024-12-08,18:00,Venezia,2–2,Como,8026,Stadio Pier Luigi Penzo,Daniele Doveri,/en/matches/4171bb56/Venezia-Como-December-8-2024-Serie-A
ITA-Serie A,2425,2024-12-09 Monza-Udinese,2024-12-09,20:45,Monza,1–2,Udinese,9317,U-Power Stadium,Gianluca Manganiello,/en/matches/fbe80ac9/Monza-Udinese-December-9-2024-Serie-A
ITA-Serie A,2425,2024-12-13 Empoli-Torino,2024-12-13,20:45,Empoli,0–1,Torino,7832,Stadio Carlo Castellani - Computer Gross...,Kevin Bonacina,/en/matches/33b426d2/Empoli-Torino-December-13-2024-Serie-A
ITA-Serie A,2425,2024-12-14 Cagliari-Atalanta,2024-12-14,15:00,Cagliari,0–1,Atalanta,15985,Unipol Domus,Luca Pairetto,/en/matches/69244b8a/Cagliari-Atalanta-December-14-2024-Serie-A
ITA-Serie A,2425,2024-12-14 Juventus-Venezia,2024-12-14,20:45,Juventus,2–2,Venezia,38425,Allianz Stadium,Antonio Giua,/en/matches/6eb424b7/Juventus-Venezia-December-14-2024-Serie-A
ITA-Serie A,2425,2024-12-14 Udinese-Napoli,2024-12-14,18:00,Udinese,1–3,Napoli,19981,Bluenergy Stadium,Daniele Doveri,/en/matches/700e4d44/Udinese-Napoli-December-14-2024-Serie-A
ITA-Serie A,2425,2024-12-15 Bologna-Fiorentina,2024-12-15,15:00,Bologna,1–0,Fiorentina,26000,Stadio Renato Dall'Ara,Michael Fabbri,/en/matches/a4be7984/Derby-dellAppennino-Bologna-Fiorentina-December-15-2024-Serie-A
ITA-Serie A,2425,2024-12-15 Como-Roma,2024-12-15,18:00,Como,2–0,Roma,13602,Stadio Giuseppe Sinigaglia,Antonio Rapuano,/en/matches/27c53562/Como-Roma-December-15-2024-Serie-A
ITA-Serie A,2425,2024-12-15 Lecce-Monza,2024-12-15,12:30,Lecce,2–1,Monza,23663,Stadio Comunale Ettore Giardiniero,Maurizio Mariani,/en/matches/4bd3b181/Lecce-Monza-December-15-2024-Serie-A
ITA-Serie A,2425,2024-12-15 Milan-Genoa,2024-12-15,20:45,Milan,0–0,Genoa,70078,Stadio Giuseppe Meazza,Marco Guida,/en/matches/715aa683/Milan-Genoa-December-15-2024-Serie-A
ITA-Serie A,2425,2024-12-15 Parma-Hellas Verona,2024-12-15,15:00,Parma,2–3,Hellas Verona,17003,Stadio Ennio Tardini,Simone Sozza,/en/matches/c31235f0/Parma-Hellas-Verona-December-15-2024-Serie-A
ITA-Serie A,2425,2024-12-16 Lazio-Inter,2024-12-16,20:45,Lazio,0–6,Inter,59000,Stadio Olimpico,Daniele Chiffi,/en/matches/180750a4/Lazio-Internazionale-December-16-2024-Serie-A
ITA-Serie A,2425,2024-12-20 Hellas Verona-Milan,2024-12-20,20:45,Hellas Verona,0–1,Milan,24000,Stadio Marc'Antonio Bentegodi,Livio Marinelli,/en/matches/95273d30/Hellas-Verona-Milan-December-20-2024-Serie-A
ITA-Serie A,2425,2024-12-21 Genoa-Napoli,2024-12-21,18:00,Genoa,1–2,Napoli,33435,Stadio Comunale Luigi Ferraris,Federico La Penna,/en/matches/f40ec8ec/Genoa-Napoli-December-21-2024-Serie-A
ITA-Serie A,2425,2024-12-21 Lecce-Lazio,2024-12-21,20:45,Lecce,1–2,Lazio,30000,Stadio Comunale Ettore Giardiniero,Gianluca Manganiello,/en/matches/e9e5a4d3/Lecce-Lazio-December-21-2024-Serie-A
ITA-Serie A,2425,2024-12-21 Torino-Bologna,2024-12-21,15:00,Torino,0–2,Bologna,19860,Stadio Olimpico Grande Torino,Marco Piccinini,/en/matches/b6364093/Torino-Bologna-December-21-2024-Serie-A
ITA-Serie A,2425,2024-12-22 Atalanta-Empoli,2024-12-22,18:00,Atalanta,3–2,Empoli,22163,Gewiss Stadium,Ermanno Feliciani,/en/matches/8ea96d1a/Atalanta-Empoli-December-22-2024-Serie-A
ITA-Serie A,2425,2024-12-22 Monza-Juventus,2024-12-22,20:45,Monza,1–2,Juventus,15479,U-Power Stadium,Davide Massa,/en/matches/d259dc6c/Monza-Juventus-December-22-2024-Serie-A
ITA-Serie A,2425,2024-12-22 Roma-Parma,2024-12-22,12:30,Roma,5–0,Parma,62968,Stadio Olimpico,Marco Di Bello,/en/matches/ee646ed8/Roma-Parma-December-22-2024-Serie-A
ITA-Serie A,2425,2024-12-22 Venezia-Cagliari,2024-12-22,15:00,Venezia,2–1,Cagliari,9713,Stadio Pier Luigi Penzo,Marco Guida,/en/matches/e97ff3c8/Venezia-Cagliari-December-22-2024-Serie-A
ITA-Serie A,2425,2024-12-23 Fiorentina-Udinese,2024-12-23,18:30,Fiorentina,1–2,Udinese,20505,Stadio Artemio Franchi,Matteo Marcenaro,/en/matches/bc6b88d2/Fiorentina-Udinese-December-23-2024-Serie-A
ITA-Serie A,2425,2024-12-23 Inter-Como,2024-12-23,20:45,Inter,2–0,Como,73204,Stadio Giuseppe Meazza,Antonio Giua,/en/matches/815f82e8/Internazionale-Como-December-23-2024-Serie-A
ITA-Serie A,2425,2024-12-28 Cagliari-Inter,2024-12-28,18:00,Cagliari,0–3,Inter,16412,Unipol Domus,Daniele Doveri,/en/matches/a4004016/Cagliari-Internazionale-December-28-2024-Serie-A
ITA-Serie A,2425,2024-12-28 Empoli-Genoa,2024-12-28,15:00,Empoli,1–2,Genoa,12657,Stadio Carlo Castellani - Computer Gross...,Antonio Rapuano,/en/matches/6d5e84f9/Empoli-Genoa-December-28-2024-Serie-A
ITA-Serie A,2425,2024-12-28 Lazio-Atalanta,2024-12-28,20:45,Lazio,1–1,Atalanta,48000,Stadio Olimpico,Davide Massa,/en/matches/864b029d/Lazio-Atalanta-December-28-2024-Serie-A
ITA-Serie A,2425,2024-12-28 Parma-Monza,2024-12-28,15:00,Parma,2–1,Monza,17499,Stadio Ennio Tardini,Federico La Penna,/en/matches/45c4ef98/Parma-Monza-December-28-2024-Serie-A
ITA-Serie A,2425,2024-12-29 Juventus-Fiorentina,2024-12-29,18:00,Juventus,2–2,Fiorentina,41188,Allianz Stadium,Maurizio Mariani,/en/matches/866b53df/Juventus-Fiorentina-December-29-2024-Serie-A
ITA-Serie A,2425,2024-12-29 Milan-Roma,2024-12-29,20:45,Milan,1–1,Roma,74283,Stadio Giuseppe Meazza,Michael Fabbri,/en/matches/3f619cbf/Milan-Roma-December-29-2024-Serie-A
ITA-Serie A,2425,2024-12-29 Napoli-Venezia,2024-12-29,15:00,Napoli,1–0,Venezia,51199,Stadio Diego Armando Maradona,Francesco Cosso,/en/matches/84d5d1b8/Napoli-Venezia-December-29-2024-Serie-A
ITA-Serie A,2425,2024-12-29 Udinese-Torino,2024-12-29,12:30,Udinese,2–2,Torino,23082,Bluenergy Stadium,Francesco Fourneau,/en/matches/eda442e1/Udinese-Torino-December-29-2024-Serie-A
ITA-Serie A,2425,2024-12-30 Bologna-Hellas Verona,2024-12-30,20:45,Bologna,2–3,Hellas Verona,26454,Stadio Renato Dall'Ara,Giovanni Ayroldi,/en/matches/8607729b/Bologna-Hellas-Verona-December-30-2024-Serie-A
ITA-Serie A,2425,2024-12-30 Como-Lecce,2024-12-30,18:30,Como,2–0,Lecce,12000,Stadio Giuseppe Sinigaglia,Marco Piccinini,/en/matches/e75996b8/Como-Lecce-December-30-2024-Serie-A
ITA-Serie A,2425,2025-01-04 Fiorentina-Napoli,2025-01-04,18:00,Fiorentina,0–3,Napoli,21685,Stadio Artemio Franchi,Gianluca Manganiello,/en/matches/b061fbf8/Fiorentina-Napoli-January-4-2025-Serie-A
ITA-Serie A,2425,2025-01-04 Hellas Verona-Udinese,2025-01-04,20:45,Hellas Verona,0–0,Udinese,23663,Stadio Marc'Antonio Bentegodi,Federico Dionisi,/en/matches/9a2501ce/Hellas-Verona-Udinese-January-4-2025-Serie-A
ITA-Serie A,2425,2025-01-04 Venezia-Empoli,2025-01-04,15:00,Venezia,1–1,Empoli,10591,Stadio Pier Luigi Penzo,Juan Luca Sacchi,/en/matches/81fed71a/Venezia-Empoli-January-4-2025-Serie-A
ITA-Serie A,2425,2025-01-05 Lecce-Genoa,2025-01-05,15:00,Lecce,0–0,Genoa,26436,Stadio Comunale Ettore Giardiniero,Livio Marinelli,/en/matches/02f898b8/Lecce-Genoa-January-5-2025-Serie-A
ITA-Serie A,2425,2025-01-05 Monza-Cagliari,2025-01-05,12:30,Monza,1–2,Cagliari,10982,U-Power Stadium,Marco Di Bello,/en/matches/91f9e319/Monza-Cagliari-January-5-2025-Serie-A
ITA-Serie A,2425,2025-01-05 Roma-Lazio,2025-01-05,20:45,Roma,2–0,Lazio,65042,Stadio Olimpico,Luca Pairetto,/en/matches/5e0b2192/Roma-Lazio-January-5-2025-Serie-A
ITA-Serie A,2425,2025-01-05 Torino-Parma,2025-01-05,18:00,Torino,0–0,Parma,19744,Stadio Olimpico Grande Torino,Ermanno Feliciani,/en/matches/cdeef583/Torino-Parma-January-5-2025-Serie-A
ITA-Serie A,2425,2025-01-10 Lazio-Como,2025-01-10,20:45,Lazio,1–1,Como,40000,Stadio Olimpico,Paride Tremolada,/en/matches/f8c231d6/Lazio-Como-January-10-2025-Serie-A
ITA-Serie A,2425,2025-01-11 Empoli-Lecce,2025-01-11,15:00,Empoli,1–3,Lecce,9096,Stadio Carlo Castellani - Computer Gross...,Daniele Chiffi,/en/matches/fad008cb/Empoli-Lecce-January-11-2025-Serie-A
ITA-Serie A,2425,2025-01-11 Milan-Cagliari,2025-01-11,20:45,Milan,1–1,Cagliari,69263,Stadio Giuseppe Meazza,Francesco Fourneau,/en/matches/48765cf8/Milan-Cagliari-January-11-2025-Serie-A
ITA-Serie A,2425,2025-01-11 Torino-Juventus,2025-01-11,18:00,Torino,1–1,Juventus,27014,Stadio Olimpico Grande Torino,Michael Fabbri,/en/matches/ccb3439a/Torino-Juventus-January-11-2025-Serie-A
ITA-Serie A,2425,2025-01-11 Udinese-Atalanta,2025-01-11,15:00,Udinese,0–0,Atalanta,21727,Bluenergy Stadium,Maurizio Mariani,/en/matches/69cd8e7c/Udinese-Atalanta-January-11-2025-Serie-A
ITA-Serie A,2425,2025-01-12 Bologna-Roma,2025-01-12,18:00,Bologna,2–2,Roma,30226,Stadio Renato Dall'Ara,Rosario Abisso,/en/matches/a5eda625/Bologna-Roma-January-12-2025-Serie-A
ITA-Serie A,2425,2025-01-12 Genoa-Parma,2025-01-12,12:30,Genoa,1–0,Parma,31689,Stadio Comunale Luigi Ferraris,Andrea Colombo,/en/matches/ac1441eb/Genoa-Parma-January-12-2025-Serie-A
ITA-Serie A,2425,2025-01-12 Napoli-Hellas Verona,2025-01-12,20:45,Napoli,2–0,Hellas Verona,48750,Stadio Diego Armando Maradona,Luca Zufferli,/en/matches/340f5b84/Napoli-Hellas-Verona-January-12-2025-Serie-A
ITA-Serie A,2425,2025-01-12 Venezia-Inter,2025-01-12,15:00,Venezia,0–1,Inter,12048,Stadio Pier Luigi Penzo,Marco Piccinini,/en/matches/358fd054/Venezia-Internazionale-January-12-2025-Serie-A
ITA-Serie A,2425,2025-01-13 Monza-Fiorentina,2025-01-13,20:45,Monza,2–1,Fiorentina,9153,U-Power Stadium,Federico Dionisi,/en/matches/d27a6eb4/Monza-Fiorentina-January-13-2025-Serie-A
ITA-Serie A,2425,2025-01-14 Atalanta-Juventus,2025-01-14,20:45,Atalanta,1–1,Juventus,22920,Gewiss Stadium,Daniele Doveri,/en/matches/167a39df/Atalanta-Juventus-January-14-2025-Serie-A
ITA-Serie A,2425,2025-01-14 Como-Milan,2025-01-14,18:30,Como,1–2,Milan,13602,Stadio Giuseppe Sinigaglia,Gianluca Manganiello,/en/matches/c8bcd0d8/Como-Milan-January-14-2025-Serie-A
ITA-Serie A,2425,2025-01-15 Inter-Bologna,2025-01-15,20:45,Inter,2–2,Bologna,63074,Stadio Giuseppe Meazza,Luca Pairetto,/en/matches/276006d8/Internazionale-Bologna-January-15-2025-Serie-A
ITA-Serie A,2425,2025-01-17 Roma-Genoa,2025-01-17,20:45,Roma,3–1,Genoa,62217,Stadio Olimpico,Luca Zufferli,/en/matches/00edb7b5/Roma-Genoa-January-17-2025-Serie-A
ITA-Serie A,2425,2025-01-18 Atalanta-Napoli,2025-01-18,20:45,Atalanta,2–3,Napoli,22874,Gewiss Stadium,Andrea Colombo,/en/matches/c60e5b0e/Atalanta-Napoli-January-18-2025-Serie-A
ITA-Serie A,2425,2025-01-18 Bologna-Monza,2025-01-18,15:00,Bologna,3–1,Monza,23381,Stadio Renato Dall'Ara,Maurizio Mariani,/en/matches/9f9010d6/Bologna-Monza-January-18-2025-Serie-A
ITA-Serie A,2425,2025-01-18 Juventus-Milan,2025-01-18,18:00,Juventus,2–0,Milan,41507,Allianz Stadium,Davide Massa,/en/matches/4ba45ccb/Juventus-Milan-January-18-2025-Serie-A
ITA-Serie A,2425,2025-01-19 Cagliari-Lecce,2025-01-19,15:00,Cagliari,4–1,Lecce,16306,Unipol Domus,Juan Luca Sacchi,/en/matches/25c00123/Cagliari-Lecce-January-19-2025-Serie-A
ITA-Serie A,2425,2025-01-19 Fiorentina-Torino,2025-01-19,12:30,Fiorentina,1–1,Torino,19313,Stadio Artemio Franchi,Livio Marinelli,/en/matches/15a113e1/Fiorentina-Torino-January-19-2025-Serie-A
ITA-Serie A,2425,2025-01-19 Hellas Verona-Lazio,2025-01-19,18:00,Hellas Verona,0–3,Lazio,37000,Stadio Marc'Antonio Bentegodi,Michael Fabbri,/en/matches/a125644d/Hellas-Verona-Lazio-January-19-2025-Serie-A
ITA-Serie A,2425,2025-01-19 Inter-Empoli,2025-01-19,20:45,Inter,3–1,Empoli,61230,Stadio Giuseppe Meazza,Ermanno Feliciani,/en/matches/94972e08/Internazionale-Empoli-January-19-2025-Serie-A
ITA-Serie A,2425,2025-01-19 Parma-Venezia,2025-01-19,15:00,Parma,1–1,Venezia,15865,Stadio Ennio Tardini,Francesco Fourneau,/en/matches/fa8b77b9/Parma-Venezia-January-19-2025-Serie-A
ITA-Serie A,2425,2025-01-20 Como-Udinese,2025-01-20,20:45,Como,4–1,Udinese,9566,Stadio Giuseppe Sinigaglia,Francesco Cosso,/en/matches/0e2d0788/Como-Udinese-January-20-2025-Serie-A
ITA-Serie A,2425,2025-01-24 Torino-Cagliari,2025-01-24,20:45,Torino,2–0,Cagliari,18992,Stadio Olimpico Grande Torino,Kevin Bonacina,/en/matches/ef7d0127/Torino-Cagliari-January-24-2025-Serie-A
ITA-Serie A,2425,2025-01-25 Como-Atalanta,2025-01-25,15:00,Como,1–2,Atalanta,10366,Stadio Giuseppe Sinigaglia,Luca Pairetto,/en/matches/b003f7e9/Como-Atalanta-January-25-2025-Serie-A
ITA-Serie A,2425,2025-01-25 Empoli-Bologna,2025-01-25,20:45,Empoli,1–1,Bologna,10321,Stadio Carlo Castellani - Computer Gross...,Federico La Penna,/en/matches/23c955ea/Empoli-Bologna-January-25-2025-Serie-A
ITA-Serie A,2425,2025-01-25 Napoli-Juventus,2025-01-25,18:00,Napoli,2–1,Juventus,53589,Stadio Diego Armando Maradona,Daniele Chiffi,/en/matches/8e264909/Napoli-Juventus-January-25-2025-Serie-A
ITA-Serie A,2425,2025-01-26 Lazio-Fiorentina,2025-01-26,20:45,Lazio,1–2,Fiorentina,37000,Stadio Olimpico,Antonio Rapuano,/en/matches/5f421e14/Lazio-Fiorentina-January-26-2025-Serie-A
ITA-Serie A,2425,2025-01-26 Lecce-Inter,2025-01-26,18:00,Lecce,0–4,Inter,27223,Stadio Comunale Ettore Giardiniero,Livio Marinelli,/en/matches/c93d7be3/Lecce-Internazionale-January-26-2025-Serie-A
ITA-Serie A,2425,2025-01-26 Milan-Parma,2025-01-26,12:30,Milan,3–2,Parma,72304,Stadio Giuseppe Meazza,Rosario Abisso,/en/matches/212a47ce/Milan-Parma-January-26-2025-Serie-A
ITA-Serie A,2425,2025-01-26 Udinese-Roma,2025-01-26,15:00,Udinese,1–2,Roma,23853,Bluenergy Stadium,Simone Sozza,/en/matches/bab3336a/Udinese-Roma-January-26-2025-Serie-A
ITA-Serie A,2425,2025-01-27 Genoa-Monza,2025-01-27,20:45,Genoa,2–0,Monza,29976,Stadio Comunale Luigi Ferraris,Daniele Doveri,/en/matches/3cf963e6/Genoa-Monza-January-27-2025-Serie-A
ITA-Serie A,2425,2025-01-27 Venezia-Hellas Verona,2025-01-27,18:30,Venezia,1–1,Hellas Verona,9481,Stadio Pier Luigi Penzo,Gianluca Manganiello,/en/matches/172aa746/Venezia-Hellas-Verona-January-27-2025-Serie-A
ITA-Serie A,2425,2025-01-31 Parma-Lecce,2025-01-31,20:45,Parma,1–3,Lecce,18238,Stadio Ennio Tardini,Simone Sozza,/en/matches/be735978/Parma-Lecce-January-31-2025-Serie-A
ITA-Serie A,2425,2025-02-01 Atalanta-Torino,2025-02-01,18:00,Atalanta,1–1,Torino,22547,Gewiss Stadium,Marco Piccinini,/en/matches/5ce2b496/Atalanta-Torino-February-1-2025-Serie-A
ITA-Serie A,2425,2025-02-01 Bologna-Como,2025-02-01,20:45,Bologna,2–0,Como,26492,Stadio Renato Dall'Ara,Luca Massimi,/en/matches/313b466d/Bologna-Como-February-1-2025-Serie-A
ITA-Serie A,2425,2025-02-01 Monza-Hellas Verona,2025-02-01,15:00,Monza,0–1,Hellas Verona,11723,U-Power Stadium,Davide Massa,/en/matches/95dc31fb/Monza-Hellas-Verona-February-1-2025-Serie-A
ITA-Serie A,2425,2025-02-01 Udinese-Venezia,2025-02-01,15:00,Udinese,3–2,Venezia,19767,Bluenergy Stadium,Maurizio Mariani,/en/matches/55a39dc2/Udinese-Venezia-February-1-2025-Serie-A
ITA-Serie A,2425,2025-02-02 Fiorentina-Genoa,2025-02-02,15:00,Fiorentina,2–1,Genoa,19088,Stadio Artemio Franchi,Giuseppe Collu,/en/matches/d04f2be7/Fiorentina-Genoa-February-2-2025-Serie-A
ITA-Serie A,2425,2025-02-02 Juventus-Empoli,2025-02-02,12:30,Juventus,4–1,Empoli,40160,Allianz Stadium,Luca Zufferli,/en/matches/448d4707/Juventus-Empoli-February-2-2025-Serie-A
ITA-Serie A,2425,2025-02-02 Milan-Inter,2025-02-02,18:00,Milan,1–1,Inter,75493,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/c14ebb74/Derby-della-Madonnina-Milan-Internazionale-February-2-2025-Serie-A
ITA-Serie A,2425,2025-02-02 Roma-Napoli,2025-02-02,20:45,Roma,1–1,Napoli,60788,Stadio Olimpico,Michael Fabbri,/en/matches/bc8eb4c8/Derby-del-Sole-Roma-Napoli-February-2-2025-Serie-A
ITA-Serie A,2425,2025-02-03 Cagliari-Lazio,2025-02-03,20:45,Cagliari,1–2,Lazio,15751,Unipol Domus,Gianluca Manganiello,/en/matches/4b57b989/Cagliari-Lazio-February-3-2025-Serie-A
ITA-Serie A,2425,2025-02-06 Fiorentina-Inter,2025-02-06,20:45,Fiorentina,3–0,Inter,22351,Stadio Artemio Franchi,Daniele Doveri,/en/matches/f7e35659/Fiorentina-Internazionale-February-6-2025-Serie-A
ITA-Serie A,2425,2025-02-07 Como-Juventus,2025-02-07,20:45,Como,1–2,Juventus,10475,Stadio Giuseppe Sinigaglia,Rosario Abisso,/en/matches/3278f598/Como-Juventus-February-7-2025-Serie-A
ITA-Serie A,2425,2025-02-08 Empoli-Milan,2025-02-08,18:00,Empoli,0–2,Milan,14691,Stadio Carlo Castellani - Computer Gross...,Luca Pairetto,/en/matches/3af8a61d/Empoli-Milan-February-8-2025-Serie-A
ITA-Serie A,2425,2025-02-08 Hellas Verona-Atalanta,2025-02-08,15:00,Hellas Verona,0–5,Atalanta,20872,Stadio Marc'Antonio Bentegodi,Simone Sozza,/en/matches/d1303859/Hellas-Verona-Atalanta-February-8-2025-Serie-A
ITA-Serie A,2425,2025-02-08 Torino-Genoa,2025-02-08,20:45,Torino,1–1,Genoa,22359,Stadio Olimpico Grande Torino,Ermanno Feliciani,/en/matches/094512d6/Torino-Genoa-February-8-2025-Serie-A
ITA-Serie A,2425,2025-02-09 Cagliari-Parma,2025-02-09,15:00,Cagliari,2–1,Parma,16154,Unipol Domus,Marco Di Bello,/en/matches/23f6ed48/Cagliari-Parma-February-9-2025-Serie-A
ITA-Serie A,2425,2025-02-09 Lazio-Monza,2025-02-09,15:00,Lazio,5–1,Monza,31540,Stadio Olimpico,Gianluca Aureliano,/en/matches/a8e48bad/Lazio-Monza-February-9-2025-Serie-A
ITA-Serie A,2425,2025-02-09 Lecce-Bologna,2025-02-09,18:00,Lecce,0–0,Bologna,24910,Stadio Comunale Ettore Giardiniero,Francesco Fourneau,/en/matches/2b41c316/Lecce-Bologna-February-9-2025-Serie-A
ITA-Serie A,2425,2025-02-09 Napoli-Udinese,2025-02-09,20:45,Napoli,1–1,Udinese,50938,Stadio Diego Armando Maradona,Livio Marinelli,/en/matches/2d512f04/Napoli-Udinese-February-9-2025-Serie-A
ITA-Serie A,2425,2025-02-09 Venezia-Roma,2025-02-09,12:30,Venezia,0–1,Roma,9380,Stadio Pier Luigi Penzo,Luca Zufferli,/en/matches/99a32fd5/Venezia-Roma-February-9-2025-Serie-A
ITA-Serie A,2425,2025-02-10 Inter-Fiorentina,2025-02-10,20:45,Inter,2–1,Fiorentina,67484,Stadio Giuseppe Meazza,Federico La Penna,/en/matches/ccfbf3d4/Internazionale-Fiorentina-February-10-2025-Serie-A
