Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Vitinha,Marseille,FRA-Ligue 1,2223,Delantero / Suplente,2,0,0,0
Aleksandr Golovin,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,8,7,5,0
Alexander Nübel,Monaco,FRA-Ligue 1,2223,Portero,0,0,2,0
Axel Disasi,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,3,3,3,0
Ben Seghir,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,1,1,0
Benoit Badiashile Mukinayi,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,2,0,3,0
Breel Embolo,Monaco,FRA-Ligue 1,2223,Delantero / Suplente,12,2,3,0
Caio Henrique,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,1,9,3,0
Edan Diop,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,1,0,0,0
Eliot Matazo,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,1,0,2,0
Gelson Martins,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Guillermo Maripán,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,3,0,4,1
Ismail Jakobs,Monaco,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,2,3,0
Jean Lucas,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Kevin Volland,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,3,2,1,0
Krépin Diatta,Monaco,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,4,2,3,0
Maghnes Akliouche,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,0,3,0
Malang Sarr,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Mohamed Camara,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,0,3,6,1
Myron Boadu,Monaco,FRA-Ligue 1,2223,Delantero / Suplente,3,0,0,0
Ruben Aguilar,Monaco,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Sofiane Diop,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,2,4,1,0
Soungoutou Magassa,Monaco,FRA-Ligue 1,2223,Suplente,0,0,0,0
Takumi Minamino,Monaco,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,1,3,2,0
Vanderson,Monaco,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,4,2,1
Wissam Ben Yedder,Monaco,FRA-Ligue 1,2223,Delantero / Suplente,19,7,4,0
Youssouf Fofana,Monaco,FRA-Ligue 1,2223,Centrocampista / Suplente,2,2,2,2
Arnaud Nordin,Montpellier,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,9,3,4,0
Arnaud Souquet,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Axel Gueguin,Montpellier,FRA-Ligue 1,2223,Suplente,0,0,0,0
Benjamin Lecomte,Montpellier,FRA-Ligue 1,2223,Portero,0,0,0,0
Bingourou Kamara,Montpellier,FRA-Ligue 1,2223,Portero / Suplente,0,0,1,0
Béni Makouana,Montpellier,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,1,0
Christopher Jullien,Montpellier,FRA-Ligue 1,2223,Defensa,0,2,5,0
Enzo Tchato Mbiayi,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,1,1,1,0
Faitout Maouassa,Montpellier,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,5,5,0,0
Falaye Sacko,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,1,3,3,0
Issiaga Sylla,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,1,3,3,0
Jonas Omlin,Montpellier,FRA-Ligue 1,2223,Portero,0,0,1,1
Jordan Ferri,Montpellier,FRA-Ligue 1,2223,Centrocampista / Suplente,1,2,5,1
Joris Chotard,Montpellier,FRA-Ligue 1,2223,Centrocampista / Suplente,0,6,4,0
Khalil Fayad,Montpellier,FRA-Ligue 1,2223,Centrocampista / Suplente,0,2,1,1
Kiki Kouyate,Montpellier,FRA-Ligue 1,2223,Defensa,0,0,5,0
Léo Leroy,Montpellier,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,7,0
Mamadou Sakho,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,1,0,2,0
Matis Carvalho,Montpellier,FRA-Ligue 1,2223,Portero / Suplente,0,0,0,0
Maxime Estève,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Nicolas Cozza,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,2,1,3,0
Pedro Mendes,Montpellier,FRA-Ligue 1,2223,Suplente,0,0,0,0
Sacha Delaye,Montpellier,FRA-Ligue 1,2223,Suplente,1,0,0,0
Sepe Elye Wahi,Montpellier,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,19,5,8,1
Serigne Faye,Montpellier,FRA-Ligue 1,2223,Suplente,0,0,0,0
Stephy Mavididi,Montpellier,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,2,1,1
Theo Sainte Luce,Montpellier,FRA-Ligue 1,2223,Defensa / Suplente,1,1,0,0
Thibault Tamas,Montpellier,FRA-Ligue 1,2223,Suplente,0,0,0,0
Téji Savanier,Montpellier,FRA-Ligue 1,2223,Centrocampista,12,4,4,3
Valère Germain,Montpellier,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,2,0,1,1
Wahbi Khazri,Montpellier,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,1,5,1
Abdoul Kader Bamba,Nantes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Alban Lafont,Nantes,FRA-Ligue 1,2223,Portero,0,0,0,1
Andrei Girotto,Nantes,FRA-Ligue 1,2223,Defensa / Centrocampista,1,1,7,0
Andy Delort,Nantes,FRA-Ligue 1,2223,Delantero / Suplente,6,1,0,0
Charles Traore,Nantes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,2,0
Dennis Appiah,Nantes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Evann Guessand,Nantes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,3,2,2,0
Fabien Centonze,Nantes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,0,4,0
Fabio,Nantes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,1
Florent Mollet,Nantes,FRA-Ligue 1,2223,Centrocampista / Suplente,1,2,3,0
Jaouen Hadjam,Nantes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,1,0
Jean-Charles Castelletto,Nantes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
João Victor,Nantes,FRA-Ligue 1,2223,Defensa / Suplente,0,1,5,0
Lohann Doucet,Nantes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Ludovic Blas,Nantes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,7,5,6,0
Marcus Coco,Nantes,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,1,0,2,0
Mohamed Achi,Nantes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Moses Simon,Nantes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,5,4,3,0
Mostafa Mohamed,Nantes,FRA-Ligue 1,2223,Delantero / Suplente,8,2,1,0
Moussa Sissoko,Nantes,FRA-Ligue 1,2223,Centrocampista / Suplente,2,0,3,0
Nathan Zeze,Nantes,FRA-Ligue 1,2223,Defensa,0,0,0,0
Nicolas Pallois,Nantes,FRA-Ligue 1,2223,Defensa,1,0,2,1
Pedro Chirivella,Nantes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,1,0
Quentin Merlin,Nantes,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,1,2,2,0
Remy Descamps,Nantes,FRA-Ligue 1,2223,Portero,0,0,0,0
Samuel Moutoussamy,Nantes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,2,8,0
Stredair Appuah,Nantes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Sébastien Corchia,Nantes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,3,0
Aaron Ramsey,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,1,1,3,0
Alexis Beka Beka,Nice,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,0,2,0
Amine Gouiri,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,15,3,4,0
Andréa Dacourt,Nice,FRA-Ligue 1,2223,Suplente,0,0,0,0
Antoine Mendy,Nice,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,0,0
Ayoub Amraoui,Nice,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Badredine Bouanani,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,4,0,0
Billal Brahimi,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,3,2,0,0
Calvin Stengs,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,0,0,0
Dante,Nice,FRA-Ligue 1,2223,Defensa,1,2,6,0
Flavius Daniliuc,Nice,FRA-Ligue 1,2223,Defensa / Suplente,0,0,0,0
Gaetan Laborde,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,15,3,0,0
Hichem Boudaoui,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,1,2,5,0
Jean-Clair Todibo,Nice,FRA-Ligue 1,2223,Defensa / Suplente,0,0,2,1
Joe Bryan,Nice,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Jordan Lotomba,Nice,FRA-Ligue 1,2223,Defensa / Suplente,0,2,4,0
Kasper Schmeichel,Nice,FRA-Ligue 1,2223,Portero,0,0,0,0
Kephren Thuram,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,2,4,3,0
Marcin Bulka,Nice,FRA-Ligue 1,2223,Portero,0,0,0,0
Mario Lemina,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,1,1
Mattia Viti,Nice,FRA-Ligue 1,2223,Defensa / Suplente,1,0,0,0
Melvin Bard,Nice,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,0,6,0
Nicolas Pepe,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,6,0,2,0
Pablo Rosario,Nice,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,6,0
Rares Ilie,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Reda Belahyane,Nice,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Ross Barkley,Nice,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,2,1,0
Théo Trinker,Nice,FRA-Ligue 1,2223,Suplente,0,0,0,0
Youcef Atal,Nice,FRA-Ligue 1,2223,Defensa / Suplente,1,0,1,0
Youssouf Ndayishimiye,Nice,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,0,2,0
Achraf Hakimi,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,5,3,5,2
Alexandre Letellier,Paris Saint Germain,FRA-Ligue 1,2223,Suplente,0,0,0,0
Carlos Soler,Paris Saint Germain,FRA-Ligue 1,2223,Centrocampista / Suplente,3,2,0,0
Danilo Pereira,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,2,0,3,0
El Chadaille Bitshiabu,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,0,0,2,0
Fabián,Paris Saint Germain,FRA-Ligue 1,2223,Centrocampista / Suplente,3,2,0,0
Gianluigi Donnarumma,Paris Saint Germain,FRA-Ligue 1,2223,Portero,0,0,3,0
Hugo Ekitike,Paris Saint Germain,FRA-Ligue 1,2223,Delantero / Suplente,3,4,0,0
Ilyes Housni,Paris Saint Germain,FRA-Ligue 1,2223,Suplente,0,0,0,0
Ismaël Gharbi,Paris Saint Germain,FRA-Ligue 1,2223,Suplente,0,0,1,0
Juan Bernat,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,4,1,0
Kylian Mbappe-Lottin,Paris Saint Germain,FRA-Ligue 1,2223,Delantero / Suplente,29,5,6,0
Leandro Paredes,Paris Saint Germain,FRA-Ligue 1,2223,Suplente,0,1,0,0
Lionel Messi,Paris Saint Germain,FRA-Ligue 1,2223,Delantero / Centrocampista,16,16,0,0
Marco Verratti,Paris Saint Germain,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,10,1
Marquinhos,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,2,0,4,0
Neymar,Paris Saint Germain,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,13,11,4,1
Nordi Mukiele,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,0,3,0,0
Nuno Mendes,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,6,2,0
Pablo Sarabia,Paris Saint Germain,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,0,1,0
Presnel Kimpembe,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Renato Sanches,Paris Saint Germain,FRA-Ligue 1,2223,Centrocampista / Suplente,2,0,1,0
Sergio Ramos,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,2,1,3,1
Timothee Pembele,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Suplente,0,1,0,0
Vitinha,Paris Saint Germain,FRA-Ligue 1,2223,Centrocampista / Suplente,2,3,3,0
Warren Zaïre-Emery,Paris Saint Germain,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,2,0,1,0
Alexis Flips,Reims,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,4,6,3,1
Andrew Gravillon,Reims,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Arbër Zeneli,Reims,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,2,0,0
Azor Matusiwa,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,4,0
Cheick Keita,Reims,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Dion Lopy,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,0,1,4,2
El Bilal Touré,Reims,FRA-Ligue 1,2223,Delantero / Suplente,0,0,0,0
Emmanuel Agbadou,Reims,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,3,5,3
Fallou Fall,Reims,FRA-Ligue 1,2223,Suplente,0,0,1,0
Folarin Balogun,Reims,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,21,2,5,0
Ibrahim Diakité,Reims,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Jens Cajuste,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,3,1,7,1
Junya Ito,Reims,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,6,5,3,1
Kaj Sierhuis,Reims,FRA-Ligue 1,2223,Delantero / Suplente,0,0,0,0
Kamory Doumbia,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,2,2,0,0
Mamadou Diakhon,Reims,FRA-Ligue 1,2223,Suplente,0,0,0,0
Marshall Munetsi,Reims,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,7,3,6,0
Martin Adeline,Reims,FRA-Ligue 1,2223,Suplente,0,0,2,0
Maxime Busi,Reims,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,4,0
Mitchell van Bergen,Reims,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,1,1,0
Mohamed Touré,Reims,FRA-Ligue 1,2223,Suplente,0,0,0,0
Myziane Maolida,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,1,0,0,0
Nathanael Mbuku,Reims,FRA-Ligue 1,2223,Suplente,0,0,0,0
Noah Holm,Reims,FRA-Ligue 1,2223,Delantero / Suplente,0,0,1,0
Patrick Pentz,Reims,FRA-Ligue 1,2223,Portero,0,0,1,0
Rafik Guitane,Reims,FRA-Ligue 1,2223,Suplente,0,0,0,0
Samuel Koeberle,Reims,FRA-Ligue 1,2223,Suplente,0,0,0,0
Thibault De Smet,Reims,FRA-Ligue 1,2223,Defensa / Suplente,0,1,2,0
Thomas Foket,Reims,FRA-Ligue 1,2223,Defensa / Suplente,0,1,0,0
Valentin Atangana Edoa,Reims,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Wout Faes,Reims,FRA-Ligue 1,2223,Defensa,0,0,2,0
Yehvann Diouf,Reims,FRA-Ligue 1,2223,Portero,0,0,2,0
Yunis Abdelhamid,Reims,FRA-Ligue 1,2223,Defensa,1,2,6,0
Adrien Truffert,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,6,1,0
Alan Do Marcolino,Rennes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Arnaud Kalimuendo Muinga,Rennes,FRA-Ligue 1,2223,Delantero / Suplente,7,3,0,0
Arthur Theate,Rennes,FRA-Ligue 1,2223,Defensa,4,0,6,0
Baptiste Santamaria,Rennes,FRA-Ligue 1,2223,Centrocampista / Suplente,2,0,2,0
Benjamin Bourigeaud,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista,7,10,4,1
Birger Meling,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,1,3,1
Chimuanya Ugochukwu,Rennes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,1,3,1
Djed Spence,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,0,0
Dogan Alemdar,Rennes,FRA-Ligue 1,2223,Portero / Suplente,0,0,1,0
Désiré Doué,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,3,1,5,0
Flavien Tait,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,2,2,2,0
Guela Doué,Rennes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Hamari Traore,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,1,4,5,0
Ibrahim Salah,Rennes,FRA-Ligue 1,2223,Delantero / Suplente,0,0,0,0
Jeanuël Belocian,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Joe Rodon,Rennes,FRA-Ligue 1,2223,Defensa,1,0,2,1
Jéremy Doku,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,6,2,0,0
Kamaldeen Sulemana,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,1,0,1,0
Loic Bade,Rennes,FRA-Ligue 1,2223,Defensa,0,1,1,0
Lorenz Assignon,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,1,3,0
Lovro Majer,Rennes,FRA-Ligue 1,2223,Centrocampista / Suplente,2,5,3,0
Martin Terrier,Rennes,FRA-Ligue 1,2223,Delantero / Centrocampista,9,4,0,0
Serhou Guirassy,Rennes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Steve Mandanda,Rennes,FRA-Ligue 1,2223,Portero,0,1,1,0
Warmed Omari,Rennes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,2,1
Xeka,Rennes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,1,0
Alexander Djiku,Strasbourg,FRA-Ligue 1,2223,Defensa,1,2,8,1
Colin Dagba,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,0,0,3,0
Dany Jean,Strasbourg,FRA-Ligue 1,2223,Suplente,0,0,0,0
Dmitri Lienard,Strasbourg,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,0,4,0
Eduard Sobol,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,0,1,2,0
Franci Bouebari,Strasbourg,FRA-Ligue 1,2223,Suplente,0,0,0,0
Frederic Guilbert,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,0,1,3,0
Gerzino Nyamsi,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,1,1,4,1
Habib Diallo,Strasbourg,FRA-Ligue 1,2223,Delantero / Suplente,20,1,2,1
Habib Diarra,Strasbourg,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,3,2,4,0
Ibrahima Sissoko,Strasbourg,FRA-Ligue 1,2223,Centrocampista / Suplente,0,2,1,0
Ismaël Doukouré,Strasbourg,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,1,5,0
Jean Eudes Aholou,Strasbourg,FRA-Ligue 1,2223,Centrocampista / Suplente,3,1,4,1
Jean-Ricner Bellegarde,Strasbourg,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,2,6,5,0
Karol Fila,Strasbourg,FRA-Ligue 1,2223,Suplente,0,0,0,0
Kevin Gameiro,Strasbourg,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,10,0,1,1
Lebo Mothiba,Strasbourg,FRA-Ligue 1,2223,Delantero / Suplente,3,0,0,0
Lucas Perrin,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,0,1,4,0
Ludovic Ajorque,Strasbourg,FRA-Ligue 1,2223,Delantero / Suplente,1,0,1,0
Marvin Senaya,Strasbourg,FRA-Ligue 1,2223,Suplente,0,0,0,0
Matz Sels,Strasbourg,FRA-Ligue 1,2223,Portero,0,0,2,0
Maxime Le Marchand,Strasbourg,FRA-Ligue 1,2223,Defensa / Suplente,0,0,4,1
Morgan Sanson,Strasbourg,FRA-Ligue 1,2223,Delantero / Centrocampista,1,2,1,0
Nordine Kandil,Strasbourg,FRA-Ligue 1,2223,Suplente,0,1,0,0
Ronael Pierre Gabriel,Strasbourg,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,3,0
Sanjin Prcic,Strasbourg,FRA-Ligue 1,2223,Centrocampista / Suplente,1,1,3,1
Thomas Delaine,Strasbourg,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,2,3,0
Yuito Suzuki,Strasbourg,FRA-Ligue 1,2223,Suplente,1,0,0,0
Ado Onaiwu,Toulouse,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,2,1,0,0
Anthony Rouault,Toulouse,FRA-Ligue 1,2223,Defensa,2,1,2,1
Branco van den Boomen,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,5,8,6,0
Brecht Dejaegere,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,4,1,5,0
Christian Mawissa Elebi,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Denis Genreau,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,0,1,3,0
Farès Chaïbi,Toulouse,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,5,5,2,0
Gabriel Suazo,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,1,1,0
Kévin Biakolo,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Logan Costa,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,0,0,0
Maxime Dupé,Toulouse,FRA-Ligue 1,2223,Portero,0,0,2,0
Mikkel Desler,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,1,2,3,1
Moussa Diarra,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,1,0,0
Naatan Skyttä,Toulouse,FRA-Ligue 1,2223,Suplente,0,0,0,0
Nathan N'Goumou Minpol,Toulouse,FRA-Ligue 1,2223,Centrocampista,0,0,0,0
Oliver Zandén,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,0,0,0
Rafael Ratão,Toulouse,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,5,4,2,0
Rasmus Nicolaisen,Toulouse,FRA-Ligue 1,2223,Defensa,0,2,5,1
Rhys Healey,Toulouse,FRA-Ligue 1,2223,Suplente,2,0,1,0
Saïd Hamulic,Toulouse,FRA-Ligue 1,2223,Suplente,0,0,1,0
Stijn Spierings,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,2,0,5,0
Theocharis Tsingaras,Toulouse,FRA-Ligue 1,2223,Suplente,0,0,0,0
Thijs Dallinga,Toulouse,FRA-Ligue 1,2223,Delantero / Suplente,12,1,4,0
Veljko Birmancevic,Toulouse,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,0,0,0
Vincent Sierro,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,3,0
Warren Kamanzi,Toulouse,FRA-Ligue 1,2223,Defensa / Suplente,0,0,1,0
Yanis Begraoui,Toulouse,FRA-Ligue 1,2223,Centrocampista / Suplente,0,0,0,0
Zakaria Aboukhlal,Toulouse,FRA-Ligue 1,2223,Defensa / Delantero / Centrocampista / Suplente,10,5,4,0
Abdu Conté,Troyes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,2,0,0
Adil Rami,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,0,1,2,0
Alexis Tibidi,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Amar Ahmed Fatah,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Andreas Bruus,Troyes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,2,2,0
Ante Palaversa,Troyes,FRA-Ligue 1,2223,Suplente,1,0,0,0
Danel Dongmo,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Derek Mazou-Sacko,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Erik Palmer-Brown,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,5,0
Florian Tardieu,Troyes,FRA-Ligue 1,2223,Centrocampista / Suplente,3,0,2,0
Gauthier Gallon,Troyes,FRA-Ligue 1,2223,Portero,0,0,3,1
Iké Ugbo,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,2,1,0,0
Jackson Porozo,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,2,0,3,0
Kyliane Dong,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,0,0,0,0
Lucien Agoume,Troyes,FRA-Ligue 1,2223,Centrocampista / Suplente,0,1,5,0
Mama Baldé,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,12,3,4,2
Marlos Moreno,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Mateusz Lis,Troyes,FRA-Ligue 1,2223,Portero / Suplente,0,0,1,0
Mathis Hamdi,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Papa Ndiaga Yade,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,0,2,1,1
Renaud Ripart,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,1,4,0
Rominigue Kouame,Troyes,FRA-Ligue 1,2223,Centrocampista / Suplente,1,1,9,0
Rony Lopes,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,7,5,2,0
Rudy Kohon,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Tanguy Zoukrou,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,0,0,0,0
Thierno Baldé,Troyes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,0,1,1,0
Tristan Dingome,Troyes,FRA-Ligue 1,2223,Suplente,0,0,0,0
Wilson Odobert,Troyes,FRA-Ligue 1,2223,Delantero / Centrocampista / Suplente,4,2,0,0
Xavier Chavalerin,Troyes,FRA-Ligue 1,2223,Centrocampista / Suplente,4,2,3,0
Yasser Larouci,Troyes,FRA-Ligue 1,2223,Defensa / Centrocampista / Suplente,1,1,1,0
Yoann Salmier,Troyes,FRA-Ligue 1,2223,Defensa / Suplente,1,0,5,1
