Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Conor Gallagher,Atletico Madrid,ESP-La Liga,2425,Centrocampista / Suplente,3,3,2,0
César Azpilicueta,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,1,0,0,0
Giménez,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,0,1,3,0
Giuliano Simeone,Atletico Madrid,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,6,4,0
Jan Oblak,Atletico Madrid,ESP-La Liga,2425,Portero,0,0,0,0
Javi Galán,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,0,2,8,0
Juan Musso,Atletico Madrid,ESP-La Liga,2425,Portero,0,0,0,0
Julián Álvarez,Atletico Madrid,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,17,4,5,0
Koke,Atletico Madrid,ESP-La Liga,2425,Centrocampista / Suplente,1,1,4,0
Marcos Llorente,Atletico Madrid,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,4,0,1
Nahuel Molina,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,0,3,1,0
Pablo Barrios Rivas,Atletico Madrid,ESP-La Liga,2425,Centrocampista / Suplente,1,4,4,1
Reinildo,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,0,0,4,0
Robin Le Normand,Atletico Madrid,ESP-La Liga,2425,Defensa / Suplente,1,0,8,0
Rodrigo Riquelme,Atletico Madrid,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,1,0,0
Rodrigo de Paul,Atletico Madrid,ESP-La Liga,2425,Centrocampista / Suplente,3,5,7,0
Samuel Lino,Atletico Madrid,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,3,4,3,0
Thomas Lemar,Atletico Madrid,ESP-La Liga,2425,Suplente,0,0,0,0
Ángel Correa,Atletico Madrid,ESP-La Liga,2425,Delantero / Suplente,4,1,3,1
Andreas Christensen,Barcelona,ESP-La Liga,2425,Defensa / Suplente,0,0,3,0
Anssumane Fati,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Dani Olmo,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,10,4,1,0
Daniel Rodríguez,Barcelona,ESP-La Liga,2425,Centrocampista,0,0,0,0
Eric Garcia,Barcelona,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,3,4,0
Fermín López,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,6,5,4,1
Ferrán Torres,Barcelona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,10,6,1,1
Frenkie de Jong,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,2,2,3,0
Gavi,Barcelona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,1,4,0
Gerard Martín,Barcelona,ESP-La Liga,2425,Defensa / Suplente,1,3,2,0
Hector Fort,Barcelona,ESP-La Liga,2425,Defensa / Suplente,0,0,2,0
Iñaki Peña,Barcelona,ESP-La Liga,2425,Portero / Suplente,0,0,1,0
Iñigo Martínez,Barcelona,ESP-La Liga,2425,Defensa,0,4,5,0
Jules Koundé,Barcelona,ESP-La Liga,2425,Defensa / Suplente,2,3,4,0
Lamine Yamal,Barcelona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,9,13,3,0
Marc Bernal,Barcelona,ESP-La Liga,2425,Centrocampista,0,0,2,0
Marc Casadó,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,1,3,2,1
Marc-André ter Stegen,Barcelona,ESP-La Liga,2425,Portero,0,0,0,0
Pablo Torre,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,3,1,0,0
Pau Cubarsí,Barcelona,ESP-La Liga,2425,Defensa / Suplente,0,3,3,0
Pau Victor,Barcelona,ESP-La Liga,2425,Delantero / Suplente,2,1,2,0
Pedri,Barcelona,ESP-La Liga,2425,Centrocampista / Suplente,4,5,3,0
Raphinha,Barcelona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,18,10,4,0
Robert Lewandowski,Barcelona,ESP-La Liga,2425,Delantero / Suplente,27,2,1,0
Ronald Araújo,Barcelona,ESP-La Liga,2425,Defensa / Suplente,1,1,2,0
Sergi Domínguez,Barcelona,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Wojciech Szczesny,Barcelona,ESP-La Liga,2425,Portero,0,0,1,0
Álex Balde,Barcelona,ESP-La Liga,2425,Defensa / Suplente,0,4,2,0
Alfon,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,5,2,1,1
Borja Iglesias,Celta Vigo,ESP-La Liga,2425,Delantero / Suplente,11,3,2,0
Carl Starfelt,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,1,0,5,0
Carlos Domínguez,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Damián Rodríguez,Celta Vigo,ESP-La Liga,2425,Centrocampista / Suplente,0,0,3,0
Fernando López,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,0,2,0
Fran Beltrán,Celta Vigo,ESP-La Liga,2425,Centrocampista / Suplente,2,1,3,0
Franco Cervi,Celta Vigo,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,0,0,1,0
Hugo Sotelo,Celta Vigo,ESP-La Liga,2425,Centrocampista / Suplente,0,0,5,0
Hugo Álvarez,Celta Vigo,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,4,3,6,0
Iago Aspas,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,10,5,4,1
Iker Losada,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,0,2,0
Ilaix Moriba,Celta Vigo,ESP-La Liga,2425,Centrocampista / Suplente,1,1,7,1
Iván Villar,Celta Vigo,ESP-La Liga,2425,Portero,0,0,0,0
Javier Manquillo,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Javier Rodríguez,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,3,2,7,0
Jaílson,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,0,2,0
Jonathan Bamba,Celta Vigo,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,0,1,1,0
Joseph Aidoo,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Luca De La Torre,Celta Vigo,ESP-La Liga,2425,Suplente,0,0,0,0
Marcos Alonso,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,3,0,9,2
Mihailo Ristic,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,1,1,0
Pablo Durán,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,4,3,0
Sergio Carreira,Celta Vigo,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,4,1,0
Tadeo Allende,Celta Vigo,ESP-La Liga,2425,Suplente,0,0,0,0
Tasos Douvikas,Celta Vigo,ESP-La Liga,2425,Delantero / Suplente,3,1,2,0
Vicente Guaita,Celta Vigo,ESP-La Liga,2425,Portero,0,0,0,0
Williot Swedberg,Celta Vigo,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,5,1,0
Yoel Lago,Celta Vigo,ESP-La Liga,2425,Defensa / Suplente,0,1,2,0
Óscar Mingueza,Celta Vigo,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,4,6,6,0
Alejo Véliz,Espanyol,ESP-La Liga,2425,Delantero / Suplente,1,0,3,0
Alex Kral,Espanyol,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,1,1,0
Antoniu Roca,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,1,3,0
Brian Oliván,Espanyol,ESP-La Liga,2425,Defensa / Suplente,0,1,2,0
Carlos Romero,Espanyol,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,1,7,0
Edu Expósito,Espanyol,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,2,3,0
Fernando Calero,Espanyol,ESP-La Liga,2425,Defensa / Suplente,1,0,1,0
Irvin Cardona,Espanyol,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,1,1,0
Javi Puado,Espanyol,ESP-La Liga,2425,Delantero / Centrocampista,12,4,8,0
Joan García,Espanyol,ESP-La Liga,2425,Portero,0,0,2,0
Jofre Carreras,Espanyol,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,3,3,4,0
José Gragera,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,0,0,0
Justin Smith,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,0,0,0
Leandro Cabrera,Espanyol,ESP-La Liga,2425,Defensa / Suplente,4,2,4,1
Marash Kumbulla,Espanyol,ESP-La Liga,2425,Defensa / Suplente,3,0,9,0
Naci Ünüvar,Espanyol,ESP-La Liga,2425,Suplente,0,0,0,0
Omar El Hilali,Espanyol,ESP-La Liga,2425,Defensa,0,2,11,0
Pere Milla,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,3,0,3,0
Pol Lozano,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,1,11,0
Rafael Bauza,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Roberto Fernández,Espanyol,ESP-La Liga,2425,Delantero / Suplente,6,0,1,0
Roger Hinojo,Espanyol,ESP-La Liga,2425,Suplente,0,0,0,0
Sergi Gómez,Espanyol,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Tejero,Espanyol,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,1,4,2,0
Urko Gonzalez,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,2,2,0
Walid Cheddira,Espanyol,ESP-La Liga,2425,Delantero / Suplente,1,1,3,0
Álvaro Aguado,Espanyol,ESP-La Liga,2425,Centrocampista / Suplente,0,1,3,0
Abdoulaye Keita,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,0,0,0,0
Alberto Risco,Getafe,ESP-La Liga,2425,Suplente,0,0,0,0
Alex Sola,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,0,1,4,0
Alvaro Rodríguez,Getafe,ESP-La Liga,2425,Delantero / Suplente,2,0,6,0
Bertug Yildirim,Getafe,ESP-La Liga,2425,Delantero / Suplente,1,0,7,0
Borja Mayoral,Getafe,ESP-La Liga,2425,Delantero / Suplente,5,1,0,0
Carles Pérez,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,3,0,2,0
Christantus Uche,Getafe,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,6,5,2
Coba da Costa,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,1,1,4,0
David Argüelles,Getafe,ESP-La Liga,2425,Suplente,0,0,0,0
David Soria,Getafe,ESP-La Liga,2425,Portero,0,0,2,0
Diego Rico,Getafe,ESP-La Liga,2425,Defensa / Suplente,0,3,9,1
Djené Dakonam,Getafe,ESP-La Liga,2425,Defensa / Centrocampista,0,0,12,1
Domingos Duarte,Getafe,ESP-La Liga,2425,Defensa / Suplente,1,0,3,2
Gorka Rivera,Getafe,ESP-La Liga,2425,Suplente,0,0,0,0
Ismael Bekhoucha,Getafe,ESP-La Liga,2425,Suplente,0,0,2,0
Jesús Santiago,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,0,0,4,0
John Finn,Getafe,ESP-La Liga,2425,Suplente,0,0,1,0
Juan Bernat,Getafe,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,2,0,0
Juan Berrocal,Getafe,ESP-La Liga,2425,Defensa / Suplente,0,0,6,1
Juan Iglesias,Getafe,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,1,4,0
Juanmi,Getafe,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,0,4,0
Luis Milla,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,1,4,6,0
Mauro Arambarri,Getafe,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,10,0,10,0
Nabil Aberdin,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Nyom,Getafe,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,2,3,0
Omar Alderete,Getafe,ESP-La Liga,2425,Defensa / Centrocampista,1,0,8,0
Peter,Getafe,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Ramón Terrats,Getafe,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,1,2,0
Abel Ruiz,Girona,ESP-La Liga,2425,Delantero / Suplente,4,0,3,0
Alejandro Francés,Girona,ESP-La Liga,2425,Defensa / Suplente,0,0,2,0
Arnau Martinez,Girona,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,2,3,0
Arnaut Danjuma Groeneveld,Girona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,0,3,0
Arthur,Girona,ESP-La Liga,2425,Centrocampista / Suplente,0,0,2,0
Bojan Miovski,Girona,ESP-La Liga,2425,Delantero / Suplente,2,1,0,0
Bryan Gil Salvatierra,Girona,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,3,3,4,0
Cristhian Stuani,Girona,ESP-La Liga,2425,Delantero / Suplente,11,2,4,0
Daley Blind,Girona,ESP-La Liga,2425,Defensa / Suplente,0,2,2,0
David López,Girona,ESP-La Liga,2425,Defensa / Suplente,1,1,4,0
Donny van de Beek,Girona,ESP-La Liga,2425,Centrocampista / Suplente,2,2,5,0
Ferrán Ruiz,Girona,ESP-La Liga,2425,Suplente,0,0,0,0
Gabriel Misehouy,Girona,ESP-La Liga,2425,Delantero / Suplente,1,0,0,0
Iker Almena,Girona,ESP-La Liga,2425,Suplente,0,1,0,0
Iván Martín,Girona,ESP-La Liga,2425,Centrocampista / Suplente,1,1,1,0
Jhon Solis,Girona,ESP-La Liga,2425,Centrocampista / Suplente,1,0,3,0
Juanpe,Girona,ESP-La Liga,2425,Defensa / Suplente,0,0,2,0
Kim Min-Su,Girona,ESP-La Liga,2425,Suplente,0,0,0,0
Ladislav Krejcí,Girona,ESP-La Liga,2425,Defensa / Suplente,2,0,9,0
Miguel Gutiérrez,Girona,ESP-La Liga,2425,Defensa / Centrocampista,1,5,4,0
Oriol Romeu,Girona,ESP-La Liga,2425,Centrocampista / Suplente,0,0,5,0
Papa Dame Ba,Girona,ESP-La Liga,2425,Suplente,0,0,0,0
Pau López,Girona,ESP-La Liga,2425,Suplente,0,0,0,0
Paulo Gazzaniga,Girona,ESP-La Liga,2425,Portero,0,0,3,0
Portu,Girona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,2,4,0
Silvi Clua,Girona,ESP-La Liga,2425,Centrocampista / Suplente,0,0,0,0
Viktor Tsygankov,Girona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,5,1,0
Vladyslav Krapyvtsov,Girona,ESP-La Liga,2425,Portero,0,0,0,0
Yangel Herrera,Girona,ESP-La Liga,2425,Centrocampista / Suplente,4,3,10,1
Yáser Asprilla,Girona,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,3,1,2,0
Aboubacar Bassinga,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Adnan Januzaj,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,1,4,0
Alberto Moleiro,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,6,1,5,0
Andy Pelmard,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Arturo Rodríguez,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Benito Ramírez,Las Palmas,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,0,2,1
Daley Sinkgraven,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Diego Martín,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Dinko Horkas,Las Palmas,ESP-La Liga,2425,Portero / Suplente,0,0,1,0
Dário Essugo,Las Palmas,ESP-La Liga,2425,Centrocampista / Suplente,1,0,7,2
Enzo Loiodice,Las Palmas,ESP-La Liga,2425,Centrocampista / Suplente,0,0,3,0
Fabio González,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Fabio Silva,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,10,3,7,0
Jaime Mata,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,0,8,0
Jasper Cillessen,Las Palmas,ESP-La Liga,2425,Portero,0,0,1,0
Javi Muñoz,Las Palmas,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,3,5,0
José Campaña,Las Palmas,ESP-La Liga,2425,Centrocampista / Suplente,0,3,4,0
José Carlos González,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Juan Herzog,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Kirian Rodríguez,Las Palmas,ESP-La Liga,2425,Centrocampista,0,3,2,0
Manu Fuster,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,1,2,0
Marc Cardona,Las Palmas,ESP-La Liga,2425,Suplente,0,0,2,0
Marvin Park,Las Palmas,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,0,0,4,0
Mika Mármol,Las Palmas,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,1,5,0
Oliver McBurnie,Las Palmas,ESP-La Liga,2425,Delantero / Suplente,3,6,3,0
Pejiño,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Sandro Ramírez,Las Palmas,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,9,3,6,0
Scott McKenna,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,0,0,5,1
Sergio Viera,Las Palmas,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Stefan Bajcetic,Las Palmas,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,0,4,0
Valentín Pezzolesi,Las Palmas,ESP-La Liga,2425,Suplente,0,0,0,0
Viti Rozada,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,0,2,5,0
Álex Muñoz,Las Palmas,ESP-La Liga,2425,Defensa / Suplente,3,0,3,0
Álex Suárez,Las Palmas,ESP-La Liga,2425,Defensa,0,0,11,0
Adrià Alti,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,0,6,0
Aritz Arambarri,Leganes,ESP-La Liga,2425,Defensa,0,0,0,0
Borna Barisic,Leganes,ESP-La Liga,2425,Defensa,0,0,0,0
Darko Brasanac,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,1,2,4,0
Diego García,Leganes,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,3,0,2,0
Duk,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Enric Franquesa,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,0,1,0
Javi Hernández,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,1,6,0
Jorge Sáenz,Leganes,ESP-La Liga,2425,Defensa / Suplente,1,0,3,1
Juan Cruz,Leganes,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,5,4,2,0
Juan Soriano,Leganes,ESP-La Liga,2425,Portero,0,0,1,0
Julián Chicco,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,1,0,0
Marko Dmitrovic,Leganes,ESP-La Liga,2425,Portero,0,0,0,0
Matija Nastasic,Leganes,ESP-La Liga,2425,Defensa / Suplente,1,0,3,0
Miguel De la Fuente,Leganes,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,3,3,0
Munir,Leganes,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,0,1,1
Raba,Leganes,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,8,6,6,0
Renato Tapia,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,0,8,0
Roberto López,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,0,1,0,0
Sergio González,Leganes,ESP-La Liga,2425,Defensa / Suplente,2,0,2,1
Seydouba Cissé,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,3,1,3,1
Sébastien Haller,Leganes,ESP-La Liga,2425,Delantero / Suplente,0,0,0,0
Valentin Rosier,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,1,2,8,0
Yan Diomande,Leganes,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,1,1,0
Yvan Neyou,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,1,1,14,0
Óscar Rodríguez,Leganes,ESP-La Liga,2425,Centrocampista / Suplente,1,4,6,1
Abdón Prats,Mallorca,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,0,4,0
Antonio Sánchez,Mallorca,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,0,0,3,0
Chiquinho,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,0,0,2,0
Copete,Mallorca,ESP-La Liga,2425,Defensa / Suplente,0,0,6,0
Cyle Larin,Mallorca,ESP-La Liga,2425,Delantero / Suplente,7,2,4,0
Dani Rodríguez,Mallorca,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,7,5,0
Daniel Luna,Mallorca,ESP-La Liga,2425,Suplente,0,0,0,0
David López,Mallorca,ESP-La Liga,2425,Defensa,0,0,0,0
Dominik Greif,Mallorca,ESP-La Liga,2425,Portero,0,0,1,0
Jan Salas,Mallorca,ESP-La Liga,2425,Suplente,0,0,0,0
Javi Llabrés,Mallorca,ESP-La Liga,2425,Centrocampista,0,0,0,0
Johan Mojica,Mallorca,ESP-La Liga,2425,Defensa / Suplente,1,2,5,0
Leo Román,Mallorca,ESP-La Liga,2425,Portero,0,0,0,0
Manuel Morlanes,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,0,0,7,0
Marc Domenech,Mallorca,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,0,0,0
Martin Valjent,Mallorca,ESP-La Liga,2425,Defensa,3,0,4,0
Mateu Morey,Mallorca,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Omar Mascarell,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,1,0,5,1
Pablo Maffeo,Mallorca,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,2,7,0
Raíllo,Mallorca,ESP-La Liga,2425,Defensa,2,0,7,1
Roberto Navarro,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,1,0,3,0
Samú Costa,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,0,2,7,1
Sergi Darder,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,2,6,4,0
Siebe Van der Heyden,Mallorca,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Takuma Asano,Mallorca,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,2,1,0,0
Toni Lato,Mallorca,ESP-La Liga,2425,Defensa / Suplente,0,0,1,1
Valery Fernández,Mallorca,ESP-La Liga,2425,Centrocampista / Suplente,2,0,1,0
Vedat Muriqi,Mallorca,ESP-La Liga,2425,Delantero / Suplente,7,2,1,2
Abel Bretones,Osasuna,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,0,3,0
Aimar Oroz,Osasuna,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,5,4,7,0
Aitor Fernández,Osasuna,ESP-La Liga,2425,Portero,0,0,0,0
Alejandro Catena,Osasuna,ESP-La Liga,2425,Defensa,1,3,11,0
Ante Budimir,Osasuna,ESP-La Liga,2425,Delantero / Suplente,21,4,4,0
Bryan Zaragoza,Osasuna,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,6,4,0
Enzo Boyomo,Osasuna,ESP-La Liga,2425,Defensa / Suplente,2,0,5,0
Iker Benito,Osasuna,ESP-La Liga,2425,Suplente,0,0,0,0
Iker Muñoz,Osasuna,ESP-La Liga,2425,Centrocampista / Suplente,0,1,2,0
Javi Martínez,Osasuna,ESP-La Liga,2425,Suplente,0,0,0,0
Jesús Areso,Osasuna,ESP-La Liga,2425,Defensa / Suplente,0,3,9,0
Jon Moncayola,Osasuna,ESP-La Liga,2425,Centrocampista / Suplente,0,0,8,0
Jorge Herrando,Osasuna,ESP-La Liga,2425,Defensa / Suplente,1,0,3,0
José Arnáiz,Osasuna,ESP-La Liga,2425,Centrocampista / Suplente,0,0,0,0
Juan Cruz,Osasuna,ESP-La Liga,2425,Defensa / Suplente,0,0,4,0
Kike Barja,Osasuna,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,1,3,0
Lucas Torró,Osasuna,ESP-La Liga,2425,Centrocampista,3,0,10,0
Moi Gómez,Osasuna,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,0,0,1,0
Nacho Vidal,Osasuna,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Pablo Ibáñez,Osasuna,ESP-La Liga,2425,Centrocampista / Suplente,1,1,4,0
Raul García,Osasuna,ESP-La Liga,2425,Delantero / Suplente,4,0,1,0
Rubén García,Osasuna,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,5,5,2,0
Rubén Peña,Osasuna,ESP-La Liga,2425,Defensa / Delantero / Centrocampista / Suplente,0,0,1,0
Sergio Herrera,Osasuna,ESP-La Liga,2425,Portero,0,0,5,0
Unai García,Osasuna,ESP-La Liga,2425,Defensa / Suplente,0,0,0,0
Abdul Mumin,Rayo Vallecano,ESP-La Liga,2425,Defensa,2,1,6,1
Adrián Embarba,Rayo Vallecano,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,1,1,4,0
Alfonso Espino,Rayo Vallecano,ESP-La Liga,2425,Defensa / Suplente,0,1,4,0
Andrei Ratiu,Rayo Vallecano,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,2,3,5,0
Aridane Hernández,Rayo Vallecano,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Augusto Batalla,Rayo Vallecano,ESP-La Liga,2425,Portero,0,0,6,0
Daniel Cárdenas,Rayo Vallecano,ESP-La Liga,2425,Portero,0,0,0,0
Etienne Eto'o Pineda,Rayo Vallecano,ESP-La Liga,2425,Suplente,0,0,0,0
Florian Lejeune,Rayo Vallecano,ESP-La Liga,2425,Defensa,2,3,8,0
Gerard Gumbau,Rayo Vallecano,ESP-La Liga,2425,Centrocampista / Suplente,0,1,4,0
Isi Palazón,Rayo Vallecano,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,4,5,0
Iván Balliu,Rayo Vallecano,ESP-La Liga,2425,Defensa / Suplente,0,0,3,0
James Rodríguez,Rayo Vallecano,ESP-La Liga,2425,Centrocampista / Suplente,0,0,1,0
Jorge De Frutos,Rayo Vallecano,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,6,3,3,1
Pathé Ciss,Rayo Vallecano,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,4,1,12,0
Pedro Díaz,Rayo Vallecano,ESP-La Liga,2425,Centrocampista / Suplente,3,0,2,0
Pelayo Fernández,Rayo Vallecano,ESP-La Liga,2425,Defensa / Suplente,0,0,1,0
Pep Chavarría,Rayo Vallecano,ESP-La Liga,2425,Defensa / Centrocampista / Suplente,0,1,3,0
Randy Nteka,Rayo Vallecano,ESP-La Liga,2425,Delantero / Suplente,3,0,6,0
Raúl de Tomás,Rayo Vallecano,ESP-La Liga,2425,Suplente,0,0,0,0
Sergi Guardiola,Rayo Vallecano,ESP-La Liga,2425,Delantero / Suplente,0,0,1,0
Sergio Camello,Rayo Vallecano,ESP-La Liga,2425,Delantero / Suplente,3,2,2,0
Unai López,Rayo Vallecano,ESP-La Liga,2425,Centrocampista / Suplente,3,1,9,1
Álvaro García,Rayo Vallecano,ESP-La Liga,2425,Delantero / Centrocampista / Suplente,4,5,4,0
