Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Ben White,Arsenal,ENG-Premier League,2425,Defensa / Suplente,0,2,2,0
Bukayo Saka,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,6,10,3,0
David Raya,Arsenal,ENG-Premier League,2425,Portero,0,0,3,0
Declan Rice,Arsenal,ENG-Premier League,2425,Centrocampista / Suplente,4,7,5,1
Ethan Nwaneri,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,4,2,1,0
Gabriel,Arsenal,ENG-Premier League,2425,Defensa,3,1,4,0
Gabriel Jesus,Arsenal,ENG-Premier League,2425,Delantero / Suplente,3,0,4,0
Gabriel Martinelli,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,8,4,1,0
Jakub Kiwior,Arsenal,ENG-Premier League,2425,Defensa / Suplente,1,0,1,0
Jorginho,Arsenal,ENG-Premier League,2425,Centrocampista / Suplente,0,0,5,0
Jurriën Timber,Arsenal,ENG-Premier League,2425,Defensa / Suplente,1,3,7,0
Kai Havertz,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,9,3,5,0
Kieran Tierney,Arsenal,ENG-Premier League,2425,Defensa / Suplente,1,0,0,0
Leandro Trossard,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,8,7,2,1
Martin Odegaard,Arsenal,ENG-Premier League,2425,Centrocampista / Suplente,3,8,4,0
Mikel Merino,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,7,2,2,1
Myles Lewis-Skelly,Arsenal,ENG-Premier League,2425,Defensa / Suplente,1,0,3,2
Nathan Butler-Oyedeji,Arsenal,ENG-Premier League,2425,Suplente,0,0,0,0
Oleksandr Zinchenko,Arsenal,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,1,1,0
Raheem Sterling,Arsenal,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,0,2,1,0
Reiss Nelson,Arsenal,ENG-Premier League,2425,Centrocampista / Suplente,1,1,1,0
Riccardo Calafiori,Arsenal,ENG-Premier League,2425,Defensa / Suplente,2,1,4,0
Takehiro Tomiyasu,Arsenal,ENG-Premier League,2425,Suplente,0,0,0,0
Thomas Partey,Arsenal,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,4,2,4,0
William Saliba,Arsenal,ENG-Premier League,2425,Defensa,2,0,2,1
Amadou Onana,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,3,0,4,0
Andrés García,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,0,0,0,0
Axel Disasi,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,1,0,3,0
Boubacar Kamara,Aston Villa,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,0,2,0
Diego Carlos,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Donyell Malen,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,3,0,0,0
Emiliano Buendía,Aston Villa,ENG-Premier League,2425,Suplente,0,0,1,0
Emiliano Martinez,Aston Villa,ENG-Premier League,2425,Portero,0,0,5,1
Ezri Konsa Ngoyo,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,2,0,1,0
Ian Maatsen,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,1,2,2,0
Jacob Ramsey,Aston Villa,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,3,2,1
Jaden Philogene-Bidace,Aston Villa,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,2,0,3,1
Jhon Durán,Aston Villa,ENG-Premier League,2425,Delantero / Suplente,7,0,3,1
John McGinn,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,1,4,7,0
Kosta Nedeljkovic,Aston Villa,ENG-Premier League,2425,Suplente,0,0,0,0
Lamare Bogarde,Aston Villa,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,0,2,0
Leon Bailey,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,1,2,3,0
Lucas Digne,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,0,4,4,0
Marco Asensio,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,3,1,2,0
Marcus Rashford,Aston Villa,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,6,3,2,0
Matthew Cash,Aston Villa,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,1,7,0
Morgan Rogers,Aston Villa,ENG-Premier League,2425,Delantero / Centrocampista,8,10,10,0
Ollie Watkins,Aston Villa,ENG-Premier League,2425,Delantero / Suplente,16,8,2,0
Pau Torres,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,0,0,2,0
Robin Olsen,Aston Villa,ENG-Premier League,2425,Portero / Suplente,0,0,0,0
Ross Barkley,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,3,1,3,0
Tyrone Mings,Aston Villa,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Youri Tielemans,Aston Villa,ENG-Premier League,2425,Centrocampista / Suplente,3,7,4,0
Adam Smith,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,0,7,0
Alex Scott,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,0,0,3,0
Antoine Semenyo,Bournemouth,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,11,5,9,0
Ben Winterburn,Bournemouth,ENG-Premier League,2425,Suplente,0,0,0,0
Dango Ouattara,Bournemouth,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,7,4,3,0
Daniel Jebbison,Bournemouth,ENG-Premier League,2425,Suplente,1,0,1,0
David Brooks,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,2,0,3,0
Dean Huijsen,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,3,2,10,0
Enes Ünal,Bournemouth,ENG-Premier League,2425,Delantero / Suplente,2,1,2,0
Evanilson,Bournemouth,ENG-Premier League,2425,Delantero / Suplente,10,1,1,1
Illia Zabarnyi,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,1,4,1
James Hill,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,1,1,0
Julio Soler,Bournemouth,ENG-Premier League,2425,Suplente,0,0,0,0
Julián Araujo,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,0,2,0
Justin Kluivert,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,12,6,8,0
Kepa,Bournemouth,ENG-Premier League,2425,Portero,0,0,3,0
Lewis Cook,Bournemouth,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,3,8,1
Luis Sinisterra,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,1,1,0,0
Marcos Senesi,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,0,5,0
Marcus Tavernier,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,3,5,6,0
Mark Travers,Bournemouth,ENG-Premier League,2425,Portero,0,0,0,0
Max Aarons,Bournemouth,ENG-Premier League,2425,Defensa / Suplente,0,0,0,0
Milos Kerkez,Bournemouth,ENG-Premier League,2425,Defensa,2,5,4,0
Neto,Bournemouth,ENG-Premier League,2425,Portero,0,0,0,0
Philip Billing,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,0,0,1,0
Remy Rees-Dottin,Bournemouth,ENG-Premier League,2425,Suplente,0,0,0,0
Ryan Christie,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,2,3,9,0
Tyler Adams,Bournemouth,ENG-Premier League,2425,Centrocampista / Suplente,0,3,7,0
Zain Silcott-Duberry,Bournemouth,ENG-Premier League,2425,Suplente,0,0,0,0
Ben Mee,Brentford,ENG-Premier League,2425,Defensa / Suplente,0,0,2,0
Bryan Mbeumo,Brentford,ENG-Premier League,2425,Defensa / Delantero / Centrocampista,20,7,3,0
Christian Nørgaard,Brentford,ENG-Premier League,2425,Centrocampista,5,4,8,1
Ethan Pinnock,Brentford,ENG-Premier League,2425,Defensa / Suplente,2,0,2,0
Fabio Carvalho,Brentford,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,2,1,1,0
Frank Onyeka,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Gustavo Nunes,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Hákon Valdimarsson,Brentford,ENG-Premier League,2425,Portero / Suplente,0,0,0,0
Jayden Meghoma,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Keane Lewis-Potter,Brentford,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,3,7,0
Kevin Schade,Brentford,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,11,2,3,0
Kim Ji-Soo,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Kristoffer Ajer,Brentford,ENG-Premier League,2425,Defensa / Suplente,0,0,5,0
Mads Roerslev,Brentford,ENG-Premier League,2425,Defensa / Suplente,0,2,2,0
Mark Flekken,Brentford,ENG-Premier League,2425,Portero,0,2,1,0
Mathias Jensen,Brentford,ENG-Premier League,2425,Centrocampista / Suplente,0,2,2,0
Michael Kayode,Brentford,ENG-Premier League,2425,Defensa / Suplente,0,1,2,0
Mikkel Damsgaard,Brentford,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,2,9,2,0
Nathan Collins,Brentford,ENG-Premier League,2425,Defensa,2,3,5,0
Paris Maghoma,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Rico Henry,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Ryan Trevitt,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Sepp van den Berg,Brentford,ENG-Premier League,2425,Defensa / Suplente,0,0,3,0
Thiago,Brentford,ENG-Premier League,2425,Delantero / Suplente,0,0,0,0
Vitaly Janelt,Brentford,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,3,3,0
Yehor Yarmolyuk,Brentford,ENG-Premier League,2425,Centrocampista / Suplente,0,0,6,0
Yoane Wissa,Brentford,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,18,4,5,0
Yunus Konak,Brentford,ENG-Premier League,2425,Suplente,0,0,0,0
Adam Webster,Brighton,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Bart Verbruggen,Brighton,ENG-Premier League,2425,Portero,0,1,5,0
Billy Gilmour,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Brajan Gruda,Brighton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,4,0,0
Carlos Baleba,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,3,1,6,1
Danny Welbeck,Brighton,ENG-Premier League,2425,Delantero / Suplente,10,4,4,0
Diego Gómez,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,1,0,0,0
Eiran Cashin,Brighton,ENG-Premier League,2425,Suplente,0,0,0,0
Estupiñán,Brighton,ENG-Premier League,2425,Defensa / Suplente,1,1,5,0
Evan Ferguson,Brighton,ENG-Premier League,2425,Delantero / Suplente,1,0,0,0
Ferdi Kadioglu,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,0,1,0
Georginio Rutter,Brighton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,5,3,2,0
Harry Howell,Brighton,ENG-Premier League,2425,Suplente,0,0,0,0
Igor Julio,Brighton,ENG-Premier League,2425,Defensa / Suplente,0,0,4,0
Jack Hinshelwood,Brighton,ENG-Premier League,2425,Defensa / Delantero / Centrocampista / Suplente,5,2,5,0
Jakub Moder,Brighton,ENG-Premier League,2425,Suplente,0,0,0,0
James Milner,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,0,0,1,0
Jan Paul van Hecke,Brighton,ENG-Premier League,2425,Defensa / Suplente,1,1,6,1
Jason Steele,Brighton,ENG-Premier League,2425,Portero,0,0,0,0
Jeremy Sarmiento,Brighton,ENG-Premier League,2425,Suplente,0,0,0,0
João Pedro,Brighton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,10,6,4,1
Joël Veltman,Brighton,ENG-Premier League,2425,Defensa / Suplente,0,0,5,0
Julio Enciso,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,2,3,3,0
Kaoru Mitoma,Brighton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,10,4,1,0
Lewis Dunk,Brighton,ENG-Premier League,2425,Defensa / Suplente,0,0,5,0
Mats Wieffer,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,3,6,0
Matt O'Riley,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,2,2,1,0
Simon Adingra,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,2,2,0,0
Solly March,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,0,0,2,0
Tariq Lamptey,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,2,2,0,0
Yankuba Minteh,Brighton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,6,4,6,0
Yasin Ayari,Brighton,ENG-Premier League,2425,Centrocampista / Suplente,2,1,3,0
Benoit Badiashile Mukinayi,Chelsea,ENG-Premier League,2425,Defensa / Suplente,0,0,0,0
Christopher Nkunku,Chelsea,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,3,2,2,0
Cole Palmer,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,15,8,7,0
Enzo Fernández,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,6,7,8,0
Filip Jorgensen,Chelsea,ENG-Premier League,2425,Portero,0,0,0,0
Jadon Sancho,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,3,4,2,0
Josh Acheampong,Chelsea,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
João Félix,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,1,1,2,0
Kiernan Dewsbury-Hall,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,0,1,0,0
Levi Colwill,Chelsea,ENG-Premier League,2425,Defensa,2,1,9,0
Malo Gusto,Chelsea,ENG-Premier League,2425,Defensa / Suplente,0,1,4,0
Marc Cucurella,Chelsea,ENG-Premier League,2425,Defensa / Suplente,5,1,8,1
Marc Guiu,Chelsea,ENG-Premier League,2425,Suplente,0,0,0,0
Mathis Amougou,Chelsea,ENG-Premier League,2425,Suplente,0,0,0,0
Moisés Caicedo,Chelsea,ENG-Premier League,2425,Defensa / Centrocampista,1,2,11,0
Mykhailo Mudryk,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Nicolas Jackson,Chelsea,ENG-Premier League,2425,Delantero / Suplente,10,5,7,1
Noni Madueke,Chelsea,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,7,3,3,0
Pedro Neto,Chelsea,ENG-Premier League,2425,Defensa / Delantero / Centrocampista / Suplente,4,6,8,0
Reece James,Chelsea,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,1,1,0
Renato Veiga,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,0,0,2,0
Robert Sánchez,Chelsea,ENG-Premier League,2425,Portero,0,0,5,0
Romeo Lavia,Chelsea,ENG-Premier League,2425,Centrocampista / Suplente,0,1,4,0
Shumaira Mheuka,Chelsea,ENG-Premier League,2425,Suplente,0,0,0,0
Tosin Adarabioyo,Chelsea,ENG-Premier League,2425,Defensa / Suplente,1,1,4,0
Trevoh Chalobah,Chelsea,ENG-Premier League,2425,Defensa / Suplente,3,1,3,0
Tyrique George,Chelsea,ENG-Premier League,2425,Delantero / Suplente,1,1,1,0
Wesley Fofana,Chelsea,ENG-Premier League,2425,Defensa,0,0,7,0
Adam Wharton,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,0,2,2,0
Asher Agbinone,Crystal Palace,ENG-Premier League,2425,Suplente,0,0,0,0
Ben Chilwell,Crystal Palace,ENG-Premier League,2425,Defensa / Suplente,1,0,1,0
Caleb Kporha,Crystal Palace,ENG-Premier League,2425,Suplente,0,0,0,0
Chadi Riad,Crystal Palace,ENG-Premier League,2425,Defensa,0,0,0,0
Cheick Oumar Doucoure,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,0,0,1,0
Chris Richards,Crystal Palace,ENG-Premier League,2425,Defensa / Suplente,1,0,2,1
Daichi Kamada,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,0,0,4,1
Daniel Muñoz,Crystal Palace,ENG-Premier League,2425,Defensa,4,5,10,0
Dean Henderson,Crystal Palace,ENG-Premier League,2425,Portero,0,0,3,0
Eberechi Eze,Crystal Palace,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,8,8,1,0
Eddie Nketiah,Crystal Palace,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,3,1,4,1
Ismaila Sarr,Crystal Palace,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,8,6,4,0
Jean-Philippe Mateta,Crystal Palace,ENG-Premier League,2425,Delantero / Suplente,14,2,2,0
Jefferson Lerma,Crystal Palace,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,1,9,0
Jeffrey Schlupp,Crystal Palace,ENG-Premier League,2425,Suplente,0,0,0,0
Joachim Andersen,Crystal Palace,ENG-Premier League,2425,Defensa,0,0,7,1
Joel Ward,Crystal Palace,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Jordan Ayew,Crystal Palace,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,5,0,6,0
Justin Devenny,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,1,1,1,0
Marc Guehi,Crystal Palace,ENG-Premier League,2425,Defensa / Centrocampista,3,2,7,1
Matheus França,Crystal Palace,ENG-Premier League,2425,Suplente,1,0,0,0
Maxence Lacroix,Crystal Palace,ENG-Premier League,2425,Defensa,1,1,5,0
Nathaniel Clyne,Crystal Palace,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Odsonne Edouard,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Romain Esse,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,1,1,0,0
Tyrick Mitchell,Crystal Palace,ENG-Premier League,2425,Defensa,0,5,2,0
Will Hughes,Crystal Palace,ENG-Premier League,2425,Centrocampista / Suplente,0,3,11,0
Abdoulaye Doucouré,Everton,ENG-Premier League,2425,Centrocampista / Suplente,3,2,3,1
Armando Broja,Everton,ENG-Premier League,2425,Delantero / Suplente,0,0,1,0
Ashley Young,Everton,ENG-Premier League,2425,Defensa / Suplente,1,3,7,1
Beto,Everton,ENG-Premier League,2425,Delantero / Suplente,8,0,2,0
Carlos Alcaraz,Everton,ENG-Premier League,2425,Centrocampista / Suplente,2,3,4,0
Dominic Calvert-Lewin,Everton,ENG-Premier League,2425,Delantero / Suplente,3,1,2,0
Dwight McNeil,Everton,ENG-Premier League,2425,Centrocampista / Suplente,4,6,1,0
Harrison Armstrong,Everton,ENG-Premier League,2425,Suplente,0,0,1,0
Idrissa Gueye,Everton,ENG-Premier League,2425,Centrocampista / Suplente,0,3,8,0
Iliman Ndiaye,Everton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,9,0,3,0
Jack Harrison,Everton,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,0,0,0
Jake O'Brien,Everton,ENG-Premier League,2425,Defensa / Suplente,2,0,5,0
James Garner,Everton,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,1,5,0
James Tarkowski,Everton,ENG-Premier League,2425,Defensa,1,1,6,0
Jarrad Branthwaite,Everton,ENG-Premier League,2425,Defensa / Suplente,0,1,4,0
Jesper Lindstrom,Everton,ENG-Premier League,2425,Centrocampista / Suplente,0,1,2,0
Jordan Pickford,Everton,ENG-Premier League,2425,Portero,0,1,7,0
Mason Holgate,Everton,ENG-Premier League,2425,Suplente,0,0,0,0
Michael Keane,Everton,ENG-Premier League,2425,Defensa / Suplente,3,0,5,0
Nathan Patterson,Everton,ENG-Premier League,2425,Defensa / Suplente,0,1,1,0
Orel Mangala,Everton,ENG-Premier League,2425,Centrocampista / Suplente,1,0,2,0
Roman Dixon,Everton,ENG-Premier League,2425,Defensa,0,0,0,0
Seamus Coleman,Everton,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Tim Iroegbunam,Everton,ENG-Premier League,2425,Centrocampista / Suplente,0,1,4,0
Vitalii Mykolenko,Everton,ENG-Premier League,2425,Defensa,1,2,4,0
Youssef Chermiti,Everton,ENG-Premier League,2425,Suplente,0,0,1,0
Adama Traoré,Fulham,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,2,7,2,0
Alex Iwobi,Fulham,ENG-Premier League,2425,Defensa / Delantero / Centrocampista / Suplente,9,6,1,0
Andreas Pereira,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,2,4,7,0
Antonee Robinson,Fulham,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,10,9,0
Bernd Leno,Fulham,ENG-Premier League,2425,Portero,0,1,5,0
Calvin Bassey,Fulham,ENG-Premier League,2425,Defensa / Suplente,1,0,7,0
Carlos Vinicius,Fulham,ENG-Premier League,2425,Suplente,0,0,0,0
Emile Smith-Rowe,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,6,3,3,0
Harrison Reed,Fulham,ENG-Premier League,2425,Suplente,0,0,2,0
Harry Wilson,Fulham,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,6,1,2,0
Issa Diop,Fulham,ENG-Premier League,2425,Defensa / Suplente,0,0,2,0
Jay Stansfield,Fulham,ENG-Premier League,2425,Suplente,0,0,0,0
Jorge Cuenca,Fulham,ENG-Premier League,2425,Defensa / Suplente,0,0,0,0
Joshua King,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Kenny Tete,Fulham,ENG-Premier League,2425,Defensa / Suplente,0,2,5,0
Martial Godo,Fulham,ENG-Premier League,2425,Suplente,0,0,0,0
Raúl Jiménez,Fulham,ENG-Premier League,2425,Delantero / Suplente,12,3,4,0
Rodrigo Muniz,Fulham,ENG-Premier League,2425,Delantero / Suplente,8,1,1,0
Ryan Sessegnon,Fulham,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,4,2,1,0
Sander Berge,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,0,0,6,0
Sasa Lukic,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,0,2,12,0
Timothy Castagne,Fulham,ENG-Premier League,2425,Defensa / Suplente,0,1,1,0
Tom Cairney,Fulham,ENG-Premier League,2425,Centrocampista / Suplente,2,0,3,1
Willian,Fulham,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,0,0,0,0
Alex Palmer,Ipswich,ENG-Premier League,2425,Portero,0,0,2,0
Ali Al-Hamadi,Ipswich,ENG-Premier League,2425,Suplente,0,0,3,0
Arijanet Muric,Ipswich,ENG-Premier League,2425,Portero,0,0,1,0
Axel Tuanzebe,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,1,3,1
Ben Godfrey,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Ben Johnson,Ipswich,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,1,2,3,1
Cameron Burgess,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,2,0,0
Chiedozie Ogbene,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Christian Walton,Ipswich,ENG-Premier League,2425,Portero,0,0,0,0
Conor Chaplin,Ipswich,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,1,2,0
Conor Townsend,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,1,1,0
Dara O'Shea,Ipswich,ENG-Premier League,2425,Defensa,0,2,6,0
George Edmundson,Ipswich,ENG-Premier League,2425,Suplente,0,0,0,0
George Hirst,Ipswich,ENG-Premier League,2425,Delantero / Suplente,3,1,3,0
Harry Clarke,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,0,1,1
Jack Clarke,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,0,4,2,0
Jack Taylor,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,1,0,4,0
Jacob Greaves,Ipswich,ENG-Premier League,2425,Defensa,1,0,5,0
Jens Cajuste,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,1,1,2,0
Kalvin Phillips,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,0,0,4,1
Leif Davis,Ipswich,ENG-Premier League,2425,Defensa / Suplente,1,2,5,1
Liam Delap,Ipswich,ENG-Premier League,2425,Delantero / Suplente,12,2,11,0
Luke Woolfenden,Ipswich,ENG-Premier League,2425,Defensa / Suplente,0,0,2,0
Marcus Harness,Ipswich,ENG-Premier League,2425,Suplente,0,0,0,0
Massimo Luongo,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Nathan Broadhead,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,2,0,1,0
Omari Hutchinson,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,3,2,5,0
Sam Morsy,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,1,1,9,0
Sammie Szmodics,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,4,0,2,0
Wes Burns,Ipswich,ENG-Premier League,2425,Centrocampista / Suplente,0,1,1,0
Abdul Fatawu,Leicester,ENG-Premier League,2425,Defensa / Delantero / Centrocampista / Suplente,0,2,0,0
Bilal El Khannouss,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,2,3,4,0
Bobby Reid,Leicester,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,2,2,0
Boubakary Soumare,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,0,0,8,0
Caleb Okoli,Leicester,ENG-Premier League,2425,Defensa / Suplente,1,0,4,0
Conor Coady,Leicester,ENG-Premier League,2425,Defensa / Suplente,1,0,3,0
Danny Ward,Leicester,ENG-Premier League,2425,Portero / Suplente,0,0,0,0
Facundo Buonanotte,Leicester,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,5,2,8,0
Hamza Choudhury,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,0,0,0,0
Harry Winks,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,0,2,4,0
Jake Evans,Leicester,ENG-Premier League,2425,Suplente,0,0,0,0
Jakub Stolarczyk,Leicester,ENG-Premier League,2425,Portero,0,0,1,0
James Justin,Leicester,ENG-Premier League,2425,Defensa / Suplente,2,2,6,0
Jamie Vardy,Leicester,ENG-Premier League,2425,Delantero,9,4,5,0
Jannik Vestergaard,Leicester,ENG-Premier League,2425,Defensa / Suplente,0,0,5,0
Jeremy Monga,Leicester,ENG-Premier League,2425,Suplente,0,0,0,0
Kasey McAteer,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,1,1,3,0
Luke Thomas,Leicester,ENG-Premier League,2425,Defensa / Suplente,0,0,3,0
Mads Hermansen,Leicester,ENG-Premier League,2425,Portero,0,0,1,0
Michael Golding,Leicester,ENG-Premier League,2425,Suplente,0,0,0,0
Olabade Aluko,Leicester,ENG-Premier League,2425,Suplente,0,0,0,0
Oliver Skipp,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,0,0,8,0
Patson Daka,Leicester,ENG-Premier League,2425,Delantero / Centrocampista / Suplente,1,0,0,0
Ricardo Pereira,Leicester,ENG-Premier League,2425,Defensa / Suplente,0,0,1,0
Stephy Mavididi,Leicester,ENG-Premier League,2425,Centrocampista / Suplente,4,1,2,0
Victor Kristiansen,Leicester,ENG-Premier League,2425,Defensa / Centrocampista / Suplente,0,1,1,0
Wilfred Ndidi,Leicester,ENG-Premier League,2425,Centrocampista,0,5,8,0
Will Alves,Leicester,ENG-Premier League,2425,Suplente,0,0,0,0
Wout Faes,Leicester,ENG-Premier League,2425,Defensa / Suplente,1,0,4,0
