Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Diego Mariño,Almeria,ESP-La Liga,2324,Portero,0,0,0,0
Dion Lopy,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,0,0,4,0
Edgar González,Almeria,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,2,0,5,1
Fernando Martínez,Almeria,ESP-La Liga,2324,Portero,0,0,0,0
Gonzalo Melero,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,1,3,0
Houboulang Mendes,Almeria,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
Ibrahima Koné,Almeria,ESP-La Liga,2324,Delantero / Suplente,0,0,0,0
Iddrisu Baba,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,0,0,5,0
Jonathan Viera,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,2,4,2,1
Kaiky,Almeria,ESP-La Liga,2324,Defensa / Suplente,1,0,2,0
Largie Ramazani,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,3,5,7,2
Leo Baptistao,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,6,0,6,1
Lucas Robertone,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,0,5,11,0
Luis Suárez,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,6,0,3,0
Luka Romero,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,3,0,2,0
Luís Maximiano,Almeria,ESP-La Liga,2324,Portero,0,0,1,0
Lázaro,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Marc Pubill,Almeria,ESP-La Liga,2324,Defensa / Suplente,1,3,2,0
Marciano Sanca,Almeria,ESP-La Liga,2324,Suplente,0,0,0,0
Marcos Peña,Almeria,ESP-La Liga,2324,Centrocampista / Suplente,0,0,3,0
Marko Milovanovic,Almeria,ESP-La Liga,2324,Delantero / Suplente,1,0,0,0
Paco Sanz,Almeria,ESP-La Liga,2324,Suplente,0,0,0,0
Rachad Dhimi,Almeria,ESP-La Liga,2324,Suplente,0,0,0,0
Sergio Akieme,Almeria,ESP-La Liga,2324,Defensa / Centrocampista,2,0,2,0
Sergio Arribas,Almeria,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,9,4,1,0
Srdjan Babic,Almeria,ESP-La Liga,2324,Defensa,0,0,0,0
Álex Centelles,Almeria,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,2,0
Aingeru Olabarrieta,Athletic Club,ESP-La Liga,2324,Suplente,0,0,0,0
Aitor Paredes,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,1,0,6,1
Alex Berenguer,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,7,3,4,0
Ander Herrera,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,0,3,4,0
Asier Villalibre,Athletic Club,ESP-La Liga,2324,Delantero / Suplente,2,1,0,0
Beñat Prados,Athletic Club,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,1,0
Dani García,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,1,0,4,0
Dani Vivian,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,0,0,6,0
De Marcos,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,1,5,5,0
Gorka Guruzeta,Athletic Club,ESP-La Liga,2324,Delantero / Suplente,14,5,2,0
Imanol García de Albéniz,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,0,0,2,0
Inigo Ruiz de Galarreta,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,1,1,7,0
Iñaki Williams,Athletic Club,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,12,3,4,0
Julen Agirrezabala,Athletic Club,ESP-La Liga,2324,Portero / Suplente,0,0,0,0
Malcom Adu,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Mikel Jauregizar,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Mikel Vesga,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,3,1,2,0
Muniain,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,2,0,1,0
Nico Williams,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,5,11,4,1
Oihan Sancet,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,4,5,3,2
Peru Nolaskoain,Athletic Club,ESP-La Liga,2324,Suplente,0,0,0,0
Raúl García,Athletic Club,ESP-La Liga,2324,Delantero / Suplente,1,0,3,0
Unai Gómez,Athletic Club,ESP-La Liga,2324,Centrocampista / Suplente,2,0,1,0
Unai Simón,Athletic Club,ESP-La Liga,2324,Portero,0,0,2,0
Yeray Álvarez,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,0,0,1,1
Yuri,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,3,1,5,0
Íñigo Lekue,Athletic Club,ESP-La Liga,2324,Defensa / Suplente,0,2,4,0
Abdellah Raihani,Atletico Madrid,ESP-La Liga,2324,Suplente,0,0,0,0
Antoine Griezmann,Atletico Madrid,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,16,6,5,0
Arthur Vermeeren,Atletico Madrid,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Axel Witsel,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,2,0,5,0
Caglar Söyüncü,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,0,0,1
César Azpilicueta,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,2,4,0
Gabriel,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,0,5,1
Giménez,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,0,5,0
Jan Oblak,Atletico Madrid,ESP-La Liga,2324,Portero,0,0,1,0
Javi Galán,Atletico Madrid,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,4,0
Koke,Atletico Madrid,ESP-La Liga,2324,Centrocampista / Suplente,0,4,6,0
Marcos Llorente,Atletico Madrid,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,6,4,5,0
Mario Hermoso,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,1,9,0
Memphis Depay,Atletico Madrid,ESP-La Liga,2324,Delantero / Suplente,5,1,2,0
Nahuel Molina,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,2,3,4,1
Pablo Barrios Rivas,Atletico Madrid,ESP-La Liga,2324,Centrocampista / Suplente,0,1,4,0
Reinildo,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,2,1,2,0
Rodrigo Riquelme,Atletico Madrid,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,3,5,1,0
Rodrigo de Paul,Atletico Madrid,ESP-La Liga,2324,Centrocampista / Suplente,3,5,7,0
Salim El Jebari,Atletico Madrid,ESP-La Liga,2324,Suplente,0,0,0,0
Samuel Lino,Atletico Madrid,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,4,5,1,0
Saúl Ñíguez,Atletico Madrid,ESP-La Liga,2324,Centrocampista / Suplente,1,4,8,1
Stefan Savic,Atletico Madrid,ESP-La Liga,2324,Defensa / Suplente,0,0,5,1
Thomas Lemar,Atletico Madrid,ESP-La Liga,2324,Centrocampista,0,0,0,0
Yannick Carrasco,Atletico Madrid,ESP-La Liga,2324,Defensa,0,1,0,0
Álvaro Morata,Atletico Madrid,ESP-La Liga,2324,Delantero / Suplente,15,3,2,1
Ángel Correa,Atletico Madrid,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,9,2,3,0
Abdessamad Ezzalzouli,Barcelona,ESP-La Liga,2324,Centrocampista / Suplente,1,0,1,0
Andreas Christensen,Barcelona,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,2,2,4,0
Anssumane Fati,Barcelona,ESP-La Liga,2324,Suplente,0,0,0,0
Eric Garcia,Barcelona,ESP-La Liga,2324,Defensa / Suplente,5,0,4,0
Fermín López,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,8,0,2,0
Ferrán Torres,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,7,2,2,0
Frenkie de Jong,Barcelona,ESP-La Liga,2324,Defensa / Centrocampista,2,0,7,0
Gavi,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,1,5,0
Hector Fort,Barcelona,ESP-La Liga,2324,Defensa / Suplente,0,2,0,0
Ilkay Gündogan,Barcelona,ESP-La Liga,2324,Centrocampista / Suplente,5,9,5,0
Iñaki Peña,Barcelona,ESP-La Liga,2324,Portero,0,0,0,0
Iñigo Martínez,Barcelona,ESP-La Liga,2324,Defensa / Suplente,0,0,5,0
João Cancelo,Barcelona,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,2,4,7,0
João Félix,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,7,3,3,0
Jules Koundé,Barcelona,ESP-La Liga,2324,Defensa / Suplente,1,2,4,0
Lamine Yamal,Barcelona,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,5,5,3,0
Marc Casadó,Barcelona,ESP-La Liga,2324,Suplente,0,0,0,0
Marc Guiu,Barcelona,ESP-La Liga,2324,Delantero / Suplente,1,0,1,0
Marc-André ter Stegen,Barcelona,ESP-La Liga,2324,Portero,0,0,3,0
Marcos Alonso,Barcelona,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
Oriol Romeu,Barcelona,ESP-La Liga,2324,Centrocampista / Suplente,0,1,4,0
Pau Cubarsí,Barcelona,ESP-La Liga,2324,Defensa / Suplente,0,0,4,0
Pedri,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,4,2,3,0
Raphinha,Barcelona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,6,9,4,1
Robert Lewandowski,Barcelona,ESP-La Liga,2324,Delantero / Suplente,19,8,5,0
Ronald Araújo,Barcelona,ESP-La Liga,2324,Defensa / Suplente,1,2,6,0
Sergi Roberto,Barcelona,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,3,2,4,0
Vitor Roque,Barcelona,ESP-La Liga,2324,Delantero / Suplente,2,0,2,1
Álex Balde,Barcelona,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,1,0
Aiham Ousou,Cadiz,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
Borja Vázquez,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Brian Ocampo,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,1,0,2,0
Chris Ramos,Cadiz,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,5,1,5,0
Darwin Machís,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,4,0,0,1
David Gil,Cadiz,ESP-La Liga,2324,Portero / Suplente,0,0,1,0
Diadie Samassékou,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Etta Eyong,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Fali,Cadiz,ESP-La Liga,2324,Defensa,0,0,12,0
Fede San Emeterio,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,1,0,1,1
Gonzalo Escalante,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,1,2,2,1
Isaac Carcelén,Cadiz,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,2,0
Iván Alejo,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,0,2,18,0
Javi Hernández,Cadiz,ESP-La Liga,2324,Defensa / Suplente,1,2,11,0
Jeremías Ledesma,Cadiz,ESP-La Liga,2324,Portero,0,0,0,0
Jorge Meré,Cadiz,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
José Mari,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Juanmi,Cadiz,ESP-La Liga,2324,Delantero / Suplente,3,1,3,0
Lucas Pires,Cadiz,ESP-La Liga,2324,Defensa / Suplente,1,0,6,0
Luis Hernández,Cadiz,ESP-La Liga,2324,Defensa / Suplente,1,0,4,0
Maxi Gómez,Cadiz,ESP-La Liga,2324,Delantero / Suplente,0,0,2,0
Milutin Osmajic,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Momo Mbaye,Cadiz,ESP-La Liga,2324,Defensa / Suplente,0,0,2,0
Moussa Diakité,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Roberto Navarro,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,1,1,0,1
Roger,Cadiz,ESP-La Liga,2324,Delantero / Suplente,2,3,3,0
Rominigue Kouame,Cadiz,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Rubén Alcaraz,Cadiz,ESP-La Liga,2324,Centrocampista,4,1,14,0
Rubén Sobrino,Cadiz,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,1,9,1
Sergi Guardiola,Cadiz,ESP-La Liga,2324,Delantero / Suplente,1,1,1,0
Victor Chust,Cadiz,ESP-La Liga,2324,Defensa,0,1,4,2
Zaldúa,Cadiz,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,3,0
Álex Fernández,Cadiz,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,1,3,0
Álvaro Negredo,Cadiz,ESP-La Liga,2324,Suplente,0,0,0,0
Carl Starfelt,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,1,0,4,0
Carles Pérez,Celta Vigo,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,1,1,3,0
Carlos Domínguez,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,0,2,0
Carlos Dotor,Celta Vigo,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Damián Rodríguez,Celta Vigo,ESP-La Liga,2324,Centrocampista / Suplente,0,2,1,0
Fran Beltrán,Celta Vigo,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Franco Cervi,Celta Vigo,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,2,0
Gabriel Veiga,Celta Vigo,ESP-La Liga,2324,Suplente,0,0,0,0
Hugo Sotelo,Celta Vigo,ESP-La Liga,2324,Centrocampista / Suplente,0,1,1,0
Hugo Álvarez,Celta Vigo,ESP-La Liga,2324,Defensa / Delantero / Suplente,1,1,1,0
Iago Aspas,Celta Vigo,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,9,10,6,1
Iván Villar,Celta Vigo,ESP-La Liga,2324,Portero,0,0,0,1
Javier Manquillo,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,1,3,0
Javier Rueda,Celta Vigo,ESP-La Liga,2324,Suplente,0,0,0,0
Jaílson,Celta Vigo,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,1,0
Jonathan Bamba,Celta Vigo,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,3,2,0,0
Joseph Aidoo,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
Jørgen Strand Larsen,Celta Vigo,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,13,3,3,0
Kevin,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,0,3,0
Luca De La Torre,Celta Vigo,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,4,2,1
Manuel Sánchez,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,5,3,0
Miguel Rodriguez,Celta Vigo,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,2,0
Mihailo Ristic,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,0,0,2,0
Renato Tapia,Celta Vigo,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,3,1
Tadeo Allende,Celta Vigo,ESP-La Liga,2324,Centrocampista / Suplente,1,0,1,0
Tasos Douvikas,Celta Vigo,ESP-La Liga,2324,Delantero / Suplente,7,1,2,0
Unai Núñez,Celta Vigo,ESP-La Liga,2324,Defensa / Suplente,1,0,4,0
Vicente Guaita,Celta Vigo,ESP-La Liga,2324,Portero / Suplente,0,0,2,0
Williot Swedberg,Celta Vigo,ESP-La Liga,2324,Delantero / Suplente,5,0,1,0
Yoel Lago,Celta Vigo,ESP-La Liga,2324,Defensa,0,0,0,0
Óscar Mingueza,Celta Vigo,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,2,2,4,0
Alberto Risco,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Borja Mayoral,Getafe,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,15,1,2,0
Carles Aleñá,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,1,1,5,0
Damián Suárez,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,2,6,1
Daniel Fuzato,Getafe,ESP-La Liga,2324,Suplente,0,0,0,0
David Soria,Getafe,ESP-La Liga,2324,Portero,0,0,3,0
Diego Rico,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,7,10,0
Djené Dakonam,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,13,1
Domingos Duarte,Getafe,ESP-La Liga,2324,Defensa / Suplente,0,0,3,2
Enes Ünal,Getafe,ESP-La Liga,2324,Delantero / Suplente,0,1,0,0
Fabrizio Angileri,Getafe,ESP-La Liga,2324,Defensa / Suplente,0,0,2,0
Gastón Álvarez,Getafe,ESP-La Liga,2324,Defensa / Suplente,2,0,7,0
Gorka Rivera,Getafe,ESP-La Liga,2324,Suplente,0,0,0,0
Ilaix Moriba,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,0,2,3,1
Jaime Mata,Getafe,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,5,1,8,1
Jeremy Jorge,Getafe,ESP-La Liga,2324,Suplente,0,0,0,0
Jesús Santiago,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,1,0,4,0
Jordi Martín,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,0,0,1,0
José Ángel Carmona,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,1,1,8,0
Juan Iglesias,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,2,3,0
Juan Latasa,Getafe,ESP-La Liga,2324,Delantero / Suplente,3,0,5,1
Luis Milla,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,0,1,6,0
Mason Greenwood,Getafe,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,8,7,6,1
Mauro Arambarri,Getafe,ESP-La Liga,2324,Centrocampista / Suplente,0,0,2,0
Nabil Aberdin,Getafe,ESP-La Liga,2324,Defensa,0,0,0,0
Nemanja Maksimovic,Getafe,ESP-La Liga,2324,Delantero / Centrocampista,4,0,4,0
Omar Alderete,Getafe,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,1,7,1
Portu,Getafe,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,7,5,4,0
Santiago García,Getafe,ESP-La Liga,2324,Suplente,0,0,0,0
Stefan Mitrovic,Getafe,ESP-La Liga,2324,Defensa / Suplente,1,0,3,0
Yassin Tallal,Getafe,ESP-La Liga,2324,Suplente,0,0,0,0
Óscar Rodríguez,Getafe,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,1,10,0
Aleix García,Girona,ESP-La Liga,2324,Centrocampista / Suplente,3,6,4,1
Antal Yaakobishvili,Girona,ESP-La Liga,2324,Suplente,0,0,0,0
Arnau Martinez,Girona,ESP-La Liga,2324,Defensa / Suplente,0,2,5,0
Artem Dovbyk,Girona,ESP-La Liga,2324,Delantero / Suplente,24,8,2,0
Bernardo,Girona,ESP-La Liga,2324,Suplente,0,0,0,0
Cristhian Stuani,Girona,ESP-La Liga,2324,Delantero / Suplente,9,3,6,0
Daley Blind,Girona,ESP-La Liga,2324,Defensa / Suplente,1,2,6,0
David López,Girona,ESP-La Liga,2324,Defensa / Centrocampista,3,0,4,0
Ibrahima Kebe,Girona,ESP-La Liga,2324,Suplente,0,0,1,0
Iván Martín,Girona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,5,4,5,0
Jastin García,Girona,ESP-La Liga,2324,Suplente,0,0,0,0
Jhon Solis,Girona,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Juanpe,Girona,ESP-La Liga,2324,Defensa / Suplente,0,0,4,0
Miguel Gutiérrez,Girona,ESP-La Liga,2324,Defensa,2,7,4,0
Pablo Torre,Girona,ESP-La Liga,2324,Centrocampista / Suplente,0,2,1,0
Paulo Gazzaniga,Girona,ESP-La Liga,2324,Portero,0,0,2,0
Silvi Clua,Girona,ESP-La Liga,2324,Suplente,0,0,0,0
Sávio,Girona,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,9,10,5,0
Toni Villa,Girona,ESP-La Liga,2324,Suplente,0,0,0,0
Valery Fernández,Girona,ESP-La Liga,2324,Centrocampista / Suplente,2,0,1,0
Viktor Tsygankov,Girona,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,8,7,0,0
Yan Couto,Girona,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,1,8,8,0
Yangel Herrera,Girona,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,5,0,9,0
Alberto Perea,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Alberto Soro,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
André Ferreira,Granada,ESP-La Liga,2324,Portero / Suplente,0,0,1,0
Antonio Puertas,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,2,2,1
Augusto Batalla,Granada,ESP-La Liga,2324,Portero,0,0,3,0
Bruno Méndez,Granada,ESP-La Liga,2324,Defensa / Suplente,2,0,4,0
Bryan Zaragoza,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,6,2,5,0
Carlos Neva,Granada,ESP-La Liga,2324,Defensa,0,2,4,0
Facundo Pellistri,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,2,1,0,1
Faitout Maouassa,Granada,ESP-La Liga,2324,Defensa / Suplente,0,1,0,0
Famara Diedhiou,Granada,ESP-La Liga,2324,Suplente,0,1,1,0
Gerard Gumbau,Granada,ESP-La Liga,2324,Centrocampista / Suplente,0,3,12,0
Gonzalo Villar,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,3,7,0
Ignasi Miquel,Granada,ESP-La Liga,2324,Defensa / Suplente,1,1,5,0
Jesús Vallejo,Granada,ESP-La Liga,2324,Defensa / Suplente,0,0,1,0
José Callejón,Granada,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,0,1,2,0
Kamil Józwiak,Granada,ESP-La Liga,2324,Centrocampista / Suplente,0,1,2,0
Kamil Piatkowski,Granada,ESP-La Liga,2324,Defensa / Suplente,0,0,1,1
Lucas Boyé,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,6,3,8,1
Marc Martínez,Granada,ESP-La Liga,2324,Portero,0,0,0,0
Martin Hongla,Granada,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,0,0
Matías Arezo,Granada,ESP-La Liga,2324,Delantero / Suplente,0,0,1,0
Miguel Ángel Brau,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Miguel Ángel Rubio,Granada,ESP-La Liga,2324,Defensa / Suplente,1,0,5,0
Miki Bosch,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Myrto Uzuni,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,11,1,3,0
Njegos Petrovic,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Pablo Sáenz,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Raúl Fernández,Granada,ESP-La Liga,2324,Portero,0,0,0,0
Raúl Torrente,Granada,ESP-La Liga,2324,Defensa / Suplente,0,0,4,0
Ricard Sánchez,Granada,ESP-La Liga,2324,Defensa / Suplente,3,0,7,0
Sergio Rodelas,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,1,0,0
Sergio Ruiz,Granada,ESP-La Liga,2324,Centrocampista / Suplente,0,4,8,0
Shon Weissman,Granada,ESP-La Liga,2324,Suplente,0,0,0,0
Theo Corbeanu,Granada,ESP-La Liga,2324,Centrocampista / Suplente,1,0,2,0
Víctor Díaz,Granada,ESP-La Liga,2324,Defensa / Suplente,0,0,1,0
Wilson Manafá,Granada,ESP-La Liga,2324,Defensa / Centrocampista / Suplente,0,0,1,0
Álvaro Fernández,Granada,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,0,0,1,0
Óscar Melendo,Granada,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,0,2,0
Aarón,Las Palmas,ESP-La Liga,2324,Portero / Suplente,0,0,0,0
Alberto Moleiro,Las Palmas,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,3,3,2,0
Benito Ramírez,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,1,1,0,0
Cristian Herrera,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,1,0,1,0
Daley Sinkgraven,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,0,0,0,1
Enzo Loiodice,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,0,1,3,0
Eric Curbelo,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,0,0,0,0
Fabio González,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,0,0,1,0
Iñaki González,Las Palmas,ESP-La Liga,2324,Suplente,0,0,0,0
Javi Muñoz,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,2,3,6,0
José Campaña,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Juan Herzog,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,2,0,1,0
Julián Araujo,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,1,0,5,0
Kirian Rodríguez,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,6,2,8,0
Marc Cardona,Las Palmas,ESP-La Liga,2324,Delantero / Suplente,4,1,4,0
Marvin Park,Las Palmas,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,0,2,5,0
Mika Mármol,Las Palmas,ESP-La Liga,2324,Defensa,0,1,4,1
Munir,Las Palmas,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,3,2,2,0
Máximo Perrone,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,0,0,6,0
Omenuke Mfulu,Las Palmas,ESP-La Liga,2324,Centrocampista / Suplente,0,0,0,0
Pejiño,Las Palmas,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,2,0,0,0
Sandro Ramírez,Las Palmas,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,1,3,2,0
Saúl Coco,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,1,0,6,1
Sergi Cardona,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,1,2,9,0
Sory Kaba,Las Palmas,ESP-La Liga,2324,Delantero / Suplente,1,1,2,0
Álex Suárez,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,2,0,7,0
Álvaro Lemos,Las Palmas,ESP-La Liga,2324,Defensa / Suplente,0,0,1,0
Álvaro Vallés,Las Palmas,ESP-La Liga,2324,Portero,0,0,2,1
Abdón Prats,Mallorca,ESP-La Liga,2324,Delantero / Suplente,6,1,4,0
Amath Diedhiou,Mallorca,ESP-La Liga,2324,Delantero / Centrocampista / Suplente,0,0,2,0
Antonio Sánchez,Mallorca,ESP-La Liga,2324,Defensa / Delantero / Centrocampista / Suplente,3,1,3,0
Copete,Mallorca,ESP-La Liga,2324,Defensa / Suplente,1,1,7,0
Cyle Larin,Mallorca,ESP-La Liga,2324,Delantero / Suplente,3,2,8,0
