Jugador,Equipo,Liga,Temporada,Posicion,Goles,Asistencias,Tarjetas_Amarillas,Tarjetas_Rojas
Arkadiusz Milik,Marseille,FRA-Ligue 1,2021,Delantero / Suplente,9,1,2,0
Boubacar Kamara,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista,0,2,6,0
Bouna Sarr,Marseille,FRA-Ligue 1,2021,Suplente,0,0,0,0
Cheick Souaré,Marseille,FRA-Ligue 1,2021,Suplente,0,0,0,0
Christopher Rocchia,Marseille,FRA-Ligue 1,2021,Suplente,0,0,0,0
Darío Benedetto,Marseille,FRA-Ligue 1,2021,Delantero / Suplente,5,3,1,2
Dimitri Payet,Marseille,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,7,10,4,2
Duje Caleta-Car,Marseille,FRA-Ligue 1,2021,Defensa / Suplente,2,1,8,1
Florian Thauvin,Marseille,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,8,8,5,0
Hiroki Sakai,Marseille,FRA-Ligue 1,2021,Defensa / Suplente,0,1,6,1
Jordan Amavi,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,0,3,1
Kevin Strootman,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,2,0
Leonardo Balerdi,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,2,0,6,1
Lucas Perrin,Marseille,FRA-Ligue 1,2021,Defensa / Suplente,1,0,1,0
Luis Henrique,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,5,0,0
Marley Aké,Marseille,FRA-Ligue 1,2021,Suplente,0,0,0,0
Maxime Lopez,Marseille,FRA-Ligue 1,2021,Delantero / Suplente,0,0,1,0
Michaël Cuisance,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,2,1,3,0
Morgan Sanson,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,2,3,2,0
Nemanja Radonjic,Marseille,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,2,1,1,0
Olivier Ntcham,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Pape Alassane Gueye,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,2,0,9,1
Pol Lirola,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,2,2,3,0
Saif-Eddine Khaoui,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,2,1,4,0
Steve Mandanda,Marseille,FRA-Ligue 1,2021,Portero,0,0,1,0
Valentin Rongier,Marseille,FRA-Ligue 1,2021,Centrocampista / Suplente,1,2,8,0
Valère Germain,Marseille,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,0,1,0
Yohann Pelé,Marseille,FRA-Ligue 1,2021,Portero,0,0,0,0
Yuto Nagatomo,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,1,2,0
Álvaro González,Marseille,FRA-Ligue 1,2021,Defensa / Centrocampista,2,3,14,0
Aaron Leya Iseka,Metz,FRA-Ligue 1,2021,Delantero / Suplente,4,0,4,0
Alexandre Oukidja,Metz,FRA-Ligue 1,2021,Portero,0,0,2,1
Boubacar Traore,Metz,FRA-Ligue 1,2021,Suplente,1,0,0,0
Cheick Tidiane Sabaly,Metz,FRA-Ligue 1,2021,Suplente,0,0,0,0
Digbo Maiga,Metz,FRA-Ligue 1,2021,Defensa / Centrocampista,1,3,9,0
Dylan Bronn,Metz,FRA-Ligue 1,2021,Defensa,2,0,4,0
Fabien Centonze,Metz,FRA-Ligue 1,2021,Defensa / Centrocampista,1,0,9,0
Farid Boulaya,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,6,8,5,0
Habib Diallo,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,9,3,2,0
Ibrahima Niane,Metz,FRA-Ligue 1,2021,Delantero / Suplente,6,0,0,0
John Boye,Metz,FRA-Ligue 1,2021,Defensa,1,2,4,2
Kevin N'Doram,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Kiki Kouyate,Metz,FRA-Ligue 1,2021,Defensa / Suplente,1,0,10,0
Lamine Gueye,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,2,1,0
Mamadou Fofana,Metz,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,0,2,0
Marc-Aurele Caillard,Metz,FRA-Ligue 1,2021,Portero / Suplente,0,0,1,0
Matthieu Udol,Metz,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,3,1,1
Opa Nguette,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,1,0,0
Papa Ndiaga Yade,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,4,4,0
Pape Sarr,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,3,0,5,0
Thierry Ambrose,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,1,4,0
Thomas Delaine,Metz,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,3,2,4,0
Victorien Angban,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,0,1,5,0
Vincent Pajot,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,3,0
Vágner,Metz,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,4,1,3,0
Warren Tchimbembé,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Youssef Maziz,Metz,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,1,0
Aleksandr Golovin,Monaco,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,5,9,2,0
Aurelien Tchouameni,Monaco,FRA-Ligue 1,2021,Centrocampista,2,4,7,1
Axel Disasi,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,3,0,3,2
Benjamin Lecomte,Monaco,FRA-Ligue 1,2021,Portero,0,0,1,0
Benoit Badiashile Mukinayi,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,2,1,5,0
Caio Henrique,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,0,4,0,0
Cesc Fàbregas,Monaco,FRA-Ligue 1,2021,Centrocampista / Suplente,2,3,2,0
Chrislain Matsima,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,0,0,2,0
Djibril Sidibe,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,0,2,3,0
Eliot Matazo,Monaco,FRA-Ligue 1,2021,Centrocampista / Suplente,1,1,0,1
Enzo Millot,Monaco,FRA-Ligue 1,2021,Suplente,0,0,0,0
Florentino Luís,Monaco,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,1,0
Fode Toure,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,0,3,2,0
Gelson Martins,Monaco,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,3,2,3,0
Giulian Biancone,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,0,0,1,0
Guillermo Maripán,Monaco,FRA-Ligue 1,2021,Defensa / Suplente,5,1,7,0
Henry Onyekuru,Monaco,FRA-Ligue 1,2021,Delantero / Suplente,0,1,0,0
Jean Eudes Aholou,Monaco,FRA-Ligue 1,2021,Centrocampista / Suplente,2,2,9,0
Kevin Volland,Monaco,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,16,7,4,0
Krépin Diatta,Monaco,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,0,3,0
Pietro Pellegri,Monaco,FRA-Ligue 1,2021,Suplente,1,0,2,1
Radoslaw Majecki,Monaco,FRA-Ligue 1,2021,Portero,0,0,0,0
Ruben Aguilar,Monaco,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,3,6,0
Sofiane Diop,Monaco,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,7,1,4,0
Stevan Jovetic,Monaco,FRA-Ligue 1,2021,Delantero / Suplente,6,0,1,0
Strahinja Pavlovic,Monaco,FRA-Ligue 1,2021,Suplente,0,0,0,0
Vito Mannone,Monaco,FRA-Ligue 1,2021,Portero,0,0,0,0
Willem Geubbels,Monaco,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,1,0,3,1
Wissam Ben Yedder,Monaco,FRA-Ligue 1,2021,Delantero / Suplente,20,7,3,0
Youssouf Fofana,Monaco,FRA-Ligue 1,2021,Centrocampista,0,3,8,1
Ambroise Oyongo,Montpellier,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,1,1,0
Andy Delort,Montpellier,FRA-Ligue 1,2021,Delantero,15,9,4,0
Arnaud Souquet,Montpellier,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,1,5,0
Clement Vidal,Montpellier,FRA-Ligue 1,2021,Defensa / Suplente,0,0,0,0
Damien Le Tallec,Montpellier,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,0,3,1
Daniel Congré,Montpellier,FRA-Ligue 1,2021,Defensa,2,0,4,0
Dimitry Bertaud,Montpellier,FRA-Ligue 1,2021,Portero / Suplente,0,0,0,0
Florent Mollet,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,5,5,2
Gaetan Laborde,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista,16,8,3,0
Hilton,Montpellier,FRA-Ligue 1,2021,Defensa / Suplente,0,1,4,2
Jonas Omlin,Montpellier,FRA-Ligue 1,2021,Portero,0,0,0,1
Jordan Ferri,Montpellier,FRA-Ligue 1,2021,Centrocampista / Suplente,0,3,6,0
Joris Chotard,Montpellier,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,3,0
Junior Sambia,Montpellier,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,6,2,0
Keagan Dolly,Montpellier,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,2,0
Mihailo Ristic,Montpellier,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,2,4,0
Nicolas Cozza,Montpellier,FRA-Ligue 1,2021,Defensa / Suplente,0,0,2,0
Pedro Mendes,Montpellier,FRA-Ligue 1,2021,Defensa / Suplente,2,0,5,0
Petar Skuletic,Montpellier,FRA-Ligue 1,2021,Delantero / Suplente,2,0,0,0
Sacha Delaye,Montpellier,FRA-Ligue 1,2021,Suplente,0,0,0,0
Samy Benchama,Montpellier,FRA-Ligue 1,2021,Suplente,0,0,1,0
Sepe Elye Wahi,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,1,1,0
Stephy Mavididi,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,9,0,3,0
Téji Savanier,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,5,5,6,1
Yun Il-Lok,Montpellier,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,0,1,0
Abdoul Kader Bamba,Nantes,FRA-Ligue 1,2021,Centrocampista / Suplente,3,1,2,0
Abdoulaye Sylla,Nantes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Abdoulaye Touré,Nantes,FRA-Ligue 1,2021,Centrocampista / Suplente,2,2,2,0
Alban Lafont,Nantes,FRA-Ligue 1,2021,Portero,0,0,2,0
Andrei Girotto,Nantes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,1,3,1
Batista Mendy,Nantes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Bridge Ndilu,Nantes,FRA-Ligue 1,2021,Suplente,0,0,1,0
Charles Traore,Nantes,FRA-Ligue 1,2021,Defensa / Suplente,1,0,6,0
Dennis Appiah,Nantes,FRA-Ligue 1,2021,Defensa / Suplente,0,2,3,0
Fabio,Nantes,FRA-Ligue 1,2021,Defensa / Suplente,0,1,3,1
Imran Louza,Nantes,FRA-Ligue 1,2021,Centrocampista / Suplente,7,2,4,1
Jean-Charles Castelletto,Nantes,FRA-Ligue 1,2021,Defensa / Suplente,1,0,4,0
Jean-Kevin Augustin,Nantes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Kalifa Coulibaly,Nantes,FRA-Ligue 1,2021,Delantero / Suplente,3,1,2,0
Ludovic Blas,Nantes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,10,4,5,0
Marcus Coco,Nantes,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,0,2,5,0
Mehdi Abeid,Nantes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,0,5,0
Moses Simon,Nantes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,6,5,2,0
Nicolas Pallois,Nantes,FRA-Ligue 1,2021,Defensa / Suplente,2,0,6,1
Pedro Chirivella,Nantes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,2,4,0
Randal Kolo Muani,Nantes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,9,4,3,0
Renaud Emond,Nantes,FRA-Ligue 1,2021,Delantero / Suplente,2,0,1,0
Roli Pereira De Sa,Nantes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Samuel Moutoussamy,Nantes,FRA-Ligue 1,2021,Delantero,0,0,0,0
Sébastien Corchia,Nantes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,1,3,0
Alexis Claude Maurice,Nice,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,4,5,2,0
Alexis Trouillet,Nice,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Amine Gouiri,Nice,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,12,7,5,0
Andy Pelmard,Nice,FRA-Ligue 1,2021,Defensa / Suplente,0,0,1,0
Dan Ndoye,Nice,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,1,1,0,0
Danilo,Nice,FRA-Ligue 1,2021,Defensa / Suplente,0,0,2,0
Dante,Nice,FRA-Ligue 1,2021,Defensa,2,1,2,0
Eddy Sylvestre,Nice,FRA-Ligue 1,2021,Delantero / Suplente,0,0,1,0
Evann Guessand,Nice,FRA-Ligue 1,2021,Suplente,0,0,0,0
Flavius Daniliuc,Nice,FRA-Ligue 1,2021,Defensa / Suplente,1,0,0,0
Hassane Kamara,Nice,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,2,1,3,0
Hicham Mahou,Nice,FRA-Ligue 1,2021,Suplente,0,0,1,0
Hichem Boudaoui,Nice,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,3,2,9,0
Jean-Clair Todibo,Nice,FRA-Ligue 1,2021,Defensa,1,0,5,0
Jordan Lotomba,Nice,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,0,5,1
Kasper Dolberg,Nice,FRA-Ligue 1,2021,Delantero / Suplente,6,2,2,0
Kephren Thuram,Nice,FRA-Ligue 1,2021,Centrocampista / Suplente,2,0,3,0
Malik Sellouki,Nice,FRA-Ligue 1,2021,Suplente,1,0,1,0
Morgan Schneiderlin,Nice,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,0,7,1
Myziane Maolida,Nice,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,1,2,0
Patrick Burner,Nice,FRA-Ligue 1,2021,Defensa / Suplente,0,0,0,0
Pierre Lees-Melou,Nice,FRA-Ligue 1,2021,Centrocampista / Suplente,4,2,3,1
Racine Coly,Nice,FRA-Ligue 1,2021,Suplente,0,0,0,0
Robson Bambu,Nice,FRA-Ligue 1,2021,Defensa / Suplente,0,0,3,1
Rony Lopes,Nice,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,1,1,0
Salim Ben Seghir,Nice,FRA-Ligue 1,2021,Suplente,0,0,0,0
Stanley N'Soki,Nice,FRA-Ligue 1,2021,Defensa / Suplente,0,0,4,0
Walter Benítez,Nice,FRA-Ligue 1,2021,Portero,0,0,3,0
William Saliba,Nice,FRA-Ligue 1,2021,Defensa,1,0,2,0
Youcef Atal,Nice,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,0,1,0
Adilson Malanda,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Adrián Cubas,Nimes,FRA-Ligue 1,2021,Centrocampista,1,0,4,1
Anthony Briancon,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,0,4,0
Antoine Valerio,Nimes,FRA-Ligue 1,2021,Centrocampista,0,0,0,0
Baptiste Reynet,Nimes,FRA-Ligue 1,2021,Portero,0,0,3,0
Birger Meling,Nimes,FRA-Ligue 1,2021,Defensa,2,3,4,0
Clement Depres,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Florian Miguel,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,0,2,2
Gaetan Paquiez,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,0,1,0
Haris Duljevic,Nimes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,2,1,0
Karim Aribi,Nimes,FRA-Ligue 1,2021,Delantero / Suplente,0,0,0,0
Kelyan Guessoum,Nimes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,0,0,2,0
Kévin Denkey,Nimes,FRA-Ligue 1,2021,Delantero / Suplente,1,1,3,0
Lamine Fomba,Nimes,FRA-Ligue 1,2021,Centrocampista / Suplente,1,1,8,0
Loïck Landre,Nimes,FRA-Ligue 1,2021,Defensa,1,0,2,1
Lucas Buades,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Lucas Deaux,Nimes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,2,4,1
Mahamadou Doucouré,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Marco Ludivin Majouga,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Matteo Ahlinvi,Nimes,FRA-Ligue 1,2021,Centrocampista / Suplente,2,0,0,0
Moussa Koné,Nimes,FRA-Ligue 1,2021,Delantero / Suplente,9,0,2,0
Naomichi Ueda,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,0,0,0
Nassim Chadli,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Niclas Eliasson,Nimes,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,4,3,1,0
Nolan Roux,Nimes,FRA-Ligue 1,2021,Delantero / Suplente,0,0,2,0
Pablo Martinez,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,1,1,0
Renaud Ripart,Nimes,FRA-Ligue 1,2021,Defensa / Delantero / Centrocampista / Suplente,11,0,3,0
Sami Benamar,Nimes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Sidy Sarr,Nimes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,1,0
Sofiane Alakouch,Nimes,FRA-Ligue 1,2021,Defensa / Suplente,0,2,4,0
Yassin Benrahou,Nimes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,0,2,0
Zinedine Ferhat,Nimes,FRA-Ligue 1,2021,Delantero / Centrocampista,6,10,2,0
Abdou Diallo,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,0,1,1,2
Alessandro Florenzi,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Delantero / Suplente,2,1,1,0
Ander Herrera,Paris Saint Germain,FRA-Ligue 1,2021,Centrocampista / Suplente,1,3,6,0
Colin Dagba,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,1,2,3,0
Danilo Pereira,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,2,1,3,0
Edouard Michut,Paris Saint Germain,FRA-Ligue 1,2021,Suplente,0,0,0,0
Idrissa Gueye,Paris Saint Germain,FRA-Ligue 1,2021,Centrocampista / Suplente,2,1,3,0
Jesé,Paris Saint Germain,FRA-Ligue 1,2021,Suplente,0,0,0,0
Juan Bernat,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,0,0,2,0
Julian Draxler,Paris Saint Germain,FRA-Ligue 1,2021,Centrocampista / Suplente,4,3,3,0
Kays Ruiz-Atil,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Suplente,0,0,1,0
Kenny Nagera,Paris Saint Germain,FRA-Ligue 1,2021,Suplente,0,0,0,0
Keylor Navas,Paris Saint Germain,FRA-Ligue 1,2021,Portero,0,0,0,0
Kylian Mbappe-Lottin,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,27,7,5,0
Layvin Kurzawa,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,1,1,4,1
Leandro Paredes,Paris Saint Germain,FRA-Ligue 1,2021,Centrocampista / Suplente,1,2,5,1
Marcin Bulka,Paris Saint Germain,FRA-Ligue 1,2021,Portero,0,0,0,0
Marco Verratti,Paris Saint Germain,FRA-Ligue 1,2021,Centrocampista / Suplente,0,2,7,0
Marquinhos,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,3,1,2,0
Mauro Icardi,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Suplente,7,3,1,0
Mitchel Bakker,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,0,2,1,0
Moise Kean,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,13,0,4,0
Neymar,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,9,5,5,2
Pablo Sarabia,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,6,4,2,0
Presnel Kimpembe,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,0,0,6,1
Rafinha,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,4,2,0
Sergio Rico,Paris Saint Germain,FRA-Ligue 1,2021,Portero / Suplente,0,0,0,0
Thilo Kehrer,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,0,0,3,0
Timothee Pembele,Paris Saint Germain,FRA-Ligue 1,2021,Defensa / Suplente,1,0,1,0
Xavi Simons,Paris Saint Germain,FRA-Ligue 1,2021,Suplente,0,0,0,0
Ángel Di María,Paris Saint Germain,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,5,9,1,0
Alexis Flips,Reims,FRA-Ligue 1,2021,Suplente,1,0,0,0
Anastasios Donis,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,1
Arbër Zeneli,Reims,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,3,3,1,0
Boulaye Dia,Reims,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,14,1,2,0
Dario Maresic,Reims,FRA-Ligue 1,2021,Defensa / Suplente,0,0,0,0
Dereck Kutesa,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,1,2,2,0
Dion Lopy,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
El Bilal Touré,Reims,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,4,1,4,0
Fodé Doucouré,Reims,FRA-Ligue 1,2021,Defensa / Suplente,0,0,0,0
Fraser Hornby,Reims,FRA-Ligue 1,2021,Suplente,0,0,1,0
Ghislain Konan,Reims,FRA-Ligue 1,2021,Defensa / Suplente,2,1,5,0
Hugo Ekitike,Reims,FRA-Ligue 1,2021,Suplente,0,0,1,0
Kaj Sierhuis,Reims,FRA-Ligue 1,2021,Delantero / Suplente,0,1,2,0
Marshall Munetsi,Reims,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,0,7,1
Mathieu Cafaro,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,4,2,3,0
Moise Sakava,Reims,FRA-Ligue 1,2021,Suplente,0,0,0,0
Moreto Cassamã,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,1,1,8,3
Mouhamadou Drammeh,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,1,0
Moussa Doumbia,Reims,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,1,1,0
Nathanael Mbuku,Reims,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,4,1,3,0
Predrag Rajkovic,Reims,FRA-Ligue 1,2021,Portero,0,0,2,0
Thibault De Smet,Reims,FRA-Ligue 1,2021,Defensa / Suplente,0,0,3,0
Thomas Foket,Reims,FRA-Ligue 1,2021,Defensa,0,3,4,0
Tristan Dingome,Reims,FRA-Ligue 1,2021,Suplente,0,0,0,0
Valon Berisha,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,0,3,2,0
Wout Faes,Reims,FRA-Ligue 1,2021,Defensa,1,0,11,2
Xavier Chavalerin,Reims,FRA-Ligue 1,2021,Centrocampista / Suplente,0,3,8,0
Yehvann Diouf,Reims,FRA-Ligue 1,2021,Portero / Suplente,0,0,0,0
Yunis Abdelhamid,Reims,FRA-Ligue 1,2021,Defensa,3,0,4,1
Adrien Hunou,Rennes,FRA-Ligue 1,2021,Delantero / Suplente,4,0,1,0
Adrien Truffert,Rennes,FRA-Ligue 1,2021,Defensa / Centrocampista / Suplente,1,3,3,0
Andy Diouf,Rennes,FRA-Ligue 1,2021,Suplente,0,0,1,0
Benjamin Bourigeaud,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,6,5,8,0
Brandon Soppy,Rennes,FRA-Ligue 1,2021,Defensa / Suplente,0,0,1,0
Chimuanya Ugochukwu,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,1,0
Clément Grenier,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,4,3,3,0
Dalbert,Rennes,FRA-Ligue 1,2021,Defensa / Suplente,0,1,3,0
Damien Da Silva,Rennes,FRA-Ligue 1,2021,Defensa,4,0,7,1
Daniele Rugani,Rennes,FRA-Ligue 1,2021,Defensa,0,0,1,0
Edouard Mendy,Rennes,FRA-Ligue 1,2021,Portero,0,0,0,0
Eduardo Camavinga,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,1,2,6,0
Faitout Maouassa,Rennes,FRA-Ligue 1,2021,Defensa / Suplente,0,1,4,0
Flavien Tait,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,1,3,6,0
Georginio Rutter,Rennes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Gerzino Nyamsi,Rennes,FRA-Ligue 1,2021,Defensa / Suplente,1,0,2,0
Hamari Traore,Rennes,FRA-Ligue 1,2021,Defensa / Suplente,1,1,4,0
James Edward Lea Siliki,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Jonas Martin,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,3,0
Jéremy Doku,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,2,3,1,1
M'Baye Niang,Rennes,FRA-Ligue 1,2021,Delantero / Suplente,1,0,0,0
Martin Terrier,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,9,7,2,1
Matthis Abline,Rennes,FRA-Ligue 1,2021,Suplente,0,0,0,0
Naif Aguerd,Rennes,FRA-Ligue 1,2021,Defensa,3,1,6,0
Raphinha,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,1,2,0,0
Romain Del Castillo,Rennes,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,0,5,2,0
Romain Salin,Rennes,FRA-Ligue 1,2021,Portero,0,0,1,0
Serhou Guirassy,Rennes,FRA-Ligue 1,2021,Delantero / Suplente,10,1,3,0
Steven N'Zonzi,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,1,1,8,1
Yann Gboho,Rennes,FRA-Ligue 1,2021,Centrocampista / Suplente,0,0,0,0
Abdoulaye Sidibé,Saint-Etienne,FRA-Ligue 1,2021,Suplente,0,0,1,0
Adil Aouchiche,Saint-Etienne,FRA-Ligue 1,2021,Delantero / Centrocampista / Suplente,2,5,2,0
