date,time,home_team,score,away_team,attendance,venue,referee,match_report
2023-01-21,15:30,Stuttgart,1–1,Mainz 05,45903,Mercedes-Benz Arena,Felix Brych,https://fbref.com/en/matches/908285ca/Stuttgart-Mainz-05-January-21-2023-Bundesliga
2023-01-21,15:30,Union Berlin,3–1,Hoffenheim,21747,Stadion An der Alten Försterei,Robert Hartmann,https://fbref.com/en/matches/56a7d0d0/Union-Berlin-Hoffenheim-January-21-2023-Bundesliga
2023-01-21,15:30,Wolfsburg,6–0,Freiburg,25849,Volkswagen Arena,Felix Zwayer,https://fbref.com/en/matches/cb069426/Wolfsburg-Freiburg-January-21-2023-Bundesliga
2023-01-22,15:30,Dortmund,4–3,Augsburg,81365,Signal Iduna Park,Frank Willenborg,https://fbref.com/en/matches/33175b1b/Dortmund-Augsburg-January-22-2023-Bundesliga
2023-01-22,17:30,Gladbach,2–3,Leverkusen,53336,Stadion im Borussia-Park,Harm Osmers,https://fbref.com/en/matches/deef21aa/Monchengladbach-Leverkusen-January-22-2023-Bundesliga
2023-01-24,20:30,Bayern Munich,1–1,Köln,75000,Allianz Arena,Tobias Stieler,https://fbref.com/en/matches/d292482b/Bayern-Munich-Koln-January-24-2023-Bundesliga
2023-01-24,20:30,Hertha BSC,0–5,Wolfsburg,29483,Olympiastadion Berlin,Tobias Reichel,https://fbref.com/en/matches/88c0675f/Hertha-BSC-Wolfsburg-January-24-2023-Bundesliga
2023-01-24,20:30,Hoffenheim,2–2,Stuttgart,23159,PreZero Arena,Florian Badstübner,https://fbref.com/en/matches/854a3876/Hoffenheim-Stuttgart-January-24-2023-Bundesliga
2023-01-24,18:30,Schalke 04,1–6,RB Leipzig,56841,Veltins-Arena,Benjamin Cortus,https://fbref.com/en/matches/90f60fcc/Schalke-04-RB-Leipzig-January-24-2023-Bundesliga
2023-01-25,20:30,Augsburg,1–0,Gladbach,23158,WWK Arena,Daniel Schlager,https://fbref.com/en/matches/97983925/Augsburg-Monchengladbach-January-25-2023-Bundesliga
2023-01-25,20:30,Freiburg,1–1,Eintracht Frankfurt,34700,Europa-Park Stadion,Deniz Aytekin,https://fbref.com/en/matches/72d60e73/Freiburg-Eintracht-Frankfurt-January-25-2023-Bundesliga
2023-01-25,20:30,Leverkusen,2–0,Bochum,25820,BayArena,Timo Gerach,https://fbref.com/en/matches/f2bf462a/Leverkusen-Bochum-January-25-2023-Bundesliga
2023-01-25,18:30,Mainz 05,1–2,Dortmund,31500,Mewa Arena,Sascha Stegemann,https://fbref.com/en/matches/b8d0e1ee/Mainz-05-Dortmund-January-25-2023-Bundesliga
2023-01-25,20:30,Werder Bremen,1–2,Union Berlin,41500,Wohninvest Weserstadion,Bastian Dankert,https://fbref.com/en/matches/15b8706e/Werder-Bremen-Union-Berlin-January-25-2023-Bundesliga
2023-01-27,20:30,RB Leipzig,2–1,Stuttgart,46158,Red Bull Arena,Felix Zwayer,https://fbref.com/en/matches/86ac01eb/RB-Leipzig-Stuttgart-January-27-2023-Bundesliga
2023-01-28,18:30,Bayern Munich,1–1,Eintracht Frankfurt,75000,Allianz Arena,Sven Jablonski,https://fbref.com/en/matches/833c4e45/Bayern-Munich-Eintracht-Frankfurt-January-28-2023-Bundesliga
2023-01-28,15:30,Freiburg,3–1,Augsburg,33500,Europa-Park Stadion,Christian Dingert,https://fbref.com/en/matches/3cb24e8c/Freiburg-Augsburg-January-28-2023-Bundesliga
2023-01-28,15:30,Hertha BSC,0–2,Union Berlin,74667,Olympiastadion Berlin,Felix Brych,https://fbref.com/en/matches/cdc0aa10/Hertha-BSC-Union-Berlin-January-28-2023-Bundesliga
2023-01-28,15:30,Hoffenheim,1–4,Gladbach,24119,PreZero Arena,Benjamin Brand,https://fbref.com/en/matches/2d387bd4/Hoffenheim-Monchengladbach-January-28-2023-Bundesliga
2023-01-28,15:30,Mainz 05,5–2,Bochum,23300,Mewa Arena,Patrick Ittrich,https://fbref.com/en/matches/59dc2823/Mainz-05-Bochum-January-28-2023-Bundesliga
2023-01-28,15:30,Werder Bremen,2–1,Wolfsburg,41000,Wohninvest Weserstadion,Daniel Siebert,https://fbref.com/en/matches/9369ff0a/Werder-Bremen-Wolfsburg-January-28-2023-Bundesliga
2023-01-29,17:30,Leverkusen,0–2,Dortmund,30210,BayArena,Tobias Welz,https://fbref.com/en/matches/397a485b/Leverkusen-Dortmund-January-29-2023-Bundesliga
2023-01-29,15:30,Schalke 04,0–0,Köln,61571,Veltins-Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/f45358e4/Schalke-04-Koln-January-29-2023-Bundesliga
2023-02-03,20:30,Augsburg,1–0,Leverkusen,27318,WWK Arena,Marco Fritz,https://fbref.com/en/matches/4782defe/Augsburg-Leverkusen-February-3-2023-Bundesliga
2023-02-04,15:30,Bochum,5–2,Hoffenheim,23700,Vonovia Ruhrstadion,Bastian Dankert,https://fbref.com/en/matches/66ad90ae/Bochum-Hoffenheim-February-4-2023-Bundesliga
2023-02-04,15:30,Dortmund,5–1,Freiburg,81365,Signal Iduna Park,Robert Schröder,https://fbref.com/en/matches/85e9a74e/Dortmund-Freiburg-February-4-2023-Bundesliga
2023-02-04,15:30,Eintracht Frankfurt,3–0,Hertha BSC,49500,Deutsche Bank Park,Robert Hartmann,https://fbref.com/en/matches/4e460d5f/Eintracht-Frankfurt-Hertha-BSC-February-4-2023-Bundesliga
2023-02-04,18:30,Gladbach,0–0,Schalke 04,54042,Stadion im Borussia-Park,Deniz Aytekin,https://fbref.com/en/matches/bd090272/Monchengladbach-Schalke-04-February-4-2023-Bundesliga
2023-02-04,15:30,Köln,0–0,RB Leipzig,49200,RheinEnergieSTADION,Martin Petersen,https://fbref.com/en/matches/7e5eb5e7/Koln-RB-Leipzig-February-4-2023-Bundesliga
2023-02-04,15:30,Union Berlin,2–1,Mainz 05,22012,Stadion An der Alten Försterei,Florian Badstübner,https://fbref.com/en/matches/b4d8e07a/Union-Berlin-Mainz-05-February-4-2023-Bundesliga
2023-02-05,15:30,Stuttgart,0–2,Werder Bremen,47700,Mercedes-Benz Arena,Frank Willenborg,https://fbref.com/en/matches/8668a4af/Stuttgart-Werder-Bremen-February-5-2023-Bundesliga
2023-02-05,17:30,Wolfsburg,2–4,Bayern Munich,30000,Volkswagen Arena,Harm Osmers,https://fbref.com/en/matches/29fe863b/Wolfsburg-Bayern-Munich-February-5-2023-Bundesliga
2023-02-10,20:30,Schalke 04,0–0,Wolfsburg,60836,Veltins-Arena,Benjamin Brand,https://fbref.com/en/matches/ee7ae28f/Schalke-04-Wolfsburg-February-10-2023-Bundesliga
2023-02-11,15:30,Bayern Munich,3–0,Bochum,75000,Allianz Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/5965a1a5/Bayern-Munich-Bochum-February-11-2023-Bundesliga
2023-02-11,15:30,Freiburg,2–1,Stuttgart,34700,Europa-Park Stadion,Sascha Stegemann,https://fbref.com/en/matches/c1164128/Freiburg-Stuttgart-February-11-2023-Bundesliga
2023-02-11,15:30,Hoffenheim,1–3,Leverkusen,20619,PreZero Arena,Tobias Stieler,https://fbref.com/en/matches/f1174eaa/Hoffenheim-Leverkusen-February-11-2023-Bundesliga
2023-02-11,15:30,Mainz 05,3–1,Augsburg,22200,Mewa Arena,Sven Jablonski,https://fbref.com/en/matches/b4611264/Mainz-05-Augsburg-February-11-2023-Bundesliga
2023-02-11,18:30,RB Leipzig,1–2,Union Berlin,47069,Red Bull Arena,Daniel Schlager,https://fbref.com/en/matches/675c7caa/RB-Leipzig-Union-Berlin-February-11-2023-Bundesliga
2023-02-11,15:30,Werder Bremen,0–2,Dortmund,42100,Wohninvest Weserstadion,Felix Brych,https://fbref.com/en/matches/f4770889/Werder-Bremen-Dortmund-February-11-2023-Bundesliga
2023-02-12,15:30,Hertha BSC,4–1,Gladbach,40973,Olympiastadion Berlin,Christian Dingert,https://fbref.com/en/matches/52794a29/Hertha-BSC-Monchengladbach-February-12-2023-Bundesliga
2023-02-12,17:30,Köln,3–0,Eintracht Frankfurt,50000,RheinEnergieSTADION,Daniel Siebert,https://fbref.com/en/matches/607bccee/Koln-Eintracht-Frankfurt-February-12-2023-Bundesliga
2023-02-17,20:30,Augsburg,1–0,Hoffenheim,25872,WWK Arena,Patrick Ittrich,https://fbref.com/en/matches/1ad1a820/Augsburg-Hoffenheim-February-17-2023-Bundesliga
2023-02-18,15:30,Bochum,0–2,Freiburg,25100,Vonovia Ruhrstadion,Felix Zwayer,https://fbref.com/en/matches/b7b9e3af/Bochum-Freiburg-February-18-2023-Bundesliga
2023-02-18,18:30,Eintracht Frankfurt,2–0,Werder Bremen,50000,Deutsche Bank Park,Bastian Dankert,https://fbref.com/en/matches/2f761f57/Eintracht-Frankfurt-Werder-Bremen-February-18-2023-Bundesliga
2023-02-18,15:30,Gladbach,3–2,Bayern Munich,54042,Stadion im Borussia-Park,Tobias Welz,https://fbref.com/en/matches/a92f59f3/Monchengladbach-Bayern-Munich-February-18-2023-Bundesliga
2023-02-18,15:30,Stuttgart,3–0,Köln,46850,Mercedes-Benz Arena,Benjamin Cortus,https://fbref.com/en/matches/e83011a1/Stuttgart-Koln-February-18-2023-Bundesliga
2023-02-18,15:30,Wolfsburg,0–3,RB Leipzig,24831,Volkswagen Arena,Deniz Aytekin,https://fbref.com/en/matches/2a6ca0af/Wolfsburg-RB-Leipzig-February-18-2023-Bundesliga
2023-02-19,17:30,Dortmund,4–1,Hertha BSC,81365,Signal Iduna Park,Harm Osmers,https://fbref.com/en/matches/f19df84d/Dortmund-Hertha-BSC-February-19-2023-Bundesliga
2023-02-19,19:30,Leverkusen,2–3,Mainz 05,27002,BayArena,Robert Schröder,https://fbref.com/en/matches/5c6f34d5/Leverkusen-Mainz-05-February-19-2023-Bundesliga
2023-02-19,15:30,Union Berlin,0–0,Schalke 04,22012,Stadion An der Alten Försterei,Tobias Reichel,https://fbref.com/en/matches/a9e38b5e/Union-Berlin-Schalke-04-February-19-2023-Bundesliga
2023-02-24,20:30,Mainz 05,4–0,Gladbach,32500,Mewa Arena,Robert Hartmann,https://fbref.com/en/matches/810ae873/Mainz-05-Monchengladbach-February-24-2023-Bundesliga
2023-02-25,15:30,Hertha BSC,2–0,Augsburg,40522,Olympiastadion Berlin,Matthias Jöllenbeck,https://fbref.com/en/matches/036557e3/Hertha-BSC-Augsburg-February-25-2023-Bundesliga
2023-02-25,15:30,Hoffenheim,0–1,Dortmund,30150,PreZero Arena,Martin Petersen,https://fbref.com/en/matches/3783fb1a/Hoffenheim-Dortmund-February-25-2023-Bundesliga
2023-02-25,15:30,Köln,0–2,Wolfsburg,49300,RheinEnergieSTADION,Frank Willenborg,https://fbref.com/en/matches/b67e1a2b/Koln-Wolfsburg-February-25-2023-Bundesliga
2023-02-25,15:30,RB Leipzig,2–1,Eintracht Frankfurt,47069,Red Bull Arena,Felix Brych,https://fbref.com/en/matches/ba661568/RB-Leipzig-Eintracht-Frankfurt-February-25-2023-Bundesliga
2023-02-25,18:30,Schalke 04,2–1,Stuttgart,62271,Veltins-Arena,Deniz Aytekin,https://fbref.com/en/matches/66587081/Schalke-04-Stuttgart-February-25-2023-Bundesliga
2023-02-25,15:30,Werder Bremen,3–0,Bochum,42100,Wohninvest Weserstadion,Florian Badstübner,https://fbref.com/en/matches/81cc7bca/Werder-Bremen-Bochum-February-25-2023-Bundesliga
2023-02-26,17:30,Bayern Munich,3–0,Union Berlin,75000,Allianz Arena,Marco Fritz,https://fbref.com/en/matches/a7295b73/Bayern-Munich-Union-Berlin-February-26-2023-Bundesliga
2023-02-26,15:30,Freiburg,1–1,Leverkusen,34000,Europa-Park Stadion,Daniel Siebert,https://fbref.com/en/matches/80d78571/Freiburg-Leverkusen-February-26-2023-Bundesliga
2023-03-03,20:30,Dortmund,2–1,RB Leipzig,81365,Signal Iduna Park,Sven Jablonski,https://fbref.com/en/matches/ffdf70a3/Dortmund-RB-Leipzig-March-3-2023-Bundesliga
2023-03-04,15:30,Augsburg,2–1,Werder Bremen,30660,WWK Arena,Felix Zwayer,https://fbref.com/en/matches/c1c98fdb/Augsburg-Werder-Bremen-March-4-2023-Bundesliga
2023-03-04,15:30,Bochum,0–2,Schalke 04,26000,Vonovia Ruhrstadion,Felix Brych,https://fbref.com/en/matches/43262c26/Bochum-Schalke-04-March-4-2023-Bundesliga
2023-03-04,15:30,Gladbach,0–0,Freiburg,52000,Stadion im Borussia-Park,Benjamin Brand,https://fbref.com/en/matches/4f3e16bd/Monchengladbach-Freiburg-March-4-2023-Bundesliga
2023-03-04,15:30,Mainz 05,1–0,Hoffenheim,28100,Mewa Arena,Sascha Stegemann,https://fbref.com/en/matches/a53ea960/Mainz-05-Hoffenheim-March-4-2023-Bundesliga
2023-03-04,18:30,Stuttgart,1–2,Bayern Munich,47800,Mercedes-Benz Arena,Christian Dingert,https://fbref.com/en/matches/74b28bd6/Stuttgart-Bayern-Munich-March-4-2023-Bundesliga
2023-03-04,15:30,Union Berlin,0–0,Köln,22012,Stadion An der Alten Försterei,Tobias Stieler,https://fbref.com/en/matches/c8f452f3/Union-Berlin-Koln-March-4-2023-Bundesliga
2023-03-05,15:30,Leverkusen,4–1,Hertha BSC,30210,BayArena,Patrick Ittrich,https://fbref.com/en/matches/653f7b37/Leverkusen-Hertha-BSC-March-5-2023-Bundesliga
2023-03-05,17:30,Wolfsburg,2–2,Eintracht Frankfurt,27853,Volkswagen Arena,Daniel Schlager,https://fbref.com/en/matches/d5c104c4/Wolfsburg-Eintracht-Frankfurt-March-5-2023-Bundesliga
2023-03-10,20:30,Köln,0–2,Bochum,50000,RheinEnergieSTADION,Tobias Welz,https://fbref.com/en/matches/de4b3121/Koln-Bochum-March-10-2023-Bundesliga
2023-03-11,15:30,Bayern Munich,5–3,Augsburg,75000,Allianz Arena,Florian Badstübner,https://fbref.com/en/matches/944bd3c5/Bayern-Munich-Augsburg-March-11-2023-Bundesliga
2023-03-11,15:30,Eintracht Frankfurt,1–1,Stuttgart,50000,Deutsche Bank Park,Robert Hartmann,https://fbref.com/en/matches/09b6b304/Eintracht-Frankfurt-Stuttgart-March-11-2023-Bundesliga
2023-03-11,15:30,Hertha BSC,1–1,Mainz 05,41689,Olympiastadion Berlin,Benjamin Cortus,https://fbref.com/en/matches/98d4118f/Hertha-BSC-Mainz-05-March-11-2023-Bundesliga
2023-03-11,15:30,RB Leipzig,3–0,Gladbach,46687,Red Bull Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/b3cf8218/RB-Leipzig-Monchengladbach-March-11-2023-Bundesliga
2023-03-11,18:30,Schalke 04,2–2,Dortmund,61571,Veltins-Arena,Marco Fritz,https://fbref.com/en/matches/d5614bd8/Revierderby-Schalke-04-Dortmund-March-11-2023-Bundesliga
2023-03-12,15:30,Freiburg,2–1,Hoffenheim,33500,Europa-Park Stadion,Harm Osmers,https://fbref.com/en/matches/3b637bd1/Freiburg-Hoffenheim-March-12-2023-Bundesliga
2023-03-12,17:30,Werder Bremen,2–3,Leverkusen,41000,Wohninvest Weserstadion,Deniz Aytekin,https://fbref.com/en/matches/b5fadc4a/Werder-Bremen-Leverkusen-March-12-2023-Bundesliga
2023-03-12,19:30,Wolfsburg,1–1,Union Berlin,23554,Volkswagen Arena,Robert Schröder,https://fbref.com/en/matches/bccd23bd/Wolfsburg-Union-Berlin-March-12-2023-Bundesliga
2023-03-17,20:30,Gladbach,2–2,Werder Bremen,54042,Stadion im Borussia-Park,Tobias Reichel,https://fbref.com/en/matches/7955d3c4/Monchengladbach-Werder-Bremen-March-17-2023-Bundesliga
2023-03-18,15:30,Augsburg,1–1,Schalke 04,30660,WWK Arena,Daniel Schlager,https://fbref.com/en/matches/0a29bb4d/Augsburg-Schalke-04-March-18-2023-Bundesliga
2023-03-18,15:30,Bochum,1–0,RB Leipzig,24400,Vonovia Ruhrstadion,Sascha Stegemann,https://fbref.com/en/matches/bf042f0f/Bochum-RB-Leipzig-March-18-2023-Bundesliga
2023-03-18,18:30,Dortmund,6–1,Köln,81365,Signal Iduna Park,Daniel Siebert,https://fbref.com/en/matches/573e61e6/Dortmund-Koln-March-18-2023-Bundesliga
2023-03-18,15:30,Hoffenheim,3–1,Hertha BSC,25027,PreZero Arena,Frank Willenborg,https://fbref.com/en/matches/387232e1/Hoffenheim-Hertha-BSC-March-18-2023-Bundesliga
2023-03-18,15:30,Stuttgart,0–1,Wolfsburg,44900,Mercedes-Benz Arena,Felix Brych,https://fbref.com/en/matches/25568360/Stuttgart-Wolfsburg-March-18-2023-Bundesliga
2023-03-19,17:30,Leverkusen,2–1,Bayern Munich,30210,BayArena,Tobias Stieler,https://fbref.com/en/matches/aec673b3/Leverkusen-Bayern-Munich-March-19-2023-Bundesliga
2023-03-19,19:30,Mainz 05,1–1,Freiburg,26800,Mewa Arena,Bastian Dankert,https://fbref.com/en/matches/9e17b9e4/Mainz-05-Freiburg-March-19-2023-Bundesliga
2023-03-19,15:30,Union Berlin,2–0,Eintracht Frankfurt,22012,Stadion An der Alten Försterei,Christian Dingert,https://fbref.com/en/matches/25c69425/Union-Berlin-Eintracht-Frankfurt-March-19-2023-Bundesliga
2023-03-31,20:30,Eintracht Frankfurt,1–1,Bochum,51500,Deutsche Bank Park,Harm Osmers,https://fbref.com/en/matches/abd8c355/Eintracht-Frankfurt-Bochum-March-31-2023-Bundesliga
2023-04-01,18:30,Bayern Munich,4–2,Dortmund,75000,Allianz Arena,Marco Fritz,https://fbref.com/en/matches/bb6bc93e/Der-Klassiker-Bayern-Munich-Dortmund-April-1-2023-Bundesliga
2023-04-01,15:30,Freiburg,1–1,Hertha BSC,34700,Europa-Park Stadion,Sven Jablonski,https://fbref.com/en/matches/e03fd67e/Freiburg-Hertha-BSC-April-1-2023-Bundesliga
2023-04-01,15:30,RB Leipzig,0–3,Mainz 05,45597,Red Bull Arena,Christian Dingert,https://fbref.com/en/matches/b091d9ef/RB-Leipzig-Mainz-05-April-1-2023-Bundesliga
2023-04-01,15:30,Schalke 04,0–3,Leverkusen,62271,Veltins-Arena,Deniz Aytekin,https://fbref.com/en/matches/65762e1c/Schalke-04-Leverkusen-April-1-2023-Bundesliga
2023-04-01,15:30,Union Berlin,3–0,Stuttgart,22012,Stadion An der Alten Försterei,Florian Badstübner,https://fbref.com/en/matches/269bd326/Union-Berlin-Stuttgart-April-1-2023-Bundesliga
2023-04-01,15:30,Wolfsburg,2–2,Augsburg,22107,Volkswagen Arena,Martin Petersen,https://fbref.com/en/matches/2f71d15b/Wolfsburg-Augsburg-April-1-2023-Bundesliga
2023-04-02,15:30,Köln,0–0,Gladbach,50000,RheinEnergieSTADION,Felix Zwayer,https://fbref.com/en/matches/cad146d2/Koln-Monchengladbach-April-2-2023-Bundesliga
2023-04-02,17:30,Werder Bremen,1–2,Hoffenheim,42000,Wohninvest Weserstadion,Sascha Stegemann,https://fbref.com/en/matches/0a8b5f27/Werder-Bremen-Hoffenheim-April-2-2023-Bundesliga
2023-04-08,15:30,Augsburg,1–3,Köln,30660,WWK Arena,Robert Schröder,https://fbref.com/en/matches/e4c946bf/Augsburg-Koln-April-8-2023-Bundesliga
2023-04-08,15:30,Dortmund,2–1,Union Berlin,81365,Signal Iduna Park,Daniel Schlager,https://fbref.com/en/matches/2c7da156/Dortmund-Union-Berlin-April-8-2023-Bundesliga
2023-04-08,15:30,Freiburg,0–1,Bayern Munich,34700,Europa-Park Stadion,Daniel Siebert,https://fbref.com/en/matches/59b47cfa/Freiburg-Bayern-Munich-April-8-2023-Bundesliga
2023-04-08,18:30,Hertha BSC,0–1,RB Leipzig,50679,Olympiastadion Berlin,Deniz Aytekin,https://fbref.com/en/matches/6061bd97/Hertha-BSC-RB-Leipzig-April-8-2023-Bundesliga
2023-04-08,15:30,Leverkusen,3–1,Eintracht Frankfurt,30210,BayArena,Robert Hartmann,https://fbref.com/en/matches/81752d4e/Leverkusen-Eintracht-Frankfurt-April-8-2023-Bundesliga
2023-04-08,15:30,Mainz 05,2–2,Werder Bremen,33305,Mewa Arena,Benjamin Brand,https://fbref.com/en/matches/66757d65/Mainz-05-Werder-Bremen-April-8-2023-Bundesliga
2023-04-09,17:30,Bochum,2–3,Stuttgart,26000,Vonovia Ruhrstadion,Frank Willenborg,https://fbref.com/en/matches/ae8b05b0/Bochum-Stuttgart-April-9-2023-Bundesliga
2023-04-09,15:30,Gladbach,2–0,Wolfsburg,51127,Stadion im Borussia-Park,Timo Gerach,https://fbref.com/en/matches/5a8c9445/Monchengladbach-Wolfsburg-April-9-2023-Bundesliga
2023-04-09,19:30,Hoffenheim,2–0,Schalke 04,30150,PreZero Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/71c77d73/Hoffenheim-Schalke-04-April-9-2023-Bundesliga
2023-04-14,20:30,Schalke 04,5–2,Hertha BSC,61981,Veltins-Arena,Felix Brych,https://fbref.com/en/matches/d5b1699d/Schalke-04-Hertha-BSC-April-14-2023-Bundesliga
2023-04-15,15:30,Bayern Munich,1–1,Hoffenheim,75000,Allianz Arena,Bastian Dankert,https://fbref.com/en/matches/3bd0a0b0/Bayern-Munich-Hoffenheim-April-15-2023-Bundesliga
2023-04-15,18:30,Eintracht Frankfurt,1–1,Gladbach,50000,Deutsche Bank Park,Sven Jablonski,https://fbref.com/en/matches/0f0732a9/Eintracht-Frankfurt-Monchengladbach-April-15-2023-Bundesliga
2023-04-15,15:30,Köln,1–1,Mainz 05,50000,RheinEnergieSTADION,Benjamin Cortus,https://fbref.com/en/matches/6e392bf7/Koln-Mainz-05-April-15-2023-Bundesliga
2023-04-15,15:30,RB Leipzig,3–2,Augsburg,46058,Red Bull Arena,Marco Fritz,https://fbref.com/en/matches/eebf5f63/RB-Leipzig-Augsburg-April-15-2023-Bundesliga
2023-04-15,15:30,Stuttgart,3–3,Dortmund,47300,Mercedes-Benz Arena,Harm Osmers,https://fbref.com/en/matches/6edfa8da/Stuttgart-Dortmund-April-15-2023-Bundesliga
2023-04-16,17:30,Union Berlin,1–1,Bochum,20000,Stadion An der Alten Försterei,Tobias Stieler,https://fbref.com/en/matches/3085d44f/Union-Berlin-Bochum-April-16-2023-Bundesliga
2023-04-16,15:30,Werder Bremen,1–2,Freiburg,42100,Wohninvest Weserstadion,Florian Badstübner,https://fbref.com/en/matches/0bb9084f/Werder-Bremen-Freiburg-April-16-2023-Bundesliga
2023-04-16,19:30,Wolfsburg,0–0,Leverkusen,20137,Volkswagen Arena,Sascha Stegemann,https://fbref.com/en/matches/120d171d/Wolfsburg-Leverkusen-April-16-2023-Bundesliga
2023-04-21,20:30,Augsburg,1–1,Stuttgart,30660,WWK Arena,Christian Dingert,https://fbref.com/en/matches/09ca6600/Augsburg-Stuttgart-April-21-2023-Bundesliga
2023-04-22,15:30,Bochum,1–5,Wolfsburg,24834,Vonovia Ruhrstadion,Felix Brych,https://fbref.com/en/matches/3e28c288/Bochum-Wolfsburg-April-22-2023-Bundesliga
2023-04-22,18:30,Dortmund,4–0,Eintracht Frankfurt,81365,Signal Iduna Park,Deniz Aytekin,https://fbref.com/en/matches/6711d41f/Dortmund-Eintracht-Frankfurt-April-22-2023-Bundesliga
2023-04-22,15:30,Hertha BSC,2–4,Werder Bremen,74667,Olympiastadion Berlin,Robert Schröder,https://fbref.com/en/matches/8f26336c/Hertha-BSC-Werder-Bremen-April-22-2023-Bundesliga
2023-04-22,15:30,Hoffenheim,1–3,Köln,30150,PreZero Arena,Robin Braun,https://fbref.com/en/matches/95d759ca/Hoffenheim-Koln-April-22-2023-Bundesliga
2023-04-22,15:30,Mainz 05,3–1,Bayern Munich,33305,Mewa Arena,Felix Zwayer,https://fbref.com/en/matches/3410db21/Mainz-05-Bayern-Munich-April-22-2023-Bundesliga
2023-04-23,15:30,Freiburg,4–0,Schalke 04,34700,Europa-Park Stadion,Robert Hartmann,https://fbref.com/en/matches/f0286cc7/Freiburg-Schalke-04-April-23-2023-Bundesliga
2023-04-23,19:30,Gladbach,0–1,Union Berlin,52107,Stadion im Borussia-Park,Martin Petersen,https://fbref.com/en/matches/e12d79d5/Monchengladbach-Union-Berlin-April-23-2023-Bundesliga
2023-04-23,17:30,Leverkusen,2–0,RB Leipzig,29085,BayArena,Daniel Schlager,https://fbref.com/en/matches/26543a5e/Leverkusen-RB-Leipzig-April-23-2023-Bundesliga
2023-04-28,20:30,Bochum,1–1,Dortmund,26000,Vonovia Ruhrstadion,Sascha Stegemann,https://fbref.com/en/matches/118ea8ca/Bochum-Dortmund-April-28-2023-Bundesliga
2023-04-29,15:30,Eintracht Frankfurt,1–1,Augsburg,50000,Deutsche Bank Park,Frank Willenborg,https://fbref.com/en/matches/e050564f/Eintracht-Frankfurt-Augsburg-April-29-2023-Bundesliga
2023-04-29,15:30,Köln,0–1,Freiburg,50000,RheinEnergieSTADION,Tobias Reichel,https://fbref.com/en/matches/05947df3/Koln-Freiburg-April-29-2023-Bundesliga
2023-04-29,15:30,RB Leipzig,1–0,Hoffenheim,45294,Red Bull Arena,Tobias Stieler,https://fbref.com/en/matches/2cc7718d/RB-Leipzig-Hoffenheim-April-29-2023-Bundesliga
2023-04-29,18:30,Schalke 04,2–1,Werder Bremen,61981,Veltins-Arena,Bastian Dankert,https://fbref.com/en/matches/d5da6439/Schalke-04-Werder-Bremen-April-29-2023-Bundesliga
2023-04-29,15:30,Stuttgart,2–1,Gladbach,47700,Mercedes-Benz Arena,Tobias Welz,https://fbref.com/en/matches/139ca136/Stuttgart-Monchengladbach-April-29-2023-Bundesliga
2023-04-29,15:30,Union Berlin,0–0,Leverkusen,22012,Stadion An der Alten Försterei,Marco Fritz,https://fbref.com/en/matches/37225ef5/Union-Berlin-Leverkusen-April-29-2023-Bundesliga
2023-04-30,15:30,Bayern Munich,2–0,Hertha BSC,75000,Allianz Arena,Patrick Ittrich,https://fbref.com/en/matches/479842a5/Bayern-Munich-Hertha-BSC-April-30-2023-Bundesliga
2023-04-30,17:30,Wolfsburg,3–0,Mainz 05,23817,Volkswagen Arena,Daniel Siebert,https://fbref.com/en/matches/9e5d2eb6/Wolfsburg-Mainz-05-April-30-2023-Bundesliga
2023-05-05,20:30,Leverkusen,1–2,Köln,30210,BayArena,Felix Zwayer,https://fbref.com/en/matches/675d9386/Leverkusen-Koln-May-5-2023-Bundesliga
2023-05-05,20:30,Mainz 05,2–3,Schalke 04,33305,Mewa Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/6b6e2610/Mainz-05-Schalke-04-May-5-2023-Bundesliga
2023-05-06,15:30,Augsburg,1–0,Union Berlin,30660,WWK Arena,Florian Badstübner,https://fbref.com/en/matches/e3d5bffe/Augsburg-Union-Berlin-May-6-2023-Bundesliga
2023-05-06,15:30,Freiburg,0–1,RB Leipzig,32900,Europa-Park Stadion,Tobias Welz,https://fbref.com/en/matches/67097ed4/Freiburg-RB-Leipzig-May-6-2023-Bundesliga
2023-05-06,15:30,Gladbach,2–0,Bochum,53797,Stadion im Borussia-Park,Robert Schröder,https://fbref.com/en/matches/7879b588/Monchengladbach-Bochum-May-6-2023-Bundesliga
2023-05-06,15:30,Hertha BSC,2–1,Stuttgart,63443,Olympiastadion Berlin,Deniz Aytekin,https://fbref.com/en/matches/42e4af5d/Hertha-BSC-Stuttgart-May-6-2023-Bundesliga
2023-05-06,15:30,Hoffenheim,3–1,Eintracht Frankfurt,30000,PreZero Arena,Harm Osmers,https://fbref.com/en/matches/156130d8/Hoffenheim-Eintracht-Frankfurt-May-6-2023-Bundesliga
2023-05-06,18:30,Werder Bremen,1–2,Bayern Munich,42100,Wohninvest Weserstadion,Christian Dingert,https://fbref.com/en/matches/6b6c1395/Werder-Bremen-Bayern-Munich-May-6-2023-Bundesliga
