date,time,home_team,score,away_team,attendance,venue,referee,match_report
2022-08-26,20:30,Freiburg,1–0,Bochum,32800,Europa-Park Stadion,Marco Fritz,https://fbref.com/en/matches/c55b2bad/Freiburg-Bochum-August-26-2022-Bundesliga
2022-08-27,18:30,Bayern Munich,1–1,Gladbach,75000,Allianz Arena,Daniel Schlager,https://fbref.com/en/matches/18734157/Bayern-Munich-Monchengladbach-August-27-2022-Bundesliga
2022-08-27,15:30,Hertha BSC,0–1,Dortmund,62142,Olympiastadion Berlin,Tobias Stieler,https://fbref.com/en/matches/a41a2361/Hertha-BSC-Dortmund-August-27-2022-Bundesliga
2022-08-27,15:30,Hoffenheim,1–0,Augsburg,17206,PreZero Arena,Tobias Welz,https://fbref.com/en/matches/7e4f3822/Hoffenheim-Augsburg-August-27-2022-Bundesliga
2022-08-27,15:30,Mainz 05,0–3,Leverkusen,28500,Mewa Arena,Christian Dingert,https://fbref.com/en/matches/81e2a8be/Mainz-05-Leverkusen-August-27-2022-Bundesliga
2022-08-27,15:30,RB Leipzig,2–0,Wolfsburg,41243,Red Bull Arena,Bastian Dankert,https://fbref.com/en/matches/945d99b8/RB-Leipzig-Wolfsburg-August-27-2022-Bundesliga
2022-08-27,15:30,Schalke 04,1–6,Union Berlin,62271,Veltins-Arena,Robert Hartmann,https://fbref.com/en/matches/97ce3356/Schalke-04-Union-Berlin-August-27-2022-Bundesliga
2022-08-28,15:30,Köln,0–0,Stuttgart,50000,RheinEnergieSTADION,Harm Osmers,https://fbref.com/en/matches/6cf9a0a8/Koln-Stuttgart-August-28-2022-Bundesliga
2022-08-28,17:30,Werder Bremen,3–4,Eintracht Frankfurt,41000,Wohninvest Weserstadion,Patrick Ittrich,https://fbref.com/en/matches/2202b810/Werder-Bremen-Eintracht-Frankfurt-August-28-2022-Bundesliga
2022-09-02,20:30,Dortmund,1–0,Hoffenheim,79300,Signal Iduna Park,Daniel Siebert,https://fbref.com/en/matches/0d4e976a/Dortmund-Hoffenheim-September-2-2022-Bundesliga
2022-09-03,15:30,Bochum,0–2,Werder Bremen,25800,Vonovia Ruhrstadion,Robert Schröder,https://fbref.com/en/matches/18504732/Bochum-Werder-Bremen-September-3-2022-Bundesliga
2022-09-03,18:30,Eintracht Frankfurt,4–0,RB Leipzig,49700,Deutsche Bank Park,Felix Brych,https://fbref.com/en/matches/5662d607/Eintracht-Frankfurt-RB-Leipzig-September-3-2022-Bundesliga
2022-09-03,15:30,Leverkusen,2–3,Freiburg,26853,BayArena,Sascha Stegemann,https://fbref.com/en/matches/857c6eda/Leverkusen-Freiburg-September-3-2022-Bundesliga
2022-09-03,15:30,Stuttgart,1–1,Schalke 04,47500,Mercedes-Benz Arena,Florian Badstübner,https://fbref.com/en/matches/0d221ece/Stuttgart-Schalke-04-September-3-2022-Bundesliga
2022-09-03,15:30,Union Berlin,1–1,Bayern Munich,22012,Stadion An der Alten Försterei,Frank Willenborg,https://fbref.com/en/matches/434ccae6/Union-Berlin-Bayern-Munich-September-3-2022-Bundesliga
2022-09-03,15:30,Wolfsburg,2–4,Köln,25654,Volkswagen Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/e01323cb/Wolfsburg-Koln-September-3-2022-Bundesliga
2022-09-04,15:30,Augsburg,0–2,Hertha BSC,25789,WWK Arena,Harm Osmers,https://fbref.com/en/matches/276383fe/Augsburg-Hertha-BSC-September-4-2022-Bundesliga
2022-09-04,17:30,Gladbach,0–1,Mainz 05,51210,Stadion im Borussia-Park,Deniz Aytekin,https://fbref.com/en/matches/dac3e0d1/Monchengladbach-Mainz-05-September-4-2022-Bundesliga
2022-09-09,20:30,Werder Bremen,0–1,Augsburg,41000,Wohninvest Weserstadion,Martin Petersen,https://fbref.com/en/matches/bc40c506/Werder-Bremen-Augsburg-September-9-2022-Bundesliga
2022-09-10,15:30,Bayern Munich,2–2,Stuttgart,75000,Allianz Arena,Christian Dingert,https://fbref.com/en/matches/3cf30801/Bayern-Munich-Stuttgart-September-10-2022-Bundesliga
2022-09-10,15:30,Eintracht Frankfurt,0–1,Wolfsburg,49000,Deutsche Bank Park,Tobias Reichel,https://fbref.com/en/matches/425671db/Eintracht-Frankfurt-Wolfsburg-September-10-2022-Bundesliga
2022-09-10,15:30,Hertha BSC,2–2,Leverkusen,40643,Olympiastadion Berlin,Benjamin Brand,https://fbref.com/en/matches/61102d16/Hertha-BSC-Leverkusen-September-10-2022-Bundesliga
2022-09-10,15:30,Hoffenheim,4–1,Mainz 05,20114,PreZero Arena,Daniel Schlager,https://fbref.com/en/matches/b08c7efd/Hoffenheim-Mainz-05-September-10-2022-Bundesliga
2022-09-10,15:30,RB Leipzig,3–0,Dortmund,47069,Red Bull Arena,Sven Jablonski,https://fbref.com/en/matches/e5fe17ad/RB-Leipzig-Dortmund-September-10-2022-Bundesliga
2022-09-10,18:30,Schalke 04,3–1,Bochum,62041,Veltins-Arena,Felix Zwayer,https://fbref.com/en/matches/b14cfbae/Schalke-04-Bochum-September-10-2022-Bundesliga
2022-09-11,17:30,Freiburg,0–0,Gladbach,34700,Europa-Park Stadion,Tobias Stieler,https://fbref.com/en/matches/71b44862/Freiburg-Monchengladbach-September-11-2022-Bundesliga
2022-09-11,15:30,Köln,0–1,Union Berlin,49500,RheinEnergieSTADION,Benjamin Cortus,https://fbref.com/en/matches/8871407b/Koln-Union-Berlin-September-11-2022-Bundesliga
2022-09-16,20:30,Mainz 05,1–1,Hertha BSC,25300,Mewa Arena,Frank Willenborg,https://fbref.com/en/matches/6c1338f3/Mainz-05-Hertha-BSC-September-16-2022-Bundesliga
2022-09-17,15:30,Augsburg,1–0,Bayern Munich,30660,WWK Arena,Marco Fritz,https://fbref.com/en/matches/f89d5de3/Augsburg-Bayern-Munich-September-17-2022-Bundesliga
2022-09-17,15:30,Dortmund,1–0,Schalke 04,81100,Signal Iduna Park,Felix Brych,https://fbref.com/en/matches/5bae3507/Revierderby-Dortmund-Schalke-04-September-17-2022-Bundesliga
2022-09-17,18:30,Gladbach,3–0,RB Leipzig,50186,Stadion im Borussia-Park,Patrick Ittrich,https://fbref.com/en/matches/3ca096b5/Monchengladbach-RB-Leipzig-September-17-2022-Bundesliga
2022-09-17,15:30,Leverkusen,1–1,Werder Bremen,30210,BayArena,Tobias Welz,https://fbref.com/en/matches/d0475442/Leverkusen-Werder-Bremen-September-17-2022-Bundesliga
2022-09-17,15:30,Stuttgart,1–3,Eintracht Frankfurt,47500,Mercedes-Benz Arena,Daniel Siebert,https://fbref.com/en/matches/e89fbb60/Stuttgart-Eintracht-Frankfurt-September-17-2022-Bundesliga
2022-09-18,17:30,Bochum,1–1,Köln,25800,Vonovia Ruhrstadion,Bastian Dankert,https://fbref.com/en/matches/d22f7e06/Bochum-Koln-September-18-2022-Bundesliga
2022-09-18,19:30,Hoffenheim,0–0,Freiburg,24233,PreZero Arena,Deniz Aytekin,https://fbref.com/en/matches/62d3a5b6/Hoffenheim-Freiburg-September-18-2022-Bundesliga
2022-09-18,15:30,Union Berlin,2–0,Wolfsburg,22012,Stadion An der Alten Försterei,Robert Schröder,https://fbref.com/en/matches/894c69f9/Union-Berlin-Wolfsburg-September-18-2022-Bundesliga
2022-09-30,20:30,Bayern Munich,4–0,Leverkusen,75000,Allianz Arena,Tobias Stieler,https://fbref.com/en/matches/a5cf6022/Bayern-Munich-Leverkusen-September-30-2022-Bundesliga
2022-10-01,15:30,Eintracht Frankfurt,2–0,Union Berlin,50500,Deutsche Bank Park,Sascha Stegemann,https://fbref.com/en/matches/621858d4/Eintracht-Frankfurt-Union-Berlin-October-1-2022-Bundesliga
2022-10-01,15:30,Freiburg,2–1,Mainz 05,34700,Europa-Park Stadion,Sven Jablonski,https://fbref.com/en/matches/4e3a874d/Freiburg-Mainz-05-October-1-2022-Bundesliga
2022-10-01,15:30,Köln,3–2,Dortmund,50000,RheinEnergieSTADION,Harm Osmers,https://fbref.com/en/matches/84c74535/Koln-Dortmund-October-1-2022-Bundesliga
2022-10-01,15:30,RB Leipzig,4–0,Bochum,44403,Red Bull Arena,Florian Badstübner,https://fbref.com/en/matches/cf634a2b/RB-Leipzig-Bochum-October-1-2022-Bundesliga
2022-10-01,18:30,Werder Bremen,5–1,Gladbach,42100,Wohninvest Weserstadion,Matthias Jöllenbeck,https://fbref.com/en/matches/348d53fd/Werder-Bremen-Monchengladbach-October-1-2022-Bundesliga
2022-10-01,15:30,Wolfsburg,3–2,Stuttgart,24125,Volkswagen Arena,Felix Zwayer,https://fbref.com/en/matches/9c4a8b42/Wolfsburg-Stuttgart-October-1-2022-Bundesliga
2022-10-02,15:30,Hertha BSC,1–1,Hoffenheim,41653,Olympiastadion Berlin,Christian Dingert,https://fbref.com/en/matches/446e82e7/Hertha-BSC-Hoffenheim-October-2-2022-Bundesliga
2022-10-02,17:30,Schalke 04,2–3,Augsburg,60328,Veltins-Arena,Daniel Schlager,https://fbref.com/en/matches/2d3719fb/Schalke-04-Augsburg-October-2-2022-Bundesliga
2022-10-07,20:30,Hoffenheim,1–2,Werder Bremen,25410,PreZero Arena,Benjamin Cortus,https://fbref.com/en/matches/62ea6f05/Hoffenheim-Werder-Bremen-October-7-2022-Bundesliga
2022-10-08,15:30,Augsburg,1–1,Wolfsburg,26220,WWK Arena,Daniel Siebert,https://fbref.com/en/matches/b41edb5f/Augsburg-Wolfsburg-October-8-2022-Bundesliga
2022-10-08,15:30,Bochum,3–0,Eintracht Frankfurt,24850,Vonovia Ruhrstadion,Martin Petersen,https://fbref.com/en/matches/4cb956d3/Bochum-Eintracht-Frankfurt-October-8-2022-Bundesliga
2022-10-08,18:30,Dortmund,2–2,Bayern Munich,81365,Signal Iduna Park,Deniz Aytekin,https://fbref.com/en/matches/09926a13/Der-Klassiker-Dortmund-Bayern-Munich-October-8-2022-Bundesliga
2022-10-08,15:30,Leverkusen,4–0,Schalke 04,30210,BayArena,Tobias Reichel,https://fbref.com/en/matches/dfb09293/Leverkusen-Schalke-04-October-8-2022-Bundesliga
2022-10-08,15:30,Mainz 05,1–1,RB Leipzig,26100,Mewa Arena,Felix Brych,https://fbref.com/en/matches/8eba0211/Mainz-05-RB-Leipzig-October-8-2022-Bundesliga
2022-10-09,15:30,Gladbach,5–2,Köln,54042,Stadion im Borussia-Park,Sven Jablonski,https://fbref.com/en/matches/17ff2fd2/Monchengladbach-Koln-October-9-2022-Bundesliga
2022-10-09,17:30,Hertha BSC,2–2,Freiburg,40481,Olympiastadion Berlin,Robert Schröder,https://fbref.com/en/matches/7345ac20/Hertha-BSC-Freiburg-October-9-2022-Bundesliga
2022-10-09,19:30,Stuttgart,0–1,Union Berlin,43250,Mercedes-Benz Arena,Bastian Dankert,https://fbref.com/en/matches/58ecc893/Stuttgart-Union-Berlin-October-9-2022-Bundesliga
2022-10-14,20:30,Schalke 04,0–3,Hoffenheim,59811,Veltins-Arena,Florian Badstübner,https://fbref.com/en/matches/6ecee775/Schalke-04-Hoffenheim-October-14-2022-Bundesliga
2022-10-15,15:30,Eintracht Frankfurt,5–1,Leverkusen,49700,Deutsche Bank Park,Frank Willenborg,https://fbref.com/en/matches/1f10b4b6/Eintracht-Frankfurt-Leverkusen-October-15-2022-Bundesliga
2022-10-15,18:30,RB Leipzig,3–2,Hertha BSC,47069,Red Bull Arena,Harm Osmers,https://fbref.com/en/matches/d424a35d/RB-Leipzig-Hertha-BSC-October-15-2022-Bundesliga
2022-10-15,15:30,Stuttgart,4–1,Bochum,45400,Mercedes-Benz Arena,Christian Dingert,https://fbref.com/en/matches/d14313b8/Stuttgart-Bochum-October-15-2022-Bundesliga
2022-10-15,15:30,Werder Bremen,0–2,Mainz 05,41000,Wohninvest Weserstadion,Robert Hartmann,https://fbref.com/en/matches/aabd723a/Werder-Bremen-Mainz-05-October-15-2022-Bundesliga
2022-10-15,15:30,Wolfsburg,2–2,Gladbach,26701,Volkswagen Arena,Benjamin Cortus,https://fbref.com/en/matches/13646bf4/Wolfsburg-Monchengladbach-October-15-2022-Bundesliga
2022-10-16,19:30,Bayern Munich,5–0,Freiburg,75000,Allianz Arena,Sascha Stegemann,https://fbref.com/en/matches/a8e87a05/Bayern-Munich-Freiburg-October-16-2022-Bundesliga
2022-10-16,15:30,Köln,3–2,Augsburg,49000,RheinEnergieSTADION,Felix Zwayer,https://fbref.com/en/matches/410c0cac/Koln-Augsburg-October-16-2022-Bundesliga
2022-10-16,17:30,Union Berlin,2–0,Dortmund,22012,Stadion An der Alten Försterei,Tobias Stieler,https://fbref.com/en/matches/0093e438/Union-Berlin-Dortmund-October-16-2022-Bundesliga
2022-10-21,20:30,Mainz 05,5–0,Köln,31610,Mewa Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/d88938af/Mainz-05-Koln-October-21-2022-Bundesliga
2022-10-22,15:30,Augsburg,3–3,RB Leipzig,25109,WWK Arena,Robert Schröder,https://fbref.com/en/matches/efdacea4/Augsburg-RB-Leipzig-October-22-2022-Bundesliga
2022-10-22,15:30,Dortmund,5–0,Stuttgart,81365,Signal Iduna Park,Daniel Schlager,https://fbref.com/en/matches/99a2c409/Dortmund-Stuttgart-October-22-2022-Bundesliga
2022-10-22,15:30,Freiburg,2–0,Werder Bremen,34700,Europa-Park Stadion,Bastian Dankert,https://fbref.com/en/matches/dc19c7f7/Freiburg-Werder-Bremen-October-22-2022-Bundesliga
2022-10-22,18:30,Gladbach,1–3,Eintracht Frankfurt,53019,Stadion im Borussia-Park,Daniel Siebert,https://fbref.com/en/matches/f45cb803/Monchengladbach-Eintracht-Frankfurt-October-22-2022-Bundesliga
2022-10-22,15:30,Hoffenheim,0–2,Bayern Munich,30150,PreZero Arena,Sven Jablonski,https://fbref.com/en/matches/70d1d2d9/Hoffenheim-Bayern-Munich-October-22-2022-Bundesliga
2022-10-22,15:30,Leverkusen,2–2,Wolfsburg,26294,BayArena,Felix Brych,https://fbref.com/en/matches/479a4e6b/Leverkusen-Wolfsburg-October-22-2022-Bundesliga
2022-10-23,15:30,Bochum,2–1,Union Berlin,25460,Vonovia Ruhrstadion,Deniz Aytekin,https://fbref.com/en/matches/ab55c8de/Bochum-Union-Berlin-October-23-2022-Bundesliga
2022-10-23,17:30,Hertha BSC,2–1,Schalke 04,60165,Olympiastadion Berlin,Martin Petersen,https://fbref.com/en/matches/b8ef651e/Hertha-BSC-Schalke-04-October-23-2022-Bundesliga
2022-10-28,20:30,Werder Bremen,1–0,Hertha BSC,42100,Wohninvest Weserstadion,Tobias Reichel,https://fbref.com/en/matches/d9457056/Werder-Bremen-Hertha-BSC-October-28-2022-Bundesliga
2022-10-29,15:30,Bayern Munich,6–2,Mainz 05,75000,Allianz Arena,Felix Zwayer,https://fbref.com/en/matches/4064fa8b/Bayern-Munich-Mainz-05-October-29-2022-Bundesliga
2022-10-29,18:30,Eintracht Frankfurt,1–2,Dortmund,50000,Deutsche Bank Park,Sascha Stegemann,https://fbref.com/en/matches/fd1ed255/Eintracht-Frankfurt-Dortmund-October-29-2022-Bundesliga
2022-10-29,15:30,RB Leipzig,2–0,Leverkusen,45598,Red Bull Arena,Sven Jablonski,https://fbref.com/en/matches/6cdb0d1e/RB-Leipzig-Leverkusen-October-29-2022-Bundesliga
2022-10-29,15:30,Stuttgart,2–1,Augsburg,46400,Mercedes-Benz Arena,Tobias Stieler,https://fbref.com/en/matches/d65b9084/Stuttgart-Augsburg-October-29-2022-Bundesliga
2022-10-29,15:30,Wolfsburg,4–0,Bochum,24037,Volkswagen Arena,Robert Hartmann,https://fbref.com/en/matches/4d55ede5/Wolfsburg-Bochum-October-29-2022-Bundesliga
2022-10-30,19:30,Köln,1–1,Hoffenheim,49000,RheinEnergieSTADION,Frank Willenborg,https://fbref.com/en/matches/fdbc58f9/Koln-Hoffenheim-October-30-2022-Bundesliga
2022-10-30,17:30,Schalke 04,0–2,Freiburg,61115,Veltins-Arena,Christian Dingert,https://fbref.com/en/matches/408042b1/Schalke-04-Freiburg-October-30-2022-Bundesliga
2022-10-30,15:30,Union Berlin,2–1,Gladbach,22012,Stadion An der Alten Försterei,Harm Osmers,https://fbref.com/en/matches/fa327fa0/Union-Berlin-Monchengladbach-October-30-2022-Bundesliga
2022-11-04,20:30,Gladbach,3–1,Stuttgart,53178,Stadion im Borussia-Park,Matthias Jöllenbeck,https://fbref.com/en/matches/49542474/Monchengladbach-Stuttgart-November-4-2022-Bundesliga
2022-11-05,15:30,Augsburg,1–2,Eintracht Frankfurt,30087,WWK Arena,Deniz Aytekin,https://fbref.com/en/matches/bf93778c/Augsburg-Eintracht-Frankfurt-November-5-2022-Bundesliga
2022-11-05,15:30,Dortmund,3–0,Bochum,81365,Signal Iduna Park,Tobias Stieler,https://fbref.com/en/matches/016315f6/Dortmund-Bochum-November-5-2022-Bundesliga
2022-11-05,15:30,Hertha BSC,2–3,Bayern Munich,74667,Olympiastadion Berlin,Bastian Dankert,https://fbref.com/en/matches/ebb5eea0/Hertha-BSC-Bayern-Munich-November-5-2022-Bundesliga
2022-11-05,15:30,Hoffenheim,1–3,RB Leipzig,23127,PreZero Arena,Martin Petersen,https://fbref.com/en/matches/f2dd0498/Hoffenheim-RB-Leipzig-November-5-2022-Bundesliga
2022-11-05,15:30,Mainz 05,0–3,Wolfsburg,26750,Mewa Arena,Daniel Siebert,https://fbref.com/en/matches/1a5d2266/Mainz-05-Wolfsburg-November-5-2022-Bundesliga
2022-11-05,18:30,Werder Bremen,2–1,Schalke 04,41000,Wohninvest Weserstadion,Felix Brych,https://fbref.com/en/matches/a716d080/Werder-Bremen-Schalke-04-November-5-2022-Bundesliga
2022-11-06,17:30,Freiburg,2–0,Köln,33800,Europa-Park Stadion,Florian Badstübner,https://fbref.com/en/matches/e7bddbdc/Freiburg-Koln-November-6-2022-Bundesliga
2022-11-06,15:30,Leverkusen,5–0,Union Berlin,30210,BayArena,Robert Schröder,https://fbref.com/en/matches/f4fe21bd/Leverkusen-Union-Berlin-November-6-2022-Bundesliga
2022-11-08,20:30,Bayern Munich,6–1,Werder Bremen,75000,Allianz Arena,Robert Hartmann,https://fbref.com/en/matches/d9a12455/Bayern-Munich-Werder-Bremen-November-8-2022-Bundesliga
2022-11-08,20:30,Bochum,2–1,Gladbach,25900,Vonovia Ruhrstadion,Daniel Schlager,https://fbref.com/en/matches/28b010e8/Bochum-Monchengladbach-November-8-2022-Bundesliga
2022-11-08,20:30,Stuttgart,2–1,Hertha BSC,44500,Mercedes-Benz Arena,Frank Willenborg,https://fbref.com/en/matches/166186d3/Stuttgart-Hertha-BSC-November-8-2022-Bundesliga
2022-11-08,18:30,Wolfsburg,2–0,Dortmund,28675,Volkswagen Arena,Christian Dingert,https://fbref.com/en/matches/c2157a06/Wolfsburg-Dortmund-November-8-2022-Bundesliga
2022-11-09,20:30,Eintracht Frankfurt,4–2,Hoffenheim,49000,Deutsche Bank Park,Felix Zwayer,https://fbref.com/en/matches/f07a9d92/Eintracht-Frankfurt-Hoffenheim-November-9-2022-Bundesliga
2022-11-09,18:30,Köln,1–2,Leverkusen,50000,RheinEnergieSTADION,Tobias Stieler,https://fbref.com/en/matches/fd84b4c7/Koln-Leverkusen-November-9-2022-Bundesliga
2022-11-09,20:30,RB Leipzig,3–1,Freiburg,41240,Red Bull Arena,Harm Osmers,https://fbref.com/en/matches/8870eb5d/RB-Leipzig-Freiburg-November-9-2022-Bundesliga
2022-11-09,20:30,Schalke 04,1–0,Mainz 05,58256,Veltins-Arena,Tobias Reichel,https://fbref.com/en/matches/61b56228/Schalke-04-Mainz-05-November-9-2022-Bundesliga
2022-11-09,20:30,Union Berlin,2–2,Augsburg,22012,Stadion An der Alten Försterei,Sascha Stegemann,https://fbref.com/en/matches/2ec5b7e0/Union-Berlin-Augsburg-November-9-2022-Bundesliga
2022-11-11,20:30,Gladbach,4–2,Dortmund,54042,Stadion im Borussia-Park,Sven Jablonski,https://fbref.com/en/matches/d7864ec5/Monchengladbach-Dortmund-November-11-2022-Bundesliga
2022-11-12,15:30,Augsburg,0–1,Bochum,28011,WWK Arena,Felix Brych,https://fbref.com/en/matches/120ec880/Augsburg-Bochum-November-12-2022-Bundesliga
2022-11-12,15:30,Hertha BSC,2–0,Köln,60827,Olympiastadion Berlin,Christian Dingert,https://fbref.com/en/matches/d8aa1e2f/Hertha-BSC-Koln-November-12-2022-Bundesliga
2022-11-12,15:30,Hoffenheim,1–2,Wolfsburg,18014,PreZero Arena,Daniel Schlager,https://fbref.com/en/matches/33b74264/Hoffenheim-Wolfsburg-November-12-2022-Bundesliga
2022-11-12,15:30,Leverkusen,2–0,Stuttgart,30210,BayArena,Florian Badstübner,https://fbref.com/en/matches/f45e1cad/Leverkusen-Stuttgart-November-12-2022-Bundesliga
2022-11-12,18:30,Schalke 04,0–2,Bayern Munich,62271,Veltins-Arena,Felix Zwayer,https://fbref.com/en/matches/90b95645/Schalke-04-Bayern-Munich-November-12-2022-Bundesliga
2022-11-12,15:30,Werder Bremen,1–2,RB Leipzig,41500,Wohninvest Weserstadion,Matthias Jöllenbeck,https://fbref.com/en/matches/5802a6a1/Werder-Bremen-RB-Leipzig-November-12-2022-Bundesliga
2022-11-13,17:30,Freiburg,4–1,Union Berlin,33800,Europa-Park Stadion,Deniz Aytekin,https://fbref.com/en/matches/6f964d83/Freiburg-Union-Berlin-November-13-2022-Bundesliga
2022-11-13,15:30,Mainz 05,1–1,Eintracht Frankfurt,33305,Mewa Arena,Robert Schröder,https://fbref.com/en/matches/65a0816d/Mainz-05-Eintracht-Frankfurt-November-13-2022-Bundesliga
2023-01-20,20:30,RB Leipzig,1–1,Bayern Munich,47069,Red Bull Arena,Daniel Siebert,https://fbref.com/en/matches/e54e4723/RB-Leipzig-Bayern-Munich-January-20-2023-Bundesliga
2023-01-21,15:30,Bochum,3–1,Hertha BSC,26000,Vonovia Ruhrstadion,Martin Petersen,https://fbref.com/en/matches/9fe9e678/Bochum-Hertha-BSC-January-21-2023-Bundesliga
2023-01-21,15:30,Eintracht Frankfurt,3–0,Schalke 04,50000,Deutsche Bank Park,Marco Fritz,https://fbref.com/en/matches/d731c369/Eintracht-Frankfurt-Schalke-04-January-21-2023-Bundesliga
2023-01-21,18:30,Köln,7–1,Werder Bremen,50000,RheinEnergieSTADION,Robert Schröder,https://fbref.com/en/matches/19f58056/Koln-Werder-Bremen-January-21-2023-Bundesliga
