date,time,home_team,score,away_team,attendance,venue,referee,match_report
2021-08-15,13:00,Angers,3–0,Lyon,6154,Stade Raymond Kopa,Clément Turpin,https://fbref.com/en/matches/90346ee2/Angers-Lyon-August-15-2021-Ligue-1
2021-08-15,15:00,Brest,1–1,Rennes,14271,Stade Francis-Le Blé,Benoît Bastien,https://fbref.com/en/matches/9f9b393f/Brest-Rennes-August-15-2021-Ligue-1
2021-08-15,15:00,Clermont Foot,2–0,Troyes,11005,Stade Gabriel Montpied,Romain Lissorgue,https://fbref.com/en/matches/1d01bf2a/Clermont-Foot-Troyes-August-15-2021-Ligue-1
2021-08-15,17:00,Lens,2–2,Saint-Étienne,35541,Stade Bollaert-Delelis,Amaury Delerue,https://fbref.com/en/matches/3143e787/Lens-Saint-Etienne-August-15-2021-Ligue-1
2021-08-15,20:45,Marseille,2–2,Bordeaux,50000,Orange Vélodrome,Ruddy Buquet,https://fbref.com/en/matches/552186af/Marseille-Bordeaux-August-15-2021-Ligue-1
2021-08-15,15:00,Nantes,2–0,Metz,12054,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,https://fbref.com/en/matches/a7086303/Nantes-Metz-August-15-2021-Ligue-1
2021-08-15,15:00,Reims,3–3,Montpellier,8887,Stade Auguste-Delaune,Jeremy Stinat,https://fbref.com/en/matches/f16c06c7/Reims-Montpellier-August-15-2021-Ligue-1
2021-08-20,21:00,Brest,2–4,Paris Saint-Germain,14586,Stade Francis-Le Blé,Eric Wattellier,https://fbref.com/en/matches/4f44b84a/Brest-Paris-Saint-Germain-August-20-2021-Ligue-1
2021-08-21,17:00,Monaco,0–2,Lens,6483,Stade Louis II,Jérémie Pignard,https://fbref.com/en/matches/1cff74e1/Monaco-Lens-August-21-2021-Ligue-1
2021-08-21,21:00,Saint-Étienne,1–1,Lille,20673,Stade Geoffroy-Guichard,Mikael Lesage,https://fbref.com/en/matches/0be209c9/Saint-Etienne-Lille-August-21-2021-Ligue-1
2021-08-22,15:00,Bordeaux,1–1,Angers,18281,Stade Matmut-Atlantique,Pierre Gaillouste,https://fbref.com/en/matches/c738e7e8/Bordeaux-Angers-August-22-2021-Ligue-1
2021-08-22,13:00,Lyon,3–3,Clermont Foot,34713,Groupama Stadium,Thomas Léonard,https://fbref.com/en/matches/6cf6252f/Lyon-Clermont-Foot-August-22-2021-Ligue-1
2021-08-22,15:00,Metz,1–1,Reims,14799,Stade Saint-Symphorien,Florent Batta,https://fbref.com/en/matches/8a48654f/Metz-Reims-August-22-2021-Ligue-1
2021-08-22,15:00,Montpellier,3–1,Lorient,6527,Stade de la Mosson,Bastien Dechepy,https://fbref.com/en/matches/8f1d58b5/Montpellier-Lorient-August-22-2021-Ligue-1
2021-08-22,17:00,Rennes,1–0,Nantes,27569,Roazhon Park,Stéphanie Frappart,https://fbref.com/en/matches/07e663ba/Rennes-Nantes-August-22-2021-Ligue-1
2021-08-22,15:00,Strasbourg,1–1,Troyes,22185,Stade de la Meinau,Jérôme Brisard,https://fbref.com/en/matches/52adf64e/Strasbourg-Troyes-August-22-2021-Ligue-1
2021-08-27,21:00,Nantes,0–1,Lyon,23177,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,https://fbref.com/en/matches/3215e7eb/Nantes-Lyon-August-27-2021-Ligue-1
2021-08-28,21:00,Marseille,3–1,Saint-Étienne,55039,Orange Vélodrome,Benoît Millot,https://fbref.com/en/matches/35ab15f5/Marseille-Saint-Etienne-August-28-2021-Ligue-1
2021-08-28,17:00,Nice,4–0,Bordeaux,,Stade de Nice,Jérémie Pignard,https://fbref.com/en/matches/b43eb4eb/Nice-Bordeaux-August-28-2021-Ligue-1
2021-08-29,15:00,Angers,2–0,Rennes,6473,Stade Raymond Kopa,Antony Gautier,https://fbref.com/en/matches/36a6ccd9/Angers-Rennes-August-29-2021-Ligue-1
2021-08-29,15:00,Clermont Foot,2–2,Metz,11274,Stade Gabriel Montpied,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/77e3fedd/Clermont-Foot-Metz-August-29-2021-Ligue-1
2021-08-29,15:00,Lens,2–2,Lorient,35029,Stade Bollaert-Delelis,Willy Delajod,https://fbref.com/en/matches/65d88a74/Lens-Lorient-August-29-2021-Ligue-1
2021-08-29,17:00,Lille,2–1,Montpellier,28859,Stade Pierre-Mauroy,Amaury Delerue,https://fbref.com/en/matches/2c5d987b/Lille-Montpellier-August-29-2021-Ligue-1
2021-08-29,20:45,Reims,0–2,Paris Saint-Germain,20525,Stade Auguste-Delaune,François Letexier,https://fbref.com/en/matches/c7e820e1/Reims-Paris-Saint-Germain-August-29-2021-Ligue-1
2021-08-29,15:00,Strasbourg,3–1,Brest,22341,Stade de la Meinau,Romain Lissorgue,https://fbref.com/en/matches/1a1bbbcb/Strasbourg-Brest-August-29-2021-Ligue-1
2021-08-29,13:00,Troyes,1–2,Monaco,9866,Stade de l'Aube,Johan Hamel,https://fbref.com/en/matches/fb82404e/Troyes-Monaco-August-29-2021-Ligue-1
2021-09-10,21:00,Lorient,2–1,Lille,10271,Stade du Moustoir,Clément Turpin,https://fbref.com/en/matches/93c6e3ef/Lorient-Lille-September-10-2021-Ligue-1
2021-09-11,21:00,Monaco,0–2,Marseille,8615,Stade Louis II,Stéphanie Frappart,https://fbref.com/en/matches/ea1d5dc3/Monaco-Marseille-September-11-2021-Ligue-1
2021-09-11,17:00,Paris Saint-Germain,4–0,Clermont Foot,47329,Parc des Princes,Mikael Lesage,https://fbref.com/en/matches/c736ceaf/Paris-Saint-Germain-Clermont-Foot-September-11-2021-Ligue-1
2021-09-12,15:00,Bordeaux,2–3,Lens,19763,Stade Matmut-Atlantique,Luís Godinho,https://fbref.com/en/matches/985dfc7d/Bordeaux-Lens-September-12-2021-Ligue-1
2021-09-12,15:00,Brest,1–1,Angers,10982,Stade Francis-Le Blé,Jeremy Stinat,https://fbref.com/en/matches/b526eae6/Brest-Angers-September-12-2021-Ligue-1
2021-09-12,20:45,Lyon,3–1,Strasbourg,33267,Groupama Stadium,Ruddy Buquet,https://fbref.com/en/matches/aae0c87a/Lyon-Strasbourg-September-12-2021-Ligue-1
2021-09-12,15:00,Metz,0–2,Troyes,15269,Stade Saint-Symphorien,Pierre Gaillouste,https://fbref.com/en/matches/d32536c5/Metz-Troyes-September-12-2021-Ligue-1
2021-09-12,13:00,Montpellier,2–0,Saint-Étienne,10402,Stade de la Mosson,Benoît Bastien,https://fbref.com/en/matches/85dc6801/Montpellier-Saint-Etienne-September-12-2021-Ligue-1
2021-09-12,17:00,Nantes,0–2,Nice,14597,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,https://fbref.com/en/matches/3b874209/Nantes-Nice-September-12-2021-Ligue-1
2021-09-12,15:00,Rennes,0–2,Reims,24486,Roazhon Park,Thomas Léonard,https://fbref.com/en/matches/5daca06a/Rennes-Reims-September-12-2021-Ligue-1
2021-09-17,21:00,Strasbourg,3–0,Metz,25437,Stade de la Meinau,Eric Wattellier,https://fbref.com/en/matches/80a77175/Strasbourg-Metz-September-17-2021-Ligue-1
2021-09-18,17:00,Lens,1–0,Lille,36512,Stade Bollaert-Delelis,Benoît Millot,https://fbref.com/en/matches/2cbdb5a0/Lens-Lille-September-18-2021-Ligue-1
2021-09-18,21:00,Saint-Étienne,1–2,Bordeaux,23869,Stade Geoffroy-Guichard,Antony Gautier,https://fbref.com/en/matches/aa237faf/Saint-Etienne-Bordeaux-September-18-2021-Ligue-1
2021-09-19,15:00,Angers,1–4,Nantes,9046,Stade Raymond Kopa,Amaury Delerue,https://fbref.com/en/matches/cd8fca3e/Angers-Nantes-September-19-2021-Ligue-1
2021-09-19,15:00,Clermont Foot,1–1,Brest,11224,Stade Gabriel Montpied,Bastien Dechepy,https://fbref.com/en/matches/7d34920d/Clermont-Foot-Brest-September-19-2021-Ligue-1
2021-09-19,17:00,Marseille,2–0,Rennes,54188,Orange Vélodrome,Willy Delajod,https://fbref.com/en/matches/5f984a37/Marseille-Rennes-September-19-2021-Ligue-1
2021-09-19,13:00,Nice,2–2,Monaco,,Stade de Nice,François Letexier,https://fbref.com/en/matches/78ba609d/Nice-Monaco-September-19-2021-Ligue-1
2021-09-19,20:45,Paris Saint-Germain,2–1,Lyon,47611,Parc des Princes,Clément Turpin,https://fbref.com/en/matches/94943e52/Paris-Saint-Germain-Lyon-September-19-2021-Ligue-1
2021-09-19,15:00,Reims,0–0,Lorient,9443,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/983887bf/Reims-Lorient-September-19-2021-Ligue-1
2021-09-19,15:00,Troyes,1–1,Montpellier,7405,Stade de l'Aube,Florent Batta,https://fbref.com/en/matches/101ceba3/Troyes-Montpellier-September-19-2021-Ligue-1
2021-09-22,21:00,Angers,0–0,Marseille,12458,Stade Raymond Kopa,Ruddy Buquet,https://fbref.com/en/matches/b84f284c/Angers-Marseille-September-22-2021-Ligue-1
2021-09-22,21:00,Lens,0–1,Strasbourg,,Stade Bollaert-Delelis,Jeremy Stinat,https://fbref.com/en/matches/324e5654/Lens-Strasbourg-September-22-2021-Ligue-1
2021-09-22,19:00,Lille,2–1,Reims,32604,Stade Pierre-Mauroy,Johan Hamel,https://fbref.com/en/matches/68eb42e9/Lille-Reims-September-22-2021-Ligue-1
2021-09-22,21:00,Lorient,1–0,Nice,10687,Stade du Moustoir,Romain Lissorgue,https://fbref.com/en/matches/37914a88/Lorient-Nice-September-22-2021-Ligue-1
2021-09-22,21:00,Lyon,3–1,Troyes,29714,Groupama Stadium,Stéphanie Frappart,https://fbref.com/en/matches/2c536cdf/Lyon-Troyes-September-22-2021-Ligue-1
2021-09-22,21:00,Metz,1–2,Paris Saint-Germain,2661,Stade Saint-Symphorien,Jérémie Pignard,https://fbref.com/en/matches/f8d5fe10/Metz-Paris-Saint-Germain-September-22-2021-Ligue-1
2021-09-22,19:00,Monaco,3–1,Saint-Étienne,3579,Stade Louis II,Jérôme Brisard,https://fbref.com/en/matches/d6815d53/Monaco-Saint-Etienne-September-22-2021-Ligue-1
2021-09-22,19:00,Montpellier,3–3,Bordeaux,9585,Stade de la Mosson,Mikael Lesage,https://fbref.com/en/matches/92307265/Montpellier-Bordeaux-September-22-2021-Ligue-1
2021-09-22,19:00,Nantes,3–1,Brest,19676,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,https://fbref.com/en/matches/40f5f89b/Nantes-Brest-September-22-2021-Ligue-1
2021-09-22,19:00,Rennes,6–0,Clermont Foot,24109,Roazhon Park,Benoît Bastien,https://fbref.com/en/matches/25d9e8ea/Rennes-Clermont-Foot-September-22-2021-Ligue-1
2021-09-25,21:00,Lyon,1–1,Lorient,36424,Groupama Stadium,Bastien Dechepy,https://fbref.com/en/matches/730af461/Lyon-Lorient-September-25-2021-Ligue-1
2021-09-25,21:00,Paris Saint-Germain,2–0,Montpellier,47408,Parc des Princes,Antony Gautier,https://fbref.com/en/matches/3f15eb2f/Paris-Saint-Germain-Montpellier-September-25-2021-Ligue-1
2021-09-25,17:00,Saint-Étienne,0–3,Nice,19980,Stade Geoffroy-Guichard,Amaury Delerue,https://fbref.com/en/matches/e7b921ad/Saint-Etienne-Nice-September-25-2021-Ligue-1
2021-09-25,19:00,Strasbourg,1–2,Lille,23762,Stade de la Meinau,François Letexier,https://fbref.com/en/matches/2dd1ea46/Strasbourg-Lille-September-25-2021-Ligue-1
2021-09-26,13:00,Bordeaux,1–1,Rennes,16675,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/1b58b9b5/Bordeaux-Rennes-September-26-2021-Ligue-1
2021-09-26,15:00,Brest,1–2,Metz,10398,Stade Francis-Le Blé,Willy Delajod,https://fbref.com/en/matches/a1132450/Brest-Metz-September-26-2021-Ligue-1
2021-09-26,17:00,Clermont Foot,1–3,Monaco,11529,Stade Gabriel Montpied,Benoît Millot,https://fbref.com/en/matches/75955ab8/Clermont-Foot-Monaco-September-26-2021-Ligue-1
2021-09-26,20:45,Marseille,2–3,Lens,50001,Orange Vélodrome,Mikael Lesage,https://fbref.com/en/matches/1c2a81ba/Marseille-Lens-September-26-2021-Ligue-1
2021-09-26,15:00,Reims,3–1,Nantes,280,Stade Auguste-Delaune,Eric Wattellier,https://fbref.com/en/matches/ac08f1fa/Reims-Nantes-September-26-2021-Ligue-1
2021-09-26,15:00,Troyes,1–1,Angers,6868,Stade de l'Aube,Thomas Léonard,https://fbref.com/en/matches/83a8647a/Troyes-Angers-September-26-2021-Ligue-1
2021-10-01,21:00,Lens,2–0,Reims,,Stade Bollaert-Delelis,Benoît Bastien,https://fbref.com/en/matches/81fd928c/Lens-Reims-October-1-2021-Ligue-1
2021-10-02,17:00,Montpellier,1–1,Strasbourg,9851,Stade de la Mosson,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/0acc7165/Montpellier-Strasbourg-October-2-2021-Ligue-1
2021-10-02,21:00,Nice,2–1,Brest,13503,Stade de Nice,António Nobre,https://fbref.com/en/matches/9bcf3129/Nice-Brest-October-2-2021-Ligue-1
2021-10-03,15:00,Angers,3–2,Metz,3989,Stade Raymond Kopa,Stéphanie Frappart,https://fbref.com/en/matches/9d1f922b/Angers-Metz-October-3-2021-Ligue-1
2021-10-03,17:00,Lille,2–0,Marseille,44839,Stade Pierre-Mauroy,Jérémie Pignard,https://fbref.com/en/matches/021c2c80/Lille-Marseille-October-3-2021-Ligue-1
2021-10-03,15:00,Lorient,1–1,Clermont Foot,12611,Stade du Moustoir,Pierre Gaillouste,https://fbref.com/en/matches/179aea63/Lorient-Clermont-Foot-October-3-2021-Ligue-1
2021-10-03,15:00,Monaco,3–0,Bordeaux,3667,Stade Louis II,Clément Turpin,https://fbref.com/en/matches/761cb32f/Monaco-Bordeaux-October-3-2021-Ligue-1
2021-10-03,15:00,Nantes,2–0,Troyes,15150,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,https://fbref.com/en/matches/f3a556f0/Nantes-Troyes-October-3-2021-Ligue-1
2021-10-03,13:00,Rennes,2–0,Paris Saint-Germain,28092,Roazhon Park,Ruddy Buquet,https://fbref.com/en/matches/7bb9ac98/Rennes-Paris-Saint-Germain-October-3-2021-Ligue-1
2021-10-03,20:45,Saint-Étienne,1–1,Lyon,33643,Stade Geoffroy-Guichard,François Letexier,https://fbref.com/en/matches/2571b712/Saint-Etienne-Lyon-October-3-2021-Ligue-1
2021-10-15,21:00,Paris Saint-Germain,2–1,Angers,47646,Parc des Princes,Bastien Dechepy,https://fbref.com/en/matches/16bac038/Paris-Saint-Germain-Angers-October-15-2021-Ligue-1
2021-10-16,17:00,Clermont Foot,1–0,Lille,11537,Stade Gabriel Montpied,Eric Wattellier,https://fbref.com/en/matches/fa3768ae/Clermont-Foot-Lille-October-16-2021-Ligue-1
2021-10-16,21:00,Lyon,2–0,Monaco,50585,Groupama Stadium,Amaury Delerue,https://fbref.com/en/matches/eeaa4aeb/Lyon-Monaco-October-16-2021-Ligue-1
2021-10-17,15:00,Bordeaux,1–1,Nantes,39510,Stade Matmut-Atlantique,Willy Delajod,https://fbref.com/en/matches/b4f8c222/Bordeaux-Nantes-October-17-2021-Ligue-1
2021-10-17,15:00,Brest,1–1,Reims,9693,Stade Francis-Le Blé,Jeremy Stinat,https://fbref.com/en/matches/6f187b6a/Brest-Reims-October-17-2021-Ligue-1
2021-10-17,20:45,Marseille,4–1,Lorient,57349,Orange Vélodrome,Antony Gautier,https://fbref.com/en/matches/094d7030/Marseille-Lorient-October-17-2021-Ligue-1
2021-10-17,15:00,Metz,0–3,Rennes,15679,Stade Saint-Symphorien,Benoît Millot,https://fbref.com/en/matches/b87a661c/Metz-Rennes-October-17-2021-Ligue-1
2021-10-17,17:00,Montpellier,1–0,Lens,12474,Stade de la Mosson,Florent Batta,https://fbref.com/en/matches/fb148288/Montpellier-Lens-October-17-2021-Ligue-1
2021-10-17,15:00,Strasbourg,5–1,Saint-Étienne,25371,Stade de la Meinau,Mikael Lesage,https://fbref.com/en/matches/e4fb14d6/Strasbourg-Saint-Etienne-October-17-2021-Ligue-1
2021-10-17,13:00,Troyes,1–0,Nice,7925,Stade de l'Aube,Johan Hamel,https://fbref.com/en/matches/37e45dd5/Troyes-Nice-October-17-2021-Ligue-1
2021-10-22,21:00,Saint-Étienne,2–2,Angers,19836,Stade Geoffroy-Guichard,Antony Gautier,https://fbref.com/en/matches/5219c830/Saint-Etienne-Angers-October-22-2021-Ligue-1
2021-10-23,21:00,Lille,1–1,Brest,32613,Stade Pierre-Mauroy,Clément Turpin,https://fbref.com/en/matches/22d0a008/Lille-Brest-October-23-2021-Ligue-1
2021-10-23,17:00,Nantes,2–1,Clermont Foot,19968,Stade de la Beaujoire - Louis Fonteneau,Romain Lissorgue,https://fbref.com/en/matches/f1dea62c/Nantes-Clermont-Foot-October-23-2021-Ligue-1
2021-10-24,15:00,Lens,4–1,Metz,35673,Stade Bollaert-Delelis,Jérémie Pignard,https://fbref.com/en/matches/b8942f6c/Lens-Metz-October-24-2021-Ligue-1
2021-10-24,15:00,Lorient,1–1,Bordeaux,11678,Stade du Moustoir,Thomas Léonard,https://fbref.com/en/matches/e54e6f7e/Lorient-Bordeaux-October-24-2021-Ligue-1
2021-10-24,20:45,Marseille,0–0,Paris Saint-Germain,65121,Orange Vélodrome,Benoît Bastien,https://fbref.com/en/matches/97e1dd85/Marseille-Paris-Saint-Germain-October-24-2021-Ligue-1
2021-10-24,17:00,Monaco,3–1,Montpellier,4861,Stade Louis II,François Letexier,https://fbref.com/en/matches/603d1f36/Monaco-Montpellier-October-24-2021-Ligue-1
2021-10-24,13:00,Nice,3–2,Lyon,24519,Stade de Nice,Jérôme Brisard,https://fbref.com/en/matches/de07278f/Nice-Lyon-October-24-2021-Ligue-1
2021-10-24,15:00,Reims,1–2,Troyes,12326,Stade Auguste-Delaune,Pierre Gaillouste,https://fbref.com/en/matches/ee9df9d3/Reims-Troyes-October-24-2021-Ligue-1
2021-10-24,15:00,Rennes,1–0,Strasbourg,27185,Roazhon Park,Stéphanie Frappart,https://fbref.com/en/matches/77b12999/Rennes-Strasbourg-October-24-2021-Ligue-1
2021-10-27,21:00,Nice,1–1,Marseille,,Stade de l'Aube (Neutral Site),Clément Turpin,https://fbref.com/en/matches/cc1c0429/Nice-Marseille-October-27-2021-Ligue-1
2021-10-29,21:00,Paris Saint-Germain,2–1,Lille,47874,Parc des Princes,Amaury Delerue,https://fbref.com/en/matches/cb80602d/Paris-Saint-Germain-Lille-October-29-2021-Ligue-1
2021-10-30,21:00,Lyon,2–1,Lens,50373,Groupama Stadium,Mikael Lesage,https://fbref.com/en/matches/65b26678/Lyon-Lens-October-30-2021-Ligue-1
2021-10-30,17:00,Metz,1–1,Saint-Étienne,15914,Stade Saint-Symphorien,Stéphanie Frappart,https://fbref.com/en/matches/7fef7c0f/Metz-Saint-Etienne-October-30-2021-Ligue-1
2021-10-31,13:00,Angers,1–2,Nice,6788,Stade Raymond Kopa,Willy Delajod,https://fbref.com/en/matches/aeffeb83/Angers-Nice-October-31-2021-Ligue-1
2021-10-31,15:00,Bordeaux,3–2,Reims,11020,Stade Matmut-Atlantique,Eric Wattellier,https://fbref.com/en/matches/1a00ccde/Bordeaux-Reims-October-31-2021-Ligue-1
2021-10-31,17:00,Brest,2–0,Monaco,12463,Stade Francis-Le Blé,Johan Hamel,https://fbref.com/en/matches/7cf2cb9c/Brest-Monaco-October-31-2021-Ligue-1
2021-10-31,20:45,Clermont Foot,0–1,Marseille,12240,Stade Gabriel Montpied,Benoît Millot,https://fbref.com/en/matches/cc275fe8/Clermont-Foot-Marseille-October-31-2021-Ligue-1
2021-10-31,15:00,Montpellier,2–0,Nantes,11267,Stade de la Mosson,Bastien Dechepy,https://fbref.com/en/matches/9ebf3222/Montpellier-Nantes-October-31-2021-Ligue-1
2021-10-31,15:00,Strasbourg,4–0,Lorient,24002,Stade de la Meinau,Florent Batta,https://fbref.com/en/matches/9eecde07/Strasbourg-Lorient-October-31-2021-Ligue-1
2021-10-31,15:00,Troyes,2–2,Rennes,8550,Stade de l'Aube,Jeremy Stinat,https://fbref.com/en/matches/4edcd54f/Troyes-Rennes-October-31-2021-Ligue-1
2021-11-05,21:00,Lens,4–0,Troyes,35706,Stade Bollaert-Delelis,Thomas Léonard,https://fbref.com/en/matches/ccd2f699/Lens-Troyes-November-5-2021-Ligue-1
2021-11-06,21:00,Bordeaux,2–3,Paris Saint-Germain,41172,Stade Matmut-Atlantique,Ruddy Buquet,https://fbref.com/en/matches/57be0a1e/Bordeaux-Paris-Saint-Germain-November-6-2021-Ligue-1
2021-11-06,17:00,Lille,1–1,Angers,33305,Stade Pierre-Mauroy,François Letexier,https://fbref.com/en/matches/2ce63df8/Lille-Angers-November-6-2021-Ligue-1
2021-11-07,15:00,Lorient,1–2,Brest,14649,Stade du Moustoir,Romain Lissorgue,https://fbref.com/en/matches/b7dd94e9/Lorient-Brest-November-7-2021-Ligue-1
2021-11-07,13:00,Marseille,0–0,Metz,61539,Orange Vélodrome,Jérôme Brisard,https://fbref.com/en/matches/e9786bf2/Marseille-Metz-November-7-2021-Ligue-1
2021-11-07,15:00,Nantes,2–2,Strasbourg,18853,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,https://fbref.com/en/matches/e1e018be/Nantes-Strasbourg-November-7-2021-Ligue-1
2021-11-07,17:00,Nice,0–1,Montpellier,20157,Stade de Nice,Antony Gautier,https://fbref.com/en/matches/b1d925e7/Nice-Montpellier-November-7-2021-Ligue-1
2021-11-07,15:00,Reims,0–0,Monaco,12080,Stade Auguste-Delaune,Jérémie Pignard,https://fbref.com/en/matches/e15efd48/Reims-Monaco-November-7-2021-Ligue-1
2021-11-07,20:45,Rennes,4–1,Lyon,28222,Roazhon Park,Benoît Bastien,https://fbref.com/en/matches/a23ac869/Rennes-Lyon-November-7-2021-Ligue-1
2021-11-07,15:00,Saint-Étienne,3–2,Clermont Foot,,Stade Geoffroy-Guichard,Pierre Gaillouste,https://fbref.com/en/matches/03a4e65c/Saint-Etienne-Clermont-Foot-November-7-2021-Ligue-1
2021-11-19,21:00,Monaco,2–2,Lille,3778,Stade Louis II,Willy Delajod,https://fbref.com/en/matches/87c3349f/Monaco-Lille-November-19-2021-Ligue-1
2021-11-20,17:00,Paris Saint-Germain,3–1,Nantes,47777,Parc des Princes,Jeremy Stinat,https://fbref.com/en/matches/01aabfc9/Paris-Saint-Germain-Nantes-November-20-2021-Ligue-1
2021-11-20,21:00,Rennes,2–0,Montpellier,27003,Roazhon Park,Mikael Lesage,https://fbref.com/en/matches/578a2f34/Rennes-Montpellier-November-20-2021-Ligue-1
2021-11-21,15:00,Angers,1–0,Lorient,6971,Stade Raymond Kopa,Pierre Gaillouste,https://fbref.com/en/matches/3ae8da5d/Angers-Lorient-November-21-2021-Ligue-1
2021-11-21,13:00,Brest,4–0,Lens,12462,Stade Francis-Le Blé,Eric Wattellier,https://fbref.com/en/matches/f6b45a58/Brest-Lens-November-21-2021-Ligue-1
2021-11-21,17:00,Clermont Foot,1–2,Nice,11683,Stade Gabriel Montpied,Stéphanie Frappart,https://fbref.com/en/matches/70097d4d/Clermont-Foot-Nice-November-21-2021-Ligue-1
2021-11-21,15:00,Metz,3–3,Bordeaux,16077,Stade Saint-Symphorien,Benoît Millot,https://fbref.com/en/matches/1a60dcac/Metz-Bordeaux-November-21-2021-Ligue-1
2021-11-21,15:00,Strasbourg,1–1,Reims,24439,Stade de la Meinau,Amaury Delerue,https://fbref.com/en/matches/fd4a1380/Strasbourg-Reims-November-21-2021-Ligue-1
2021-11-21,15:00,Troyes,0–1,Saint-Étienne,10644,Stade de l'Aube,Florent Batta,https://fbref.com/en/matches/aedaa852/Troyes-Saint-Etienne-November-21-2021-Ligue-1
2021-11-26,21:00,Lens,2–2,Angers,35713,Stade Bollaert-Delelis,Florent Batta,https://fbref.com/en/matches/1ff453f6/Lens-Angers-November-26-2021-Ligue-1
2021-11-27,17:00,Lille,1–1,Nantes,30419,Stade Pierre-Mauroy,Johan Hamel,https://fbref.com/en/matches/1d8f75fc/Lille-Nantes-November-27-2021-Ligue-1
2021-11-27,21:00,Nice,0–1,Metz,17033,Stade de Nice,François Letexier,https://fbref.com/en/matches/e520b4ee/Nice-Metz-November-27-2021-Ligue-1
2021-11-28,15:00,Bordeaux,1–2,Brest,15280,Stade Matmut-Atlantique,Pierre Gaillouste,https://fbref.com/en/matches/bb1eb461/Bordeaux-Brest-November-28-2021-Ligue-1
2021-11-28,15:00,Lorient,0–2,Rennes,16321,Stade du Moustoir,Bastien Dechepy,https://fbref.com/en/matches/79a91177/Lorient-Rennes-November-28-2021-Ligue-1
2021-11-28,20:45,Marseille,1–0,Troyes,,Orange Vélodrome,Jérémie Pignard,https://fbref.com/en/matches/b413f36e/Marseille-Troyes-November-28-2021-Ligue-1
2021-11-28,15:00,Monaco,1–1,Strasbourg,3478,Stade Louis II,Antony Gautier,https://fbref.com/en/matches/e2659de8/Monaco-Strasbourg-November-28-2021-Ligue-1
2021-11-28,17:00,Montpellier,0–1,Lyon,14747,Stade de la Mosson,Thomas Léonard,https://fbref.com/en/matches/e9963024/Montpellier-Lyon-November-28-2021-Ligue-1
