date,time,home_team,score,away_team,attendance,venue,referee,match_report
24/08,20:45,Monza,0–1,Genoa,10394,U-Power Stadium,Maurizio Mariani,https://fbref.com/en/matches/d9489d1e/Monza-Genoa-August-24-2024-Serie-A
24/08,18:30,Parma,2–1,Milan,21808,Stadio Ennio Tardini,Juan Luca Sacchi,https://fbref.com/en/matches/d2885a35/Parma-Milan-August-24-2024-Serie-A
24/08,18:30,Udinese,2–1,Lazio,21636,Bluenergy Stadium,Daniele Doveri,https://fbref.com/en/matches/b6b8cabd/Udinese-Lazio-August-24-2024-Serie-A
25/08,18:30,Fiorentina,0–0,Venezia,18915,Stadio Artemio Franchi,Simone Sozza,https://fbref.com/en/matches/cab6fee7/Fiorentina-Venezia-August-25-2024-Serie-A
25/08,20:45,Napoli,3–0,Bologna,45000,Stadio Diego Armando Maradona,Luca Pairetto,https://fbref.com/en/matches/cd189339/Napoli-Bologna-August-25-2024-Serie-A
25/08,20:45,Roma,1–2,Empoli,67517,Stadio Olimpico,Luca Zufferli,https://fbref.com/en/matches/31d64d59/Roma-Empoli-August-25-2024-Serie-A
25/08,18:30,Torino,2–1,Atalanta,20451,Stadio Olimpico Grande Torino,Antonio Rapuano,https://fbref.com/en/matches/324b2f87/Torino-Atalanta-August-25-2024-Serie-A
26/08,18:30,Cagliari,1–1,Como,16365,Unipol Domus,Marco Di Bello,https://fbref.com/en/matches/0948742e/Cagliari-Como-August-26-2024-Serie-A
26/08,20:45,Hellas Verona,0–3,Juventus,29575,Stadio Marc'Antonio Bentegodi,Antonio Giua,https://fbref.com/en/matches/22c07009/Hellas-Verona-Juventus-August-26-2024-Serie-A
30/08,20:45,Inter,4–0,Atalanta,71745,Stadio Giuseppe Meazza,Matteo Marchetti,https://fbref.com/en/matches/adc30b79/Internazionale-Atalanta-August-30-2024-Serie-A
30/08,18:30,Venezia,0–1,Torino,10652,Stadio Pier Luigi Penzo,Matteo Marcenaro,https://fbref.com/en/matches/55203d33/Venezia-Torino-August-30-2024-Serie-A
31/08,18:30,Bologna,1–1,Empoli,25960,Stadio Renato Dall'Ara,Livio Marinelli,https://fbref.com/en/matches/bd4cd3af/Bologna-Empoli-August-31-2024-Serie-A
31/08,20:45,Lazio,2–2,Milan,53000,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/105b1a82/Lazio-Milan-August-31-2024-Serie-A
31/08,18:30,Lecce,1–0,Cagliari,26386,Stadio Comunale Ettore Giardiniero,Michael Fabbri,https://fbref.com/en/matches/25367b4b/Lecce-Cagliari-August-31-2024-Serie-A
31/08,20:45,Napoli,2–1,Parma,50000,Stadio Diego Armando Maradona,Paride Tremolada,https://fbref.com/en/matches/f6ed3bc4/Napoli-Parma-August-31-2024-Serie-A
01/09,18:30,Fiorentina,2–2,Monza,18376,Stadio Artemio Franchi,Andrea Colombo,https://fbref.com/en/matches/2fc37926/Fiorentina-Monza-September-1-2024-Serie-A
01/09,18:30,Genoa,0–2,Hellas Verona,30747,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,https://fbref.com/en/matches/aab74d02/Genoa-Hellas-Verona-September-1-2024-Serie-A
01/09,20:45,Juventus,0–0,Roma,41375,Allianz Stadium,Marco Guida,https://fbref.com/en/matches/6a978d77/Juventus-Roma-September-1-2024-Serie-A
01/09,20:45,Udinese,1–0,Como,7020,Bluenergy Stadium,Alessandro Prontera,https://fbref.com/en/matches/24249630/Udinese-Como-September-1-2024-Serie-A
14/09,15:00,Como,2–2,Bologna,10584,Stadio Giuseppe Sinigaglia,Marco Piccinini,https://fbref.com/en/matches/30c9c7af/Como-Bologna-September-14-2024-Serie-A
14/09,18:00,Empoli,0–0,Juventus,15715,Stadio Carlo Castellani - Computer Gross...,Marco Di Bello,https://fbref.com/en/matches/5ede3e48/Empoli-Juventus-September-14-2024-Serie-A
14/09,20:45,Milan,4–0,Venezia,71273,Stadio Giuseppe Meazza,Davide Di Marco,https://fbref.com/en/matches/ec4ceae1/Milan-Venezia-September-14-2024-Serie-A
15/09,15:00,Atalanta,3–2,Fiorentina,22705,Gewiss Stadium,Juan Luca Sacchi,https://fbref.com/en/matches/c69565c7/Atalanta-Fiorentina-September-15-2024-Serie-A
15/09,18:00,Cagliari,0–4,Napoli,15733,Unipol Domus,Federico La Penna,https://fbref.com/en/matches/226b0118/Cagliari-Napoli-September-15-2024-Serie-A
15/09,12:30,Genoa,1–1,Roma,33009,Stadio Comunale Luigi Ferraris,Antonio Giua,https://fbref.com/en/matches/ad2de1d0/Genoa-Roma-September-15-2024-Serie-A
15/09,20:45,Monza,1–1,Inter,14541,U-Power Stadium,Luca Pairetto,https://fbref.com/en/matches/cb14ff92/Monza-Internazionale-September-15-2024-Serie-A
15/09,15:00,Torino,0–0,Lecce,24277,Stadio Olimpico Grande Torino,Andrea Colombo,https://fbref.com/en/matches/dab3859c/Torino-Lecce-September-15-2024-Serie-A
16/09,20:45,Lazio,2–1,Hellas Verona,,Stadio Olimpico,Luca Zufferli,https://fbref.com/en/matches/45f09f95/Lazio-Hellas-Verona-September-16-2024-Serie-A
16/09,18:30,Parma,2–3,Udinese,17586,Stadio Ennio Tardini,Rosario Abisso,https://fbref.com/en/matches/580f27c1/Parma-Udinese-September-16-2024-Serie-A
20/09,18:30,Cagliari,0–2,Empoli,15225,Unipol Domus,Simone Sozza,https://fbref.com/en/matches/89a8e948/Cagliari-Empoli-September-20-2024-Serie-A
20/09,20:45,Hellas Verona,2–3,Torino,23000,Stadio Marc'Antonio Bentegodi,Livio Marinelli,https://fbref.com/en/matches/2e904a65/Hellas-Verona-Torino-September-20-2024-Serie-A
21/09,18:00,Juventus,0–0,Napoli,40295,Allianz Stadium,Daniele Doveri,https://fbref.com/en/matches/87a4e1ae/Juventus-Napoli-September-21-2024-Serie-A
21/09,20:45,Lecce,2–2,Parma,25503,Stadio Comunale Ettore Giardiniero,Marco Guida,https://fbref.com/en/matches/8aed6358/Lecce-Parma-September-21-2024-Serie-A
21/09,15:00,Venezia,2–0,Genoa,10502,Stadio Pier Luigi Penzo,Matteo Marchetti,https://fbref.com/en/matches/2cd93038/Venezia-Genoa-September-21-2024-Serie-A
22/09,12:30,Fiorentina,2–1,Lazio,19624,Stadio Artemio Franchi,Matteo Marcenaro,https://fbref.com/en/matches/ad104788/Fiorentina-Lazio-September-22-2024-Serie-A
22/09,20:45,Inter,1–2,Milan,75366,Stadio Giuseppe Meazza,Maurizio Mariani,https://fbref.com/en/matches/5ceec90c/Derby-della-Madonnina-Internazionale-Milan-September-22-2024-Serie-A
22/09,15:00,Monza,1–2,Bologna,9991,U-Power Stadium,Davide Massa,https://fbref.com/en/matches/9c510611/Monza-Bologna-September-22-2024-Serie-A
22/09,18:00,Roma,3–0,Udinese,63499,Stadio Olimpico,Ermanno Feliciani,https://fbref.com/en/matches/2c1f7af3/Roma-Udinese-September-22-2024-Serie-A
24/09,20:45,Atalanta,2–3,Como,22977,Gewiss Stadium,Paride Tremolada,https://fbref.com/en/matches/3e592227/Atalanta-Como-September-24-2024-Serie-A
27/09,20:45,Milan,3–0,Lecce,71103,Stadio Giuseppe Meazza,Luca Zufferli,https://fbref.com/en/matches/6d6624e2/Milan-Lecce-September-27-2024-Serie-A
28/09,20:45,Bologna,1–1,Atalanta,27126,Stadio Renato Dall'Ara,Antonio Rapuano,https://fbref.com/en/matches/5ebd3c92/Bologna-Atalanta-September-28-2024-Serie-A
28/09,18:00,Genoa,0–3,Juventus,26599,Stadio Comunale Luigi Ferraris,Andrea Colombo,https://fbref.com/en/matches/b21bad0d/Genoa-Juventus-September-28-2024-Serie-A
28/09,15:00,Udinese,2–3,Inter,24611,Bluenergy Stadium,Juan Luca Sacchi,https://fbref.com/en/matches/a87c6b35/Udinese-Internazionale-September-28-2024-Serie-A
29/09,15:00,Como,3–2,Hellas Verona,9000,Stadio Giuseppe Sinigaglia,Antonio Giua,https://fbref.com/en/matches/1b4d793e/Como-Hellas-Verona-September-29-2024-Serie-A
29/09,18:00,Empoli,0–0,Fiorentina,13053,Stadio Carlo Castellani - Computer Gross...,Gianluca Aureliano,https://fbref.com/en/matches/11c1605f/Empoli-Fiorentina-September-29-2024-Serie-A
29/09,20:45,Napoli,2–0,Monza,50000,Stadio Diego Armando Maradona,Gianluca Manganiello,https://fbref.com/en/matches/54f6fa48/Napoli-Monza-September-29-2024-Serie-A
29/09,15:00,Roma,2–1,Venezia,62165,Stadio Olimpico,Rosario Abisso,https://fbref.com/en/matches/ec69829c/Roma-Venezia-September-29-2024-Serie-A
29/09,12:30,Torino,2–3,Lazio,23130,Stadio Olimpico Grande Torino,Simone Sozza,https://fbref.com/en/matches/caf6a7d2/Torino-Lazio-September-29-2024-Serie-A
30/09,20:45,Parma,2–3,Cagliari,17718,Stadio Ennio Tardini,Francesco Fourneau,https://fbref.com/en/matches/df2ec112/Parma-Cagliari-September-30-2024-Serie-A
04/10,20:45,Hellas Verona,2–1,Venezia,25979,Stadio Marc'Antonio Bentegodi,Marco Guida,https://fbref.com/en/matches/f8385042/Hellas-Verona-Venezia-October-4-2024-Serie-A
04/10,18:30,Napoli,3–1,Como,50000,Stadio Diego Armando Maradona,Ermanno Feliciani,https://fbref.com/en/matches/e474c2fe/Napoli-Como-October-4-2024-Serie-A
05/10,18:00,Atalanta,5–1,Genoa,23138,Gewiss Stadium,Daniele Chiffi,https://fbref.com/en/matches/b1035fb5/Atalanta-Genoa-October-5-2024-Serie-A
05/10,20:45,Inter,3–2,Torino,73348,Stadio Giuseppe Meazza,Matteo Marcenaro,https://fbref.com/en/matches/282abdf2/Internazionale-Torino-October-5-2024-Serie-A
05/10,15:00,Udinese,1–0,Lecce,21441,Bluenergy Stadium,Maurizio Mariani,https://fbref.com/en/matches/e86c2b7c/Udinese-Lecce-October-5-2024-Serie-A
06/10,15:00,Bologna,0–0,Parma,28400,Stadio Renato Dall'Ara,Marco Di Bello,https://fbref.com/en/matches/0ca23022/Bologna-Parma-October-6-2024-Serie-A
06/10,20:45,Fiorentina,2–1,Milan,21923,Stadio Artemio Franchi,Luca Pairetto,https://fbref.com/en/matches/7b49f33b/Fiorentina-Milan-October-6-2024-Serie-A
06/10,12:30,Juventus,1–1,Cagliari,40557,Allianz Stadium,Livio Marinelli,https://fbref.com/en/matches/3f957426/Juventus-Cagliari-October-6-2024-Serie-A
06/10,15:00,Lazio,2–1,Empoli,38000,Stadio Olimpico,Giovanni Ayroldi,https://fbref.com/en/matches/6b642876/Lazio-Empoli-October-6-2024-Serie-A
06/10,18:00,Monza,1–1,Roma,12021,U-Power Stadium,Federico La Penna,https://fbref.com/en/matches/d19770cf/Monza-Roma-October-6-2024-Serie-A
19/10,15:00,Como,1–1,Parma,7000,Stadio Giuseppe Sinigaglia,Michael Fabbri,https://fbref.com/en/matches/0e383c84/Como-Parma-October-19-2024-Serie-A
19/10,15:00,Genoa,2–2,Bologna,30000,Stadio Comunale Luigi Ferraris,Daniele Doveri,https://fbref.com/en/matches/b69fbc8e/Genoa-Bologna-October-19-2024-Serie-A
19/10,20:45,Juventus,1–0,Lazio,40800,Allianz Stadium,Juan Luca Sacchi,https://fbref.com/en/matches/2a7043fd/Juventus-Lazio-October-19-2024-Serie-A
19/10,18:00,Milan,1–0,Udinese,71214,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/c9b4f966/Milan-Udinese-October-19-2024-Serie-A
20/10,18:00,Cagliari,3–2,Torino,16000,Unipol Domus,Gianluca Aureliano,https://fbref.com/en/matches/1d1a4e0d/Cagliari-Torino-October-20-2024-Serie-A
20/10,12:30,Empoli,0–1,Napoli,12000,Stadio Carlo Castellani - Computer Gross...,Rosario Abisso,https://fbref.com/en/matches/e486a986/Empoli-Napoli-October-20-2024-Serie-A
20/10,15:00,Lecce,0–6,Fiorentina,25124,Stadio Comunale Ettore Giardiniero,Francesco Fourneau,https://fbref.com/en/matches/015e4919/Lecce-Fiorentina-October-20-2024-Serie-A
20/10,20:45,Roma,0–1,Inter,64119,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/f65c16b7/Roma-Internazionale-October-20-2024-Serie-A
20/10,15:00,Venezia,0–2,Atalanta,11979,Stadio Pier Luigi Penzo,Luca Zufferli,https://fbref.com/en/matches/2ec189f4/Venezia-Atalanta-October-20-2024-Serie-A
21/10,20:45,Hellas Verona,0–3,Monza,24854,Stadio Marc'Antonio Bentegodi,Federico Dionisi,https://fbref.com/en/matches/1bf8a854/Hellas-Verona-Monza-October-21-2024-Serie-A
25/10,20:45,Torino,1–0,Como,23571,Stadio Olimpico Grande Torino,Giovanni Ayroldi,https://fbref.com/en/matches/05c25e1e/Torino-Como-October-25-2024-Serie-A
25/10,18:30,Udinese,2–0,Cagliari,21095,Bluenergy Stadium,Gianluca Manganiello,https://fbref.com/en/matches/8bd5bba7/Udinese-Cagliari-October-25-2024-Serie-A
26/10,20:45,Atalanta,6–1,Hellas Verona,23015,Gewiss Stadium,Ermanno Feliciani,https://fbref.com/en/matches/8e432430/Atalanta-Hellas-Verona-October-26-2024-Serie-A
26/10,15:00,Napoli,1–0,Lecce,51103,Stadio Diego Armando Maradona,Paride Tremolada,https://fbref.com/en/matches/69ffe801/Napoli-Lecce-October-26-2024-Serie-A
27/10,20:45,Fiorentina,5–1,Roma,20440,Stadio Artemio Franchi,Simone Sozza,https://fbref.com/en/matches/54bfe5ba/Fiorentina-Roma-October-27-2024-Serie-A
27/10,18:00,Inter,4–4,Juventus,75000,Stadio Giuseppe Meazza,Marco Guida,https://fbref.com/en/matches/1e164a6c/Derby-dItalia-Internazionale-Juventus-October-27-2024-Serie-A
27/10,15:00,Lazio,3–0,Genoa,40000,Stadio Olimpico,Marco Piccinini,https://fbref.com/en/matches/67b8955a/Lazio-Genoa-October-27-2024-Serie-A
27/10,15:00,Monza,2–2,Venezia,10141,U-Power Stadium,Antonio Rapuano,https://fbref.com/en/matches/ee055cc8/Monza-Venezia-October-27-2024-Serie-A
27/10,12:30,Parma,1–1,Empoli,17802,Stadio Ennio Tardini,Federico La Penna,https://fbref.com/en/matches/edec012f/Parma-Empoli-October-27-2024-Serie-A
29/10,18:30,Cagliari,0–2,Bologna,15977,Unipol Domus,Francesco Fourneau,https://fbref.com/en/matches/cbe119cc/Cagliari-Bologna-October-29-2024-Serie-A
29/10,18:30,Lecce,1–0,Hellas Verona,23698,Stadio Comunale Ettore Giardiniero,Maurizio Mariani,https://fbref.com/en/matches/1affd587/Lecce-Hellas-Verona-October-29-2024-Serie-A
29/10,20:45,Milan,0–2,Napoli,73507,Stadio Giuseppe Meazza,Andrea Colombo,https://fbref.com/en/matches/da11c409/Milan-Napoli-October-29-2024-Serie-A
30/10,20:45,Atalanta,2–0,Monza,22142,Gewiss Stadium,Marco Piccinini,https://fbref.com/en/matches/75f96018/Atalanta-Monza-October-30-2024-Serie-A
30/10,18:30,Empoli,0–3,Inter,15706,Stadio Carlo Castellani - Computer Gross...,Matteo Marchetti,https://fbref.com/en/matches/a2a61f01/Empoli-Internazionale-October-30-2024-Serie-A
30/10,20:45,Juventus,2–2,Parma,40809,Allianz Stadium,Luca Zufferli,https://fbref.com/en/matches/bc7ed4c6/Juventus-Parma-October-30-2024-Serie-A
30/10,18:30,Venezia,3–2,Udinese,10000,Stadio Pier Luigi Penzo,Davide Massa,https://fbref.com/en/matches/50efe60a/Venezia-Udinese-October-30-2024-Serie-A
31/10,20:45,Como,1–5,Lazio,10750,Stadio Giuseppe Sinigaglia,Luca Pairetto,https://fbref.com/en/matches/128ece0d/Como-Lazio-October-31-2024-Serie-A
31/10,18:30,Genoa,0–1,Fiorentina,30254,Stadio Comunale Luigi Ferraris,Daniele Chiffi,https://fbref.com/en/matches/463a6b71/Genoa-Fiorentina-October-31-2024-Serie-A
31/10,20:45,Roma,1–0,Torino,60920,Stadio Olimpico,Michael Fabbri,https://fbref.com/en/matches/2d7f07e3/Roma-Torino-October-31-2024-Serie-A
02/11,15:00,Bologna,1–0,Lecce,25000,Stadio Renato Dall'Ara,Giuseppe Collu,https://fbref.com/en/matches/131fb996/Bologna-Lecce-November-2-2024-Serie-A
02/11,20:45,Monza,0–1,Milan,17000,U-Power Stadium,Ermanno Feliciani,https://fbref.com/en/matches/6e2f5ec6/Monza-Milan-November-2-2024-Serie-A
02/11,18:00,Udinese,0–2,Juventus,24990,Bluenergy Stadium,Rosario Abisso,https://fbref.com/en/matches/2680b604/Udinese-Juventus-November-2-2024-Serie-A
03/11,18:00,Hellas Verona,3–2,Roma,28185,Stadio Marc'Antonio Bentegodi,Matteo Marcenaro,https://fbref.com/en/matches/0c67c952/Hellas-Verona-Roma-November-3-2024-Serie-A
03/11,20:45,Inter,1–0,Venezia,66326,Stadio Giuseppe Meazza,Maria Sole Ferrieri Caputi,https://fbref.com/en/matches/f6ba9194/Internazionale-Venezia-November-3-2024-Serie-A
03/11,12:30,Napoli,0–3,Atalanta,50873,Stadio Diego Armando Maradona,Daniele Doveri,https://fbref.com/en/matches/31d4ab7d/Napoli-Atalanta-November-3-2024-Serie-A
03/11,15:00,Torino,0–1,Fiorentina,23326,Stadio Olimpico Grande Torino,Federico La Penna,https://fbref.com/en/matches/7c298383/Torino-Fiorentina-November-3-2024-Serie-A
04/11,18:30,Empoli,1–0,Como,8102,Stadio Carlo Castellani - Computer Gross...,Marco Di Bello,https://fbref.com/en/matches/cf8ba91a/Empoli-Como-November-4-2024-Serie-A
04/11,20:45,Lazio,2–1,Cagliari,35000,Stadio Olimpico,Giovanni Ayroldi,https://fbref.com/en/matches/b3fa2e3c/Lazio-Cagliari-November-4-2024-Serie-A
04/11,18:30,Parma,0–1,Genoa,16151,Stadio Ennio Tardini,Marco Guida,https://fbref.com/en/matches/d8a1b693/Parma-Genoa-November-4-2024-Serie-A
07/11,20:45,Genoa,1–1,Como,30708,Stadio Comunale Luigi Ferraris,Antonio Rapuano,https://fbref.com/en/matches/ee077ae1/Genoa-Como-November-7-2024-Serie-A
08/11,20:45,Lecce,1–1,Empoli,23907,Stadio Comunale Ettore Giardiniero,Juan Luca Sacchi,https://fbref.com/en/matches/dac22768/Lecce-Empoli-November-8-2024-Serie-A
09/11,18:00,Cagliari,3–3,Milan,16271,Unipol Domus,Michael Fabbri,https://fbref.com/en/matches/23026b6f/Cagliari-Milan-November-9-2024-Serie-A
09/11,20:45,Juventus,2–0,Torino,41066,Allianz Stadium,Simone Sozza,https://fbref.com/en/matches/51962386/Juventus-Torino-November-9-2024-Serie-A
09/11,15:00,Venezia,1–2,Parma,10866,Stadio Pier Luigi Penzo,Daniele Chiffi,https://fbref.com/en/matches/8b0cfe1d/Venezia-Parma-November-9-2024-Serie-A
10/11,12:30,Atalanta,2–1,Udinese,22884,Gewiss Stadium,Marco Di Bello,https://fbref.com/en/matches/fcc555f9/Atalanta-Udinese-November-10-2024-Serie-A
10/11,15:00,Fiorentina,3–1,Hellas Verona,22495,Stadio Artemio Franchi,Luca Zufferli,https://fbref.com/en/matches/c9d4e593/Fiorentina-Hellas-Verona-November-10-2024-Serie-A
10/11,20:45,Inter,1–1,Napoli,72951,Stadio Giuseppe Meazza,Maurizio Mariani,https://fbref.com/en/matches/8a3f7f87/Internazionale-Napoli-November-10-2024-Serie-A
10/11,18:00,Monza,0–1,Lazio,11706,U-Power Stadium,Andrea Colombo,https://fbref.com/en/matches/90116cdb/Monza-Lazio-November-10-2024-Serie-A
10/11,15:00,Roma,2–3,Bologna,50500,Stadio Olimpico,Gianluca Manganiello,https://fbref.com/en/matches/b93d514f/Roma-Bologna-November-10-2024-Serie-A
23/11,15:00,Hellas Verona,0–5,Inter,27000,Stadio Marc'Antonio Bentegodi,Andrea Colombo,https://fbref.com/en/matches/f40e8673/Hellas-Verona-Internazionale-November-23-2024-Serie-A
23/11,18:00,Milan,0–0,Juventus,75502,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/3d6d1119/Milan-Juventus-November-23-2024-Serie-A
23/11,20:45,Parma,1–3,Atalanta,18790,Stadio Ennio Tardini,Gianluca Manganiello,https://fbref.com/en/matches/b0abcd14/Parma-Atalanta-November-23-2024-Serie-A
24/11,15:00,Como,0–2,Fiorentina,8500,Stadio Giuseppe Sinigaglia,Matteo Marchetti,https://fbref.com/en/matches/8ad4e7bb/Como-Fiorentina-November-24-2024-Serie-A
24/11,12:30,Genoa,2–2,Cagliari,31070,Stadio Comunale Luigi Ferraris,Simone Sozza,https://fbref.com/en/matches/6a1e4119/Genoa-Cagliari-November-24-2024-Serie-A
24/11,20:45,Lazio,3–0,Bologna,40000,Stadio Olimpico,Antonio Rapuano,https://fbref.com/en/matches/b823aa0b/Lazio-Bologna-November-24-2024-Serie-A
24/11,18:00,Napoli,1–0,Roma,51164,Stadio Diego Armando Maradona,Davide Massa,https://fbref.com/en/matches/5993c0f0/Derby-del-Sole-Napoli-Roma-November-24-2024-Serie-A
24/11,15:00,Torino,1–1,Monza,22000,Stadio Olimpico Grande Torino,Rosario Abisso,https://fbref.com/en/matches/a9bc6012/Torino-Monza-November-24-2024-Serie-A
25/11,18:30,Empoli,1–1,Udinese,1449,Stadio Carlo Castellani - Computer Gross...,Livio Marinelli,https://fbref.com/en/matches/249de3fa/Empoli-Udinese-November-25-2024-Serie-A
25/11,20:45,Venezia,0–1,Lecce,9448,Stadio Pier Luigi Penzo,Luca Pairetto,https://fbref.com/en/matches/616c48a5/Venezia-Lecce-November-25-2024-Serie-A
29/11,20:45,Cagliari,1–0,Hellas Verona,16162,Unipol Domus,Maurizio Mariani,https://fbref.com/en/matches/b2adb745/Cagliari-Hellas-Verona-November-29-2024-Serie-A
30/11,20:45,Bologna,3–0,Venezia,24866,Stadio Renato Dall'Ara,Luca Massimi,https://fbref.com/en/matches/75f6e865/Bologna-Venezia-November-30-2024-Serie-A
30/11,15:00,Como,1–1,Monza,9749,Stadio Giuseppe Sinigaglia,Juan Luca Sacchi,https://fbref.com/en/matches/54be0ee5/Como-Monza-November-30-2024-Serie-A
30/11,18:00,Milan,3–0,Empoli,68725,Stadio Giuseppe Meazza,Federico Dionisi,https://fbref.com/en/matches/1d6a6ac7/Milan-Empoli-November-30-2024-Serie-A
01/12,20:45,Lecce,1–1,Juventus,27080,Stadio Comunale Ettore Giardiniero,Antonio Rapuano,https://fbref.com/en/matches/6663ff8b/Lecce-Juventus-December-1-2024-Serie-A
01/12,15:00,Parma,3–1,Lazio,22885,Stadio Ennio Tardini,Luca Zufferli,https://fbref.com/en/matches/655f8c05/Parma-Lazio-December-1-2024-Serie-A
01/12,15:00,Torino,0–1,Napoli,25060,Stadio Olimpico Grande Torino,Michael Fabbri,https://fbref.com/en/matches/148db1a0/Torino-Napoli-December-1-2024-Serie-A
01/12,12:30,Udinese,0–2,Genoa,21995,Bluenergy Stadium,Gianluca Aureliano,https://fbref.com/en/matches/bb7b34e8/Udinese-Genoa-December-1-2024-Serie-A
02/12,20:45,Roma,0–2,Atalanta,55772,Stadio Olimpico,Marco Guida,https://fbref.com/en/matches/74396b38/Roma-Atalanta-December-2-2024-Serie-A
06/12,20:45,Atalanta,2–1,Milan,22606,Gewiss Stadium,Federico La Penna,https://fbref.com/en/matches/3c291cde/Atalanta-Milan-December-6-2024-Serie-A
06/12,18:30,Inter,3–1,Parma,71879,Stadio Giuseppe Meazza,Rosario Abisso,https://fbref.com/en/matches/36a8e6c1/Internazionale-Parma-December-6-2024-Serie-A
07/12,15:00,Genoa,0–0,Torino,32363,Stadio Comunale Luigi Ferraris,Livio Marinelli,https://fbref.com/en/matches/5209f745/Genoa-Torino-December-7-2024-Serie-A
07/12,18:00,Juventus,2–2,Bologna,40748,Allianz Stadium,Matteo Marchetti,https://fbref.com/en/matches/f335a456/Juventus-Bologna-December-7-2024-Serie-A
07/12,20:45,Roma,4–1,Lecce,58213,Stadio Olimpico,Daniele Chiffi,https://fbref.com/en/matches/2f4aac74/Roma-Lecce-December-7-2024-Serie-A
08/12,12:30,Fiorentina,1–0,Cagliari,19851,Stadio Artemio Franchi,Marco Piccinini,https://fbref.com/en/matches/a3f7f065/Fiorentina-Cagliari-December-8-2024-Serie-A
08/12,15:00,Hellas Verona,1–4,Empoli,23949,Stadio Marc'Antonio Bentegodi,Marco Di Bello,https://fbref.com/en/matches/52d351e8/Hellas-Verona-Empoli-December-8-2024-Serie-A
08/12,20:45,Napoli,0–1,Lazio,50000,Stadio Diego Armando Maradona,Andrea Colombo,https://fbref.com/en/matches/aea55efb/Napoli-Lazio-December-8-2024-Serie-A
08/12,18:00,Venezia,2–2,Como,8026,Stadio Pier Luigi Penzo,Daniele Doveri,https://fbref.com/en/matches/4171bb56/Venezia-Como-December-8-2024-Serie-A
09/12,20:45,Monza,1–2,Udinese,9317,U-Power Stadium,Gianluca Manganiello,https://fbref.com/en/matches/fbe80ac9/Monza-Udinese-December-9-2024-Serie-A
13/12,20:45,Empoli,0–1,Torino,7832,Stadio Carlo Castellani - Computer Gross...,Kevin Bonacina,https://fbref.com/en/matches/33b426d2/Empoli-Torino-December-13-2024-Serie-A
14/12,15:00,Cagliari,0–1,Atalanta,15985,Unipol Domus,Luca Pairetto,https://fbref.com/en/matches/69244b8a/Cagliari-Atalanta-December-14-2024-Serie-A
14/12,20:45,Juventus,2–2,Venezia,38425,Allianz Stadium,Antonio Giua,https://fbref.com/en/matches/6eb424b7/Juventus-Venezia-December-14-2024-Serie-A
14/12,18:00,Udinese,1–3,Napoli,19981,Bluenergy Stadium,Daniele Doveri,https://fbref.com/en/matches/700e4d44/Udinese-Napoli-December-14-2024-Serie-A
