date,time,home_team,score,away_team,attendance,venue,referee,match_report
30/09,20:45,Salernitana,0–4,Inter,28085,Stadio Arechi,Rosario Abisso,https://fbref.com/en/matches/276d542d/Salernitana-Internazionale-September-30-2023-Serie-A
01/10,18:00,Atalanta,0–0,Juventus,14811,Gewiss Stadium,Daniele Chiffi,https://fbref.com/en/matches/13a50e02/Atalanta-Juventus-October-1-2023-Serie-A
01/10,12:30,Bologna,3–0,Empoli,23689,Stadio Renato Dall'Ara,Fabio Maresca,https://fbref.com/en/matches/8f129029/Bologna-Empoli-October-1-2023-Serie-A
01/10,20:45,Roma,2–0,Frosinone,62638,Stadio Olimpico,Matteo Marchetti,https://fbref.com/en/matches/0133f321/Roma-Frosinone-October-1-2023-Serie-A
01/10,15:00,Udinese,2–2,Genoa,20805,Bluenergy Stadium,Maurizio Mariani,https://fbref.com/en/matches/507d7e86/Udinese-Genoa-October-1-2023-Serie-A
02/10,20:45,Fiorentina,3–0,Cagliari,27309,Stadio Artemio Franchi,Marco Di Bello,https://fbref.com/en/matches/7dd8d98a/Fiorentina-Cagliari-October-2-2023-Serie-A
02/10,18:30,Sassuolo,0–1,Monza,10165,Mapei Stadium - Città del Tricolore,Luca Zufferli,https://fbref.com/en/matches/13b84a7a/Sassuolo-Monza-October-2-2023-Serie-A
02/10,18:30,Torino,0–0,Hellas Verona,19419,Stadio Olimpico di Torino,Ermanno Feliciani,https://fbref.com/en/matches/ea8ff4b0/Torino-Hellas-Verona-October-2-2023-Serie-A
06/10,18:30,Empoli,0–0,Udinese,7128,Stadio Carlo Castellani,Michael Fabbri,https://fbref.com/en/matches/2397e099/Empoli-Udinese-October-6-2023-Serie-A
06/10,20:45,Lecce,1–1,Sassuolo,26160,Stadio Comunale Via Del Mare,Juan Sacchi,https://fbref.com/en/matches/26509ebd/Lecce-Sassuolo-October-6-2023-Serie-A
07/10,20:45,Genoa,0–1,Milan,33157,Stadio Comunale Luigi Ferraris,Marco Piccinini,https://fbref.com/en/matches/3bd415eb/Genoa-Milan-October-7-2023-Serie-A
07/10,15:00,Inter,2–2,Bologna,74072,Stadio Giuseppe Meazza,Marco Guida,https://fbref.com/en/matches/b46d0026/Internazionale-Bologna-October-7-2023-Serie-A
07/10,18:00,Juventus,2–0,Torino,38858,Allianz Stadium,Davide Massa,https://fbref.com/en/matches/1d1f902c/Juventus-Torino-October-7-2023-Serie-A
08/10,18:00,Cagliari,1–4,Roma,16307,Unipol Domus,Simone Sozza,https://fbref.com/en/matches/604ceaa0/Cagliari-Roma-October-8-2023-Serie-A
08/10,15:00,Frosinone,2–1,Hellas Verona,13034,Stadio Benito Stirpe,Maria Sole Ferrieri Caputi,https://fbref.com/en/matches/ea945c75/Frosinone-Hellas-Verona-October-8-2023-Serie-A
08/10,15:00,Lazio,3–2,Atalanta,41000,Stadio Olimpico,Daniele Orsato,https://fbref.com/en/matches/c0603b97/Lazio-Atalanta-October-8-2023-Serie-A
08/10,12:30,Monza,3–0,Salernitana,12494,U-Power Stadium,Luca Massimi,https://fbref.com/en/matches/d0fdea52/Monza-Salernitana-October-8-2023-Serie-A
08/10,20:45,Napoli,1–3,Fiorentina,45000,Stadio Diego Armando Maradona,Federico La Penna,https://fbref.com/en/matches/2cc7a7ed/Napoli-Fiorentina-October-8-2023-Serie-A
21/10,15:00,Hellas Verona,1–3,Napoli,20549,Stadio Marc'Antonio Bentegodi,Rosario Abisso,https://fbref.com/en/matches/a4d889b8/Hellas-Verona-Napoli-October-21-2023-Serie-A
21/10,20:45,Sassuolo,0–2,Lazio,15597,Mapei Stadium - Città del Tricolore,Marco Di Bello,https://fbref.com/en/matches/b756439f/Sassuolo-Lazio-October-21-2023-Serie-A
21/10,18:00,Torino,0–3,Inter,26193,Stadio Olimpico di Torino,Matteo Marchetti,https://fbref.com/en/matches/e8141133/Torino-Internazionale-October-21-2023-Serie-A
22/10,18:00,Atalanta,2–0,Genoa,14848,Gewiss Stadium,Livio Marinelli,https://fbref.com/en/matches/045aca2a/Atalanta-Genoa-October-22-2023-Serie-A
22/10,15:00,Bologna,2–1,Frosinone,26729,Stadio Renato Dall'Ara,Daniele Doveri,https://fbref.com/en/matches/04811e11/Bologna-Frosinone-October-22-2023-Serie-A
22/10,20:45,Milan,0–1,Juventus,75676,Stadio Giuseppe Meazza,Maurizio Mariani,https://fbref.com/en/matches/bea57463/Milan-Juventus-October-22-2023-Serie-A
22/10,12:30,Roma,1–0,Monza,62022,Stadio Olimpico,Giovanni Ayroldi,https://fbref.com/en/matches/87563b45/Roma-Monza-October-22-2023-Serie-A
22/10,15:00,Salernitana,2–2,Cagliari,17409,Stadio Arechi,Daniele Chiffi,https://fbref.com/en/matches/6635e569/Salernitana-Cagliari-October-22-2023-Serie-A
23/10,20:45,Fiorentina,0–2,Empoli,43147,Stadio Artemio Franchi,Federico Dionisi,https://fbref.com/en/matches/e961a763/Fiorentina-Empoli-October-23-2023-Serie-A
23/10,18:30,Udinese,1–1,Lecce,20113,Bluenergy Stadium,Paride Tremolada,https://fbref.com/en/matches/cd802be7/Udinese-Lecce-October-23-2023-Serie-A
27/10,20:45,Genoa,1–0,Salernitana,31904,Stadio Comunale Luigi Ferraris,Davide Massa,https://fbref.com/en/matches/7f1d09c9/Genoa-Salernitana-October-27-2023-Serie-A
28/10,20:45,Juventus,1–0,Hellas Verona,39429,Allianz Stadium,Ermanno Feliciani,https://fbref.com/en/matches/0c01fc2f/Juventus-Hellas-Verona-October-28-2023-Serie-A
28/10,18:00,Lecce,0–1,Torino,26123,Stadio Comunale Via Del Mare,Gianluca Aureliano,https://fbref.com/en/matches/8fe12227/Lecce-Torino-October-28-2023-Serie-A
28/10,15:00,Sassuolo,1–1,Bologna,16931,Mapei Stadium - Città del Tricolore,Antonio Giua,https://fbref.com/en/matches/4f7ed7cb/Sassuolo-Bologna-October-28-2023-Serie-A
29/10,12:30,Cagliari,4–3,Frosinone,15946,Unipol Domus,Luca Pairetto,https://fbref.com/en/matches/0272be62/Cagliari-Frosinone-October-29-2023-Serie-A
29/10,18:00,Inter,1–0,Roma,75573,Stadio Giuseppe Meazza,Fabio Maresca,https://fbref.com/en/matches/027a1ba2/Internazionale-Roma-October-29-2023-Serie-A
29/10,15:00,Monza,1–1,Udinese,10311,U-Power Stadium,Alessandro Prontera,https://fbref.com/en/matches/70a51fa4/Monza-Udinese-October-29-2023-Serie-A
29/10,20:45,Napoli,2–2,Milan,54000,Stadio Diego Armando Maradona,Daniele Orsato,https://fbref.com/en/matches/ede9d5b8/Napoli-Milan-October-29-2023-Serie-A
30/10,18:30,Empoli,0–3,Atalanta,7825,Stadio Carlo Castellani,Luca Massimi,https://fbref.com/en/matches/6e46ce92/Empoli-Atalanta-October-30-2023-Serie-A
30/10,20:45,Lazio,1–0,Fiorentina,35000,Stadio Olimpico,Matteo Marcenaro,https://fbref.com/en/matches/624e865d/Lazio-Fiorentina-October-30-2023-Serie-A
03/11,20:45,Bologna,1–0,Lazio,24178,Stadio Renato Dall'Ara,Federico La Penna,https://fbref.com/en/matches/f1f6882a/Bologna-Lazio-November-3-2023-Serie-A
04/11,18:00,Atalanta,1–2,Inter,14945,Gewiss Stadium,Simone Sozza,https://fbref.com/en/matches/c8fcbfaf/Atalanta-Internazionale-November-4-2023-Serie-A
04/11,20:45,Milan,0–1,Udinese,71018,Stadio Giuseppe Meazza,Juan Sacchi,https://fbref.com/en/matches/8a7a42ac/Milan-Udinese-November-4-2023-Serie-A
04/11,15:00,Salernitana,0–2,Napoli,16812,Stadio Arechi,Antonio Rapuano,https://fbref.com/en/matches/ab7a7fcd/Salernitana-Napoli-November-4-2023-Serie-A
05/11,15:00,Cagliari,2–1,Genoa,16412,Unipol Domus,Marco Guida,https://fbref.com/en/matches/56068b2c/Cagliari-Genoa-November-5-2023-Serie-A
05/11,20:45,Fiorentina,0–1,Juventus,38225,Stadio Artemio Franchi,Daniele Chiffi,https://fbref.com/en/matches/8603814f/Fiorentina-Juventus-November-5-2023-Serie-A
05/11,12:30,Hellas Verona,1–3,Monza,17505,Stadio Marc'Antonio Bentegodi,Giuseppe Collu,https://fbref.com/en/matches/128aed93/Hellas-Verona-Monza-November-5-2023-Serie-A
05/11,18:00,Roma,2–1,Lecce,64790,Stadio Olimpico,Andrea Colombo,https://fbref.com/en/matches/4c1693f0/Roma-Lecce-November-5-2023-Serie-A
06/11,18:30,Frosinone,2–1,Empoli,13229,Stadio Benito Stirpe,Gianluca Manganiello,https://fbref.com/en/matches/5dfc2507/Frosinone-Empoli-November-6-2023-Serie-A
06/11,20:45,Torino,2–1,Sassuolo,18000,Stadio Olimpico di Torino,Maria Sole Ferrieri Caputi,https://fbref.com/en/matches/d9d399b5/Torino-Sassuolo-November-6-2023-Serie-A
10/11,20:45,Genoa,1–0,Hellas Verona,30421,Stadio Comunale Luigi Ferraris,Daniele Orsato,https://fbref.com/en/matches/1aa2417e/Genoa-Hellas-Verona-November-10-2023-Serie-A
10/11,18:30,Sassuolo,2–2,Salernitana,10945,Mapei Stadium - Città del Tricolore,Davide Ghersini,https://fbref.com/en/matches/3de0d6e2/Sassuolo-Salernitana-November-10-2023-Serie-A
11/11,18:00,Juventus,2–1,Cagliari,39892,Allianz Stadium,Marco Piccinini,https://fbref.com/en/matches/30bc4996/Juventus-Cagliari-November-11-2023-Serie-A
11/11,15:00,Lecce,2–2,Milan,26480,Stadio Comunale Via Del Mare,Rosario Abisso,https://fbref.com/en/matches/26587ad3/Lecce-Milan-November-11-2023-Serie-A
11/11,20:45,Monza,1–1,Torino,11777,U-Power Stadium,Daniele Doveri,https://fbref.com/en/matches/2f8d44e3/Monza-Torino-November-11-2023-Serie-A
12/11,15:00,Fiorentina,2–1,Bologna,29750,Stadio Artemio Franchi,Fabio Maresca,https://fbref.com/en/matches/0bdc5ea4/Derby-dellAppennino-Fiorentina-Bologna-November-12-2023-Serie-A
12/11,20:45,Inter,2–0,Frosinone,70816,Stadio Giuseppe Meazza,Federico Dionisi,https://fbref.com/en/matches/93b6cf24/Internazionale-Frosinone-November-12-2023-Serie-A
12/11,18:00,Lazio,0–0,Roma,63000,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/1c159031/Lazio-Roma-November-12-2023-Serie-A
12/11,12:30,Napoli,0–1,Empoli,50500,Stadio Diego Armando Maradona,Alessandro Prontera,https://fbref.com/en/matches/c54b9d5c/Napoli-Empoli-November-12-2023-Serie-A
12/11,15:00,Udinese,1–1,Atalanta,23100,Bluenergy Stadium,Gianluca Aureliano,https://fbref.com/en/matches/df8d2100/Udinese-Atalanta-November-12-2023-Serie-A
25/11,18:00,Atalanta,1–2,Napoli,14743,Gewiss Stadium,Maurizio Mariani,https://fbref.com/en/matches/67af3925/Atalanta-Napoli-November-25-2023-Serie-A
25/11,20:45,Milan,1–0,Fiorentina,73074,Stadio Giuseppe Meazza,Marco Di Bello,https://fbref.com/en/matches/875da0ea/Milan-Fiorentina-November-25-2023-Serie-A
25/11,15:00,Salernitana,2–1,Lazio,16700,Stadio Arechi,Alessandro Prontera,https://fbref.com/en/matches/0084ffeb/Salernitana-Lazio-November-25-2023-Serie-A
26/11,12:30,Cagliari,1–1,Monza,16291,Unipol Domus,Matteo Marchetti,https://fbref.com/en/matches/47ec2cb2/Cagliari-Monza-November-26-2023-Serie-A
26/11,15:00,Empoli,3–4,Sassuolo,9954,Stadio Carlo Castellani,Simone Sozza,https://fbref.com/en/matches/ff49299b/Empoli-Sassuolo-November-26-2023-Serie-A
26/11,15:00,Frosinone,2–1,Genoa,14018,Stadio Benito Stirpe,Luca Zufferli,https://fbref.com/en/matches/1860d133/Frosinone-Genoa-November-26-2023-Serie-A
26/11,20:45,Juventus,1–1,Inter,41507,Allianz Stadium,Marco Guida,https://fbref.com/en/matches/5d1039da/Derby-dItalia-Juventus-Internazionale-November-26-2023-Serie-A
26/11,18:00,Roma,3–1,Udinese,61015,Stadio Olimpico,Luca Massimi,https://fbref.com/en/matches/2b8b1d61/Roma-Udinese-November-26-2023-Serie-A
27/11,20:45,Bologna,2–0,Torino,20705,Stadio Renato Dall'Ara,Andrea Colombo,https://fbref.com/en/matches/a564e4e1/Bologna-Torino-November-27-2023-Serie-A
27/11,18:30,Hellas Verona,2–2,Lecce,16730,Stadio Marc'Antonio Bentegodi,Federico La Penna,https://fbref.com/en/matches/d50d93be/Hellas-Verona-Lecce-November-27-2023-Serie-A
01/12,20:45,Monza,1–2,Juventus,15148,U-Power Stadium,Michael Fabbri,https://fbref.com/en/matches/54baa72c/Monza-Juventus-December-1-2023-Serie-A
02/12,15:00,Genoa,1–1,Empoli,30747,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,https://fbref.com/en/matches/0780d7e3/Genoa-Empoli-December-2-2023-Serie-A
02/12,18:00,Lazio,1–0,Cagliari,37000,Stadio Olimpico,Federico Dionisi,https://fbref.com/en/matches/e8ae600f/Lazio-Cagliari-December-2-2023-Serie-A
02/12,20:45,Milan,3–1,Frosinone,68684,Stadio Giuseppe Meazza,Matteo Marchetti,https://fbref.com/en/matches/c2a7440f/Milan-Frosinone-December-2-2023-Serie-A
03/12,15:00,Fiorentina,3–0,Salernitana,26286,Stadio Artemio Franchi,Paride Tremolada,https://fbref.com/en/matches/d152da0e/Fiorentina-Salernitana-December-3-2023-Serie-A
03/12,12:30,Lecce,1–1,Bologna,24326,Stadio Comunale Via Del Mare,Daniele Doveri,https://fbref.com/en/matches/5e47db9d/Lecce-Bologna-December-3-2023-Serie-A
03/12,20:45,Napoli,0–3,Inter,55000,Stadio Diego Armando Maradona,Davide Massa,https://fbref.com/en/matches/60106a8e/Napoli-Internazionale-December-3-2023-Serie-A
03/12,18:00,Sassuolo,1–2,Roma,19113,Mapei Stadium - Città del Tricolore,Matteo Marcenaro,https://fbref.com/en/matches/78393dd6/Sassuolo-Roma-December-3-2023-Serie-A
03/12,15:00,Udinese,3–3,Hellas Verona,22294,Bluenergy Stadium,Fabio Maresca,https://fbref.com/en/matches/18868f08/Udinese-Hellas-Verona-December-3-2023-Serie-A
04/12,20:45,Torino,3–0,Atalanta,18507,Stadio Olimpico di Torino,Marco Piccinini,https://fbref.com/en/matches/426a05d8/Torino-Atalanta-December-4-2023-Serie-A
08/12,20:45,Juventus,1–0,Napoli,41400,Allianz Stadium,Daniele Orsato,https://fbref.com/en/matches/f2ffde12/Juventus-Napoli-December-8-2023-Serie-A
09/12,18:00,Atalanta,3–2,Milan,14907,Gewiss Stadium,Federico La Penna,https://fbref.com/en/matches/0c234040/Atalanta-Milan-December-9-2023-Serie-A
09/12,15:00,Hellas Verona,1–1,Lazio,28311,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,https://fbref.com/en/matches/5325a9b6/Hellas-Verona-Lazio-December-9-2023-Serie-A
09/12,20:45,Inter,4–0,Udinese,71874,Stadio Giuseppe Meazza,Marco Di Bello,https://fbref.com/en/matches/26772f25/Internazionale-Udinese-December-9-2023-Serie-A
10/12,12:30,Frosinone,0–0,Torino,13807,Stadio Benito Stirpe,Luca Massimi,https://fbref.com/en/matches/5f74c6e7/Frosinone-Torino-December-10-2023-Serie-A
10/12,15:00,Monza,1–0,Genoa,13283,U-Power Stadium,Giuseppe Collu,https://fbref.com/en/matches/c46b68ad/Monza-Genoa-December-10-2023-Serie-A
10/12,20:45,Roma,1–1,Fiorentina,60932,Stadio Olimpico,Antonio Rapuano,https://fbref.com/en/matches/ebfc4b5d/Roma-Fiorentina-December-10-2023-Serie-A
10/12,18:00,Salernitana,1–2,Bologna,16700,Stadio Arechi,Simone Sozza,https://fbref.com/en/matches/1935ee01/Salernitana-Bologna-December-10-2023-Serie-A
11/12,20:45,Cagliari,2–1,Sassuolo,15769,Unipol Domus,Maurizio Mariani,https://fbref.com/en/matches/9d5df4d8/Cagliari-Sassuolo-December-11-2023-Serie-A
11/12,18:30,Empoli,1–1,Lecce,7152,Stadio Carlo Castellani,Andrea Colombo,https://fbref.com/en/matches/a83df9d0/Empoli-Lecce-December-11-2023-Serie-A
15/12,20:45,Genoa,1–1,Juventus,33232,Stadio Comunale Luigi Ferraris,Davide Massa,https://fbref.com/en/matches/c95a31e6/Genoa-Juventus-December-15-2023-Serie-A
16/12,15:00,Lecce,2–1,Frosinone,23645,Stadio Comunale Via Del Mare,Luca Zufferli,https://fbref.com/en/matches/9ca90d35/Lecce-Frosinone-December-16-2023-Serie-A
