date,time,home_team,score,away_team,attendance,venue,referee,match_report
14/01,20:30,Eintracht Frankfurt,4–1,Freiburg,56500,Deutsche Bank Park,Sven Jablonski,https://fbref.com/en/matches/826e71bd/Eintracht-Frankfurt-Freiburg-January-14-2025-Bundesliga
14/01,18:30,Holstein Kiel,4–2,Dortmund,15034,Holstein-Stadion,Martin Petersen,https://fbref.com/en/matches/0967d02c/Holstein-Kiel-Dortmund-January-14-2025-Bundesliga
14/01,20:30,Leverkusen,1–0,Mainz 05,30210,BayArena,Tobias Welz,https://fbref.com/en/matches/bffe5cc0/Leverkusen-Mainz-05-January-14-2025-Bundesliga
14/01,20:30,Wolfsburg,5–1,Gladbach,20519,Volkswagen Arena,Florian Badstübner,https://fbref.com/en/matches/1f4078fa/Wolfsburg-Monchengladbach-January-14-2025-Bundesliga
15/01,20:30,Bayern Munich,5–0,Hoffenheim,75000,Allianz Arena,Timo Gerach,https://fbref.com/en/matches/31d47dd3/Bayern-Munich-Hoffenheim-January-15-2025-Bundesliga
15/01,18:30,Bochum,1–0,St Pauli,26000,Vonovia Ruhrstadion,Daniel Siebert,https://fbref.com/en/matches/0ed57a99/Bochum-St-Pauli-January-15-2025-Bundesliga
15/01,20:30,Stuttgart,2–1,RB Leipzig,57500,MHPArena,Sascha Stegemann,https://fbref.com/en/matches/081e6d08/Stuttgart-RB-Leipzig-January-15-2025-Bundesliga
15/01,20:30,Union Berlin,0–2,Augsburg,21560,Stadion An der Alten Försterei,Frank Willenborg,https://fbref.com/en/matches/dbe65fff/Union-Berlin-Augsburg-January-15-2025-Bundesliga
15/01,20:30,Werder Bremen,3–3,Heidenheim,39350,Weserstadion,Matthias Jöllenbeck,https://fbref.com/en/matches/44a88ae4/Werder-Bremen-Heidenheim-January-15-2025-Bundesliga
17/01,20:30,Eintracht Frankfurt,2–0,Dortmund,58000,Deutsche Bank Park,Daniel Schlager,https://fbref.com/en/matches/005a65f4/Eintracht-Frankfurt-Dortmund-January-17-2025-Bundesliga
18/01,15:30,Bayern Munich,3–2,Wolfsburg,75000,Allianz Arena,Tobias Reichel,https://fbref.com/en/matches/05f318cc/Bayern-Munich-Wolfsburg-January-18-2025-Bundesliga
18/01,15:30,Bochum,3–3,RB Leipzig,24158,Vonovia Ruhrstadion,Robert Hartmann,https://fbref.com/en/matches/f702b3ab/Bochum-RB-Leipzig-January-18-2025-Bundesliga
18/01,15:30,Heidenheim,0–2,St Pauli,15000,Voith-Arena,Bastian Dankert,https://fbref.com/en/matches/14522bc5/Heidenheim-St-Pauli-January-18-2025-Bundesliga
18/01,15:30,Holstein Kiel,1–3,Hoffenheim,13923,Holstein-Stadion,Felix Brych,https://fbref.com/en/matches/fac01a25/Holstein-Kiel-Hoffenheim-January-18-2025-Bundesliga
18/01,18:30,Leverkusen,3–1,Gladbach,30210,BayArena,Harm Osmers,https://fbref.com/en/matches/3bf36d69/Leverkusen-Monchengladbach-January-18-2025-Bundesliga
18/01,15:30,Stuttgart,4–0,Freiburg,60000,MHPArena,Felix Zwayer,https://fbref.com/en/matches/e057d531/Stuttgart-Freiburg-January-18-2025-Bundesliga
19/01,15:30,Union Berlin,2–1,Mainz 05,21646,Stadion An der Alten Försterei,Florian Exner,https://fbref.com/en/matches/abafaba1/Union-Berlin-Mainz-05-January-19-2025-Bundesliga
19/01,17:30,Werder Bremen,0–2,Augsburg,39350,Weserstadion,Benjamin Brand,https://fbref.com/en/matches/10062a04/Werder-Bremen-Augsburg-January-19-2025-Bundesliga
24/01,20:30,Wolfsburg,2–2,Holstein Kiel,22103,Volkswagen Arena,Sven Jablonski,https://fbref.com/en/matches/fd026179/Wolfsburg-Holstein-Kiel-January-24-2025-Bundesliga
25/01,15:30,Augsburg,2–1,Heidenheim,30660,WWK Arena,Florian Badstübner,https://fbref.com/en/matches/be9e8dad/Augsburg-Heidenheim-January-25-2025-Bundesliga
25/01,15:30,Dortmund,2–2,Werder Bremen,81365,Signal Iduna Park,Christian Dingert,https://fbref.com/en/matches/11d1c71c/Dortmund-Werder-Bremen-January-25-2025-Bundesliga
25/01,15:30,Freiburg,1–2,Bayern Munich,34700,Europa-Park Stadion,Daniel Siebert,https://fbref.com/en/matches/f4b1b7e1/Freiburg-Bayern-Munich-January-25-2025-Bundesliga
25/01,18:30,Gladbach,3–0,Bochum,54042,Stadion im Borussia-Park,Matthias Jöllenbeck,https://fbref.com/en/matches/e1972a42/Monchengladbach-Bochum-January-25-2025-Bundesliga
25/01,15:30,Mainz 05,2–0,Stuttgart,33000,Mewa Arena,Tobias Stieler,https://fbref.com/en/matches/15fd87e3/Mainz-05-Stuttgart-January-25-2025-Bundesliga
25/01,15:30,RB Leipzig,2–2,Leverkusen,46793,Red Bull Arena,Bastian Dankert,https://fbref.com/en/matches/cfcc6770/RB-Leipzig-Leverkusen-January-25-2025-Bundesliga
26/01,15:30,Hoffenheim,2–2,Eintracht Frankfurt,30150,PreZero Arena,Sascha Stegemann,https://fbref.com/en/matches/3b329c8a/Hoffenheim-Eintracht-Frankfurt-January-26-2025-Bundesliga
26/01,17:30,St Pauli,3–0,Union Berlin,29546,Millerntor-Stadion,Sören Storks,https://fbref.com/en/matches/77f7b50a/St-Pauli-Union-Berlin-January-26-2025-Bundesliga
31/01,20:30,Werder Bremen,1–0,Mainz 05,40500,Weserstadion,Martin Petersen,https://fbref.com/en/matches/5d31cfeb/Werder-Bremen-Mainz-05-January-31-2025-Bundesliga
01/02,15:30,Bayern Munich,4–3,Holstein Kiel,75000,Allianz Arena,Florian Exner,https://fbref.com/en/matches/5b710b34/Bayern-Munich-Holstein-Kiel-February-1-2025-Bundesliga
01/02,15:30,Bochum,0–1,Freiburg,25900,Vonovia Ruhrstadion,Tobias Welz,https://fbref.com/en/matches/db02399e/Bochum-Freiburg-February-1-2025-Bundesliga
01/02,15:30,Heidenheim,1–2,Dortmund,15000,Voith-Arena,Frank Willenborg,https://fbref.com/en/matches/54a09715/Heidenheim-Dortmund-February-1-2025-Bundesliga
01/02,15:30,St Pauli,1–1,Augsburg,29546,Millerntor-Stadion,Tobias Reichel,https://fbref.com/en/matches/b18bceea/St-Pauli-Augsburg-February-1-2025-Bundesliga
01/02,15:30,Stuttgart,1–2,Gladbach,60000,MHPArena,Robert Hartmann,https://fbref.com/en/matches/138b9d28/Stuttgart-Monchengladbach-February-1-2025-Bundesliga
01/02,18:30,Union Berlin,0–0,RB Leipzig,22012,Stadion An der Alten Försterei,Daniel Schlager,https://fbref.com/en/matches/616b4ea5/Union-Berlin-RB-Leipzig-February-1-2025-Bundesliga
02/02,15:30,Eintracht Frankfurt,1–1,Wolfsburg,56900,Deutsche Bank Park,Benjamin Brand,https://fbref.com/en/matches/2861d451/Eintracht-Frankfurt-Wolfsburg-February-2-2025-Bundesliga
02/02,17:30,Leverkusen,3–1,Hoffenheim,29278,BayArena,Robin Braun,https://fbref.com/en/matches/be216889/Leverkusen-Hoffenheim-February-2-2025-Bundesliga
07/02,20:30,Bayern Munich,3–0,Werder Bremen,75000,Allianz Arena,Sören Storks,https://fbref.com/en/matches/dede20b2/Bayern-Munich-Werder-Bremen-February-7-2025-Bundesliga
08/02,15:30,Dortmund,1–2,Stuttgart,81365,Signal Iduna Park,Daniel Siebert,https://fbref.com/en/matches/3a6ba600/Dortmund-Stuttgart-February-8-2025-Bundesliga
08/02,15:30,Freiburg,1–0,Heidenheim,34000,Europa-Park Stadion,Timo Gerach,https://fbref.com/en/matches/02b849f8/Freiburg-Heidenheim-February-8-2025-Bundesliga
08/02,18:30,Gladbach,1–1,Eintracht Frankfurt,54042,Stadion im Borussia-Park,Christian Dingert,https://fbref.com/en/matches/a3887d2e/Monchengladbach-Eintracht-Frankfurt-February-8-2025-Bundesliga
08/02,15:30,Hoffenheim,0–4,Union Berlin,20023,PreZero Arena,Tobias Stieler,https://fbref.com/en/matches/cf6b4de4/Hoffenheim-Union-Berlin-February-8-2025-Bundesliga
08/02,15:30,Mainz 05,0–0,Augsburg,33000,Mewa Arena,Daniel Schlager,https://fbref.com/en/matches/cff7de63/Mainz-05-Augsburg-February-8-2025-Bundesliga
08/02,15:30,Wolfsburg,0–0,Leverkusen,28198,Volkswagen Arena,Sascha Stegemann,https://fbref.com/en/matches/853e68b5/Wolfsburg-Leverkusen-February-8-2025-Bundesliga
09/02,15:30,Holstein Kiel,2–2,Bochum,15034,Holstein-Stadion,Felix Zwayer,https://fbref.com/en/matches/521f766a/Holstein-Kiel-Bochum-February-9-2025-Bundesliga
09/02,17:30,RB Leipzig,2–0,St Pauli,46021,Red Bull Arena,Florian Badstübner,https://fbref.com/en/matches/827c2291/RB-Leipzig-St-Pauli-February-9-2025-Bundesliga
14/02,20:30,Augsburg,0–0,RB Leipzig,28260,WWK Arena,Sascha Stegemann,https://fbref.com/en/matches/594320d9/Augsburg-RB-Leipzig-February-14-2025-Bundesliga
15/02,15:30,Bochum,2–0,Dortmund,26000,Vonovia Ruhrstadion,Harm Osmers,https://fbref.com/en/matches/451156e0/Bochum-Dortmund-February-15-2025-Bundesliga
15/02,18:30,Leverkusen,0–0,Bayern Munich,30210,BayArena,Daniel Siebert,https://fbref.com/en/matches/5da24f91/Leverkusen-Bayern-Munich-February-15-2025-Bundesliga
15/02,15:30,St Pauli,0–1,Freiburg,29546,Millerntor-Stadion,Benjamin Brand,https://fbref.com/en/matches/75d89be3/St-Pauli-Freiburg-February-15-2025-Bundesliga
15/02,15:30,Stuttgart,1–2,Wolfsburg,58000,MHPArena,Tobias Welz,https://fbref.com/en/matches/de63fff0/Stuttgart-Wolfsburg-February-15-2025-Bundesliga
15/02,15:30,Union Berlin,1–2,Gladbach,22012,Stadion An der Alten Försterei,Sven Jablonski,https://fbref.com/en/matches/6ed0551d/Union-Berlin-Monchengladbach-February-15-2025-Bundesliga
16/02,17:30,Eintracht Frankfurt,3–1,Holstein Kiel,57700,Deutsche Bank Park,Robert Hartmann,https://fbref.com/en/matches/a7eaacdb/Eintracht-Frankfurt-Holstein-Kiel-February-16-2025-Bundesliga
16/02,19:30,Heidenheim,0–2,Mainz 05,15000,Voith-Arena,Felix Brych,https://fbref.com/en/matches/ee260489/Heidenheim-Mainz-05-February-16-2025-Bundesliga
16/02,15:30,Werder Bremen,1–3,Hoffenheim,39400,Weserstadion,Frank Willenborg,https://fbref.com/en/matches/e8d6223f/Werder-Bremen-Hoffenheim-February-16-2025-Bundesliga
21/02,20:30,Freiburg,5–0,Werder Bremen,34700,Europa-Park Stadion,Max Burda,https://fbref.com/en/matches/47e68da4/Freiburg-Werder-Bremen-February-21-2025-Bundesliga
22/02,18:30,Dortmund,6–0,Union Berlin,81365,Signal Iduna Park,Bastian Dankert,https://fbref.com/en/matches/937a7c71/Dortmund-Union-Berlin-February-22-2025-Bundesliga
22/02,15:30,Gladbach,0–3,Augsburg,51493,Stadion im Borussia-Park,Florian Exner,https://fbref.com/en/matches/93560e55/Monchengladbach-Augsburg-February-22-2025-Bundesliga
22/02,15:30,Holstein Kiel,0–2,Leverkusen,15034,Holstein-Stadion,Daniel Schlager,https://fbref.com/en/matches/9f784f25/Holstein-Kiel-Leverkusen-February-22-2025-Bundesliga
22/02,15:30,Mainz 05,2–0,St Pauli,33305,Mewa Arena,Felix Zwayer,https://fbref.com/en/matches/c6fc28ec/Mainz-05-St-Pauli-February-22-2025-Bundesliga
22/02,15:30,Wolfsburg,1–1,Bochum,23772,Volkswagen Arena,Timo Gerach,https://fbref.com/en/matches/cec14305/Wolfsburg-Bochum-February-22-2025-Bundesliga
23/02,17:30,Bayern Munich,4–0,Eintracht Frankfurt,75000,Allianz Arena,Sascha Stegemann,https://fbref.com/en/matches/a994aa80/Bayern-Munich-Eintracht-Frankfurt-February-23-2025-Bundesliga
23/02,19:30,Hoffenheim,1–1,Stuttgart,30150,PreZero Arena,Christian Dingert,https://fbref.com/en/matches/26c7700f/Hoffenheim-Stuttgart-February-23-2025-Bundesliga
23/02,15:30,RB Leipzig,2–2,Heidenheim,36619,Red Bull Arena,Martin Petersen,https://fbref.com/en/matches/9420a8fb/RB-Leipzig-Heidenheim-February-23-2025-Bundesliga
28/02,20:30,Stuttgart,1–3,Bayern Munich,60000,MHPArena,Benjamin Brand,https://fbref.com/en/matches/2359b29d/Stuttgart-Bayern-Munich-February-28-2025-Bundesliga
01/03,15:30,Bochum,0–1,Hoffenheim,24120,Vonovia Ruhrstadion,Florian Badstübner,https://fbref.com/en/matches/4b05dd9f/Bochum-Hoffenheim-March-1-2025-Bundesliga
01/03,18:30,Eintracht Frankfurt,1–4,Leverkusen,58000,Deutsche Bank Park,Felix Zwayer,https://fbref.com/en/matches/3771f9a8/Eintracht-Frankfurt-Leverkusen-March-1-2025-Bundesliga
01/03,15:30,Heidenheim,0–3,Gladbach,15000,Voith-Arena,Sören Storks,https://fbref.com/en/matches/b63f6c52/Heidenheim-Monchengladbach-March-1-2025-Bundesliga
01/03,15:30,RB Leipzig,1–2,Mainz 05,41406,Red Bull Arena,Daniel Siebert,https://fbref.com/en/matches/e49b66ef/RB-Leipzig-Mainz-05-March-1-2025-Bundesliga
01/03,15:30,St Pauli,0–2,Dortmund,29546,Millerntor-Stadion,Tobias Stieler,https://fbref.com/en/matches/e96a9875/St-Pauli-Dortmund-March-1-2025-Bundesliga
01/03,15:30,Werder Bremen,1–2,Wolfsburg,41152,Weserstadion,Felix Brych,https://fbref.com/en/matches/445a72d7/Werder-Bremen-Wolfsburg-March-1-2025-Bundesliga
02/03,17:30,Augsburg,0–0,Freiburg,29651,WWK Arena,Harm Osmers,https://fbref.com/en/matches/a928bf8e/Augsburg-Freiburg-March-2-2025-Bundesliga
02/03,15:30,Union Berlin,0–1,Holstein Kiel,22012,Stadion An der Alten Försterei,Tobias Reichel,https://fbref.com/en/matches/f7cc643f/Union-Berlin-Holstein-Kiel-March-2-2025-Bundesliga
07/03,20:30,Gladbach,1–3,Mainz 05,51749,Stadion im Borussia-Park,Sascha Stegemann,https://fbref.com/en/matches/d430e70c/Monchengladbach-Mainz-05-March-7-2025-Bundesliga
08/03,15:30,Bayern Munich,2–3,Bochum,75000,Allianz Arena,Christian Dingert,https://fbref.com/en/matches/dfa28f9b/Bayern-Munich-Bochum-March-8-2025-Bundesliga
08/03,15:30,Dortmund,0–1,Augsburg,81365,Signal Iduna Park,Deniz Aytekin,https://fbref.com/en/matches/52386e22/Dortmund-Augsburg-March-8-2025-Bundesliga
08/03,18:30,Freiburg,0–0,RB Leipzig,32900,Europa-Park Stadion,Sven Jablonski,https://fbref.com/en/matches/2a1c7c5d/Freiburg-RB-Leipzig-March-8-2025-Bundesliga
08/03,15:30,Holstein Kiel,2–2,Stuttgart,15034,Holstein-Stadion,Bastian Dankert,https://fbref.com/en/matches/55cb7968/Holstein-Kiel-Stuttgart-March-8-2025-Bundesliga
08/03,15:30,Leverkusen,0–2,Werder Bremen,30210,BayArena,Tobias Welz,https://fbref.com/en/matches/ce8580f0/Leverkusen-Werder-Bremen-March-8-2025-Bundesliga
08/03,15:30,Wolfsburg,1–1,St Pauli,28917,Volkswagen Arena,Robert Hartmann,https://fbref.com/en/matches/51b3b077/Wolfsburg-St-Pauli-March-8-2025-Bundesliga
09/03,15:30,Eintracht Frankfurt,1–2,Union Berlin,58000,Deutsche Bank Park,Frank Willenborg,https://fbref.com/en/matches/da418224/Eintracht-Frankfurt-Union-Berlin-March-9-2025-Bundesliga
09/03,17:30,Hoffenheim,1–1,Heidenheim,20814,PreZero Arena,Daniel Schlager,https://fbref.com/en/matches/ee204929/Hoffenheim-Heidenheim-March-9-2025-Bundesliga
14/03,20:30,St Pauli,1–0,Hoffenheim,29546,Millerntor-Stadion,Felix Brych,https://fbref.com/en/matches/4be7cdcb/St-Pauli-Hoffenheim-March-14-2025-Bundesliga
15/03,15:30,Augsburg,1–0,Wolfsburg,28351,WWK Arena,Martin Petersen,https://fbref.com/en/matches/33e651f0/Augsburg-Wolfsburg-March-15-2025-Bundesliga
15/03,15:30,Mainz 05,2–2,Freiburg,33305,Mewa Arena,Benjamin Brand,https://fbref.com/en/matches/b1beeafe/Mainz-05-Freiburg-March-15-2025-Bundesliga
15/03,18:30,RB Leipzig,2–0,Dortmund,47800,Red Bull Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/abc689ba/RB-Leipzig-Dortmund-March-15-2025-Bundesliga
15/03,15:30,Union Berlin,1–1,Bayern Munich,22012,Stadion An der Alten Försterei,Florian Exner,https://fbref.com/en/matches/aaf55506/Union-Berlin-Bayern-Munich-March-15-2025-Bundesliga
15/03,15:30,Werder Bremen,2–4,Gladbach,42100,Weserstadion,Timo Gerach,https://fbref.com/en/matches/ed2f2d83/Werder-Bremen-Monchengladbach-March-15-2025-Bundesliga
16/03,15:30,Bochum,1–3,Eintracht Frankfurt,26000,Vonovia Ruhrstadion,Felix Zwayer,https://fbref.com/en/matches/c34cbccf/Bochum-Eintracht-Frankfurt-March-16-2025-Bundesliga
16/03,17:30,Heidenheim,3–1,Holstein Kiel,15000,Voith-Arena,Harm Osmers,https://fbref.com/en/matches/df0b5d3c/Heidenheim-Holstein-Kiel-March-16-2025-Bundesliga
16/03,19:30,Stuttgart,3–4,Leverkusen,59000,MHPArena,Daniel Siebert,https://fbref.com/en/matches/fb471c62/Stuttgart-Leverkusen-March-16-2025-Bundesliga
28/03,20:30,Leverkusen,3–1,Bochum,30210,BayArena,Sven Jablonski,https://fbref.com/en/matches/b2dc2e55/Leverkusen-Bochum-March-28-2025-Bundesliga
29/03,15:30,Bayern Munich,3–2,St Pauli,75000,Allianz Arena,Florian Badstübner,https://fbref.com/en/matches/1ab0ff43/Bayern-Munich-St-Pauli-March-29-2025-Bundesliga
29/03,18:30,Eintracht Frankfurt,1–0,Stuttgart,58000,Deutsche Bank Park,Deniz Aytekin,https://fbref.com/en/matches/f17b1ac5/Eintracht-Frankfurt-Stuttgart-March-29-2025-Bundesliga
29/03,15:30,Gladbach,1–0,RB Leipzig,52358,Stadion im Borussia-Park,Tobias Stieler,https://fbref.com/en/matches/bc35ebf6/Monchengladbach-RB-Leipzig-March-29-2025-Bundesliga
29/03,15:30,Hoffenheim,1–1,Augsburg,21427,PreZero Arena,Tobias Reichel,https://fbref.com/en/matches/ac5e7e15/Hoffenheim-Augsburg-March-29-2025-Bundesliga
29/03,15:30,Holstein Kiel,0–3,Werder Bremen,15034,Holstein-Stadion,Sascha Stegemann,https://fbref.com/en/matches/9cc7f833/Holstein-Kiel-Werder-Bremen-March-29-2025-Bundesliga
29/03,15:30,Wolfsburg,0–1,Heidenheim,21545,Volkswagen Arena,Bastian Dankert,https://fbref.com/en/matches/45215cba/Wolfsburg-Heidenheim-March-29-2025-Bundesliga
30/03,17:30,Dortmund,3–1,Mainz 05,81365,Signal Iduna Park,Daniel Schlager,https://fbref.com/en/matches/170ac3bc/Dortmund-Mainz-05-March-30-2025-Bundesliga
30/03,15:30,Freiburg,1–2,Union Berlin,34300,Europa-Park Stadion,Sören Storks,https://fbref.com/en/matches/f1ea8b17/Freiburg-Union-Berlin-March-30-2025-Bundesliga
04/04,20:30,Augsburg,1–3,Bayern Munich,30660,WWK Arena,Matthias Jöllenbeck,https://fbref.com/en/matches/6420938b/Augsburg-Bayern-Munich-April-4-2025-Bundesliga
05/04,15:30,Bochum,0–4,Stuttgart,26000,Vonovia Ruhrstadion,Felix Brych,https://fbref.com/en/matches/b223187e/Bochum-Stuttgart-April-5-2025-Bundesliga
05/04,15:30,Freiburg,1–4,Dortmund,34700,Europa-Park Stadion,Felix Zwayer,https://fbref.com/en/matches/5bb8bb3d/Freiburg-Dortmund-April-5-2025-Bundesliga
05/04,15:30,Heidenheim,0–1,Leverkusen,15000,Voith-Arena,Tobias Stieler,https://fbref.com/en/matches/0cae3543/Heidenheim-Leverkusen-April-5-2025-Bundesliga
05/04,15:30,Mainz 05,1–1,Holstein Kiel,32500,Mewa Arena,Frank Willenborg,https://fbref.com/en/matches/dbdc6ab0/Mainz-05-Holstein-Kiel-April-5-2025-Bundesliga
05/04,15:30,RB Leipzig,3–1,Hoffenheim,44478,Red Bull Arena,Robert Hartmann,https://fbref.com/en/matches/541c3057/RB-Leipzig-Hoffenheim-April-5-2025-Bundesliga
05/04,18:30,Werder Bremen,2–0,Eintracht Frankfurt,42100,Weserstadion,Daniel Siebert,https://fbref.com/en/matches/109281c0/Werder-Bremen-Eintracht-Frankfurt-April-5-2025-Bundesliga
06/04,15:30,St Pauli,1–1,Gladbach,29546,Millerntor-Stadion,Christian Dingert,https://fbref.com/en/matches/567410c5/St-Pauli-Monchengladbach-April-6-2025-Bundesliga
06/04,17:30,Union Berlin,1–0,Wolfsburg,22012,Stadion An der Alten Försterei,Harm Osmers,https://fbref.com/en/matches/4d106cd0/Union-Berlin-Wolfsburg-April-6-2025-Bundesliga
11/04,20:30,Wolfsburg,2–3,RB Leipzig,23070,Volkswagen Arena,Florian Exner,https://fbref.com/en/matches/279f61ea/Wolfsburg-RB-Leipzig-April-11-2025-Bundesliga
12/04,18:30,Bayern Munich,2–2,Dortmund,75000,Allianz Arena,Tobias Welz,https://fbref.com/en/matches/448aadc2/Der-Klassiker-Bayern-Munich-Dortmund-April-12-2025-Bundesliga
12/04,15:30,Bochum,1–2,Augsburg,25048,Vonovia Ruhrstadion,Martin Petersen,https://fbref.com/en/matches/90ff09ad/Bochum-Augsburg-April-12-2025-Bundesliga
12/04,15:30,Gladbach,1–2,Freiburg,53981,Stadion im Borussia-Park,Deniz Aytekin,https://fbref.com/en/matches/7909fa1f/Monchengladbach-Freiburg-April-12-2025-Bundesliga
12/04,15:30,Hoffenheim,2–0,Mainz 05,30150,PreZero Arena,Sven Jablonski,https://fbref.com/en/matches/3ffde43a/Hoffenheim-Mainz-05-April-12-2025-Bundesliga
12/04,15:30,Holstein Kiel,1–2,St Pauli,15034,Holstein-Stadion,Benjamin Brand,https://fbref.com/en/matches/caf45775/Holstein-Kiel-St-Pauli-April-12-2025-Bundesliga
12/04,15:30,Leverkusen,0–0,Union Berlin,30210,BayArena,Bastian Dankert,https://fbref.com/en/matches/05cfe672/Leverkusen-Union-Berlin-April-12-2025-Bundesliga
13/04,17:30,Eintracht Frankfurt,3–0,Heidenheim,57500,Deutsche Bank Park,Timo Gerach,https://fbref.com/en/matches/734c51b1/Eintracht-Frankfurt-Heidenheim-April-13-2025-Bundesliga
13/04,15:30,Stuttgart,1–2,Werder Bremen,60000,MHPArena,Daniel Schlager,https://fbref.com/en/matches/fa069898/Stuttgart-Werder-Bremen-April-13-2025-Bundesliga
19/04,15:30,Freiburg,3–2,Hoffenheim,34100,Europa-Park Stadion,Sascha Stegemann,https://fbref.com/en/matches/20ecf347/Freiburg-Hoffenheim-April-19-2025-Bundesliga
19/04,15:30,Heidenheim,0–4,Bayern Munich,15000,Voith-Arena,Frank Willenborg,https://fbref.com/en/matches/16677768/Heidenheim-Bayern-Munich-April-19-2025-Bundesliga
19/04,15:30,Mainz 05,2–2,Wolfsburg,31500,Mewa Arena,Felix Zwayer,https://fbref.com/en/matches/e6a0bf3c/Mainz-05-Wolfsburg-April-19-2025-Bundesliga
19/04,15:30,RB Leipzig,1–1,Holstein Kiel,45940,Red Bull Arena,Felix Brych,https://fbref.com/en/matches/000fb8fc/RB-Leipzig-Holstein-Kiel-April-19-2025-Bundesliga
19/04,18:30,Union Berlin,4–4,Stuttgart,22012,Stadion An der Alten Försterei,Tobias Stieler,https://fbref.com/en/matches/2730ce86/Union-Berlin-Stuttgart-April-19-2025-Bundesliga
19/04,15:30,Werder Bremen,1–0,Bochum,42100,Weserstadion,Robert Schröder,https://fbref.com/en/matches/8fc6caf7/Werder-Bremen-Bochum-April-19-2025-Bundesliga
20/04,15:30,Augsburg,0–0,Eintracht Frankfurt,30660,WWK Arena,Florian Badstübner,https://fbref.com/en/matches/d894af02/Augsburg-Eintracht-Frankfurt-April-20-2025-Bundesliga
20/04,17:30,Dortmund,3–2,Gladbach,81365,Signal Iduna Park,Daniel Siebert,https://fbref.com/en/matches/96810141/Dortmund-Monchengladbach-April-20-2025-Bundesliga
20/04,19:30,St Pauli,1–1,Leverkusen,29546,Millerntor-Stadion,Sören Storks,https://fbref.com/en/matches/44f5146c/St-Pauli-Leverkusen-April-20-2025-Bundesliga
25/04,20:30,Stuttgart,0–1,Heidenheim,60000,MHPArena,Tobias Welz,https://fbref.com/en/matches/7aff3a58/Stuttgart-Heidenheim-April-25-2025-Bundesliga
26/04,15:30,Bayern Munich,3–0,Mainz 05,75000,Allianz Arena,Bastian Dankert,https://fbref.com/en/matches/c8ec6e9b/Bayern-Munich-Mainz-05-April-26-2025-Bundesliga
26/04,18:30,Eintracht Frankfurt,4–0,RB Leipzig,56500,Deutsche Bank Park,Matthias Jöllenbeck,https://fbref.com/en/matches/b7fb0f38/Eintracht-Frankfurt-RB-Leipzig-April-26-2025-Bundesliga
26/04,15:30,Hoffenheim,2–3,Dortmund,30150,PreZero Arena,Benjamin Brand,https://fbref.com/en/matches/c27495e8/Hoffenheim-Dortmund-April-26-2025-Bundesliga
26/04,15:30,Holstein Kiel,4–3,Gladbach,15034,Holstein-Stadion,Robert Hartmann,https://fbref.com/en/matches/8c788caa/Holstein-Kiel-Monchengladbach-April-26-2025-Bundesliga
26/04,15:30,Leverkusen,2–0,Augsburg,29563,BayArena,Christian Dingert,https://fbref.com/en/matches/eda7cf54/Leverkusen-Augsburg-April-26-2025-Bundesliga
26/04,15:30,Wolfsburg,0–1,Freiburg,23145,Volkswagen Arena,Sven Jablonski,https://fbref.com/en/matches/d8e56aa9/Wolfsburg-Freiburg-April-26-2025-Bundesliga
27/04,15:30,Bochum,1–1,Union Berlin,26000,Vonovia Ruhrstadion,Deniz Aytekin,https://fbref.com/en/matches/7b2f198b/Bochum-Union-Berlin-April-27-2025-Bundesliga
27/04,17:30,Werder Bremen,0–0,St Pauli,42100,Weserstadion,Tobias Reichel,https://fbref.com/en/matches/58168f30/Werder-Bremen-St-Pauli-April-27-2025-Bundesliga
02/05,20:30,Heidenheim,0–0,Bochum,15000,Voith-Arena,Sascha Stegemann,https://fbref.com/en/matches/99708bc3/Heidenheim-Bochum-May-2-2025-Bundesliga
03/05,18:30,Dortmund,4–0,Wolfsburg,81365,Signal Iduna Park,Felix Brych,https://fbref.com/en/matches/f7ead844/Dortmund-Wolfsburg-May-3-2025-Bundesliga
03/05,15:30,Gladbach,4–4,Hoffenheim,52000,Stadion im Borussia-Park,Frank Willenborg,https://fbref.com/en/matches/66ab948b/Monchengladbach-Hoffenheim-May-3-2025-Bundesliga
03/05,15:30,RB Leipzig,3–3,Bayern Munich,47800,Red Bull Arena,Felix Zwayer,https://fbref.com/en/matches/332c0ad2/RB-Leipzig-Bayern-Munich-May-3-2025-Bundesliga
03/05,15:30,St Pauli,0–1,Stuttgart,29546,Millerntor-Stadion,Florian Exner,https://fbref.com/en/matches/922a1743/St-Pauli-Stuttgart-May-3-2025-Bundesliga
03/05,15:30,Union Berlin,2–2,Werder Bremen,22012,Stadion An der Alten Försterei,Sören Storks,https://fbref.com/en/matches/0ae221aa/Union-Berlin-Werder-Bremen-May-3-2025-Bundesliga
04/05,15:30,Augsburg,1–3,Holstein Kiel,28660,WWK Arena,Harm Osmers,https://fbref.com/en/matches/c306cc96/Augsburg-Holstein-Kiel-May-4-2025-Bundesliga
04/05,17:30,Freiburg,2–2,Leverkusen,34700,Europa-Park Stadion,Daniel Siebert,https://fbref.com/en/matches/96a2ca0c/Freiburg-Leverkusen-May-4-2025-Bundesliga
04/05,19:30,Mainz 05,1–1,Eintracht Frankfurt,33305,Mewa Arena,Martin Petersen,https://fbref.com/en/matches/52b3b191/Mainz-05-Eintracht-Frankfurt-May-4-2025-Bundesliga
