date,time,home_team,score,away_team,attendance,venue,referee,match_report
18/09,20:45,Milan,1–2,Napoli,72573,Stadio Giuseppe Meazza,Maurizio Mariani,https://fbref.com/en/matches/6f318e21/Milan-Napoli-September-18-2022-Serie-A
18/09,15:00,Monza,1–0,Juventus,12878,U-Power Stadium,Fabio Maresca,https://fbref.com/en/matches/7f6b336d/Monza-Juventus-September-18-2022-Serie-A
18/09,18:00,Roma,0–1,Atalanta,61335,Stadio Olimpico,Daniele Chiffi,https://fbref.com/en/matches/7f3c30b2/Roma-Atalanta-September-18-2022-Serie-A
18/09,12:30,Udinese,3–1,Inter,22475,Dacia Arena,Paolo Valeri,https://fbref.com/en/matches/f5b53307/Udinese-Internazionale-September-18-2022-Serie-A
01/10,20:45,Empoli,1–3,Milan,15497,Stadio Carlo Castellani,Gianluca Aureliano,https://fbref.com/en/matches/41b8fcde/Empoli-Milan-October-1-2022-Serie-A
01/10,18:00,Inter,1–2,Roma,75389,Stadio Giuseppe Meazza,Davide Massa,https://fbref.com/en/matches/e8065e11/Internazionale-Roma-October-1-2022-Serie-A
01/10,15:00,Napoli,3–1,Torino,35953,Stadio Diego Armando Maradona,Luca Massimi,https://fbref.com/en/matches/5b1b5139/Napoli-Torino-October-1-2022-Serie-A
02/10,18:00,Atalanta,1–0,Fiorentina,18265,Gewiss Stadium,Massimiliano Irrati,https://fbref.com/en/matches/1824b24f/Atalanta-Fiorentina-October-2-2022-Serie-A
02/10,20:45,Juventus,3–0,Bologna,34662,Allianz Stadium,Rosario Abisso,https://fbref.com/en/matches/1b6d7e97/Juventus-Bologna-October-2-2022-Serie-A
02/10,12:30,Lazio,4–0,Spezia,41000,Stadio Olimpico,Juan Sacchi,https://fbref.com/en/matches/8f0179e7/Lazio-Spezia-October-2-2022-Serie-A
02/10,15:00,Lecce,1–1,Cremonese,23377,Stadio Comunale Via Del Mare,Livio Marinelli,https://fbref.com/en/matches/d2384d3e/Lecce-Cremonese-October-2-2022-Serie-A
02/10,15:00,Sampdoria,0–3,Monza,19806,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,https://fbref.com/en/matches/f369742b/Sampdoria-Monza-October-2-2022-Serie-A
02/10,15:00,Sassuolo,5–0,Salernitana,15786,Mapei Stadium - Città del Tricolore,Maria Sole Ferrieri Caputi,https://fbref.com/en/matches/1ad969fe/Sassuolo-Salernitana-October-2-2022-Serie-A
03/10,20:45,Hellas Verona,1–2,Udinese,15352,Stadio Marc'Antonio Bentegodi,Daniele Minelli,https://fbref.com/en/matches/d2d715e4/Hellas-Verona-Udinese-October-3-2022-Serie-A
08/10,20:45,Bologna,1–1,Sampdoria,20871,Stadio Renato Dall'Ara,Marco Piccinini,https://fbref.com/en/matches/9d6251c0/Bologna-Sampdoria-October-8-2022-Serie-A
08/10,18:00,Milan,2–0,Juventus,75530,Stadio Giuseppe Meazza,Daniele Orsato,https://fbref.com/en/matches/2336a6d4/Milan-Juventus-October-8-2022-Serie-A
08/10,15:00,Sassuolo,1–2,Inter,17574,Mapei Stadium - Città del Tricolore,Simone Sozza,https://fbref.com/en/matches/bf6846ad/Sassuolo-Internazionale-October-8-2022-Serie-A
09/10,18:00,Cremonese,1–4,Napoli,14238,Stadio Giovanni Zini,Rosario Abisso,https://fbref.com/en/matches/dd82988b/Cremonese-Napoli-October-9-2022-Serie-A
09/10,15:00,Monza,2–0,Spezia,12094,U-Power Stadium,Daniele Perenzoni,https://fbref.com/en/matches/08f73f52/Monza-Spezia-October-9-2022-Serie-A
09/10,20:45,Roma,2–1,Lecce,64018,Stadio Olimpico,Alessandro Prontera,https://fbref.com/en/matches/6a7ff463/Roma-Lecce-October-9-2022-Serie-A
09/10,15:00,Salernitana,2–1,Hellas Verona,15922,Stadio Arechi,Davide Ghersini,https://fbref.com/en/matches/01893b95/Salernitana-Hellas-Verona-October-9-2022-Serie-A
09/10,12:30,Torino,1–1,Empoli,16793,Stadio Olimpico di Torino,Francesco Fourneau,https://fbref.com/en/matches/880f23f3/Torino-Empoli-October-9-2022-Serie-A
09/10,15:00,Udinese,2–2,Atalanta,24671,Dacia Arena,Daniele Doveri,https://fbref.com/en/matches/0006415c/Udinese-Atalanta-October-9-2022-Serie-A
10/10,20:45,Fiorentina,0–4,Lazio,30574,Stadio Artemio Franchi,Fabio Maresca,https://fbref.com/en/matches/91790ad1/Fiorentina-Lazio-October-10-2022-Serie-A
15/10,20:45,Atalanta,2–1,Sassuolo,17772,Gewiss Stadium,Matteo Marcenaro,https://fbref.com/en/matches/4b70032c/Atalanta-Sassuolo-October-15-2022-Serie-A
15/10,15:00,Empoli,1–0,Monza,7258,Stadio Carlo Castellani,Antonio Rapuano,https://fbref.com/en/matches/4c8ab4e7/Empoli-Monza-October-15-2022-Serie-A
15/10,18:00,Torino,0–1,Juventus,22269,Stadio Olimpico di Torino,Maurizio Mariani,https://fbref.com/en/matches/b183d7de/Torino-Juventus-October-15-2022-Serie-A
16/10,20:45,Hellas Verona,1–2,Milan,22904,Stadio Marc'Antonio Bentegodi,Davide Massa,https://fbref.com/en/matches/52018970/Hellas-Verona-Milan-October-16-2022-Serie-A
16/10,12:30,Inter,2–0,Salernitana,75452,Stadio Giuseppe Meazza,Juan Sacchi,https://fbref.com/en/matches/76b81245/Internazionale-Salernitana-October-16-2022-Serie-A
16/10,15:00,Lazio,0–0,Udinese,45000,Stadio Olimpico,Andrea Colombo,https://fbref.com/en/matches/87eec089/Lazio-Udinese-October-16-2022-Serie-A
16/10,18:00,Napoli,3–2,Bologna,50000,Stadio Diego Armando Maradona,Francesco Cosso,https://fbref.com/en/matches/6e610879/Napoli-Bologna-October-16-2022-Serie-A
16/10,15:00,Spezia,2–2,Cremonese,8400,Stadio Alberto Picco,Gianluca Manganiello,https://fbref.com/en/matches/a571c771/Spezia-Cremonese-October-16-2022-Serie-A
17/10,20:45,Lecce,1–1,Fiorentina,24925,Stadio Comunale Via Del Mare,Luca Massimi,https://fbref.com/en/matches/b2d9765e/Lecce-Fiorentina-October-17-2022-Serie-A
17/10,18:30,Sampdoria,0–1,Roma,20803,Stadio Comunale Luigi Ferraris,Marco Di Bello,https://fbref.com/en/matches/a014cee9/Sampdoria-Roma-October-17-2022-Serie-A
21/10,20:45,Juventus,4–0,Empoli,37771,Allianz Stadium,Michael Fabbri,https://fbref.com/en/matches/6f946be3/Juventus-Empoli-October-21-2022-Serie-A
22/10,20:45,Fiorentina,3–4,Inter,36699,Stadio Artemio Franchi,Paolo Valeri,https://fbref.com/en/matches/b4dacc54/Fiorentina-Internazionale-October-22-2022-Serie-A
22/10,18:00,Milan,4–1,Monza,72938,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/be45e24c/Milan-Monza-October-22-2022-Serie-A
22/10,15:00,Salernitana,1–0,Spezia,17260,Stadio Arechi,Daniele Chiffi,https://fbref.com/en/matches/7652b57c/Salernitana-Spezia-October-22-2022-Serie-A
23/10,18:00,Atalanta,0–2,Lazio,18988,Gewiss Stadium,Rosario Abisso,https://fbref.com/en/matches/bdccb729/Atalanta-Lazio-October-23-2022-Serie-A
23/10,15:00,Bologna,2–0,Lecce,24206,Stadio Renato Dall'Ara,Simone Sozza,https://fbref.com/en/matches/5b7c698e/Bologna-Lecce-October-23-2022-Serie-A
23/10,20:45,Roma,0–1,Napoli,61633,Stadio Olimpico,Massimiliano Irrati,https://fbref.com/en/matches/0b675836/Derby-del-Sole-Roma-Napoli-October-23-2022-Serie-A
23/10,12:30,Udinese,1–2,Torino,20711,Dacia Arena,Matteo Marchetti,https://fbref.com/en/matches/e229f8ab/Udinese-Torino-October-23-2022-Serie-A
24/10,18:30,Cremonese,0–1,Sampdoria,13021,Stadio Giovanni Zini,Fabio Maresca,https://fbref.com/en/matches/709b24f5/Cremonese-Sampdoria-October-24-2022-Serie-A
24/10,20:45,Sassuolo,2–1,Hellas Verona,11368,Mapei Stadium - Città del Tricolore,Alberto Santoro,https://fbref.com/en/matches/76d03b2f/Sassuolo-Hellas-Verona-October-24-2022-Serie-A
29/10,20:45,Inter,3–0,Sampdoria,73311,Stadio Giuseppe Meazza,Luca Massimi,https://fbref.com/en/matches/23d1b698/Internazionale-Sampdoria-October-29-2022-Serie-A
29/10,18:00,Lecce,0–1,Juventus,25860,Stadio Comunale Via Del Mare,Daniele Chiffi,https://fbref.com/en/matches/52ff141b/Lecce-Juventus-October-29-2022-Serie-A
29/10,15:00,Napoli,4–0,Sassuolo,45000,Stadio Diego Armando Maradona,Antonio Rapuano,https://fbref.com/en/matches/6f92d2c6/Napoli-Sassuolo-October-29-2022-Serie-A
30/10,15:00,Cremonese,0–0,Udinese,12810,Stadio Giovanni Zini,Massimiliano Irrati,https://fbref.com/en/matches/e7db664f/Cremonese-Udinese-October-30-2022-Serie-A
30/10,12:30,Empoli,0–2,Atalanta,8740,Stadio Carlo Castellani,Giovanni Ayroldi,https://fbref.com/en/matches/09ea7c8b/Empoli-Atalanta-October-30-2022-Serie-A
30/10,18:00,Lazio,1–3,Salernitana,40000,Stadio Olimpico,Gianluca Manganiello,https://fbref.com/en/matches/221597ad/Lazio-Salernitana-October-30-2022-Serie-A
30/10,15:00,Spezia,1–2,Fiorentina,10500,Stadio Alberto Picco,Davide Massa,https://fbref.com/en/matches/29e78eae/Spezia-Fiorentina-October-30-2022-Serie-A
30/10,20:45,Torino,2–1,Milan,26133,Stadio Olimpico di Torino,Rosario Abisso,https://fbref.com/en/matches/045a51a7/Torino-Milan-October-30-2022-Serie-A
31/10,18:30,Hellas Verona,1–3,Roma,24000,Stadio Marc'Antonio Bentegodi,Juan Sacchi,https://fbref.com/en/matches/a5748739/Hellas-Verona-Roma-October-31-2022-Serie-A
31/10,20:45,Monza,1–2,Bologna,11388,U-Power Stadium,Luca Pairetto,https://fbref.com/en/matches/b8726ee1/Monza-Bologna-October-31-2022-Serie-A
04/11,20:45,Udinese,1–1,Lecce,21834,Dacia Arena,Francesco Fourneau,https://fbref.com/en/matches/9d62ed82/Udinese-Lecce-November-4-2022-Serie-A
05/11,18:00,Atalanta,1–2,Napoli,19363,Gewiss Stadium,Maurizio Mariani,https://fbref.com/en/matches/1ce36894/Atalanta-Napoli-November-5-2022-Serie-A
05/11,15:00,Empoli,1–0,Sassuolo,7834,Stadio Carlo Castellani,Ermanno Feliciani,https://fbref.com/en/matches/03de512c/Empoli-Sassuolo-November-5-2022-Serie-A
05/11,20:45,Milan,2–1,Spezia,71099,Stadio Giuseppe Meazza,Michael Fabbri,https://fbref.com/en/matches/3a4b495b/Milan-Spezia-November-5-2022-Serie-A
05/11,15:00,Salernitana,2–2,Cremonese,16780,Stadio Arechi,Matteo Marchetti,https://fbref.com/en/matches/871ec5bd/Salernitana-Cremonese-November-5-2022-Serie-A
06/11,12:30,Bologna,2–1,Torino,23168,Stadio Renato Dall'Ara,Antonio Giua,https://fbref.com/en/matches/93bc56e9/Bologna-Torino-November-6-2022-Serie-A
06/11,20:45,Juventus,2–0,Inter,40093,Allianz Stadium,Daniele Doveri,https://fbref.com/en/matches/5c19d6a1/Derby-dItalia-Juventus-Internazionale-November-6-2022-Serie-A
06/11,15:00,Monza,2–0,Hellas Verona,11723,U-Power Stadium,Francesco Cosso,https://fbref.com/en/matches/27024e3f/Monza-Hellas-Verona-November-6-2022-Serie-A
06/11,18:00,Roma,0–1,Lazio,62847,Stadio Olimpico,Daniele Orsato,https://fbref.com/en/matches/892d3ce3/Roma-Lazio-November-6-2022-Serie-A
06/11,15:00,Sampdoria,0–2,Fiorentina,19226,Stadio Comunale Luigi Ferraris,Livio Marinelli,https://fbref.com/en/matches/9dbe93c2/Sampdoria-Fiorentina-November-6-2022-Serie-A
08/11,20:45,Cremonese,0–0,Milan,14610,Stadio Giovanni Zini,Antonio Rapuano,https://fbref.com/en/matches/ca82e0f9/Cremonese-Milan-November-8-2022-Serie-A
08/11,18:30,Napoli,2–0,Empoli,36000,Stadio Diego Armando Maradona,Luca Pairetto,https://fbref.com/en/matches/1ba68186/Napoli-Empoli-November-8-2022-Serie-A
08/11,18:30,Spezia,1–1,Udinese,6900,Stadio Alberto Picco,Marco Piccinini,https://fbref.com/en/matches/21c7a48f/Spezia-Udinese-November-8-2022-Serie-A
09/11,20:45,Fiorentina,2–1,Salernitana,27329,Stadio Artemio Franchi,Federico La Penna,https://fbref.com/en/matches/d03642ed/Fiorentina-Salernitana-November-9-2022-Serie-A
09/11,20:45,Inter,6–1,Bologna,69312,Stadio Giuseppe Meazza,Andrea Colombo,https://fbref.com/en/matches/fcc0539a/Internazionale-Bologna-November-9-2022-Serie-A
09/11,18:30,Lecce,2–1,Atalanta,23797,Stadio Comunale Via Del Mare,Gianluca Aureliano,https://fbref.com/en/matches/1b9b7480/Lecce-Atalanta-November-9-2022-Serie-A
09/11,18:30,Sassuolo,1–1,Roma,16665,Mapei Stadium - Città del Tricolore,Giovanni Ayroldi,https://fbref.com/en/matches/2c1655ec/Sassuolo-Roma-November-9-2022-Serie-A
09/11,20:45,Torino,2–0,Sampdoria,15593,Stadio Olimpico di Torino,Davide Massa,https://fbref.com/en/matches/ee91c50a/Torino-Sampdoria-November-9-2022-Serie-A
10/11,18:30,Hellas Verona,0–1,Juventus,21934,Stadio Marc'Antonio Bentegodi,Marco Di Bello,https://fbref.com/en/matches/e12082b8/Hellas-Verona-Juventus-November-10-2022-Serie-A
10/11,20:45,Lazio,1–0,Monza,36000,Stadio Olimpico,Alberto Santoro,https://fbref.com/en/matches/cada0de5/Lazio-Monza-November-10-2022-Serie-A
11/11,20:45,Empoli,2–0,Cremonese,8077,Stadio Carlo Castellani,Federico Dionisi,https://fbref.com/en/matches/df64bd6f/Empoli-Cremonese-November-11-2022-Serie-A
12/11,20:45,Bologna,3–0,Sassuolo,20811,Stadio Renato Dall'Ara,Ivan Pezzuto,https://fbref.com/en/matches/09697cf3/Bologna-Sassuolo-November-12-2022-Serie-A
12/11,15:00,Napoli,3–2,Udinese,51000,Stadio Diego Armando Maradona,Giovanni Ayroldi,https://fbref.com/en/matches/f1eb6e94/Napoli-Udinese-November-12-2022-Serie-A
12/11,18:00,Sampdoria,0–2,Lecce,20211,Stadio Comunale Luigi Ferraris,Daniele Doveri,https://fbref.com/en/matches/08f8d9a3/Sampdoria-Lecce-November-12-2022-Serie-A
13/11,12:30,Atalanta,2–3,Inter,19353,Gewiss Stadium,Daniele Chiffi,https://fbref.com/en/matches/155e504e/Atalanta-Internazionale-November-13-2022-Serie-A
13/11,15:00,Hellas Verona,1–2,Spezia,18000,Stadio Marc'Antonio Bentegodi,Fabio Maresca,https://fbref.com/en/matches/c1a9d593/Hellas-Verona-Spezia-November-13-2022-Serie-A
13/11,20:45,Juventus,3–0,Lazio,38729,Allianz Stadium,Davide Massa,https://fbref.com/en/matches/926113a9/Juventus-Lazio-November-13-2022-Serie-A
13/11,18:00,Milan,2–1,Fiorentina,73007,Stadio Giuseppe Meazza,Simone Sozza,https://fbref.com/en/matches/aad9d12b/Milan-Fiorentina-November-13-2022-Serie-A
13/11,15:00,Monza,3–0,Salernitana,12372,U-Power Stadium,Antonio Giua,https://fbref.com/en/matches/7f01a577/Monza-Salernitana-November-13-2022-Serie-A
13/11,15:00,Roma,1–1,Torino,61168,Stadio Olimpico,Antonio Rapuano,https://fbref.com/en/matches/579ceb27/Roma-Torino-November-13-2022-Serie-A
04/01,18:30,Cremonese,0–1,Juventus,14896,Stadio Giovanni Zini,Giovanni Ayroldi,https://fbref.com/en/matches/fc78363f/Cremonese-Juventus-January-4-2023-Serie-A
