date,time,home_team,score,away_team,attendance,venue,referee,match_report
29/08,20:45,Lens,3–1,Brest,37232,Stade Bollaert-Delelis,Abdelatif Kherradji,https://fbref.com/en/matches/ccf514b7/Lens-Brest-August-29-2025-Ligue-1
30/08,17:00,Lorient,1–7,Lille,15512,Stade Yves Allainmat,Romain Lissorgue,https://fbref.com/en/matches/fecb23de/Lorient-Lille-August-30-2025-Ligue-1
30/08,19:00,Nantes,1–0,Auxerre,28784,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,https://fbref.com/en/matches/9db213a2/Nantes-Auxerre-August-30-2025-Ligue-1
30/08,21:05,Toulouse,3–6,Paris Saint-Germain,31515,Stadium de Toulouse,Eric Wattellier,https://fbref.com/en/matches/3a38fbf2/Toulouse-Paris-Saint-Germain-August-30-2025-Ligue-1
31/08,15:00,Angers,1–1,Rennes,11512,Stade Raymond Kopa,Marc Bollengier,https://fbref.com/en/matches/e7cbffb3/Angers-Rennes-August-31-2025-Ligue-1
31/08,17:15,Le Havre,3–1,Nice,16513,Stade Océane,Jérôme Brisard,https://fbref.com/en/matches/d7190d58/Le-Havre-Nice-August-31-2025-Ligue-1
31/08,20:45,Lyon,1–0,Marseille,52095,Groupama Stadium,François Letexier,https://fbref.com/en/matches/2e7d7c7d/Choc-des-Olympiques-Lyon-Marseille-August-31-2025-Ligue-1
31/08,17:15,Monaco,3–2,Strasbourg,8718,Stade Louis II,Benoît Bastien,https://fbref.com/en/matches/9fadc7e1/Monaco-Strasbourg-August-31-2025-Ligue-1
31/08,17:15,Paris FC,3–2,Metz,17345,Stade Jean-Bouin,Gaël Angoula,https://fbref.com/en/matches/adae2347/Paris-FC-Metz-August-31-2025-Ligue-1
12/09,20:45,Marseille,4–0,Lorient,64098,Orange Vélodrome,Thomas Léonard,https://fbref.com/en/matches/eaff4ee4/Marseille-Lorient-September-12-2025-Ligue-1
13/09,21:05,Auxerre,1–2,Monaco,16703,Stade de l'Abbé Deschamps,Romain Lissorgue,https://fbref.com/en/matches/f3a8d388/Auxerre-Monaco-September-13-2025-Ligue-1
13/09,17:00,Nice,1–0,Nantes,20096,Allianz Riviera,Guillaume Paradis,https://fbref.com/en/matches/3bd330c7/Nice-Nantes-September-13-2025-Ligue-1
14/09,17:15,Brest,1–2,Paris FC,14594,Stade Francis-Le Blé,Bastien Dechepy,https://fbref.com/en/matches/52e5e5bd/Brest-Paris-FC-September-14-2025-Ligue-1
14/09,15:00,Lille,2–1,Toulouse,42576,Decathlon Arena - Stade Pierre-Mauroy,Jeremy Stinat,https://fbref.com/en/matches/6c0057cb/Lille-Toulouse-September-14-2025-Ligue-1
14/09,17:15,Metz,1–1,Angers,21107,Stade Saint-Symphorien,Benoît Millot,https://fbref.com/en/matches/80b1df7f/Metz-Angers-September-14-2025-Ligue-1
14/09,17:15,Paris Saint-Germain,2–0,Lens,47642,Parc des Princes,Jérémie Pignard,https://fbref.com/en/matches/e8f63a9b/Paris-Saint-Germain-Lens-September-14-2025-Ligue-1
14/09,20:45,Rennes,3–1,Lyon,27392,Roazhon Park,Ruddy Buquet,https://fbref.com/en/matches/e8a7d6a7/Rennes-Lyon-September-14-2025-Ligue-1
14/09,17:15,Strasbourg,1–0,Le Havre,26000,Stade de la Meinau,Willy Delajod,https://fbref.com/en/matches/78ee6527/Strasbourg-Le-Havre-September-14-2025-Ligue-1
19/09,20:45,Lyon,1–0,Angers,44437,Groupama Stadium,Clément Turpin,https://fbref.com/en/matches/3d321db7/Lyon-Angers-September-19-2025-Ligue-1
20/09,19:00,Brest,4–1,Nice,14158,Stade Francis-Le Blé,Benoît Bastien,https://fbref.com/en/matches/cd6a399a/Brest-Nice-September-20-2025-Ligue-1
20/09,21:05,Lens,3–0,Lille,38223,Stade Bollaert-Delelis,Eric Wattellier,https://fbref.com/en/matches/f940c93e/Lens-Lille-September-20-2025-Ligue-1
20/09,17:00,Nantes,2–2,Rennes,31337,Stade de la Beaujoire - Louis Fonteneau,Mathieu Vernice,https://fbref.com/en/matches/23cfe985/Nantes-Rennes-September-20-2025-Ligue-1
21/09,17:15,Auxerre,1–0,Toulouse,15262,Stade de l'Abbé Deschamps,Marc Bollengier,https://fbref.com/en/matches/a2ea8dfd/Auxerre-Toulouse-September-21-2025-Ligue-1
21/09,17:15,Le Havre,1–1,Lorient,17483,Stade Océane,Abdelatif Kherradji,https://fbref.com/en/matches/d6f698f7/Le-Havre-Lorient-September-21-2025-Ligue-1
21/09,17:15,Monaco,5–2,Metz,6080,Stade Louis II,Stéphanie Frappart,https://fbref.com/en/matches/08aea0af/Monaco-Metz-September-21-2025-Ligue-1
21/09,15:00,Paris FC,2–3,Strasbourg,17912,Stade Jean-Bouin,François Letexier,https://fbref.com/en/matches/08bc19be/Paris-FC-Strasbourg-September-21-2025-Ligue-1
22/09,20:00,Marseille,1–0,Paris Saint-Germain,66190,Orange Vélodrome,Jérôme Brisard,https://fbref.com/en/matches/e53e3ae2/Marseille-Paris-Saint-Germain-September-22-2025-Ligue-1
26/09,20:45,Strasbourg,1–2,Marseille,23262,Stade de la Meinau,Jérémie Pignard,https://fbref.com/en/matches/13d407ad/Strasbourg-Marseille-September-26-2025-Ligue-1
27/09,17:00,Lorient,3–1,Monaco,15561,Stade Yves Allainmat,Ruddy Buquet,https://fbref.com/en/matches/ce237644/Lorient-Monaco-September-27-2025-Ligue-1
27/09,21:05,Paris Saint-Germain,2–0,Auxerre,47792,Parc des Princes,Thomas Léonard,https://fbref.com/en/matches/1012a2a6/Paris-Saint-Germain-Auxerre-September-27-2025-Ligue-1
27/09,19:00,Toulouse,2–2,Nantes,22822,Stadium de Toulouse,Benoît Millot,https://fbref.com/en/matches/30f98e8d/Toulouse-Nantes-September-27-2025-Ligue-1
28/09,17:15,Angers,0–2,Brest,10210,Stade Raymond Kopa,Willy Delajod,https://fbref.com/en/matches/40e25494/Angers-Brest-September-28-2025-Ligue-1
28/09,17:15,Lille,0–1,Lyon,45287,Decathlon Arena - Stade Pierre-Mauroy,Mathieu Vernice,https://fbref.com/en/matches/ee984aec/Lille-Lyon-September-28-2025-Ligue-1
28/09,17:15,Metz,0–0,Le Havre,19976,Stade Saint-Symphorien,Guillaume Paradis,https://fbref.com/en/matches/9c7203aa/Metz-Le-Havre-September-28-2025-Ligue-1
28/09,15:00,Nice,1–1,Paris FC,20049,Allianz Riviera,Abdelatif Kherradji,https://fbref.com/en/matches/5be99991/Nice-Paris-FC-September-28-2025-Ligue-1
28/09,20:45,Rennes,0–0,Lens,26414,Roazhon Park,Bastien Dechepy,https://fbref.com/en/matches/2516801b/Rennes-Lens-September-28-2025-Ligue-1
03/10,20:45,Paris FC,2–0,Lorient,18084,Stade Jean-Bouin,Benoît Millot,https://fbref.com/en/matches/9c3f352c/Paris-FC-Lorient-October-3-2025-Ligue-1
04/10,21:05,Auxerre,1–2,Lens,17243,Stade de l'Abbé Deschamps,François Letexier,https://fbref.com/en/matches/7a29fd59/Auxerre-Lens-October-4-2025-Ligue-1
04/10,19:00,Brest,0–0,Nantes,14941,Stade Francis-Le Blé,Gaël Angoula,https://fbref.com/en/matches/329f92b2/Brest-Nantes-October-4-2025-Ligue-1
04/10,17:00,Metz,0–3,Marseille,28300,Stade Saint-Symphorien,Clément Turpin,https://fbref.com/en/matches/0dfe9c56/Metz-Marseille-October-4-2025-Ligue-1
05/10,17:15,Le Havre,2–2,Rennes,17802,Stade Océane,Jérémie Pignard,https://fbref.com/en/matches/7bb1158d/Le-Havre-Rennes-October-5-2025-Ligue-1
05/10,20:45,Lille,1–1,Paris Saint-Germain,47355,Decathlon Arena - Stade Pierre-Mauroy,Benoît Bastien,https://fbref.com/en/matches/d476968b/Lille-Paris-Saint-Germain-October-5-2025-Ligue-1
05/10,15:00,Lyon,1–2,Toulouse,51414,Groupama Stadium,Thomas Léonard,https://fbref.com/en/matches/60ecc64f/Lyon-Toulouse-October-5-2025-Ligue-1
05/10,17:15,Monaco,2–2,Nice,8500,Stade Louis II,Willy Delajod,https://fbref.com/en/matches/93639c78/Monaco-Nice-October-5-2025-Ligue-1
05/10,17:15,Strasbourg,5–0,Angers,22171,Stade de la Meinau,Guillaume Paradis,https://fbref.com/en/matches/e2b6bcc0/Strasbourg-Angers-October-5-2025-Ligue-1
17/10,20:45,Paris Saint-Germain,3–3,Strasbourg,47754,Parc des Princes,Clément Turpin,https://fbref.com/en/matches/99baddf3/Paris-Saint-Germain-Strasbourg-October-17-2025-Ligue-1
18/10,19:00,Angers,1–1,Monaco,13423,Stade Raymond Kopa,Jeremy Stinat,https://fbref.com/en/matches/aeed11a9/Angers-Monaco-October-18-2025-Ligue-1
18/10,21:05,Marseille,6–2,Le Havre,64869,Orange Vélodrome,Bastien Dechepy,https://fbref.com/en/matches/0d90c694/Marseille-Le-Havre-October-18-2025-Ligue-1
18/10,17:00,Nice,3–2,Lyon,24122,Allianz Riviera,Jérôme Brisard,https://fbref.com/en/matches/b4b8f430/Nice-Lyon-October-18-2025-Ligue-1
19/10,15:00,Lens,2–1,Paris FC,33773,Stade Bollaert-Delelis,Gaël Angoula,https://fbref.com/en/matches/3c82b9ba/Lens-Paris-FC-October-19-2025-Ligue-1
19/10,17:15,Lorient,3–3,Brest,16607,Stade Yves Allainmat,Marc Bollengier,https://fbref.com/en/matches/d9620be4/Lorient-Brest-October-19-2025-Ligue-1
19/10,20:45,Nantes,0–2,Lille,29845,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,https://fbref.com/en/matches/98c265c0/Nantes-Lille-October-19-2025-Ligue-1
19/10,17:15,Rennes,2–2,Auxerre,27148,Roazhon Park,Eric Wattellier,https://fbref.com/en/matches/4bebc386/Rennes-Auxerre-October-19-2025-Ligue-1
19/10,17:15,Toulouse,4–0,Metz,26078,Stadium de Toulouse,François Letexier,https://fbref.com/en/matches/c8f84615/Toulouse-Metz-October-19-2025-Ligue-1
24/10,20:45,Paris FC,1–2,Nantes,17522,Stade Jean-Bouin,Ruddy Buquet,https://fbref.com/en/matches/e38cdc1f/Paris-FC-Nantes-October-24-2025-Ligue-1
25/10,17:00,Brest,0–3,Paris Saint-Germain,14978,Stade Francis-Le Blé,Jérémie Pignard,https://fbref.com/en/matches/c95d53be/Brest-Paris-Saint-Germain-October-25-2025-Ligue-1
25/10,21:05,Lens,2–1,Marseille,38223,Stade Bollaert-Delelis,Stéphanie Frappart,https://fbref.com/en/matches/401a34e7/Lens-Marseille-October-25-2025-Ligue-1
25/10,19:00,Monaco,1–0,Toulouse,7086,Stade Louis II,Guillaume Paradis,https://fbref.com/en/matches/fe7036bb/Monaco-Toulouse-October-25-2025-Ligue-1
26/10,17:15,Angers,2–0,Lorient,11682,Stade Raymond Kopa,Benoît Bastien,https://fbref.com/en/matches/57e8593d/Angers-Lorient-October-26-2025-Ligue-1
26/10,17:15,Auxerre,0–1,Le Havre,16729,Stade de l'Abbé Deschamps,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/b5814fa4/Auxerre-Le-Havre-October-26-2025-Ligue-1
26/10,15:00,Lille,6–1,Metz,42089,Decathlon Arena - Stade Pierre-Mauroy,Benoît Millot,https://fbref.com/en/matches/513ba656/Lille-Metz-October-26-2025-Ligue-1
26/10,20:45,Lyon,2–1,Strasbourg,49058,Groupama Stadium,Eric Wattellier,https://fbref.com/en/matches/cd22fe80/Lyon-Strasbourg-October-26-2025-Ligue-1
26/10,17:15,Rennes,1–2,Nice,27658,Roazhon Park,Marc Bollengier,https://fbref.com/en/matches/b111d632/Rennes-Nice-October-26-2025-Ligue-1
29/10,19:00,Le Havre,1–0,Brest,18484,Stade Océane,Benoît Millot,https://fbref.com/en/matches/ee77c6a4/Le-Havre-Brest-October-29-2025-Ligue-1
29/10,19:00,Lorient,1–1,Paris Saint-Germain,16706,Stade Yves Allainmat,Willy Delajod,https://fbref.com/en/matches/fae0cebf/Lorient-Paris-Saint-Germain-October-29-2025-Ligue-1
29/10,21:05,Marseille,2–2,Angers,64599,Orange Vélodrome,Thomas Léonard,https://fbref.com/en/matches/4e9cae04/Marseille-Angers-October-29-2025-Ligue-1
29/10,19:00,Metz,2–0,Lens,20618,Stade Saint-Symphorien,Abdelatif Kherradji,https://fbref.com/en/matches/e7ee16a0/Metz-Lens-October-29-2025-Ligue-1
29/10,21:05,Nantes,3–5,Monaco,33653,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,https://fbref.com/en/matches/61307c58/Nantes-Monaco-October-29-2025-Ligue-1
29/10,19:00,Nice,2–0,Lille,22441,Allianz Riviera,Bastien Dechepy,https://fbref.com/en/matches/79a943de/Nice-Lille-October-29-2025-Ligue-1
29/10,21:05,Paris FC,3–3,Lyon,18445,Stade Jean-Bouin,Jeremy Stinat,https://fbref.com/en/matches/43400423/Paris-FC-Lyon-October-29-2025-Ligue-1
29/10,21:05,Strasbourg,3–0,Auxerre,22667,Stade de la Meinau,Ruddy Buquet,https://fbref.com/en/matches/92626eca/Strasbourg-Auxerre-October-29-2025-Ligue-1
29/10,21:05,Toulouse,2–2,Rennes,25484,Stadium de Toulouse,Clément Turpin,https://fbref.com/en/matches/f1f10fa5/Toulouse-Rennes-October-29-2025-Ligue-1
01/11,21:05,Auxerre,0–1,Marseille,16529,Stade de l'Abbé Deschamps,Benoît Bastien,https://fbref.com/en/matches/e98babb3/Auxerre-Marseille-November-1-2025-Ligue-1
01/11,19:00,Monaco,0–1,Paris FC,10727,Stade Louis II,Eric Wattellier,https://fbref.com/en/matches/a6e9b50e/Monaco-Paris-FC-November-1-2025-Ligue-1
01/11,17:00,Paris Saint-Germain,1–0,Nice,47629,Parc des Princes,François Letexier,https://fbref.com/en/matches/3f271d67/Paris-Saint-Germain-Nice-November-1-2025-Ligue-1
02/11,20:45,Brest,0–0,Lyon,14534,Stade Francis-Le Blé,Clément Turpin,https://fbref.com/en/matches/167e4077/Brest-Lyon-November-2-2025-Ligue-1
02/11,17:15,Lens,3–0,Lorient,37373,Stade Bollaert-Delelis,Jérémie Pignard,https://fbref.com/en/matches/537900ec/Lens-Lorient-November-2-2025-Ligue-1
02/11,17:15,Lille,1–0,Angers,38802,Decathlon Arena - Stade Pierre-Mauroy,Jérôme Brisard,https://fbref.com/en/matches/990dd8fe/Lille-Angers-November-2-2025-Ligue-1
02/11,17:15,Nantes,0–2,Metz,27150,Stade de la Beaujoire - Louis Fonteneau,Gaël Angoula,https://fbref.com/en/matches/1d6a5a0b/Nantes-Metz-November-2-2025-Ligue-1
02/11,15:00,Rennes,4–1,Strasbourg,27658,Roazhon Park,Thomas Léonard,https://fbref.com/en/matches/34522872/Rennes-Strasbourg-November-2-2025-Ligue-1
02/11,17:15,Toulouse,0–0,Le Havre,20643,Stadium de Toulouse,Jeremy Stinat,https://fbref.com/en/matches/75cf1ad9/Toulouse-Le-Havre-November-2-2025-Ligue-1
07/11,20:45,Paris FC,0–1,Rennes,16587,Stade Jean-Bouin,Guillaume Paradis,https://fbref.com/en/matches/3feea3e9/Paris-FC-Rennes-November-7-2025-Ligue-1
08/11,19:00,Le Havre,1–1,Nantes,19747,Stade Océane,Romain Lissorgue,https://fbref.com/en/matches/dd1c75e9/Le-Havre-Nantes-November-8-2025-Ligue-1
08/11,17:00,Marseille,3–0,Brest,66279,Orange Vélodrome,Willy Delajod,https://fbref.com/en/matches/a42f9bcd/Marseille-Brest-November-8-2025-Ligue-1
08/11,21:05,Monaco,1–4,Lens,9456,Stade Louis II,Bastien Dechepy,https://fbref.com/en/matches/8351b4ea/Monaco-Lens-November-8-2025-Ligue-1
09/11,17:15,Angers,2–0,Auxerre,11428,Stade Raymond Kopa,Abdelatif Kherradji,https://fbref.com/en/matches/9575a044/Angers-Auxerre-November-9-2025-Ligue-1
09/11,15:00,Lorient,1–1,Toulouse,15562,Stade Yves Allainmat,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/3b9a668d/Lorient-Toulouse-November-9-2025-Ligue-1
09/11,20:45,Lyon,2–3,Paris Saint-Germain,58257,Groupama Stadium,Benoît Bastien,https://fbref.com/en/matches/76c23d28/Lyon-Paris-Saint-Germain-November-9-2025-Ligue-1
09/11,17:15,Metz,2–1,Nice,20683,Stade Saint-Symphorien,Stéphanie Frappart,https://fbref.com/en/matches/958a0a33/Metz-Nice-November-9-2025-Ligue-1
09/11,17:15,Strasbourg,2–0,Lille,29000,Stade de la Meinau,François Letexier,https://fbref.com/en/matches/9ec5732e/Strasbourg-Lille-November-9-2025-Ligue-1
21/11,20:45,Nice,1–5,Marseille,27089,Allianz Riviera,Jérémie Pignard,https://fbref.com/en/matches/9fbe6212/Nice-Marseille-November-21-2025-Ligue-1
22/11,17:00,Lens,1–0,Strasbourg,38211,Stade Bollaert-Delelis,Jérôme Brisard,https://fbref.com/en/matches/4d943a9e/Lens-Strasbourg-November-22-2025-Ligue-1
22/11,21:05,Paris Saint-Germain,3–0,Le Havre,47694,Parc des Princes,Mathieu Vernice,https://fbref.com/en/matches/a64360fe/Paris-Saint-Germain-Le-Havre-November-22-2025-Ligue-1
22/11,19:00,Rennes,4–1,Monaco,27681,Roazhon Park,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/7d63a57f/Rennes-Monaco-November-22-2025-Ligue-1
23/11,15:00,Auxerre,0–0,Lyon,17359,Stade de l'Abbé Deschamps,Thomas Léonard,https://fbref.com/en/matches/f9cdf8a6/Auxerre-Lyon-November-23-2025-Ligue-1
23/11,17:15,Brest,3–2,Metz,13938,Stade Francis-Le Blé,Gaël Angoula,https://fbref.com/en/matches/10782105/Brest-Metz-November-23-2025-Ligue-1
23/11,20:45,Lille,4–2,Paris FC,39053,Decathlon Arena - Stade Pierre-Mauroy,Benoît Millot,https://fbref.com/en/matches/bda1b915/Lille-Paris-FC-November-23-2025-Ligue-1
23/11,17:15,Nantes,1–1,Lorient,25967,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,https://fbref.com/en/matches/85a0e019/Nantes-Lorient-November-23-2025-Ligue-1
23/11,17:15,Toulouse,0–1,Angers,19009,Stadium de Toulouse,Marc Bollengier,https://fbref.com/en/matches/4399d22e/Toulouse-Angers-November-23-2025-Ligue-1
28/11,20:45,Metz,0–1,Rennes,20291,Stade Saint-Symphorien,Jeremy Stinat,https://fbref.com/en/matches/c25f4acf/Metz-Rennes-November-28-2025-Ligue-1
29/11,21:05,Marseille,2–2,Toulouse,65163,Orange Vélodrome,Eric Wattellier,https://fbref.com/en/matches/8fedda5c/Marseille-Toulouse-November-29-2025-Ligue-1
29/11,17:00,Monaco,1–0,Paris Saint-Germain,11546,Stade Louis II,Clément Turpin,https://fbref.com/en/matches/6ed4169c/Monaco-Paris-Saint-Germain-November-29-2025-Ligue-1
29/11,19:00,Paris FC,1–1,Auxerre,15007,Stade Jean-Bouin,François Letexier,https://fbref.com/en/matches/f3bd6b47/Paris-FC-Auxerre-November-29-2025-Ligue-1
30/11,17:15,Angers,1–2,Lens,12979,Stade Raymond Kopa,Guillaume Paradis,https://fbref.com/en/matches/25c388ce/Angers-Lens-November-30-2025-Ligue-1
30/11,17:15,Le Havre,0–1,Lille,20689,Stade Océane,Willy Delajod,https://fbref.com/en/matches/6341b5bb/Le-Havre-Lille-November-30-2025-Ligue-1
30/11,17:15,Lorient,3–1,Nice,15648,Stade Yves Allainmat,Romain Lissorgue,https://fbref.com/en/matches/f96e21d9/Lorient-Nice-November-30-2025-Ligue-1
30/11,20:45,Lyon,3–0,Nantes,46449,Groupama Stadium,Abdelatif Kherradji,https://fbref.com/en/matches/0a34e64f/Lyon-Nantes-November-30-2025-Ligue-1
30/11,15:00,Strasbourg,1–2,Brest,30017,Stade de la Meinau,Bastien Dechepy,https://fbref.com/en/matches/2c3a08e9/Strasbourg-Brest-November-30-2025-Ligue-1
05/12,19:00,Brest,1–0,Monaco,14522,Stade Francis-Le Blé,Thomas Léonard,https://fbref.com/en/matches/409f5358/Brest-Monaco-December-5-2025-Ligue-1
05/12,21:00,Lille,1–0,Marseille,48258,Decathlon Arena - Stade Pierre-Mauroy,Jérôme Brisard,https://fbref.com/en/matches/684afd5f/Lille-Marseille-December-5-2025-Ligue-1
06/12,17:00,Nantes,1–2,Lens,26654,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,https://fbref.com/en/matches/1dd5dec9/Nantes-Lens-December-6-2025-Ligue-1
06/12,21:05,Paris Saint-Germain,5–0,Rennes,47823,Parc des Princes,Marc Bollengier,https://fbref.com/en/matches/13c41c30/Paris-Saint-Germain-Rennes-December-6-2025-Ligue-1
06/12,19:00,Toulouse,1–0,Strasbourg,22031,Stadium de Toulouse,Stéphanie Frappart,https://fbref.com/en/matches/4955eaeb/Toulouse-Strasbourg-December-6-2025-Ligue-1
07/12,17:15,Auxerre,3–1,Metz,15588,Stade de l'Abbé Deschamps,Eric Wattellier,https://fbref.com/en/matches/11ad7df8/Auxerre-Metz-December-7-2025-Ligue-1
07/12,17:15,Le Havre,0–0,Paris FC,17460,Stade Océane,Ruddy Buquet,https://fbref.com/en/matches/80b3a9d2/Le-Havre-Paris-FC-December-7-2025-Ligue-1
07/12,20:45,Lorient,1–0,Lyon,16213,Stade Yves Allainmat,Mathieu Vernice,https://fbref.com/en/matches/a6944734/Lorient-Lyon-December-7-2025-Ligue-1
07/12,15:00,Nice,0–1,Angers,17630,Allianz Riviera,Jeremy Stinat,https://fbref.com/en/matches/d8723514/Nice-Angers-December-7-2025-Ligue-1
12/12,20:45,Angers,4–1,Nantes,14308,Stade Raymond Kopa,Stéphanie Frappart,https://fbref.com/en/matches/0a7d5ec7/Angers-Nantes-December-12-2025-Ligue-1
13/12,19:00,Metz,2–3,Paris Saint-Germain,28500,Stade Saint-Symphorien,Romain Lissorgue,https://fbref.com/en/matches/6fce1682/Metz-Paris-Saint-Germain-December-13-2025-Ligue-1
13/12,21:05,Paris FC,0–3,Toulouse,15822,Stade Jean-Bouin,Bastien Dechepy,https://fbref.com/en/matches/bd83c05e/Paris-FC-Toulouse-December-13-2025-Ligue-1
13/12,17:00,Rennes,3–1,Brest,27959,Roazhon Park,Benoît Millot,https://fbref.com/en/matches/3b0a6a02/Rennes-Brest-December-13-2025-Ligue-1
14/12,17:15,Auxerre,3–4,Lille,16124,Stade de l'Abbé Deschamps,Jérémie Pignard,https://fbref.com/en/matches/a32384b2/Auxerre-Lille-December-14-2025-Ligue-1
14/12,17:15,Lens,2–0,Nice,37278,Stade Bollaert-Delelis,Willy Delajod,https://fbref.com/en/matches/d087be9d/Lens-Nice-December-14-2025-Ligue-1
14/12,15:00,Lyon,1–0,Le Havre,42168,Groupama Stadium,Marc Bollengier,https://fbref.com/en/matches/fedc0902/Lyon-Le-Havre-December-14-2025-Ligue-1
14/12,20:45,Marseille,1–0,Monaco,64509,Orange Vélodrome,François Letexier,https://fbref.com/en/matches/fa8b8daf/Marseille-Monaco-December-14-2025-Ligue-1
14/12,17:15,Strasbourg,0–0,Lorient,29951,Stade de la Meinau,Gaël Angoula,https://fbref.com/en/matches/e8ace8e4/Strasbourg-Lorient-December-14-2025-Ligue-1
02/01,20:45,Toulouse,0–3,Lens,30266,Stadium de Toulouse,Mathieu Vernice,https://fbref.com/en/matches/26747200/Toulouse-Lens-January-2-2026-Ligue-1
03/01,21:05,Lille,0–2,Rennes,41527,Decathlon Arena - Stade Pierre-Mauroy,Eric Wattellier,https://fbref.com/en/matches/7141aa3c/Lille-Rennes-January-3-2026-Ligue-1
03/01,17:00,Monaco,1–3,Lyon,11828,Stade Louis II,Jérôme Brisard,https://fbref.com/en/matches/6b9bd7bb/Monaco-Lyon-January-3-2026-Ligue-1
03/01,19:00,Nice,1–1,Strasbourg,18365,Allianz Riviera,Clément Turpin,https://fbref.com/en/matches/e4d308b6/Nice-Strasbourg-January-3-2026-Ligue-1
04/01,17:15,Brest,2–0,Auxerre,13772,Stade Francis-Le Blé,Jeremy Stinat,https://fbref.com/en/matches/17eddeb2/Brest-Auxerre-January-4-2026-Ligue-1
04/01,17:15,Le Havre,2–1,Angers,16099,Stade Océane,Hakim Ben El Hadj Salem,https://fbref.com/en/matches/de2b3a9f/Le-Havre-Angers-January-4-2026-Ligue-1
04/01,17:15,Lorient,1–1,Metz,12602,Stade Yves Allainmat,Guillaume Paradis,https://fbref.com/en/matches/3b4e803c/Lorient-Metz-January-4-2026-Ligue-1
