date,time,home_team,score,away_team,attendance,venue,referee,match_report
22/12,16:30,Venezia,1–3,Lazio,7894,Stadio Pierluigi Penzo,Fabio Maresca,https://fbref.com/en/matches/2f439e5e/Venezia-Lazio-December-22-2021-Serie-A
06/01,20:45,Juventus,1–1,Napoli,19301,Allianz Stadium,Simone Sozza,https://fbref.com/en/matches/0061f883/Juventus-Napoli-January-6-2022-Serie-A
06/01,14:30,Lazio,3–3,Empoli,23000,Stadio Olimpico,Antonio Giua,https://fbref.com/en/matches/1008974d/Lazio-Empoli-January-6-2022-Serie-A
06/01,18:30,Milan,3–1,Roma,35870,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/8e60ec01/Milan-Roma-January-6-2022-Serie-A
06/01,12:30,Sampdoria,1–2,Cagliari,3188,Stadio Comunale Luigi Ferraris,Giacomo Camplone,https://fbref.com/en/matches/760a25c6/Sampdoria-Cagliari-January-6-2022-Serie-A
06/01,16:30,Sassuolo,1–1,Genoa,4696,Mapei Stadium - Città del Tricolore,Gianluca Manganiello,https://fbref.com/en/matches/7d553ee0/Sassuolo-Genoa-January-6-2022-Serie-A
06/01,14:30,Spezia,1–2,Hellas Verona,3250,Stadio Alberto Picco,Maurizio Mariani,https://fbref.com/en/matches/d0ae4713/Spezia-Hellas-Verona-January-6-2022-Serie-A
09/01,14:30,Empoli,1–5,Sassuolo,4081,Stadio Carlo Castellani,Manuel Volpi,https://fbref.com/en/matches/3f8dcf2f/Empoli-Sassuolo-January-9-2022-Serie-A
09/01,18:30,Genoa,0–1,Spezia,8000,Stadio Comunale Luigi Ferraris,Marco Guida,https://fbref.com/en/matches/cb8d8313/Genoa-Spezia-January-9-2022-Serie-A
09/01,20:45,Hellas Verona,1–2,Salernitana,3106,Stadio Marc'Antonio Bentegodi,Federico Dionisi,https://fbref.com/en/matches/a080cb59/Hellas-Verona-Salernitana-January-9-2022-Serie-A
09/01,20:45,Inter,2–1,Lazio,29471,Stadio Giuseppe Meazza,Luca Pairetto,https://fbref.com/en/matches/a0ba3ca6/Internazionale-Lazio-January-9-2022-Serie-A
09/01,16:30,Napoli,1–0,Sampdoria,9000,Stadio Diego Armando Maradona,Marco Di Bello,https://fbref.com/en/matches/b1cc0886/Napoli-Sampdoria-January-9-2022-Serie-A
09/01,18:30,Roma,3–4,Juventus,33178,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/ed084613/Roma-Juventus-January-9-2022-Serie-A
09/01,16:30,Udinese,2–6,Atalanta,8679,Dacia Arena,Michael Fabbri,https://fbref.com/en/matches/e72244f8/Udinese-Atalanta-January-9-2022-Serie-A
09/01,12:30,Venezia,0–3,Milan,5000,Stadio Pierluigi Penzo,Massimiliano Irrati,https://fbref.com/en/matches/18ac0a53/Venezia-Milan-January-9-2022-Serie-A
10/01,17:00,Torino,4–0,Fiorentina,3545,Stadio Olimpico di Torino,Livio Marinelli,https://fbref.com/en/matches/f108b2eb/Torino-Fiorentina-January-10-2022-Serie-A
11/01,20:45,Cagliari,2–1,Bologna,5583,Unipol Domus,Davide Ghersini,https://fbref.com/en/matches/f58006fb/Cagliari-Bologna-January-11-2022-Serie-A
15/01,20:45,Juventus,2–0,Udinese,5000,Allianz Stadium,Antonio Giua,https://fbref.com/en/matches/b876929a/Juventus-Udinese-January-15-2022-Serie-A
15/01,18:00,Salernitana,0–3,Lazio,2559,Stadio Arechi,Rosario Abisso,https://fbref.com/en/matches/58f7c81f/Salernitana-Lazio-January-15-2022-Serie-A
15/01,15:00,Sampdoria,1–2,Torino,2549,Stadio Comunale Luigi Ferraris,Luca Massimi,https://fbref.com/en/matches/5a61b72f/Sampdoria-Torino-January-15-2022-Serie-A
16/01,20:45,Atalanta,0–0,Inter,5000,Stadio Atleti Azzurri d'Italia,Davide Massa,https://fbref.com/en/matches/b6107d5e/Atalanta-Internazionale-January-16-2022-Serie-A
16/01,18:00,Roma,1–0,Cagliari,5000,Stadio Olimpico,Lorenzo Maggioni,https://fbref.com/en/matches/8feacd2a/Roma-Cagliari-January-16-2022-Serie-A
16/01,12:30,Sassuolo,2–4,Hellas Verona,3843,Mapei Stadium - Città del Tricolore,Alessandro Prontera,https://fbref.com/en/matches/4e9bc574/Sassuolo-Hellas-Verona-January-16-2022-Serie-A
16/01,15:00,Venezia,1–1,Empoli,3805,Stadio Pierluigi Penzo,Piero Giacomelli,https://fbref.com/en/matches/e3e227d2/Venezia-Empoli-January-16-2022-Serie-A
17/01,18:30,Bologna,0–2,Napoli,5000,Stadio Renato Dall'Ara,Livio Marinelli,https://fbref.com/en/matches/7fa4a885/Bologna-Napoli-January-17-2022-Serie-A
17/01,20:45,Fiorentina,6–0,Genoa,5000,Stadio Artemio Franchi,Fabio Maresca,https://fbref.com/en/matches/a6f1d693/Fiorentina-Genoa-January-17-2022-Serie-A
17/01,18:30,Milan,1–2,Spezia,5000,Stadio Giuseppe Meazza,Marco Serra,https://fbref.com/en/matches/3a49d3a9/Milan-Spezia-January-17-2022-Serie-A
21/01,20:45,Hellas Verona,2–1,Bologna,4286,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,https://fbref.com/en/matches/f5671990/Hellas-Verona-Bologna-January-21-2022-Serie-A
22/01,15:00,Genoa,0–0,Udinese,5000,Stadio Comunale Luigi Ferraris,Daniele Doveri,https://fbref.com/en/matches/096c86d2/Genoa-Udinese-January-22-2022-Serie-A
22/01,18:00,Inter,2–1,Venezia,5000,Stadio Giuseppe Meazza,Matteo Marchetti,https://fbref.com/en/matches/5fe182f1/Internazionale-Venezia-January-22-2022-Serie-A
22/01,20:45,Lazio,0–0,Atalanta,4000,Stadio Olimpico,Simone Sozza,https://fbref.com/en/matches/a5ee61d2/Lazio-Atalanta-January-22-2022-Serie-A
23/01,12:30,Cagliari,1–1,Fiorentina,5000,Unipol Domus,Gianluca Aureliano,https://fbref.com/en/matches/19a449e0/Cagliari-Fiorentina-January-23-2022-Serie-A
23/01,18:00,Empoli,2–4,Roma,4920,Stadio Carlo Castellani,Michael Fabbri,https://fbref.com/en/matches/917843fa/Empoli-Roma-January-23-2022-Serie-A
23/01,20:45,Milan,0–0,Juventus,5000,Stadio Giuseppe Meazza,Marco Di Bello,https://fbref.com/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A
23/01,15:00,Napoli,4–1,Salernitana,3000,Stadio Diego Armando Maradona,Luca Pairetto,https://fbref.com/en/matches/861d5029/Napoli-Salernitana-January-23-2022-Serie-A
23/01,15:00,Spezia,1–0,Sampdoria,5000,Stadio Alberto Picco,Gianluca Manganiello,https://fbref.com/en/matches/f12f62b3/Spezia-Sampdoria-January-23-2022-Serie-A
23/01,15:00,Torino,1–1,Sassuolo,5000,Stadio Olimpico di Torino,Francesco Fourneau,https://fbref.com/en/matches/0dbee5b7/Torino-Sassuolo-January-23-2022-Serie-A
05/02,20:45,Fiorentina,0–3,Lazio,17181,Stadio Artemio Franchi,Daniele Orsato,https://fbref.com/en/matches/7ecdc5b7/Fiorentina-Lazio-February-5-2022-Serie-A
05/02,18:00,Inter,1–2,Milan,37918,Stadio Giuseppe Meazza,Marco Guida,https://fbref.com/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A
05/02,15:00,Roma,0–0,Genoa,29863,Stadio Olimpico,Rosario Abisso,https://fbref.com/en/matches/d864a7c7/Roma-Genoa-February-5-2022-Serie-A
06/02,12:30,Atalanta,1–2,Cagliari,7868,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,https://fbref.com/en/matches/81a8232f/Atalanta-Cagliari-February-6-2022-Serie-A
06/02,15:00,Bologna,0–0,Empoli,10349,Stadio Renato Dall'Ara,Cosso Cosso,https://fbref.com/en/matches/6ad52ce3/Bologna-Empoli-February-6-2022-Serie-A
06/02,20:45,Juventus,2–0,Hellas Verona,17016,Allianz Stadium,Luca Massimi,https://fbref.com/en/matches/702fbbeb/Juventus-Hellas-Verona-February-6-2022-Serie-A
06/02,15:00,Sampdoria,4–0,Sassuolo,6232,Stadio Comunale Luigi Ferraris,Fabio Maresca,https://fbref.com/en/matches/f33fb856/Sampdoria-Sassuolo-February-6-2022-Serie-A
06/02,18:00,Udinese,2–0,Torino,9837,Dacia Arena,Antonio Rapuano,https://fbref.com/en/matches/94b5ad10/Udinese-Torino-February-6-2022-Serie-A
06/02,15:00,Venezia,0–2,Napoli,5554,Stadio Pierluigi Penzo,Maurizio Mariani,https://fbref.com/en/matches/3c6f1dc5/Venezia-Napoli-February-6-2022-Serie-A
07/02,20:45,Salernitana,2–2,Spezia,10668,Stadio Arechi,Paolo Valeri,https://fbref.com/en/matches/106a8f38/Salernitana-Spezia-February-7-2022-Serie-A
12/02,15:00,Lazio,3–0,Bologna,22000,Stadio Olimpico,Marco Piccinini,https://fbref.com/en/matches/0ae1530e/Lazio-Bologna-February-12-2022-Serie-A
12/02,18:00,Napoli,1–1,Inter,27000,Stadio Diego Armando Maradona,Daniele Doveri,https://fbref.com/en/matches/139f09ad/Napoli-Internazionale-February-12-2022-Serie-A
12/02,20:45,Torino,1–2,Venezia,6681,Stadio Olimpico di Torino,Antonio Giua,https://fbref.com/en/matches/37d97150/Torino-Venezia-February-12-2022-Serie-A
13/02,20:45,Atalanta,1–1,Juventus,9731,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,https://fbref.com/en/matches/0b0f2610/Atalanta-Juventus-February-13-2022-Serie-A
13/02,15:00,Empoli,1–1,Cagliari,4787,Stadio Carlo Castellani,Federico Dionisi,https://fbref.com/en/matches/0fa89a9d/Empoli-Cagliari-February-13-2022-Serie-A
13/02,15:00,Genoa,1–1,Salernitana,13742,Stadio Comunale Luigi Ferraris,Marco Di Bello,https://fbref.com/en/matches/e3b8fb0d/Genoa-Salernitana-February-13-2022-Serie-A
13/02,15:00,Hellas Verona,4–0,Udinese,11713,Stadio Marc'Antonio Bentegodi,Andrea Colombo,https://fbref.com/en/matches/6e7906d8/Hellas-Verona-Udinese-February-13-2022-Serie-A
13/02,12:30,Milan,1–0,Sampdoria,35710,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/a731be6f/Milan-Sampdoria-February-13-2022-Serie-A
13/02,18:00,Sassuolo,2–2,Roma,9282,Mapei Stadium - Città del Tricolore,Marco Guida,https://fbref.com/en/matches/8add55f1/Sassuolo-Roma-February-13-2022-Serie-A
14/02,20:45,Spezia,1–2,Fiorentina,5400,Stadio Alberto Picco,Matteo Marchetti,https://fbref.com/en/matches/dbd86099/Spezia-Fiorentina-February-14-2022-Serie-A
18/02,20:45,Juventus,1–1,Torino,20132,Allianz Stadium,Davide Massa,https://fbref.com/en/matches/6641b37b/Juventus-Torino-February-18-2022-Serie-A
19/02,18:00,Roma,2–2,Hellas Verona,34777,Stadio Olimpico,Luca Pairetto,https://fbref.com/en/matches/32622c0e/Roma-Hellas-Verona-February-19-2022-Serie-A
19/02,20:45,Salernitana,2–2,Milan,18449,Stadio Arechi,Michael Fabbri,https://fbref.com/en/matches/2952f038/Salernitana-Milan-February-19-2022-Serie-A
19/02,15:00,Sampdoria,2–0,Empoli,9069,Stadio Comunale Luigi Ferraris,Antonio Rapuano,https://fbref.com/en/matches/38d8729f/Sampdoria-Empoli-February-19-2022-Serie-A
20/02,12:30,Fiorentina,1–0,Atalanta,18056,Stadio Artemio Franchi,Daniele Doveri,https://fbref.com/en/matches/151fc44e/Fiorentina-Atalanta-February-20-2022-Serie-A
20/02,18:00,Inter,0–2,Sassuolo,28324,Stadio Giuseppe Meazza,Francesco Fourneau,https://fbref.com/en/matches/83fbf802/Internazionale-Sassuolo-February-20-2022-Serie-A
20/02,20:45,Udinese,1–1,Lazio,10799,Dacia Arena,Luca Massimi,https://fbref.com/en/matches/3f1bbbcd/Udinese-Lazio-February-20-2022-Serie-A
20/02,15:00,Venezia,1–1,Genoa,7566,Stadio Pierluigi Penzo,Daniele Orsato,https://fbref.com/en/matches/7eca1f3f/Venezia-Genoa-February-20-2022-Serie-A
21/02,21:00,Bologna,2–1,Spezia,12050,Stadio Renato Dall'Ara,Livio Marinelli,https://fbref.com/en/matches/210df948/Bologna-Spezia-February-21-2022-Serie-A
21/02,19:00,Cagliari,1–1,Napoli,12063,Unipol Domus,Maurizio Mariani,https://fbref.com/en/matches/fd939a24/Cagliari-Napoli-February-21-2022-Serie-A
25/02,21:00,Genoa,0–0,Inter,14314,Stadio Comunale Luigi Ferraris,Daniele Chiffi,https://fbref.com/en/matches/02de48da/Genoa-Internazionale-February-25-2022-Serie-A
25/02,18:45,Milan,1–1,Udinese,44588,Stadio Giuseppe Meazza,Matteo Marchetti,https://fbref.com/en/matches/cac946ce/Milan-Udinese-February-25-2022-Serie-A
26/02,18:00,Empoli,2–3,Juventus,11890,Stadio Carlo Castellani,Fabio Maresca,https://fbref.com/en/matches/e52f3cd7/Empoli-Juventus-February-26-2022-Serie-A
26/02,15:00,Salernitana,1–1,Bologna,13289,Stadio Arechi,Giovanni Ayroldi,https://fbref.com/en/matches/4821b14f/Salernitana-Bologna-February-26-2022-Serie-A
26/02,20:45,Sassuolo,2–1,Fiorentina,8952,Mapei Stadium - Città del Tricolore,Alessandro Prontera,https://fbref.com/en/matches/52954201/Sassuolo-Fiorentina-February-26-2022-Serie-A
27/02,15:05,Hellas Verona,3–1,Venezia,14298,Stadio Marc'Antonio Bentegodi,Juan Sacchi,https://fbref.com/en/matches/6cd80c1a/Hellas-Verona-Venezia-February-27-2022-Serie-A
27/02,20:50,Lazio,1–2,Napoli,25000,Stadio Olimpico,Marco Di Bello,https://fbref.com/en/matches/c90dd7ce/Lazio-Napoli-February-27-2022-Serie-A
27/02,18:05,Spezia,0–1,Roma,8107,Stadio Alberto Picco,Michael Fabbri,https://fbref.com/en/matches/507d50ce/Spezia-Roma-February-27-2022-Serie-A
27/02,12:35,Torino,1–2,Cagliari,10231,Stadio Olimpico di Torino,Manuel Volpi,https://fbref.com/en/matches/7bfedf81/Torino-Cagliari-February-27-2022-Serie-A
28/02,20:50,Atalanta,4–0,Sampdoria,10245,Stadio Atleti Azzurri d'Italia,Simone Sozza,https://fbref.com/en/matches/65258886/Atalanta-Sampdoria-February-28-2022-Serie-A
04/03,20:45,Inter,5–0,Salernitana,46287,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/22a2c2cf/Internazionale-Salernitana-March-4-2022-Serie-A
05/03,20:45,Cagliari,0–3,Lazio,10873,Unipol Domus,Fabio Maresca,https://fbref.com/en/matches/1f5ef7e6/Cagliari-Lazio-March-5-2022-Serie-A
05/03,18:00,Roma,1–0,Atalanta,42303,Stadio Olimpico,Davide Massa,https://fbref.com/en/matches/51617b56/Roma-Atalanta-March-5-2022-Serie-A
05/03,15:00,Udinese,2–1,Sampdoria,12405,Dacia Arena,Massimiliano Irrati,https://fbref.com/en/matches/3f122955/Udinese-Sampdoria-March-5-2022-Serie-A
06/03,15:00,Bologna,0–0,Torino,17575,Stadio Renato Dall'Ara,Luca Massimi,https://fbref.com/en/matches/b68aceb0/Bologna-Torino-March-6-2022-Serie-A
06/03,15:00,Fiorentina,1–1,Hellas Verona,23491,Stadio Artemio Franchi,Gianluca Manganiello,https://fbref.com/en/matches/0808a81d/Fiorentina-Hellas-Verona-March-6-2022-Serie-A
06/03,12:30,Genoa,0–0,Empoli,14935,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,https://fbref.com/en/matches/bafe5081/Genoa-Empoli-March-6-2022-Serie-A
06/03,18:00,Juventus,1–0,Spezia,26475,Allianz Stadium,Francesco Fourneau,https://fbref.com/en/matches/e9c66007/Juventus-Spezia-March-6-2022-Serie-A
06/03,20:45,Napoli,0–1,Milan,42000,Stadio Diego Armando Maradona,Daniele Orsato,https://fbref.com/en/matches/c07431bd/Napoli-Milan-March-6-2022-Serie-A
06/03,15:00,Venezia,1–4,Sassuolo,5732,Stadio Pierluigi Penzo,Luca Pairetto,https://fbref.com/en/matches/d0180b27/Venezia-Sassuolo-March-6-2022-Serie-A
12/03,20:45,Milan,1–0,Empoli,48801,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/31f2171d/Milan-Empoli-March-12-2022-Serie-A
12/03,15:00,Salernitana,2–2,Sassuolo,10249,Stadio Arechi,Luca Massimi,https://fbref.com/en/matches/4b1ad5f6/Salernitana-Sassuolo-March-12-2022-Serie-A
12/03,18:00,Sampdoria,1–3,Juventus,16644,Stadio Comunale Luigi Ferraris,Paolo Valeri,https://fbref.com/en/matches/b44e2bfb/Sampdoria-Juventus-March-12-2022-Serie-A
12/03,15:00,Spezia,2–0,Cagliari,7180,Stadio Alberto Picco,Daniele Orsato,https://fbref.com/en/matches/1a4c166c/Spezia-Cagliari-March-12-2022-Serie-A
13/03,18:00,Atalanta,0–0,Genoa,9140,Stadio Atleti Azzurri d'Italia,Rosario Abisso,https://fbref.com/en/matches/b5dfd0c4/Atalanta-Genoa-March-13-2022-Serie-A
13/03,12:30,Fiorentina,1–0,Bologna,22635,Stadio Artemio Franchi,Juan Sacchi,https://fbref.com/en/matches/dedaf43b/Derby-dellAppennino-Fiorentina-Bologna-March-13-2022-Serie-A
13/03,15:00,Hellas Verona,1–2,Napoli,18782,Stadio Marc'Antonio Bentegodi,Daniele Doveri,https://fbref.com/en/matches/eb75d1da/Hellas-Verona-Napoli-March-13-2022-Serie-A
13/03,20:45,Torino,1–1,Inter,15363,Stadio Olimpico di Torino,Marco Guida,https://fbref.com/en/matches/a52a3753/Torino-Internazionale-March-13-2022-Serie-A
13/03,18:00,Udinese,1–1,Roma,15114,Dacia Arena,Marco Di Bello,https://fbref.com/en/matches/0d7c78dc/Udinese-Roma-March-13-2022-Serie-A
14/03,20:45,Lazio,1–0,Venezia,18000,Stadio Olimpico,Gianluca Manganiello,https://fbref.com/en/matches/f8f6cfc7/Lazio-Venezia-March-14-2022-Serie-A
18/03,21:00,Genoa,1–0,Torino,14961,Stadio Comunale Luigi Ferraris,Maurizio Mariani,https://fbref.com/en/matches/86c00ab0/Genoa-Torino-March-18-2022-Serie-A
18/03,18:45,Sassuolo,4–1,Spezia,6130,Mapei Stadium - Città del Tricolore,Manuel Volpi,https://fbref.com/en/matches/523574c0/Sassuolo-Spezia-March-18-2022-Serie-A
19/03,20:45,Cagliari,0–1,Milan,12309,Unipol Domus,Marco Di Bello,https://fbref.com/en/matches/19e9c5b1/Cagliari-Milan-March-19-2022-Serie-A
19/03,18:00,Inter,1–1,Fiorentina,54988,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/a65d88f9/Internazionale-Fiorentina-March-19-2022-Serie-A
19/03,15:00,Napoli,2–1,Udinese,37363,Stadio Diego Armando Maradona,Francesco Fourneau,https://fbref.com/en/matches/c6500034/Napoli-Udinese-March-19-2022-Serie-A
20/03,20:45,Bologna,0–1,Atalanta,1323,Stadio Renato Dall'Ara,Fabio Maresca,https://fbref.com/en/matches/97aab84b/Bologna-Atalanta-March-20-2022-Serie-A
20/03,15:00,Empoli,1–1,Hellas Verona,5445,Stadio Carlo Castellani,Matteo Marcenaro,https://fbref.com/en/matches/d326539c/Empoli-Hellas-Verona-March-20-2022-Serie-A
20/03,15:00,Juventus,2–0,Salernitana,29186,Allianz Stadium,Giovanni Ayroldi,https://fbref.com/en/matches/36a1b8e6/Juventus-Salernitana-March-20-2022-Serie-A
20/03,18:00,Roma,3–0,Lazio,51932,Stadio Olimpico,Massimiliano Irrati,https://fbref.com/en/matches/30b1b409/Roma-Lazio-March-20-2022-Serie-A
20/03,12:30,Venezia,0–2,Sampdoria,7591,Stadio Pierluigi Penzo,Daniele Orsato,https://fbref.com/en/matches/4fecf501/Venezia-Sampdoria-March-20-2022-Serie-A
02/04,18:00,Lazio,2–1,Sassuolo,15000,Stadio Olimpico,Antonio Rapuano,https://fbref.com/en/matches/de9bfd98/Lazio-Sassuolo-April-2-2022-Serie-A
02/04,20:45,Salernitana,0–1,Torino,8650,Stadio Arechi,Marco Piccinini,https://fbref.com/en/matches/732f70df/Salernitana-Torino-April-2-2022-Serie-A
02/04,15:00,Spezia,1–0,Venezia,7993,Stadio Alberto Picco,Daniele Doveri,https://fbref.com/en/matches/84e7dc8c/Spezia-Venezia-April-2-2022-Serie-A
03/04,15:00,Atalanta,1–3,Napoli,17709,Stadio Atleti Azzurri d'Italia,Marco Di Bello,https://fbref.com/en/matches/3a3f1bd9/Atalanta-Napoli-April-3-2022-Serie-A
03/04,12:30,Fiorentina,1–0,Empoli,22407,Stadio Artemio Franchi,Luca Massimi,https://fbref.com/en/matches/5562ffe2/Fiorentina-Empoli-April-3-2022-Serie-A
03/04,20:45,Juventus,0–1,Inter,40093,Allianz Stadium,Massimiliano Irrati,https://fbref.com/en/matches/adf797f9/Derby-dItalia-Juventus-Internazionale-April-3-2022-Serie-A
03/04,18:00,Sampdoria,0–1,Roma,16465,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,https://fbref.com/en/matches/e5297e88/Sampdoria-Roma-April-3-2022-Serie-A
03/04,15:00,Udinese,5–1,Cagliari,12215,Dacia Arena,Rosario Abisso,https://fbref.com/en/matches/69046b90/Udinese-Cagliari-April-3-2022-Serie-A
04/04,18:30,Hellas Verona,1–0,Genoa,14993,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,https://fbref.com/en/matches/403c4086/Hellas-Verona-Genoa-April-4-2022-Serie-A
04/04,20:45,Milan,0–0,Bologna,68136,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/e817596c/Milan-Bologna-April-4-2022-Serie-A
09/04,20:45,Cagliari,1–2,Juventus,13437,Unipol Domus,Daniele Chiffi,https://fbref.com/en/matches/e794445c/Cagliari-Juventus-April-9-2022-Serie-A
09/04,15:00,Empoli,0–0,Spezia,5265,Stadio Carlo Castellani,Giovanni Ayroldi,https://fbref.com/en/matches/f2137d55/Empoli-Spezia-April-9-2022-Serie-A
09/04,18:00,Inter,2–0,Hellas Verona,61325,Stadio Giuseppe Meazza,Livio Marinelli,https://fbref.com/en/matches/99bae774/Internazionale-Hellas-Verona-April-9-2022-Serie-A
10/04,12:30,Genoa,1–4,Lazio,16756,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,https://fbref.com/en/matches/c4e5b725/Genoa-Lazio-April-10-2022-Serie-A
10/04,15:00,Napoli,2–3,Fiorentina,50000,Stadio Diego Armando Maradona,Maurizio Mariani,https://fbref.com/en/matches/613f15a6/Napoli-Fiorentina-April-10-2022-Serie-A
10/04,18:00,Roma,2–1,Salernitana,64266,Stadio Olimpico,Manuel Volpi,https://fbref.com/en/matches/22c2439a/Roma-Salernitana-April-10-2022-Serie-A
10/04,15:00,Sassuolo,2–1,Atalanta,7842,Mapei Stadium - Città del Tricolore,Juan Sacchi,https://fbref.com/en/matches/1fb759b0/Sassuolo-Atalanta-April-10-2022-Serie-A
10/04,20:45,Torino,0–0,Milan,23472,Stadio Olimpico di Torino,Daniele Doveri,https://fbref.com/en/matches/34d0e8e3/Torino-Milan-April-10-2022-Serie-A
10/04,15:00,Venezia,1–2,Udinese,10459,Stadio Pierluigi Penzo,Marco Guida,https://fbref.com/en/matches/d7b947c1/Venezia-Udinese-April-10-2022-Serie-A
11/04,20:45,Bologna,2–0,Sampdoria,15783,Stadio Renato Dall'Ara,Luca Pairetto,https://fbref.com/en/matches/bf707612/Bologna-Sampdoria-April-11-2022-Serie-A
15/04,21:00,Milan,2–0,Genoa,70259,Stadio Giuseppe Meazza,Daniele Chiffi,https://fbref.com/en/matches/622f6ab0/Milan-Genoa-April-15-2022-Serie-A
15/04,19:00,Spezia,1–3,Inter,11382,Stadio Alberto Picco,Fabio Maresca,https://fbref.com/en/matches/c65e0b0b/Spezia-Internazionale-April-15-2022-Serie-A
16/04,12:30,Cagliari,1–0,Sassuolo,14689,Unipol Domus,Davide Massa,https://fbref.com/en/matches/8d16a88e/Cagliari-Sassuolo-April-16-2022-Serie-A
16/04,16:30,Fiorentina,1–0,Venezia,31627,Stadio Artemio Franchi,Rosario Abisso,https://fbref.com/en/matches/19610e31/Fiorentina-Venezia-April-16-2022-Serie-A
16/04,18:30,Juventus,1–1,Bologna,36107,Allianz Stadium,Juan Sacchi,https://fbref.com/en/matches/d0b62a15/Juventus-Bologna-April-16-2022-Serie-A
16/04,20:45,Lazio,1–1,Torino,25000,Stadio Olimpico,Alessandro Prontera,https://fbref.com/en/matches/8bdb6007/Lazio-Torino-April-16-2022-Serie-A
16/04,14:30,Sampdoria,1–2,Salernitana,14908,Stadio Comunale Luigi Ferraris,Paolo Valeri,https://fbref.com/en/matches/27f9b418/Sampdoria-Salernitana-April-16-2022-Serie-A
16/04,14:30,Udinese,4–1,Empoli,15226,Dacia Arena,Matteo Marchetti,https://fbref.com/en/matches/0bc900a1/Udinese-Empoli-April-16-2022-Serie-A
18/04,21:00,Atalanta,1–2,Hellas Verona,14537,Stadio Atleti Azzurri d'Italia,Marco Piccinini,https://fbref.com/en/matches/c383e25c/Atalanta-Hellas-Verona-April-18-2022-Serie-A
18/04,19:00,Napoli,1–1,Roma,41822,Stadio Diego Armando Maradona,Marco Di Bello,https://fbref.com/en/matches/3c421631/Derby-del-Sole-Napoli-Roma-April-18-2022-Serie-A
20/04,18:45,Udinese,0–1,Salernitana,12362,Dacia Arena,Simone Sozza,https://fbref.com/en/matches/daac9099/Udinese-Salernitana-April-20-2022-Serie-A
23/04,20:45,Hellas Verona,1–1,Sampdoria,16188,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,https://fbref.com/en/matches/3d743c39/Hellas-Verona-Sampdoria-April-23-2022-Serie-A
23/04,18:00,Inter,3–1,Roma,74947,Stadio Giuseppe Meazza,Simone Sozza,https://fbref.com/en/matches/f986adc0/Internazionale-Roma-April-23-2022-Serie-A
23/04,15:00,Torino,2–1,Spezia,8333,Stadio Olimpico di Torino,Davide Ghersini,https://fbref.com/en/matches/12ecb77a/Torino-Spezia-April-23-2022-Serie-A
23/04,15:00,Venezia,1–3,Atalanta,6132,Stadio Pierluigi Penzo,Francesco Fourneau,https://fbref.com/en/matches/ff3311b9/Venezia-Atalanta-April-23-2022-Serie-A
24/04,15:00,Bologna,2–2,Udinese,15922,Stadio Renato Dall'Ara,Alberto Santoro,https://fbref.com/en/matches/d4c5ee27/Bologna-Udinese-April-24-2022-Serie-A
24/04,15:00,Empoli,3–2,Napoli,10245,Stadio Carlo Castellani,Livio Marinelli,https://fbref.com/en/matches/b790b304/Empoli-Napoli-April-24-2022-Serie-A
24/04,18:00,Genoa,1–0,Cagliari,17257,Stadio Comunale Luigi Ferraris,Paolo Valeri,https://fbref.com/en/matches/048c4283/Genoa-Cagliari-April-24-2022-Serie-A
24/04,20:45,Lazio,1–2,Milan,25000,Stadio Olimpico,Marco Guida,https://fbref.com/en/matches/cac707b0/Lazio-Milan-April-24-2022-Serie-A
24/04,12:30,Salernitana,2–1,Fiorentina,20920,Stadio Arechi,Davide Massa,https://fbref.com/en/matches/4eda5b2a/Salernitana-Fiorentina-April-24-2022-Serie-A
25/04,20:45,Sassuolo,1–2,Juventus,20000,Mapei Stadium - Città del Tricolore,Fabio Maresca,https://fbref.com/en/matches/ba21320e/Sassuolo-Juventus-April-25-2022-Serie-A
27/04,20:15,Atalanta,4–4,Torino,,Stadio Atleti Azzurri d'Italia,Rosario Abisso,https://fbref.com/en/matches/839241f2/Atalanta-Torino-April-27-2022-Serie-A
27/04,20:15,Bologna,2–1,Inter,26034,Stadio Renato Dall'Ara,Daniele Doveri,https://fbref.com/en/matches/a44bfac1/Bologna-Internazionale-April-27-2022-Serie-A
